,song,year,album,genre,artist,lyric
0,All Night,2017,Boomiverse (2017),Hip Hop,Big Boi,"If it's alright
I wanna kick it
With you all night, all night
Have a good time
Ain't gotta worry
'Cause it's alright, it's alright
All night
All night
All night baby
Don't be shy
Don't be shy
Don't be shy baby
All night
And all night
Ain't gotta worry
'Cause it's alright, it's alright
It's ight
It's ok
Everybody gone say
What they wanna say
Player's gone play
When they wanna play
Lonely
Only for one night
Like Luther Vandross
Right!
No way
Daddy Fat Saxxx
Don't skip no days
Either
Meet her
Greet her
Treat her
Like a queen
Then I give her
That peter
Jack!
That's how we procreate
Take care my babies
I'm gone tote the weight
Imma carry the load
And imma win the bread
As well!
No tricking off
With my girl
Yo chick
In all of my girl
She thick
With all of her curves
Plus she gotta mind on her
Street smart
Book smart
Built by design for me
Gotta hold her up
'Cause she always holding me down
Like a bank robber with a note
Give it to the teller
So she know we ain't fucking around
It's something bout that company
I send for you
If you come for me, cum for me
If it's alright
I wanna kick it
With you all night, all night
Have a good time
Ain't gotta worry
'Cause it's alright, it's alright
All night
All night
All night baby
Don't be shy
Don't be shy
Don't be shy baby
All night
And all night
Ain't gotta worry 'Cause it's alright, it's alright
It's ight
It's ok
I been feeling good
Now a nigga feeling great
Started out as a lil hood nigga
From savannah
Then I moved to the A
Dirty Dirty
See we grew up
On vouges and thirty's
Sucking up game like a wet vac
Put it out
Eat it up
Get it right back
They ain't worthy
Sometimes I think
They don't deserve me
Big cold as the ice
In yah nightcap
Hit yah with yah bonnet on
By the night lamp
We don't discriminate
We just want you to participate
It takes two to tango
Now where the day go
This ain't that same old
Same old
Old same shit
We done switch it up
Like a plain clothes
Five-O
Twelve
Same code
My flow
Hell
Stay froze
It's something bout that company
I send for you
If you come for me, cum for me
If it's alright
I wanna kick it
With you all night, all night
Have a good time
Ain't gotta worry
'Cause it's alright, it's alright
All night
All night
All night baby
Don't be shy
Don't be shy
Don't be shy baby
All night
And all night
Ain't gotta worry
'Cause it's alright, it's alright
I just wanna boogie with you, with you
Do anything that you wanna do, wanna do
Girl I just wanna boogie with you, with you, with you
I just wanna boogie with you, with you
Do anything that you wanna do, wanna do
Girl I just wanna boogie with you, with you, with you
If it's alright
I wanna kick it
With you all night, all night
Have a good time
Ain't gotta worry
'Cause it's alright, it's alright
All night
All night
All night baby
Don't be shy
Don't be shy
Don't be shy baby
All night
And all night
Ain't gotta worry
'Cause it's alright, it's alright"
1,Apple of My Eye,2012,Vicious Lies and Dangerous Rumors (2012),Hip Hop,Big Boi,"Gimme one reason why
Gimme one reason why
Why, you're the apple of my eye
In the beginning they say Eve bit it
They're still sinning
'Cause they letting every Tom Dick and Steve hit it
Therefore I'm quick to not believe in it
Like the weed with the seeds in it
Now proceed like a G pimping
And some of the things you've probably seen in your life
Made you think a certain kinda way about finding your wife
Or your better half, it's better to love and to hold
Than to never have it at all and ball on these hoes
Make your stock go up, my Apple stock split
Took a gamble caught it at forty and now it's over six
I'm rich trick and that's in hundos
So overseas you might catch us eating Nando's
Gimme one reason why
Gimme one reason why
Why, you're the apple of my eye
Some say the preacher's daughters are some of the freakiest ones
They been deprived of fun and now they just wanna cut loose
Like everybody else they wilding try to find theyself
And by the time they do they barely have nobody left over
Feeling empty and alone, cause the youth is gone
The thrill has been killed so let the truth be told
Look in the mirror my dear, and it appears
That the eyes are the window to the soul, oh
Gimme one reason why
Gimme one reason why
Why, you're the apple of my eye
I, I need a big bite baby, a big bite baby
Of your sweet red delicious love
Gimme one reason why
Gimme one reason why
Why, you're the apple of my eye
You're the apple of my eye"
2,Ascending,2012,Vicious Lies and Dangerous Rumors (2012),Hip Hop,Big Boi,"If y'all don't know me by now
Y'all ain't gon' never know me
I go by the name of the B-I-G, the B-O-I
One half of the mighty Outkast
Yeah one whole of me, the whole thing
Welcome to Vicious Lies And Dangerous Rumors, yeah"
3,Back Up Plan,2010,Sir Lucious Left Foot: The Son of Chico Dusty (2010),Hip Hop,Big Boi,"(Intro: Big Boi)
Put that bitch in smash mode!
Boo, I got a back up plan to the back up plan
To back up my back up plan
(And one and two, now you know what to do)
Motherfucker let's go
Yeah-yeah, Let's go
Put your back into it like you Grandma do it, let's go
A-Town!
Boo, I got a back up plan to the back up plan
To back up my back up plan
[Chorus] + (Big Boi)
I knew I was wrooong for thinking that she caaaared
I knew all alooong, that's whay I stay prepaaared
{And one and two, now you know what to do}
My nigga what was I to do, but find someone elseeeeeeeeee
(Boo, I got a back up plan to the back up plan
To back up my back up plan)
(Verse One: Big Boi)
This is how it starts
Momma fell heel over head and says you was the one
Big Boi, but she calls me Antwan
So just for fun, I went along with hon
I was young, full of cum, done for the skeet skeet, not dumb
We would meet undiscretely discrete
She in heat like beitch on a leash (BIIITCH!)
No disrespect, but metaphorically she's a beeeeast
No teasing, no whining
Just bumping and grinding till we got slimey
Yeah, from that sweet stick thang, can't complain
I was hooked on the box like the hot Krispy Cremes
(Verse Two: Big Boi)
Well it didn't take long for me to game peeep
It was week after week, I was seeing the same freak
I be damned if we posing for pictures and throwing rice
Maybe throwing up in Vegas while Daddy's on the dice
I might (might) just put you on the chopping block tonight
Act right and you can get my second string spotlight
But if you freaking, I'm speaking clean as a whistle
This'll be the last official offer before dismissal
No teasing, no whining
Just bumping and grinding till we got slimey
Yeah, got the latex for the fit
Because she trying to +trick Daddy+, Slip-N-Slide on this dick!
(Bridge: Big Boi w/ back up singers)
You are not the one, you are not the one
You can be my two, you can be my two
And one and one, everybody have fun
And one and one, everybody have fun
(And one and two, now you know what to do)
(Outro: Big Boi)
And one and one, everybody have fun
And one and one, everybody have fun
Now two, now two, I'mm give her back to you
I'm through, nigga
I don had enough of the nast stuff
One, two, yeah!"
4,Be Still,2010,Sir Lucious Left Foot: The Son of Chico Dusty (2010),Hip Hop,Big Boi,"(Chorus: Janelle Mone)
Be still young heart
Never will you fall apart
Be still young heart
Never will you fall apart
Be wise my dear you must, learn to just be still
Until you really really know
Show me you're right, shine your light
I wonder when will I know
(Big Boi)
To hell if I don't pray
Like a mannequin in the window I don't say
A, word - I like to sit back, observe
My heart says do not disturb, and yours
Is like a doorknob, everybody get a turn (yeah)
Now that's a turnoff, girl, I'm not concerned
More like the early bird tryin' to get the worm worm
But not on those terms, you got on my nerves
Say I don't deserve you, you're gonna learn
Treat it like a perm, leave it be or let it burn (burn)
Eat 'em like an urr-ange, orange
So when they on the verge of leavin' it don't get borin
Foreign trips are taken
Just to see your smiley faces, time's a-wastin
And I don't like to waste no time
You can be down or... yeah
(Janelle Mone)
I love bein in love (bein in love)
Then you let me down, turned my heart around
Givin' up on love, makes my ocean drown
You lived in my heart
Secret melodies haunt me at night
Maybe lies and lullabies
This is my last farewell
You let me down
(Big Boi)
Yeah...
From behind the Cadillac do'...
Grip this wood, slide around real slow...
Just thinkin', mind blown
As I glare through the smoke tinted windows...
And be still"
5,CPU,2012,Vicious Lies and Dangerous Rumors (2012),Hip Hop,Big Boi,"And it's you that's on my computer screen
'Cause it's you that's on my mind
And it's you that's on my computer screen
'Cause it's you that's on my mind
'Cause it's you that's on my mind
The world is yours as soon as you log on
I'm long gone like the dro that's blown in the wind, friend
Pretend that this life is but a dream then reality syncs in
The fantasy begins and it never ends
We like to role play, throw on some Coldplay
Go get some drugs and alcohol, fuck our whole day
Now we're trapped in the matrix
While Big Brother out here making movies, nigga, don't say shit
And it's you that's on my computer screen
'Cause it's you that's on my mind
And it's you that's on my computer screen
'Cause it's you that's on my mind
'Cause it's you that's on my mind
The information age (age)
The age of information, but we're still enslave
So let me behave like a coon, bring the goons, go out and sell dope
That's what they shoving down our throat so I choke
And regurgitate truest lyrics I ever wrote, folk
My crew is loc'd out without the bandanas
Yet we keep it cracking like a egg yolk, nigga, that's Atlanta
By way of West Savannah
And it's you that's on my computer screen
'Cause it's you that's on my mind
And it's you that's on my computer screen
'Cause it's you that's on my mind
'Cause it's you that's on my mind
As I scroll through the centrefolds
Wishing that the screen was three-dimensional
I know it doesn't seem too conventional
But it'll do until I get you in the physical
And it's you that's on my computer screen
'Cause it's you that's on my mind
And it's you that's on my computer screen
'Cause it's you that's on my mind
'Cause it's you that's on my mind
The flash memory that I'll hold is all I know of time
What was waiting all along is all I have to realize
I've got the dial tone
The glowing screen, it means we're not alone
And it's you that's on my computer screen
'Cause it's you that's on my mind
And it's you that's on my computer screen
'Cause it's you that's on my mind
'Cause it's you that's on my mind"
6,Chocolate,2017,Boomiverse (2017),Hip Hop,Big Boi,"Aye, yeah, Aye, Aye, Aye, Hey
Chocolate
Chocolate
Chocolate
Chocolate
Chocolate
Aye just cash the check
And I'm bout to blow it all
On chocolate
Yeah I'm bout to blow it all
On chocolate
Sweet tooth baby make that dollar stretch
Chocolate
Chocolate
Chocolate
Chocolate
Uh I feel my sweet tooth acting up
All I need is you to gone head back it up
Honey paper sack brown yeah I'm black enough
Never holla man down cause we standing up
Standing rock
Chief pretty D
Stay litty lil nigga is you shitting me
Off the Hennessey and titos we go
Hard in the paint like a nigga making free throws
Yum (x 15)
""All I need is you to gone head back it up""
""All I need is you to gone head back it up""
""All I need is you to gone head back it up""
""All I need is you to gone head back it up""
""Chocolate""
""Chocolate""
""Chocolate""
""Chocolate""
Aye just cash the check
And I'm bout to blow it all
On chocolate
Yeah I'm bout to blow it all
On chocolate
Sweet tooth baby make that dollar stretch
Chocolate
Chocolate
Chocolate
Chocolate
You ever find yourself stuck in-between
A rock and a dark place sleeping for a dream
I'm hard and I'm heartless king without a queen
Got iceberg shoulders for a bitch nah mean
We ain't throwing rice
I'm just throwing D
And making music for the people that be feeling me
Off the Hennessey and titos we go
Hard in the paint like a nigga making free throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Free Throws
Chocolate
Chocolate
Chocolate
Chocolate
Chocolate
Chocolate
Chocolate
Now take another shot
Consider it a gift
And ain't no designed driver
We can get a lyft
Now gone sip you some more sips
While I fire up this dro spift
Blow this joint get the
Glow stick (x 11)
Yum (x 15)
""All I need is you to gone head back it up""
""All I need is you to gone head back it up""
""All I need is you to gone head back it up""
""All I need is you to gone head back it up""
""All I need is you to gone head back it up""
""All I need is you to gone head back it up""
""All I need is you to gone head back it up""
Back it up
Back it up
Back it up
Back it up
Back it up
""Chocolate""
""Chocolate""
""Chocolate""
""Chocolate""
Aye just cash the check
Hard in the paint
Hard in, hard in the paint hard
Yeah I'm bout to blow it all
On chocolate
Aye just cash the check
And I'm bout to blow it all
On chocolate
Yeah I'm bout to blow it all
On chocolate
Sweet tooth baby make that dollar stretch
Chocolate
Chocolate
Chocolate
Chocolate"
7,Da Next Day,2017,Boomiverse (2017),Hip Hop,Big Boi,"I think it's time for us to stir the pot
Like the feelings in the bitter broad
Because she hurt a lot and yes I
Been aboard because I work a lot
See we done did it all still bussing
Like you jerk it out, it's nothing like
Riding a huffy or my little brother
James out chea slanging them
Puppies, slanging superstar dick
Till she say that she love me
Raps Underground Railroad but
Nothings above me, shits lovely
We stay blooming like its spring break
Flower child Cadillac look like cheese plate
Crack a smile like a gator with his mouth close
Or crocodiles from the Nile yeah we cop those
Calendar booked like library got shows
You can ask my nigga Welch these are not jokes
Or you can ask me for my help I'll send a life boat
Or life raft for yo riff raff ass I keep it classy
Like you just got a scholarship, or like a waffle house
Waitress with a dollar tip, don't like them see you sweat
Fuck all them poli'tricks, better gohe get some gold
Fuck that dollar bih, I'll daddy fat on the kill boy
Keep the party going never was a killjoy
I know you feel boy
That's me in third person sometimes I get beside myself
I call it soul searching, words and sentences in parenthesis
Everything quotable bitch remember this
And take these with yah
Sack one sack two in yah jaw on your knees with yah
Uh uh uh uh uh uh uh
We spit universes, birthing worlds with words
From darkness came the big boomiverse facts
I never met my match but niggas now rather listen
To the rumors first, this shits empirical, and still fearing
Till the last bitch emcee eliminated uses his dying breath
To proclaim he the most lyrical
God they done damned up
The flow, sammed up the boe came through
The door saying
This same shit before, fuck nigga bring back hop hip
These suckas sound slow but it don't stop shit
Damn sure not this
What I know so far true fusion only occurs
At the heart of a star"
8,Daddy Fat Sax,2010,Sir Lucious Left Foot: The Son of Chico Dusty (2010),Hip Hop,Big Boi,"(Big Boi)
It is I, the B-I-G, the B-O-I
Me oh my, ears to the street and eyes to the sky
Kept my sights on the prize, wide open, door wide
Like the thighs of a hooker spread, told the girl bye
I got bigger fish to fry, niggaz wish I would retire
Cause of the pressure I apply every time I bust a rhyme
None of the rest of ya are tryin', watch me stimulate the minds of the masses
While you niggaz kickin it like jackasses
And who you votin for, Republican or Democratic?
Don't say it doesn't matter cause that's how they stole the last one
Assassin's bullet might be waitin for Obama
Do you think they'll have a brother before Billy's baby mama?
C'mon!
(Chorus: scratches by DJ Cutmaster Swiff)
""Look at the way you look at me"" - ""Da-Daddy Fat Sax""
""In my Cadillac, six woofers and fo' amps""
""Look at the way you look at me"" - ""Da-Daddy Fat Sax""
""In my Cadillac, six woofers and fo' amps""
""Look at the way you look at me"" - ""Daddy Fat-Fat Sax""
""In my Cadillac, six woofers and fo' amps""
""Look at the way you look at me"" - ""Da-Da-Daddy Fat Sax""
""In my Cadillac, six woofers and fo' amps""
(Big Boi)
My daddy told me it was mine for the takin'
A true gift from God, the stars aligned when they made me
Him and Rena's baby, their first born son
I'm Antwan Andr Patton, the only one
Bloodline of a champion with heart of the lion
I'm defyin all the laws like a caterpillar flyin
Way before my time and reside in the Dirty Dirty
Where they still hangin' nooses like we in the early '30s
Goddamn, you know who I am? {""Da-Daddy Fat Sax""}
Royal fam of Atlanta, Dungeon bitch you understand? (boy!)
This ain't what you want, let's be clear from the bungie
I write knockout songs, you spit punchlines for money
(Big Boi)
With my ears to the streets and my eyes to the sky
I'm on another planet my nigga and you just fly
(Why?) 'Cause I'm {""Da-Da-Daddy Fat Sax""}
Take that motherfucker, take that!
With my ears to the streets and my eyes to the sky
I'm on another planet my nigga and you just fly
(Why? 'Cause he's Daddy Fat Sax)
Ridin' off in the Cadillac like that nigga
(Big Boi)
Yeah {""Da-Da-Daddy Fat Sax""}
What his name is? {""Da-Da-Daddy Fat Sax""}
What ya talkin' 'bout? {""Da-Da-Daddy Fat Sax""}
Boy stop!"
9,Descending,2012,Vicious Lies and Dangerous Rumors (2012),Hip Hop,Big Boi,"Jag känner att jag faller
If ya don't know me by now
If ya don't know me by now
If ya don't know me by now
If ya don't know me by now
You will never know
If ya don't, if ya don't
When I think back, I'm glad I lived it all
The pain when I'm thinking about it, dad
I will not fall, even tired and all
Grand-mamas, great grand-mama they gone
My daddy's gone
If ya don't know me by now
If ya don't know me by now
If ya don't know me by now
If ya don't know me by now
You will never know
If ya don't, if ya don't
Hey, even with a storm to face, I still stand tall
I take beyond, the city I was born and raised
Lights, lights turn off, running along my own way
My body lift up, even when I go stray
By now you should know us
If ya don't know me by now
If ya don't know me by now
If ya don't know me by now
If ya don't know me by now
You will never know
If ya don't, if ya don't
From the bottom of my chest to my stomach
Got damn it, my daddy is gone
(From the waves that rock I listen for you
I'm listening through)
If ya don't know me by now
If ya don't know me by now
If ya don't know me by now
If ya don't know me by now
You will never know
If ya don't, if ya don't"
