,song,year,album,genre,artist,lyric
0,0% Finance,2007,Pro Tools (2007),Hip Hop,GZA,"GZA]
Took her off the showroom floor, no money down
Near the Chrysler Building, the heart of Midtown
Two hundred horsepower under the hood
Junk in the trunk, that be far from damaged goods
Designer frames, the windshield's stay tinted
The most beautiful thing someone invented
A Wrangler had a sticker on the bumper
A sign in case tow trucks tried to dump her
Rear view mirror, that of Serena Williams
Staring with the crime and the look to kill 'em
Brushless showers and the Brazilian wax
Cash in the glove department, freeze from tax
Low mileage, on the odometer
A graduate, with more degrees than a thermometer
Spark plugs for great conversation
She would Focus on the finish line and destination
Steering in the right direction, made sure
I wore a seatbelt, and had airbags for protection
In her tank, she love to stash my tool
I kept it full, super unloaded fuel
She had a room full of skirts and rims
The old ones, used to swing off ropes, that often hung from limbs
A temp at the Ford Modeling Agency
Suburban area, where the Caucasians be
Her great grandfather was a Cherokee Indian
Exploring Navigator, traveling then begin
Sharpening his arrows on Plymouth Rock, commanding chief
Who weighs cattle, only selling the livestock
King of the Frontier, rider of thoroughbreds
He was just as sharp as a needle without thread
Legend in truth, but known to run the herds
His sons were Oldsmobiles who drink Thunderbird
Land Cruisers sitting on fertile soil
With equipment that ran off expensive oil
Folks bragging, said a horse pulled the Volkswagen
They love Mustang Sally and lolly gagging
Fished in Lake Tahoe, cooking Barracuda's
Hundred Impala's with the six shooters
From a long range with the dog Rover
It was something else to see him out and over
Some got caught in the Crossfire, a bunch of rabbits
Indicating these dudes should retire
One was oddball, rocking a sunroof
A gas guzzler, in his grill was one tooth
A strong Accent and a beard like Lincoln
Who hated the Golf course, but he love drinking
Avenger, used to pick up chicks
He had Magnums, that was laying tough but thick
Wore a Blazer, and where he used to hide the ruger
For encounters with the Jaguars and Cougars
A veteran move and salute, sing the anthem
In Accord with the plan, he was a Phantom
He had a fat lady, they called Hummer
And um, she needed bodywork for the whole summer
She had a few friends, who used to stay in the pound
Abandoned parking lots and junkyard down
Regulars in rest areas and truck stops
Cassette player, known to make the tape pop
Gold diggers, who wanted cream like well's Fargo
In Vegas, they circle around a Montecarlo
You know the snakes with the fangs of Vipers
Bloodsuckers, who will use the piss from hiking
Met the Cavaliers at the Outback Steakhouse
Chicken cutlet supreme, just for takeout
One of them was forced to live in Astoria
'Cause at the auction they had Crown Victoria
Since then, her friends charged with battery
Had her running off the sweets flattery
She kept a loud muffler, couldn't trust her
Police used to always pull over his duster
A pothead, who some called the Firebird
A foul mouth who could of used wiser words
Her man used to hustle and ran the crack corner
So insecure, he kept Low Jack on her
Peeping with his visors low, high beaming
Temper would accelerate, private eyes scheming
He would check his console for rubber
She would pass the inspection with flying colors
She would turn left, if he said right
On a cycle, he would often run a red light
His voice Echoed if she Dodged a Convoy
A previous owner, all he did was bone her
Some drove her crazy, she was just a loner
He had a leaking transmission fluid
Said it was an accident, didn't mean to do it
No insurance, but a grill to cage
She sobbed uncontrollably and still stayed
Another total Eclipse for the heart
Like the freezing weather that never gave her a start
Plus, he had a Sidekick in his garage
And if he needed a Boost, she would give him a charge
He was sentence for running an Escort service
Escaped from prison but made a few nervous
His baby mother and wife, the BMW
Number one on her list, who he brought trouble to
She done everything to regain her Liberty
Tried to be Audi, but went into delivery
Moved to Aspen, survived the Avalanche
A different Element, inside a cattle ranch
Far away when she changed the pattern
The distance was light from Mercury to Saturn"
1,1112,1999,Beneath the Surface (1999),Hip Hop,GZA,"Bobby said, ""Fuck spendin 50 on a whip, buy a clip""
Mental flip, we got a thousand tracks thought on a chip
Said he had mad toys to make noise
You split and separate drums like asteroids
The concerned producer sampled this question
Hit him with the beat for the answer, with extra compression
When sound travel, it quickly grab you
And equalizes the pitch up, until it have you
Bugged out, tryin' to think you can match this
The portrait's too graphic
Panaramic view for you, stamp Wu
The feature gothic, the outcome will be catastrophic
We wrote block-tic checkpoints on your next joint
And who the nigga you anoint?
700 volts on the track to slay Murderous wordplay
Displayed, for killin' cascades
Throwin' bullets in the air to test wind and which way the cyclone spins
Counter on clockwise, still civilized
Kill spies on the wall,
That still flies all dies
Give no extension on the lynchin
It's tension if the name of the Clan is mentioned
It's the aura that's felt, that causes one to flash his gun
And reveal how he really feel, confirmed
He'll never live after the show, see the promoted for the dough
I'm takin', breakin his wax
Throw my shit on to perform my selection from the Swarm
Day 2 breaks, it's a stormy Monday
My ninjas lay in revines and ditches
Underneath shrubs and leaves
They breathed through underwater reeds, the enemy walks above,
Clan remain subterranean mud
Off shore banks, tanks approach the location
Bombarded by the circle of death formation
Telecom lines are sniped from these low altitude
Strikes Shatterin bulletproof
Helmets with scrap nail fragments of cell,
Inhale these venomous thoughs that I propel
Through the north facility, the city must suffer at the hand
Of the Chief's command, volts is in
At 3 minute intervals the heat intenses
Deadenin the power from electrical fences
Defences are down, shake a nigga up
Bounce him off the sound
You know what I'm sayin'?
The God ca-diver, in the streets of Iris.
We talk about sex, money and drugs.
(Ruled by power.) And y'all cats don't know
What it's about. (Love and power.)
It goes deeper than what you see on TV
Killah Priest, come on.
Burnin desire, ebony eyes
Painted toe nails, legacys die
Drivin' by the well, egyption queens, arabian shieks
Are paid to knock off rich kings, for the joy some sing
Graveyards filled with scarlet widows
Who stabbed they husbands, sleepin' on silk pillows
Blood on they robes Disguised as beggar in cheap wool clothes
Lambs and wolfs in black hoods, pull out they gats
Like magic wands, castin spells
Sendin niggaz to Hell Trappin they souls in realms
Baptize 'em with holy water
Springin on the heads of plenty witches' daughters
Interviews with the richest reporters Silent nights over the dividers
A 1000 muslim bibles for the cobler
Hebrews flee to the hills of Masada
For the love of God, guns make a loud sound
I'ma show you how thugs get down
Shoot outs, bullets turn into bloodhounds and hunt you down
Cursed nation, lost generation
X-Files, describe them in the future as cosmic rulers
Fallen angels from space intruders dyin' saints
Blood spilled on the floor like wet paint
See it in the pictures, read it like the lost scriptures
Dissolve it with your 100 proof liqour
Ha, I shot the sheriff and the deputy secondly
Threatenin the lives of those who threaten me
Lessenin my chances of defeat by predeterminin the victory
As taught by Sun Tzu in the chapter
After the third one I heard my words shall be bombed
Regardless to anything or anyone
Because I die by the gun, my life has just begun, thought I was livin' all alone
But I was wrong - this long road I have to travel
In countless battles these filthy snakes with poison fangs and rattles
Kings, queens and pharoahs
Change to cattle I'm able to subtract the devil's arrow
Singin' at his eyes on the sparrow, mind narrow
2 positions, horoscopes and tarots
Hark harolds, angels and Christmas carols
Raven images hang from the mantels man made slaves
And modern day babbles Raw from Africa and golden ropes and sandles
By wicked thieves and vandals
Who man-handled us with leather whips and burnin candles
And rambled through our castle, leavin' niggaz shambles
Stole our golden sodas like some arab camels
We gazed, amazed and baffled as he loaded his ammo
With to the barrel and blasted out our bone marrow
We went to Gretal and the Hansel, tricked by this wicked jackel
Children of my grand old daddy, have it
In mind were they lost in this wilderness blind"
2,4th Chamber,1995,Liquid Swords (1995),Hip Hop,GZA,"(Intro: LP version only, taken from the movie ""Shogun Assassin"" (1980))
Choose the sword, and you will join me
Choose the ball, and you join your mother... in death
You don't understand my words, but you must choose
{*Baby gurgling*}
So... come boy, choose life or death
(Verse One: Ghostface Killah)
The only man a hoe wait for
Is the sky-blue Bally kid, in '83, rocked Taylor's
My Memorex performed tape decks, my own phone sex
Watch out for Haiti bitches, I heard they throw hex
Yo, Wu whole platoon is filled with raccoons
Corner sitting wine niggaz sipping Apple Boone this ain't no white cartoon
'Cause I be ducking crazy spades
The kid hold white shit, like blacks rock ashy legs
Why is the sky blue? Why is water wet?
Why did Judas, rat to Romans while Jesus slept?
Stand up, you're out of luck like two dogs stuck
Iron Man be sipping rum, out of Stanley Cups, inflammable
Noriega, aiming knives which stay windy in Chicago
Spine-tingle, mind boggles
Kangols in rainbow colours, promoters try to hold dough
Give me mine before Po, wrap you up in so-and-so
I ran the Dark Ages, Constantine the Great, Henry the Eighth
Built with Genghis Khan, the wreck suede Wally Don
(Verse Two: Killah Priest)
I judge wisely, as if nothing ever surprise me
Lounging, between two pillars of ivory
I'm lively, my dome piece, is like building stones in Greece
My poems are deep from ancient thrones I speak
I'm overwhelmed, as my mind, roams the realm
My eye's the vision, memory is the film
Others act sub-tile, but they fragile above clouds
They act wild and couldn't budge a crowd
No matter how loud they get, though they growl and spit
Clutch they fists, and throw up signs like a Crip
And throw all types of fits
I leave them split, like ass cheeks and ragged pussy lips
(Verse Three: RZA)
Aiyyo, camouflage chameleon, ninjas scaling your building
No time to grab the gun they already got your wife and children
A hit was sent, from the President to raid your residence
Because you had secret evidence, and documents
On how they raped the continents, and it's the prominent
Dominant Islamic, Asiatic black Hebrew
The year two thousand and two, the battle's filled with the Wu
Six million devils just died from the Bubonic Flu
Or the Ebola Virus, under the reign of King Cyrus
You can see the weakness of a man right through his iris
Un-loyal snakes get thrown in boiling lakes
Of hot oil, it boils your skin, chickenheads getting slim
Like Olive Oyl, only plant the seed deep inside fertile soil
Fortified with essential, vitamin and minerals
Use the sky for a blanket, stuffing clouds inside my pillow
Rolling with the lambs
Twelve tribes a hundred and forty four thousand chosen
Protons Electrons Always Cause Explosions
(Verse Four:GZA)
The banks of G, all cream downs a bet
Money feed good, opposites off the set
It ain't hard to see, my seeds need God-degree
I got mouths to feed, unnecessary beef is more cows to breed
I'm on some tax free shit by any means
Whether bound to hit scheme or some counterfeit cream
I learned much from such with cons who run scams
Veterans got the game spiced like ham
And from that, sons are born and guns are drawn
Clips are fully loaded, and then blood floods the lawn
Disciplinary action was a fraction of strength
That made me truncate the length one-tenth
With his thump, tweaters hits like air pumps
RZA shaved the track, niggaz caught razor bumps
Scarred trying to figure who invented
This unprecedented, opium-scented, dark-tinted
Now watch me blow him out his shoes without clues
'Cause I won't hesitate to detonate, I'm short fuse"
3,7 Pounds,2007,Pro Tools (2007),Hip Hop,GZA,"Verse 1 (Gza)
Speakin' of this art form this slang is dangerous
MC's are like sperm cells, a gang of us
Fightin' to reach the egg
Bitin' and loose a leg
Odds are like one in ten million, a thin thread
One from a thousand speaks in his own voice
The other 999 imitates without choice
Never even knowing it
Until the going gets
Rough
See the amplified sample I've flowin' with
I grab the microphone, the unthinkable happens
See the rocket's red glare like the guns a' clappin'
They steel cage matchin' MC's is scrappin'
Not the UFC but my opponent's tappin'
So don't let a little bit of fear turn to hatred
I was sent as the savior to revive what was sacred
Also stop this uncalled-for behavior
Sylphic rap cats they lack taste and flavor
Got word from the wise to let it drop
Set this on fire, take aim and let it pop
Because, regardless to whom or what
Even with doors shut
I'm givin' 'em straight raw you're bringin' 'em more cut
Like Bolivian rock, your watered down hip hop
Rap so outta shape and far from tip-top
Pearls next to pebbles
Spoons against shovels
Dictators next to rebels and
Gods against Devils.
Verse 2 (Gza)
No time for backwards thinkin' let's think ahead,
If you wanna sleep when you awake, then make your bed
A lot of MCs came to see me on referrals
Not even knowing that they would undergo great perils
These cutting edge methods from the most specialized
Craftsmen, the last minute before the vessel flies
The lord of the art strikes a chord in your heart
Your ear love to hear the god rip the track apart
To me hip hop is like Einstein to science;
A match made in heaven, most likely an alliance
Complex individual that you dream of being
Intellectual charlatan, the all-high-seeing
Got an appetite for heat so then come and bite the beat, n'
Digest the rest and don't stress the part you couldn't eat."
4,Advance Pawns,2005,Grandmasters (2005),Hip Hop,GZA,"(Feat. RZA, Raekwon, Sen Dog)
(Intro: RZA)
Yeah, yeah, a special guest appearance
From the slums... yo, aiyo
(RZA)
I examine your diameter, third eye light the camera up
Be careful, I got four ninjas, inside your parameter
Perimeter, flame burst out all sides like Gamora
My poisonous is released, gas from the canister
Raise the black fist, we keep the earth on it's axis
I make a good day move slow like molasses
Welcome to the bee hive, dual processor with the G5
There's not a tape or disco break I can't revive
In this high tech world of fire wire and microchip
We still keep the four-five clip, filled with the spiral tip
(GZA)
I come from the 36 Chambers of danger
With many lyrical swordsmen, that quick to change ya
The difficulty to see closely, is mostly
It's a critical point, when ya rap niggaz approach me
Like the blind, death, dumb, who mind was left numb
A non B-Boy nigga, couldn't rhyme to the drum
When I started M.C.'ing I entered, the gates of pleasure
Not knowing, I be coming with, too much to measure
With the math of an elder, and the steel of a welder
The path of tray, that I had laid down, to held a
Blueprint, that would draw attention like the Pope
I examine all with the internal mirror of the scope
(RZA)
Supreme deluxe edition, CREAM with a touch of wisdom
Beams that through up the system, spleens, I conduct, you listen
How you gonna tell me no, yo, the fuck you is in
Locked in a four block radius like a public prison
Twenty two year old, dunn, ain't got a cup to piss in
But he got a barrel gun, and that's knuckle twitching
And he got a baby moms and a cousin bitching
Went to catch a body, now he stuck in another prison
(Raekwon)
When you see it, you better acknowledge, your all swords
Blaze the green hundred fours
Pull out on you, blew you for the cause
And Sudan outst a nigga, seclude you from my Clan
This is water glock, aces on cameras sniffin' raw
Why try to fuck with these lecturers
I'm so high powered, my electrical structure blew down the floor
You was king for a second, I reigned, came with a different name
The W.T.C. Family and more, one!
(GZA)
They applause when I make my entrance
I move on 'em with age and experience, before I start the sentence
The rhyme was designed to meet most demand
Is enough to compensate, fertilize the land
He blew out the belt drive, M.C.'s they felt vibes
Powerful dart, narrowly missing your whole tribe
Scientists look, at the magnitude and devastation
But the strands of heavy metal seem to have no relation
But it's always potential for large scale disasters
Because the instrumentals, spins a hundred times faster
Many was taken, is at the price of a pawn
And the collective lost had left, thousand of mourn
Them Clansmen, are the nucleus of hip-hop
There's no room for error, M.C.'s will get dropped
Evidence of terrifying threats from heat pressure
Power by strong winds that blew rhymes off the dresser
The words spread through the town from Yonkers to Leffers
And to kill off the slang was a city wide effort
But they couldn't be more wrong, my click was all strong
Fit together seamlessly, till you're all gone
(Outro: chess sample)
The queen by far, is the strongest piece
Should too, should not be prematurely brought
Into play, during in the opening
Or she will be attacked by wicked pieces
And driven back, it is very dangerous
To make a raid with the queen early on in the game
It is best, in opening, to make but one move with the queen
And that, to a square where she is not exposed
To any direct or indirect attack"
5,All in Together Now,2005,Grandmasters (2005),Hip Hop,GZA,"(Feat. Ol' Dirty Bastard, RZA)
(Intro: Ol' Dirty Bastard (RZA))
Yo, check this out, my name is the Ol' Dirty Bastard
Youknowhatimsayin, when I rhyme, when I, when I get down for my crown
I come out crazy like a, like a tiger, or something, knowhatimsayin
No, no, nobody can even F' with me, straight up and down
You knowhatimsayin', so that's how we coming in, knowhatimsayin?
(From the heart of Medina, to the head, to the east
To the plaza houses, a/k/a the Mountain
To the rugged lands of Shaolin, yo
We rock all, all, all in together now
Got played, got fresh, up)
(GZA)
The world was bugging off this Wu-Tang nigga on the rock
That was just another spot on the muthafuckin' block
You forgot Cash Rule nigga? --- toss seven figures
He pull a trigger to make that account, get bigger
Had babies to feed, kept a bitch with need
Thousands shows booked, promoters on speed
His hands was in everything, including some pussy
From the Brazilian wax, to the uncombed bushy
From down state, psychiatric
Who tried to put a code on his brain until he cracked it
Now the media wanna view him like they knew him
And his head nurse, wanna sue him 'cause she blew him
Ever since he walked on stage, he was just a loose cannon
Wild drunk staggin', a nigga who kept standing
Class clown, who erase chalk from the board
The only choir member, that sing off chord, we were
(Chorus x2: GZA (w/ RZA))
(All, all, all in together now)
Kept the balance, stay dressed for the weather now
Battle M.C.'s, anywhere, whatever town
And remain victorious, in any ground
(GZA)
The All In Together Now, started in Bed-Stuy
Human beatbox specialist, who dressed fly
A half ounce of blow and a forty ounce drinker
Magnificent flow, critical thinker
Unique is one grain of sand from the beach
And had bitches eating out of his hand
He was intelligent, his style was relevant
I can name ten niggaz that stole an element
From the high speed chase to the court arraignments
All of the above, was entertainment
He caused earthquakes, just from experiments
Some thoughts got lost, not knowing where it went
His songs had a rep for many inducements
Giving birth to new styles, after recruitments
There's no replacement or any supplement
He was a new testament, what he said, what he meant, we were
(GZA)
The judge took a look at he, and threw the book at thee
The sentencing, would have made the average crook happy
They put him in a box, wrapped like a gift
In them straight jacket, watched by two, worked the shift
Gave him no phone calls, saw no sunlight
Like, Billie the Kid, in his last gun fight
Then days became weeks, weeks became months
Carved the calendar on the wall, with his front
The food pushed in, on the trays, looking sharp, in the cell
My hands covered with latex gloves
Cooks in the kitchen had laced his drinks
The wild ass physician, they was off the breaks
He got visits from shrinks who came in with ink-blots
Moving with they own plot, but the Dirt, he think not
He had nothing but time on his hands
As if he got him signed from the Clan, we were
(Outro: RZA (chess sample))
All, all, all, in together now
""All in together now!"" - Ol' Dirty Bastard
""All in together now!"" - Ol' Dirty Bastard
All, all, all, in together now
""All in together now!"" - Ol' Dirty Bastard
""All in together now!"" - Ol' Dirty Bastard
""All in together now!"" - Ol' Dirty Bastard
""All in together now!"" - Ol' Dirty Bastard
""All in together now!"" - Ol' Dirty Bastard
""All in together now!"" - Ol' Dirty Bastard
(Now white doesn't really wanna use up
His two remaining pawn moves, so he plays, king to E2)"
6,Alphabets,2007,Pro Tools (2007),Hip Hop,GZA,"(GZA)
All I need is a beat, with a continuous loop
And a live vibe, that'll hypnotize like the flute
Along with something that's rugged by nature like the forest
Composed like the symphony without a chorus
A place with the path and trail that you follow
With the wood, where you drive your nails, but too hollow
Far from reality, with a slim chance of getting back
Even if you narrowly escape the hidden traps
Nothing but the driven raps written in my notebook
Inspired by the cap and the gown, that's on the coat hook
Prepare for the chemical rush, something new to cause
Your heart to bass, but it's tangable to touch
Associate with those who are consumed with beats
Produce fire, until they melt the room with heat
You know my ink lay all over the sheets, let us gather around
And form words, every time they meet
(Chorus: GZA)
Allah Be a Born, Cee Divine, Equality
Father, then after that, there's the G-O-D
He or Her, I Islam, then Justice
King of Kingdom, Love, Hell or Right, we still exist
Master, Now in Cypher/O, Power's the Queen
Rule of Rulers, Self of Save, the Truth of the square, the same
Universe, Victory, Wisdom, Unknown/X, Why/Y
Zig Zag Zig, and now we're back home
(GZA)
I brought butter for the popcorn, dip for the chips
And ego for your trip, some scripts for you to flip
Corrections for mishaps, errors, or mistakes
Fly raps for beats, and pop and lock for breaks
A legend in my own lifetime, from one rhyme
That was specially designed, from the hook to bottom line
Shine's like a precious jewel, cut up in the workshop
With specialized handcrafted tools
Couldn't buy this hardware, so don't swipe your card there
Better yet, fold your hand, 'cause you holding the wrong pair
One hit wonders, get a little shine like flashlights
But when I drop the bomb and explode like gas pipes
A livewire, known as the dragon that spit fire
Verbal action, hot as the grease from deep fryers
Delivered in the perfect pitch, because hip hop
Is all in my genes/jeans, the pattern is seen in every stitch
(Chorus: GZA)
Allah Be a Born, Cee Divine, Equality
Father, then after that, there's the G-O-D
He or Her, I Islam, then Justice
King of Kingdom, Love, Hell or Right, we still exist
Master, Now in Cypher/O, Power's the Queen
Rule of Rulers, Self of Save, the Truth of the square, the same
Universe, Victory, Wisdom, Unknown/X, Why/Y
Zig Zag Zig, and now we're back home"
7,Amplified Sample,1999,Beneath the Surface (1999),Hip Hop,GZA,"Verse one:
The amplified sample, will trample, the leading cancel
That vacate your vessel
Guide this, strenuous as an arm wrestle
Move swift as light, a thousand years in one night
Then flight with insight
Everything I thought of, I saw it happen
Then I rose from the soil to sun blacken
Then came rao czars, left tracks and scarred
A pair of brightness of exploding stars
Gave me goods to taste
No ingredients to traced
And remained stuffed trying to figure the shape of space
No edge or boundary, released 2 rounds or 3
Intimidate my razor scrape, phony clown MC
The physical shatter from the blast
Pierclastic flow sets of a tower of ash
Through ignorance and misplaced trust your world's crushed
Too late to activate hyperspace of thrust
Even wearing camoflauge the analog at war
He seen his high beems
The father came in accompianed by deadly rain and when
Mentally indowed when lighting hit the crowd
The warm side crushed the barrier
The storm side destroyed your area
The amplified sample, will trample, the leading cancel
That vacate your vessel
The amplified sample, the amplified sample, the amplified sample
Will trample
The amplified sample, will trample, the leading cancel
That vacate your vessel
The amplified, the amplified sample
The amplified sample, the amplified
The amplified sample, will trample, the leading cancel
The amplified
The amplified sample, will trample, the leading cancel
The amplified, the amplified
The amplified sample (fade out)"
8,Animal Planet,2002,Legend of the Liquid Sword (2002),Hip Hop,GZA,"Welcome to the Jungle where the cat loves to scratch 
The rat squeals and the polar bear feasts on the blubber of seals 
The pack of wolves be scheming on a bunch of gazelles 
Where the leopards grab the wilderbeast down by it's tail 
You see the chimps they grow *hemps* they hustle and sling in trees 
Elephants for security that move tons of leaves 
The bluebirds arrest parrots that love to talk 
Of eagles that stalk fresh-water trout under the wing of the hawk 
You see the vultures pick the pocket of whatever remain 
In the brain we watch but a shadow of the lion's mane 
Whose roar is loud enough to take the stripes from a zebra 
He camouflage his bets in the spots of a cheetah 
Shouldn't gamble with a cheetah and not expect to get beat 
You silly goose you know he move fast on his feet 
Now you're neck deep in depth with a bunch of lone sharks 
So you move on a colony of ants with aardvarks, you see 
Most of the everglades was controlled by the gators 
It was crashed by the crocs who came years later 
See the locusts had swarmed with the bees, the tick moved with the fleas 
The dragonflies and the wasps shared with the seas 
The crab and the leeches sucked your blood flow 
And they laugh like hyenas when they out to catch dough 
See a million mosquitos from the West Nile 
Carrying the virus that made the boars less wild 
It's like the jungle sometimes 
It's like the jungle sometimes 
It's like the jungle sometimes 
It's like the jungle sometimes 
Out of fear of the deer watch for the eye of the tiger 
The Clutch from the Cobra and the venomous viper 
Boa-constrictors that cut your circulation 
Mosts of their prey and die from broke bones and suffocation 
The owls are private eyes that watch from the bark 
Black panthers are the militant who strike in the dark 
Porcupines had a rep' for sticking everything that moved 
In areas that the rhinos and hippos approved 
And the giraffe was a look-out for gorillas in the mist 
And the bats use their sonar to guide and assist 
Those pelicans who smuggle contraband for the whale 
While the skunks spray the scent to keep the dogs off the trail 
The scorpion set up a sting for sly foxes 
That use stool pigeons just to keep them in the boxes 
While the black widow laid a web for the bachelor 
Like daddy-long-leg and his hype man, tarantula 
They both prey on grasshoppers beetles and flies 
And they all become instant meals the moment it dies 
What costs little, is a little worth 
So some lose they lives wandering on the wrong turf 
From birth they grow up walking the thin line 
It's like the jungle sometimes 
It's like the jungle sometimes
It's like the jungle sometimes 
It's like the jungle sometimes 
It's like the jungle sometimes"
9,Auto Bio,2002,Legend of the Liquid Sword (2002),Hip Hop,GZA,"I was born, with the mic in my hand
Then I took it from Medina, to the S.I. land
I pulled up on the block, go out the truck, it was the first of pit stops
The era of the spinnin' tops, the birth of hip hop
That was somethin' I had identified with
So I made it my point to exploit this fly gift then
Myself and RZA made trips to the B.X.
A mass of ferocious M.C.'s and talent T-Rex
Giants in every ways, rap flows for every day
We knew we would get a reward for the price to pay
The basic training was beyond entertainment
Just the caters of the verbal expressions, self explainin'
Were my boots out in constant walks across the borough
Tore the troops out the frame when they challenge the most thorough
From well concealed firing positions we let off the most
Dangerous with that, slang that just shatter the coast
They say I rhyme like the bank that stop
Cause M.C.'s be more shook then the dice that drop
Especially if I'm rollin', then the point is definitely proven
'Cause with the GZA holdin', that keep a nigga movin'
I walk Broadway, from Quincy to Myrtle
Back to Quincy, cut careers whatever the expense be
They heard the Legend, run to the reverend
With headaches and blackouts, worse then severe seven
And when my job is done
And it's time to get those that's comin' up some runs
So you can see where they from...
They says the product is good
We gonna sling it from the slums of the hills of the hood
Till it's understood...
We still search through the crates of songs that just breaks
At times we play legendary battles on tapes
Unlikely confrontation with a clash of swords
In a G that was stored, be rain that just poured
On cats and dogs, water that flooded the stance
The violence and nature had trigged the violence of man
That was bloodshed, from which said, audible threats
Publicize regrets, wanted alive or dead
A hand full recovered from the dramatic plunge
While the rest kept babblin' and speakin' in tongues
Since the competition already slaked them in a scrimmage
He continued to tarnish that already faded image
Any sport, when they come short, majors don't need 'em
Then they broke, lose they homes, lively hood and freedom
The rhyme could be a blunt object that make you choke
Like too many tokes, that'll recharge in growth
This Witty Unpredictable Talent or Natural Game
With non added of slang, it's all actual fact
The high roller knock the chip off the shoulder
Strike like the perfect bowler, with catastrophic damage
My other's hard to vanish, punishment, swift to sudden
Unparalleled advantage, brought to a level
Where you froze and can't speak
Trapped in the frigid temperatures of that peak
And when my job is done
And it's time to get those that's comin' up some runs
So you can see where they from...
They says the product is good
We gonna sling it from the slums of the hills of the hood
Till it's understood..."
