,song,year,album,genre,artist,lyric
0,(Just Step Prelude),1995,The Infamous (1995),,Mobb Deep,"(Havoc)
Sometimes I wish I had three different faces
I'm going to court for three cases in three places
One in Queens Manhattan one in Brooklyn
The way things is looking I'm 'ma see central bookings
Facing 3, 3 to 9 is mad time
After reconcurrence for assault 2 9
I gotta maintain 'cause stress on the brain
Can lead to a mothefucka suicide thing
And plus my provation a ill violation
How the fuck did I get in this tight situation?
I'm going all out you know moves I never fake
And fuck the jake digger catch me at my way
And if I did burn a bag of blade
Put the light in the air sometimes I just don't care
(Prodigy)
Son I got plans, power movements, get on some real shit
I keep living like this I might loose it
My man is coming home from doing long ass bids
What up Kiko? I ain't seen your ass since we was kids
It's all strange my nigga's locked down thinking long range
And see their names in the Daily news third page
They sent a kite to my nigga Killa
It only took one sword to put seven holes in his squila
A 3 to 9 spending most of his time inside the bin
Reclined, and still came home with a shine"
1,(The Grave Prelude),1995,The Infamous (1995),,Mobb Deep,"Forever wild from the cradle to the grave
Kid watch your back one time it's comin' always
They lock me up for 12 days I can't comprehend
Now I'm a free man on the streets again
Chasin' St. Ides down with some Seagrams Gin
Life is like a dice game and I'm into win
On the scene from the 41st side of Queens
We get the cream laid up love love for dame
'Cause I mean what I mean, I'm out to claim king
Doin' my thing, do wild stakes my namell reign
To all my peoples locked down comin' back to life
In the world once again though ya fear was trife
While you was gone, we was goin' to war and even more
Saw my man layin' dead on the floor, kid I swore
That our crew will live forever, I guess I was wrong
No, until we meet again, hold ya head and stay strong (yeah)
Yo, got my mind on a place to hide from police (where)
Sweatin' dogs as I'm runnin' cross 12th Street
Just as I approach the block
I spot a jake on the creep down by Vicks weed spot (so what)
Made a you-ey up the hill plus a change of plans
I had to hurry back so I could warn my man
Ya had me stressin' little son, had my heart rapidly pumpin'
Niggas start a guttin' behind the bushes duckin'
My ears rung, I punch a clip into the guns
Got in the arm, one slug hit my son
He was bleedin' from the head I couldn't believe it
We was defeated if it was a case I couldn't beat it
Felt like cryin' (the temperatures risin')
I saw my man helpless, damn near on the verge of dyin'
So to P I passed the iron
Kid you ain't lyin'
I went to stash the murder weapon, plus I'm relyin'
On a door to be open, goin' in the building, it's a trap
Police buckin' at me, they try to twist my tongue back
Jetted up the staircase to the third floor
Reached behind the sink, throw the heater on the floor
Locked the door, police grabbed me up and tried to break my jaw
So where's the gun we saw? (I don't know)
We know you was there at the homicide scene (I know nuttin')
And if it wasn't you, was somebody from ya team
(Chrous)
From the cradle to the grave
(From the cradle to the grave)
(Repeat: x2)
Straight from the motherfuckin' cradle to the grave
Yo, it's the real drama kills, nobody moves, stand still
Bottle you drop that ass off in a land fill
Son bless me with the iron, I got beef
With some niggas from the other side over some weak shit
Load up the heaters, greet 'em with the hollow tips
Flip 'em like the Gotti clip my crew shift the body shift
The cradle to the grave is where I'll end up
Fuck gettin' sent up north, son I'm better
Doin' my dirt on a low
Fuckin' wit them mobbers like a crowd
No doubt you gonna blow you never know
He didn't even have to go there
Unprepared now he's six below
Why know I'm chillin', I gots no time for catchin' feelings
Get that money I wants, some brothers want to act funny
But it's all good I still die for the hood
For my peoples, yeah knock on wood
Triple L, rollin' dice while I put you on
To the drama what I gotta say is short not long
This nigga that I'm beginning to dislike he got me fed
If he doesn't discontinue his bullshit he might be dead
Know him well and probably go way back
But I don't care if he's your man doin' shit like that
I hope the word gets back to him, 'cause I screw him
He shitted on my man and we got plans to do him
Let's get it over with quick, I'm tired of waitin'
Ain't no fair overhead there we just debatin' on when and how
Later on right now, spoke to Killa yesterday
He said to chill for a while
But it's hard acting like everything is all right
I get the chills when I see that nigga in my sight
A dead man walking not only that he's still talkin'(about what)
About how what he did buried off and you don't know
How much I fiend to put his ass in a coffin
One day my man and the next he's not
Didn't know him long anyway so fuck it
It's funny how things change (word up)
Word up man
Why know what I'm sayin' we gonna die
It's for real, kid no games bein' played"
2,(The Infamous Prelude),1995,The Infamous (1995),,Mobb Deep,"Yeah yeah yeah, yeah yeah yeah. Hold the fuck up
We gon' take this little intermission, listen to
What the fuck I got to say ya know? I been doin'
This shit for years; holdin' heat, sellin, using
Abusing all types of drugs. Robbin' niggas, runnin'
Up in niggas' cribs, ya know? The whole shit. So
Don't ever in yo life get me confused with some of
Them other niggas that you might see on TV, or
Hear on the radio and such, ya know what I'm
Sayin'? I mean this is me, P. I'm speakin' from my
Fuckin' self. When you see me at a show, on stage
Or on the street, I definetely got the gat on me
Know what I'm sayin'? Knowaimean? sniffs And it
Ain't like I'm tryin' to be a tough guy, or I'm
Tryin' to make people think I'm crazy by sayin' all
This shit. What it is that, I know how niggas gets
Down, aight? I used to be in the clubs, the music
Tunnel or whatever-the-fuck. They used to get they
Little drink on, havin' fun wit their little crew
Knowatimsayin? Start cuttin' or shootin or whateva
Things like that. Lotta these so called rap niggas
Ain't never seen no parts of that shit
Knowatimsayin? Dig where I'm comin' from? Word up
Yo. And I know a lot of y'all niggas, matter fact
All y'all niggas right now listenin to this shit
""Yeah, yeah we gon' see them Mobb Deep
Niggas. We gon' see what they about
Knowatimsayin? Touch where they head is at""
Yo, I'll let y'all niggas know right now
Yaknowwatimsayin you ain't gotta waste yo time or
Yo money on ya hospital bills. If you step to me
On a personal level, I don't back down easy
Knowatmsayin there's a good chance ya ass is
Either gon' get shot, stabbed, or knuckled down
One out of the three. So don't gamble wit ya life
Du'. Word up. And believe me, I know very well I
Can get shot, stabbed, or fucked up too, whatever
I ain't super-nigga I'm a lil skinny mothafucker
It's all about who gets who first though
Knowaimsayin? So therefore, say no more, to all my
Niggas get the money, frontin' niggas get
Deceased. And oh yeah... to all them rap ass niggas
Wit ya half assed rhymes talkin' bout how much you
Get high, how much weed you smoke and that crazy
Space shit that don't even make no sense: don't
Ever speak to me when you see me, knowaimsaying?
Word. Imma have to get on some ol' high school
Shit, start punchin niggas in they face just for
Livin'. Yo, I'm finnished what I had to say, y'all
Can continue on"
3,Adrenaline,1999,Murda Muzik (1999),,Mobb Deep,"(Intro) (Prodigy)
Yeah
It's that war shit
It's that war shit
And you know what dun
(Prodigy)
It makes you sick to hear the mobb bang like this
Infamous for the world to hate or play this
Don't give a fuck if you can't rock to this
My duns' heads bop to this
We stand out like a tourist
And make more noise than them other rap niggas
No gimmicks
Just pure adrenaline
Raw lyrics incredible beats
Don't mean to rub it in
But your small time beneath our feet
Straight ass cheeks niggas be askin
For ass whippings
Guns kick like pelle
My big shit be jumping like Jordan
Often lay a man down on the floor when it gets like that
I'm not blowing off rounds so you can hear sounds
So you can run back actin' like you a vet
And swearin' you dead
You survived some real shit
Now what's this it's not going down like this
Ground y'all niggas like punishment
Dumpin' out full clips when we dumb out
Though I'd rather do music and chill the fuck out
Dun you bugged out I'm trying to walk a peaceful route
But niggas always got mouth until that piece come out
Niggas always gonna think something sweet
Until they least expect you bringing action exactly
It be the Guns, money, pussy, cars, drugs, jewels, clothes
Brawls, killings, boroughs, buildings, disease, stress, in these, N.Y.C
2X
(Havoc)
Feel the gat blow while your shit rips
My shit'll hit while you lettin' niggas go
So you can lower the wrist
That'll only put odds against any attempt
Any provoke uprise you ain't got it in you
First of all you too soft for fastball
Point game track y'all merk like a jaguar nascar
And be out buck 80 on the slow mar
Hennesy spillin' all over my radar
Stay charged niggas getting amped off the mobb shit
Have you wildin' out on some club shit
Fit to make you dance at the same time
Stop and glance
Slap flames out the nigga with the wrong idea
Young shit with young mind but that quite contraire
Young nigga smart nigga
Who started from the stairs
How dare
You try to come around the way
In fear like a nigga that been there for years
Shout words that we live but don't play with it
'Cause when the shit go down you be like they did it
(Prodigy)
Taste test this Military shit
Bitches love this
They man's wanna dub this
Thugness it ain't easy to find
Shit like mine I'm a rare species
You's a dime a gross
That's a dozen heast the least
Keep silence the most
Regulate with the rest of my establishment
Blast out the pockets of coke
Make the cops boat
I break down your whole background yo
Irons a permanent flesh your clothes soakin'
You feel the shots pain every heartbeat throbbin'
Don't get excited you'll only make it worse fighting
Spent most of my nights graveyard shifting
Make burial grounds be that man grim reaper
With all pleasure
Pick your feet up
Pick the heat up
Let's do it like the crematory
Make it hot make the temperature rise like mercury
(Havoc)
When I feel like getting' bent (Yo don't fuck with it dun)
Imma drink away the pain until the brain get numb
Can't take all my dogs getting lost in the fog
Never to return I guess they heard god's call
And nature don't surprise me now
Prepare for the worst and never believe the silver line clouds
Scrutinize crowds
My surroundings
Get suspect we start four-poundin' shit
Picture me up in the mix
With the next man broke and is on my dick
A good man of plenty but an enemy it was clear
I just be another problem that he feenin' to fix
But I can't have that
Pull out I try to grab that
Caught one nigga like Mahadat
(Prodigy singing)
Tonight we gon' get this party early
So let's get it right"
4,Air It Out,2003,Free Agents: The Murda Mixtape (2003),,Mobb Deep,"(Noyd Talking)
Somebody gon'(na) die in this bitch
We about to ""air it out""
(Noyd Verse 1)
I don't know what convinced you to mention the mobb
Must of been bent straight of the alcohol
Once you crossed that path, fuck with that cash
Quick, fast have a sick clique get up in that ass
Gold Pee nigga with the cracks in his ass
Pretty Tone homey with the mack in the grass
They buck you then fuck your boo where she shit at
Then we profit from it, and spit it on the tridack (track)
Letting the world know you a bitch ass kidat (cat)
And how your own hood disrespect you where you live at
They be hey all day how you let him do that
Noyd and his clique I think you better get at
But don't gas your dog he ain't built for that
I will spit 'em all right through his fitted kiddap (cap)
Jump out with the midack (mack) on Broadway and Housten
Right in front of thousand and put it in efidack (effect)
I'm a pay!
(Havoc - Hook 2X)
The word is out, Noyd is out
And he about to Air it out
Oh y'all think it's a game, better bring those things
He Gon'(na) show you what a gangsta's (a) bout
(Noyd -Verse 2)
Ayo... Nigga better back up off please
When you got tough, huh? thun you lost me
You never grind enough you're a Mr. Softy
Truly the Ruger will kill you softly
Then we see then yeah who the boss be
Smoke your little clique like a bag of the Hersey
How the fuck it's all good, Nigga the hood is thirsty
Peep the big six and you want to test me
Gon' make my gun spit, y'all niggas kill me
Gon' have my gun, sitting on your ear piece
Having your bitch screaming please don't kill me
I don't owe you shit and I ain't your daddy
I don't own the six I own the ""Navi""
And I'm sitting deep this nigga sweet like candy
You niggas want beef you know get right at me
QB nigga that's why you can't stand me (You know cause ...)
(Havoc - Hook 2X)
The word is out, Noyd is out
And he about to Air it out
Oh y'all think it's a game, better bring those things
He Gon'(na) show you what a gangsta's bout
(Noyd - Verse 3)
See we don't back down we go pound for pound
Tech for tech right on the block emptying clips
Buck something leave motha fuckas hitting the deck
And then one by one motha fuckas be dead
The word is out, Noyd is out
East coast, Weat coast down to the dirty south
Catch anybody flossin' I'm airing it out
With the nine hollow tips man I'm spittin' 'em out
Listen out 'cause I'm emptying out for that bling
That watch and that chain put a bullet in your brain
Not a thing I'm a gangsta this is what I do
Go to war wuth the bangers and eat niggas food
When I'm starvin' I'm robbin' that's how it is thun
If I'm lying I'm flying word to everything I love
Don't get it twist nigga 'cause I twist niggas cap back
That QB gutter shit bringing it bidack (back)
(Havoc - Hook 2X)
The word is out, Noyd is out
And he about to Air it out
Oh y'all think it's a game, better bring those things
He Gon'(na) show you what a gangsta's bout"
5,Allustrious,1999,Murda Muzik (1999),,Mobb Deep,"Yeah, Prodigy, H-A-V-O-C
M-O-B-B, uh-huh, yeah
Uh-huh, uh-huh, uh-huh
KnowhatI'msayin? 41st side
Niggaz know how we do, right right
I can see you back there, yeah (whattup?)
Yo
(Havoc)
The Mobb'll spit that shit, rip that bitch, leave it loose
Take shit back to trip who fat Goose
Queensbridge representative, ghetto entrepreneur, stay on tour
Dick-riders, wanna get 'em bullshit
The same law, same day contract, different clause
Don't run red lights, I never caught the blue balls
Gold medalist spit, doin' this ever since
Third time felon nigga, who you tellin'?
Chorus One: repeat 2X
'Cause we Allustrious, ashes to ashes
And dust to dust, if you fuck with us
It's a must we bust, and if you stand wit us
Nine times out of ten son you might get bucked
(Prodigy)
Yo, the lost page of a wild rhyme writin nigga
P holds the pen tightly, explode nightly
I count on one finger all y'all rap niggaz that excite me
Y'all niggaz is trash rap - wanna fight me?
You shook to death, take breaths and step lightly
Y'all Little League niggaz is so bald they might be
Spent too much time with wifey, come out to play
With the hard-headed, Infamous song torture
Crack your knuckles, buckle up your pants tight
Pull your hats down, let's get it on like papi bar fights
My spiral book, hold the world's most lethal
There's no cure, for what my pen do neither
Bring the fever, y'all niggaz is the rap Justin's
While we was gone for a moment, y'all kept the crowd goin' now
Move over bacon, time for som'in meatier
Your shit's weak, your best song was mediocre
Fuck a penis, how dare you entertain the thought
That you could come out to challenge me in blood talk?
Take a walk jerk this ain't Levert, Sweat and Johnny Gill
This is rap for real, somethin' you feel
You catch a chill when you hear the Mobb bang through your stereo
It's heavy metal for the black people, rock'n'roll
But it's hip-hop though, my drug music
It's thereapeutic to the user, you slam dance to it
Chorus Two: repeat 2X
Nigga we Infamous, ashes to ashes till death do us
And y'all weak to us
If you stand amongst us, prepare for the worst
It's a must we burst ours first
(Last line changed 2X to ""and it's a must we burst ours first, nigga"")
(Havoc)
Yo... crack the Henny bottle while I drop this jewel on your dome
My shit'll touch home, straight to the core you ain't alone
Play the unknown type Dunn, mysterious stars
Concealin them slugs, if it go down, remember that mug
Cause ain't no love when a nigga shit is touchin his ribs
Hungrier than a hostage, shit, we blitz
In formation pack the led up in shit
The better you get, the better we get, and that's it
Yo this snake's in the grass when they bite Mobb anti-venom
Stop 'em in they tracks, goin' at 'em when you send em
Imperial dogs, creepin' through fog
Carved needle slip and you fold, the shit's lethal
We roll Mobb D-iezel, the whole Q.U. double-E, N-S
And when you spot us, play low-key
(Prodigy)
Dunn these niggaz is actresses, and they tryin' to play the man's role
Can't they see us wildin on the video?
Don't they see us in the club swingin' elbows?
Or on the street with our jewels on the cell phone?
Hoppin the sidewalk with Benzes and Jeeps
I ran through more cars than it's sand on the beach
I'm pleased to meet you, now here's a word to the smart
Don't ever let your peoples boost up your heart
'Cause you'll fuck around and get your ass torn apart
Challengin the Mobb in the arts
Our literature stands collossal, compared to y'alls
Way ahead of your time, you're strugglin to keep up
Your style's limited, your rap's primitive
Go 'head with that bullshit you kicked Dunn
Chorus Two
Chorus Two
Chorus Two (fades our partway through)"
6,Amerikaz Nightmare,2004,Amerikaz Nightmare (2004),,Mobb Deep,"(Havoc)
Yeah... Amerikaz Motherfuckin Nightmare bitch
(Havoc)
They wanna know, where the hood at, nigga we right here
Live in the flesh, with the Tec's and never scared
Them guns we holdin', claustrophobic, we'll let 'em air
Dump Dump, reloaded Amerikaz Nightmare
They wanna know, where the hood at, nigga we right here
Live in the flesh with the Tec's and never scared
Them guns we holdin', claustrophobic, we'll let 'em air
Dump Dump, reloaded the Amerikaz Nightmare
(Havoc)
Dogs, I think smarter, reach harder
Slugs travel much farther
Nigga stompin' a Timberland wearing, face carver
With the box cutter, top gutter
I'll hover over you lames, Run for cover, into your brain (yeah)
You did your thang but, not very good
And by the, looks of things, You can't come back to the hood
This is not a good look for you my nigga
What's really poppin', Inquirin minds wanna know
How you rocking them, new guns, we cope those
In bulk, like we bought 'em in Cosco's
Don't get yaself murked, wet shirt
Said it first, hurry this that red alert
You ain't gotta get bucked to know that this led'll hurt
The sight of my Hammer, gotcha heart pumping
Nerves twitching, Eyes jumping, heads will roll
When the pound starts kicking
You be missing
Moms will be wearing that yellow ribbon
While I'm somewhere in the Caimen Islands, chillin', Nigga.
They wanna know, where the hood at, nigga we right here
Live in the flesh with them Tec's and never scared
Them guns we holdin', claustrophobic, we'll let 'em air
Dump Dump, reloaded Amerikaz Nightmare
(Prodigy)
Yo You know we keep them big thangs (big thangs)
That make dead people when we hit brains (hit brains)
It's a wrap for the sequel get yo whip spray'd (whip sprayed)
Tho I rather hit you walkin', get yo shit shaved (shit shaved)
Plus showered up, talkin' then we split, EY (woo woo)
Wont catch me gun smokin', have the cops think
It was drugs that provoke it while we rollin', EY
Baby girl, I see you, can I get a taste
Of that thang, heard its lethal in a good way
Just so you know I ain't the one that get yo clit ate
But hope you got a strong back, I'll make yo shit break
You'll be walking like a penguin for a few days
Yo Bitch, you know we got BIG CASH
Money fallin' out our pockets, give you whiplash
When we drive past your projects, ain't nobody can stop us
Infamous they can't stop us, They want our spot
Yo fall back nigga we got this
(Prodigy)
I got love for my niggaz, love for my niggaz
Love for my niggaz, got love for my niggaz
I bust slugs for my niggaz, slugs for my niggaz
Slugs for my niggaz, bust slugs for my niggaz
(Havoc)
Yo slugs touchin, medics will rush 'em
Jake dusting for Prints, make shift
Morgue made for you pricks
You know what stay on my hip, you know the hood that I rep
You know we dumpin' them clips
You in the valley of death
(Prodigy)
Get comfortable nigga, you runnin' out of breath (outta breath)
Ya blood is spilling through the sealing of the necks (of the necks)
Floor or have you flood the cement
Ouside somewhere on the streets, no longer in the flesh."
7,Animal Instinct,1996,Hell On Earth (1996),,Mobb Deep,"Intro: Havoc
No doubt!
Yo, yo, y'know how we did on The Infamous album, right?
Aight, we gonna do it again son
(Havoc)
Yo
Laid up in the cut, watch these rap niggas fuck you up
Thick as shorty guts, get the men to set you up
It's the most trifle, 44th Side disciples
Take carnage for a weakness so I won't be so contour
Niggas come with the ""I gave you birth kid, I'm sellin you""
The Infamous got PC for days
We runnin' through townships, fuckin' shit
Kid, we down shit
Hustle mad bricks, Queensbridge no doubt, rub the clique
9-6 droppin' wild on some Benz's
Some next shit, crash bar, ash the GOD
I remember when loadin up the gas, beat settlin
Ghetto peddlin the *?shaunder?*, shorty dead again
Songs about 'We all around the NC'
Cop the E series, jealous ones envy
Hate to see me but got the nerve to wanna be me
I bleach blonde em, you can't see like Ste-vie
I'm on TV, Vidbox and all that
Still in the Bridge, now what's fuckin' with that?
(Prodigy)
To all my Mobb crimey, money-hungry and grimy
Mobb sheisty, GOD follow three and Gotti
Rapper Noyd, tiemax and Ty Knitty
Scarface and Gambino, New York City
It's P live and direct, stab ya neck
Ice-pick bloodied up ya whole entire shit
Live shit 1-9-9-6, ask your bitch
My crew run wild, snatch chains and bracelets
Your time's wasted for figurin P
Was two sides of me, snake niggas obviously
You get lumped sometin horribly and then we calmly
Guzzle Sparmarlti and Don Perrignon-ly
Move the crowds over, cruise the fuck out
After GOD drinks had to shoot our fuckin' way out
Spark flyin niggas dyin', bitches cryin and shout
Mobb niggas to the exit, we out
(Ty Knitty)
9-6 load up the clips, the Infamous apocalypse
QBC on the L-I-E sippin Hennessey
And Remy, V-S-O-P, Ty Knitty jiggy
Eyes forever chingy up in the Mariott
Tonnes o' hydro, black tuxedo, lay low
The 5-0migos, the gigolo, what nigga?
(Gambino)
A technique official wipe me
Internal bleedin he felt, heat then cold feet
QBC committee, Ty Knitty hit the safe
The Phillipino's have mad ice and gold plates
We escape, ain't no turnin' back to Stat
Pushin back-to-back acs, gettin' cheddar
Drug smugglin trusty, catchin faith
We don't hesitate, we regulate and evaluate, cut the cake!
My crew worthy, blood sweat and tears
And thirty years for years, start niggas and drink beers
Tired of livin' life this way, crime pay
But for how long till you reach a downfall
Thug niggas surround y'all, 4 pound y'all
Animal instinct, these niggas gettin' clapped on instinct
I'm tired of livin' life this way, crime pay
But for how long till you reach a downfall
*Repeat*
(Nigga) Motherfucker!
Word up!"
8,Apostle's Warning,1996,Hell On Earth (1996),,Mobb Deep,"Intro: Havoc
Uh GOD, uh, y'know what we gotta do son!
Y'knowhutI'msayin? Word up!
Make that millions fam!
No doubt! It's only there for the takings son
Matter of fact let me get some of that beer son
We drunk all that shit, hey yo!
(Havoc)
44th Side convention, Queens connection
The Bridge be rep'tin
Any party that we step in get they heady-up
V-S-O-P immediately, extra bent
Rob then out son is evident
We stash CREAM, mansions fulfill my dream
Ice 'reams gleam, spread love throughout the whole team
Dominate the game, let's have a rule, combinations
No conversation, bring all ya good confrontation
You hesitatin, ass spittin', that's bad business
For the game nigga, get out the business
You waste space, substitute here's the briefcase
We deface, smack the smile off ya fuckin' face
Tainted taste, send ya home back to vacate
Get your shit together plus your mind straight
(Prodigy)
Yo
My empire strikes with the strength of poisonous snakes
My entire unit loaded up with snake niggas that hire stakes
We pull off a high stakes, great escapes, expand, shift the team downstate
Dreams of growing old with my son and live great
Little man I'm plannin to enhance your mindstate
The rebirth, of a nigga who lived an ill life
The one before me was of an even more trife
My understandin, I'll raise you with precise plannin
And put you on to the whole game of this planet
But I gotta survive in order to follow through plans to live great though
Me and my lil' kitko, any man tryin' to stop us he get wet though
He couldn't withstand the snake bite, there is no antidote
Don't you put your hands too close and try to approach
I won't snap at you I'm goin' for throats
And when you feel my bite 'cha sing high notes
I peeped you from deep and then you got cut close
My formulae-I live life do or die
Stare into the eyes of a deep wiseguy
Prodigy turnin' niggas to protoges
My protege I advise ya ass to make way
Make way... for fully-auto gun spray
You're small prey, I'll easily bait and trap yeah
This man is half mad scientist-half sane
Creative rhyme labryinth like poisonous cannabis
Here take a toke of this daily rare vocalist
Overpower y'all, tiny noise like locust
Like sunlight through a magnifying glass I'll focus in and
Burn a hole straight through ya brain and leave ya open (Oh shit!)
And let the venom soak in
You start sweatin and goin' through convulsions from dope shit I write
Leavin' niggas stuck, I let spit
Trapped up in a web of a nigga that's sick
I'll wrap you up in cocoon, you caught up in the midst
It's dangerous as risky business fuckin' with this
Contender number one I put you on top of the list
You're the best challenger so far I'll give you this
But peep this (what?) fatal shots that soloplex
Man down, now who dares to go next?
Like General Monkmonk orders to chop necks
I send a message to my whole clique to bomb shit
Atomic, no time for calm shit
We hyperactive and it's time for Vietnam bit
Ya whole alliance gets single handedly bomb-ded
Take heed to the apostle's warning
Word up!"
9,B.I.G. T.W.I.N.S.,2003,Free Agents: The Murda Mixtape (2003),,Mobb Deep,"(Verse One: Twin Gambino)
It's the B-I-G, T-W-I-N-S - and Queensbridge is where we rep
For holding techs, mack nine, four pounds and shotties
You don't wanna get bodied so fix your face
Before I air that ass out, go to court and beat the case
It's real like that, I have no feelings inside
Maybe cause my twin brother died in front of my eyes
And it hurt till this day like a pain in my chest
That's why I stay vexed, in the hood sippin on Vex
Wishin I could get a check instead of robbin somethin' all the time
It's about crime, but we gotta give it up
Before they put me behind bars with no parole
I love old gold too much, I gotta stay on
Plus the orgies and shorties be blessin me all day
Even at a buffet they do what I say
We gon' start from the ground till we rise to the top
If not dunn, we gon' run up in these thangs with the glock
And pop, anybody jump in my way
'Cause Gambino don't play when it come to the cake.
""Comin' from Queens"" -> Royal Flush
(Hook: Twin Gambino)
It's the B-I-G, T-W-I-N-S - and Queensbridge is where I rep
For holding techs, mack nine, four pounds and shotties
""Comin' from Queens"" -> Royal Flush
""Son you know how it go"" -> Havoc
(Hook: Twin Gambino)
It's the B-I-G, T-W-I-N-S - and Queensbridge is where I rep
For holding techs, mack nine, four pounds and shotties
You don't wanna get bodied so fix your face
(Verse Two: Twin Gambino)
Fuck life, that's how I feel when a nigga tryna front
You get laid down with the double-barreled pump, you chump
Serve months, what you want I'm right here
I'm a grimy ass nigga that love to drink beers, for years
I been tryna wipe the tears
Take one step at a time till the top of the stairs
Y'all niggaz scared, 'cause the Grimy One always come prepared
With two guns blazin', no matter the year
Chill at your moms funeral and body you there
We don't care, my goal is to get the chair
I did so much shit, I'm surprised I'm here
We don't fear, we don't care, we right here
(Hook: Twin Gambino)
It's the B-I-G, T-W-I-N-S - and Queensbridge is where we rep
For holding techs, mack nine, four pounds and shotties
""Comin' from Queens"" -> Royal Flush
""Son you know how it go"" -> Havoc
(Hook: Twin Gambino)
It's the B-I-G, T-W-I-N-S - and Queensbridge is where we rep
For holding techs, mack nine, four pounds and shotties
""Comin' from Queens"" -> Royal Flush"
