,song,year,album,genre,artist,lyric
0,"""P"" Is Still Free",1993,Return of the Boom Bap (1993),Hip Hop,KRS-One,"Awww yeah! All ruffneck rudebwoy hold tight
Just a little somethin' for the Jeep
Turn my voice up a little bit and let's get this started
Comin' to you live and direct from the 1986 version
Comin' up to 1993
Of course Premier on the beat
Now check it out
The girlies is FREEE EEE cause the crack cost money oh yeah!
I said the girlies is FREEE EEE cause the crack cost money oh yeah!
Ridin' one day in a '92 Beamer
After seven years I seen Denise she still a skeezer
But look what she did, she went and had a kid -- no dad
And just released her ass out the rehab
You think she'd act like she don't know
She's still a hoe, but umm check my man for the show
""Hiiiii, DJ K-R-S""
She tried to shake her butt, I rolled my window up!
She got pissed and said, ""You ain't all that!""
And went and got some other girl schemin for crack
In my car, I couldn't hear what they spoke about
I hit the ac-celerator and I was out!
I never check my man but I knew the plan
Come to the jam MC's in there be thinkin' they Superman
Sure enough, the place is packed with no breeze
Crazy girls -- and wall to wall MC's
I'm like a cat these MC's are Fancy Feast
I'm thinkin' of rhymes but I'm interrupted by Denise
She said, ""Kris I really need a favor honey
My girlfriend here really needs some quick money!""
I looked at her girlfriend and her girlfriend was fly
But I ain't stupid, she had that LOOK in her eye
I touched her back, she said, ""Denise has he got the crack?
Is he the one? I gotta run back and feed my son""
I said, ""How old is your son?"" She said, ""Three months""
I walked away but my man cold bust her fronts
So she pulled out a gun and shot him in the party
Except for the MC's, I knew EVERYBODY
She tried to let off a shot, one more time
But got stomped so bad, she turned to wine
No one could find Denise for several weeks
You know the time, on this '93 beat
The girlies is FREEE-EEE, cause the crack cost money, oh yeah!
I said the girlies is FREEE-EEE, cause the crack cost money, oh yeah!
I knew a group that had a dope lead singer
Swinger, single guy, that knew his style was fly
After the show he was tired sweaty and kinda sloppy
But of course, a million girls are in the lobby!
He saw a group of girls hangin' out and lookin' good
So he took one to his room because he knew he could
Inside the room he said, ""Make love to me and never stop""
She said, ""Sure, but how's about a crack rock?""
I knew my man down the hall had it all
So he called, down the hall, but homeboy wasn't there at all
He turned to the girl and said, ""My man ain't there""
So she let down her hair, unzipped his pants down right there
Oral sex in effect, or rather deep throat
But just before he came she bit his dick and slit his throat
As he fell back dizzy, he began to choke
She took his wallet and said, ""You ain't broke!""
The girlies is FREEE-EEE, cause the crack cost money, oh yeah!
I said the girlies is FREEE-EEE, cause the crack cost money, oh yeah!
* DJ Premier cuts 'n' scratches ""Oh yeah!"" *
Yes Premier you know you rule hip-hop, an'
Yes Ced Gee you know you run hip-hop, an'
Yes Kenny bwoy you run hip-hop, an'
But KRS-One'll rock it non-stop!
When I'm Brooklyn, we rulin HIP-HOP!
When I'm in Jersey, we runnin' hip-hop
Over in Brazil yes we rulin HIP-HOP!
Over in Germany we rulin hip-hop
But in New York, we rulin y'all tonight badda-bye-bye-bye
In New York, we rulin y'all to-NIGHT!
We come to rock you whether you black or you white
Cause KRS-One, you know I'm never frank, come catch the style
The girlies is FREEE-EEE, cause the crack cost money, oh yeah!
I said the girlies is FREEE-EEE, cause the crack cost money, oh yeah!"
1,1st Quarter - the Commentary,1997,I Got Next (1997),Hip Hop,KRS-One,"Welcome to hip-hop culture
Where DJ-ing, MC-ing, graffiti art, breaking
And the philosophies are expressed everyday
Within the inner cities of America, and the world
You are not doing hip-hop
You ARE hip-hop
Love yourself and your expression, you can't go wrong"
2,2nd Quarter - Free Throws,1997,I Got Next (1997),Hip Hop,KRS-One,"Anybody in here right now with tape decks turn 'em on
And put 'em on record, I'll give you a second
I want to add authenticity to your tape
So when it's sold out in the street
You all can know this was a real party
These are poems circulating throughout the nation
Everybody's bad and everybody's tough
But how many people are intelligent enough
To open up their eyes and see through the lies
Discipline themselves, yourself to stay alive?
Not many
That's why the universe sent me today on this stage
With this to to say
The rich will get richer and the poor will get poorer
And in the final hour many heads will lose power
What does the rich versus the poor really mean?
Psychologically it means you got to pick your team
When someone says the rich gets richer
Visualize wealth and put yourselves in the picture
The rich get richer, 'cause they work towards rich
The poor get poorer, cause their minds can't switch from the ghetto
Let go, it's not a novelty
You could love your neighborhood without loving poverty
Follow me, every mother, father, son, daughter
There's no reason to fear the New World Order
We must order the whole new world to pay us
The New World Order and the old state chaos
The Big Brother watching over you, is a lie you see
Hip-Hop could build it's own secret society
But first you and I got to unify
Stop the niggativity and control our creativity
The rich is getting richer, so why we ain't richer?
Could it be we still thinking like niggas?
Educate yourselves, make your world view bigger
Visualize wealth and put yourselves in the picture!"
3,3rd Quarter - the Commentary,1997,I Got Next (1997),Hip Hop,KRS-One,"For those interested in higher knowledge
On issues of health, wealth, and self-mastery
You are urged to register with the Temple of Hip-Hop
By filling out the attached registration form and questionnaire
Located on the album's pull-out panel
And here now, another KRS classic"
4,4th Quarter - Free Throws,1997,I Got Next (1997),Hip Hop,KRS-One,"Yeah, listen to the lyrics
We are the ones prophesized to return
My main concern is for all of you to learn
How to live, yes through the lyrics I give and send my friend
This age is coming to an end
Not the world, but the age is ending
Ending, listen to the astrological message I'm sending
I'm sending, tell em
Truth is truth, whether or not you like me
We are living now in the age of Pisces
When Pisces is over, at the year two thousand
When the Sun of God, changes his house and
Enters the Age of Aquarius
The Sun of God as man is hilarious (okay)
When you think of Jesus, think of the Sun
The flaming Sun, that's where they stole this concept from
Stop believing and read your bible logically
The new testament is really old astrology
Jesus is the son of God no lie
But they might be talking about the Sun up in the sky
The Sun, that hangs on the cross of the zodiac
The zodiac with twelve signs to be exact
Each sign is a house, and you should keep in mind
Each house equals, a period of time
The time, two thousand years and that's a fact
It's called an age or a house in the zodiac
The twelve disciples, are twelve months of reason
The four gospels signify the four seasons
When Jesus fed the multitude with two fishes
It signified the Age of Pisces, not fish or dishes
If you read the bible astrologically it's clearer (no doubt)
The next age will be the age of the water-bearer
It's called the Age of Aquarius (word)
When logic and truth will take care of us
So in this age, of spiritual dignity
You'll see a rise in femininity
And creativity, meshed with masculinity
You got to get with me, this is your true her-story (rrry!)
Do you wanna go higher..."
5,9 Elements,2003,Kristyles (2003),Hip Hop,KRS-One,"Well my ladies and gentlemen
This is a rapsession and my name is ""KRS-One!""
And when I talk about ""Hip-Hop Music!"", I know
(Kris)
One : Breaking or breakdancing
Rally b-boying, freestyle or streetdancin'
Two : MC'ing or rap
Divine speech what I'm doing right now no act
Three: Grafitti art or burning bombin'
Taggin', writin', now you're learning! uh!
Four : DJ'ing, we ain't playing!
{*Scratch*} You know what I'm saying!
Five : Beatboxing
Give me a {*beatboxin*} Yes and we rockin'!
Six : Street fashion, lookin' fly
Catchin' the eye while them cats walk on by
Seven: Street language, our verbal communication
Our codes throughout the nation
Eight: Street knowledge, common sense
The wisdom of the elders from way back whence
Nine : Street entrepreneur realism
No job, just get up call 'em and get 'em
Here's how I'm tellin' it, all 9 Elements
We stand in love, no we're never failing it
Intelligent? No doubt
Hip-Hop? We're not selling it out, we're just lettin' it out
If you're checkin' us out this hour, we teatchin' hip-hop
Holy integrated people have it, I'm the present power!
Rap is something you do!
3x Hip-Hop is something you live! *scratched*
Rap is something you do!
Hip-Hop is something you live! *scratched*
(Kris)
Skaters, BMX-bike riders rock
Don't you ever stop! You are hip-hop
You doing the same things we did on our block in the suburbs
You know you be packing that black block
Selling that crackrock and ecstacy
Gettin' pissydrunk, fallin' out next to me
But like I told those in the ghettoes
Here's the facts! True hip-hop is so much more than that
Some much more than rap, so much more than beats
Hip-hop is all about victory over the streets
What you see on TV is a lie
That's not something you wanna live or pattern your life by
But, huh that's too much preachin' ain't it?
You don't want the ?education?, you wanna be dead on the pavement
Well, so be it, some of y'all ain't gonna see it
Others wanna enslave your mind! Kris wanna free it!
Rap is something you do!
5x Hip-Hop is something you live! *scratched*
""Oh yeah"" *scratched* --- From ""P is dead""
""I have spent my whole life livin'"", ""talk to the fullest"", ""no doubt""
(Kris)
You know that's why these rappers can't hang
Cause the essence of hip-hop is not a material thang
They so careless, hip-hop is in a {?} we give
Rap we do, hip-hop we live
How many times I gotta say it? How the radio ain't gonna play it
And you hip-hoppers sit back and okay it
Think about it! (think about it)
The present course of action, we have got to reroute it!
(Chorus: repeat 3X)
Hip-Hop is something you live!"
6,A Call to Order,2004,Keep Right (2004),Hip Hop,KRS-One,"(Feat. Afrika Bambaataa)
(Over beat from ""Phucked"")
True school, you got to stop BS'in, with this
New school you got to stop BS'in with this
Cause y'all don't know that y'all ALL are bein controlled by corporations
Where's your hip-hop museum? Where's your hip-hop doctors?
Where's your hip-hop judges? Hip-Hop lawyers?
Where's our hip-hop agriculturalists? Our hip-hop army?
We better have some hip-hop police police our hip-hop self
If we gon' do all this killin'
We are at war brothers and sisters...
(Leads into ""Everybody Rise"")"
7,A Freestyle Song,2003,D.I.G.I.T.A.L. (2003),Hip Hop,KRS-One,"Here comes the mighty
Yes I'm a righty
I live in a apartment with my mom
I rap becuz I listen to beats on CD roms
Man I wish I was on the road to fame
Instead they say I'm lame
But ill try to prove them right
I just think they're lookin' for a fight
Forget it
Ill just get my revenge on them rabbits
No I'm just playing
I just hope I keep praying
I couldn't hear what my mom was saying
All I heard was
Blahbleebblibblob
My brotha has an imaginary friend named
Bob
All he does is talk about gob
Naw ill quit talkin'
And ill just keep walkin'
I'm outy
Before it gets too crowdy
I'm out"
8,A Friend,1997,I Got Next (1997),Hip Hop,KRS-One,"The beat was sposed to drop right there
The beat was sposed to drop right there
The beat was sposed to drop right there
Yeah yeah yeah... uh
I send this one out, to my right hand man
Or mens, or womens, the whole crew
The real fam
Chorus: KRS-One
We can count the dough or kick a flow
Or chill out watchin videos
Or actin' really silly yo but really doe
All that can end...
Whether at the bar with superstars
Or cruisin in the trooper car
I really don't care who you are
All I really need is a friend
Verse One: KRS-One
If we can't have trust then you can't hang with us
We respond to those who show respect with respect
We respond we connect on the same deck
Same intellect, my man, never shifty, thinks quickly
If you can't understand, we boys we boys
We could stand on the corner with a hat sellin toys
It ain't about your Benz I hope it ain't about mine
My man, I be dissin in my freestyle rhyme
Gettin' G's around the world, I can trust you with my girl
My man, we chillin' at the jam, what's the plan?
I'm not a yes man and none of my friends are yes men
Or women, I'm drivin', I see my peeps yo get in
Where you fit in? True friends are quick to sit
In the beginning of all trouble, and when your bankroll doubles
Fred Flintstone and Barney Rubble
Still I got my own space like Hubble
Verse Two: KRS-One
Cause don't nobody care about us, all they do is doubt us
Until we blow the spot then they all wanna crowd us
And wanna shout us, but you my man from way back
I just gots to say that, actin' large I don't play that
But I can't say that, where I play at isn't fast-paced
A friend can acquire the taste to become two-faced
And that's a disgrace there ain't nothing you can say to us
When the kid you grew up with betrays your trust
When we used to ride the bus we had trust
Now we cash checks and drive Lex, and can't show respect to one of us
Yo the heads I hang with ain't tryin' to just get
What they can get, sit quickly backstabbin the click
I roll thick, but only some are friends really
Down to the end, my right hand men and women
Mutual support, from the beginning
Been in, exactly what I've been in
Verse Three: KRS-One
Back to back we attack corporate America
Gettin' fees that amount to G's in every area
You my man I ain't gotta drag you along
You pull your own weight, yeah you definitely got it goin' on
I don't see nothin' wrong wit a little bumpin car system
Thumpin, between the crew we always got sump'un
But if we had nuttin no frontin whatever
We'd still be crew you and me, me for you together
Word, fake people ain't worth a turd
They only want to be your friend because of what they overheard
I send this record to the well respected
Friends that I've collected, I hope I am what you expected
Yeah, so check it, so check it"
9,Ah Yeah!,2003,D.I.G.I.T.A.L. (2003),Hip Hop,KRS-One,"Intro: KRS-One
Ah yeah, that's whatcha say when you see a devil down
Ah yeah, that's whatcha say when you take the devil's crown
Ah yeah, stay alive all things will change around
Ah yeah, what? Ah yeah!
Verse One: KRS-One
So here I go kickin science in ninety-five
I be illin, parental discretion is advised still
Don't call me nigga, this MC goes for his
Call me God, cause that's what the black man is
Roamin through the forest as the hardest lyrical artist
Black women you are not a bitch you're a Goddess
Let it be known, you can lean on KRS-One
Like a wall 'cause I'm hard, I represent GOD
Wack MC's have only one style: gun buck
But when you say, ""Let's buck for revolution""
They shut the fuck up, kid, get with it
Down to start a riot in a minute
You'll hear so many Bowe-Bowe-Bowe, you think I'm Riddick
While other MC's are talkin' bout up with hope down with dope
I'll have a devil in my infrared scope, WOY!
That's for calling my father a boy and, KLAK KLAK KLAK!
That's for putting scars on my mother's back, BO!
That's for calling my sister a hoe, and for you
BUCK BUCK BUCK, 'cause I don't give a motherfuck
Remember the whip, remember the chant, remember about rope and
You black people still thinkin' about vot-ing
Every president we ever had lied
You know I'm kinda glad Nixon died!
Verse Two: KRS
This is not the first time I came to the planet
But every time I come, only a few could understand it
I came as Isis, my words they tried to ban it
I came as Moses, they couldn't follow my commandments
I came as Solomon, to a people that was lost
I came as Jesus, but they nailed me to a cross
I came as Harriet Tubman, I put the truth to Sojourner
Other times, I had to come as Nat Turner
They tried to burn me, lynch me and starve me
So I had to come back as Marcus Garvey, Bob Marley
They tried to harm me, I used to be Malcolm X
Now I'm on the planet as the one called KRS
Kickin the metaphysical, spiritual, tryin' to like
Get wit you, showin you, you are invincible
The Black Panther is the black answer for real
In my spiritual form, I turn into Bobby Seale
On the wheels of steel, my spirit flies away
And enters into Kwame Ture
Verse Three: KRS-One
In the streets there is no EQ, no di-do-di-do-di-do
So I grab the air and speak through the code
The devil cannot see through as I unload
Into another cerebellum
Then I can tell em, because my vibes go through denim
And leather whatever, however, I'm still rockin'
We used to pick cotton, now we pick up cotton when we shoppin'
Have you forgotten why we buildin in a cypher
Yo hear me kid, government is building in a pyramid
The son of God is brighter than the son of man
The spirit is, check your dollar bill G, here it is
We got no time for fancy mathematics
Your mental frequency frequently pickin' up static
Makin' you a naked body, attic and it's democratic
They press auto, and you kill it with an automatic"
