,song,year,album,genre,artist,lyric
0,Acid Rain,2013,Acid Rap (2013),,Chance the Rapper,"Kicked off my shoes, tripped acid in the rain
Wore my jacket as a cape and my umbrella as a cane
The richest man rocks the snatch-less necklace
Spineless bitches in backless dresses.
Wore my feelings on my sleeveless
My weed seedless, my trees leafless
I miss my diagonal grilled cheeses
And back when Mike Jackson was still Jesus
Before I believed in not believing in
Yeah, I inhaled, who believed in me not breathing in
Cigarette stained smile all covered in sin
My big homie died young, just turned older than him
I seen it happen, I seen it happen, I see it always
He still be screaming, I see his demons in empty hallways
I trip to make the fall shorter
Fall quarter was just a tall order
And I'm hungry, I'm just not that thirsty
As of late, my verses seem not so verse-y
And all my words just mean controversy
Took the team up off my back like ""that's not your jersey?""
Stressin', pullin' my hair out, hoping I don't get picked
All this medicine in me hoping I don't get sick
Making all this money, hoping I don't get rich
'Cause niggas still getting bodied for foams
Sometimes the truth don't rhyme
Sometime the lies get millions of views
Funerals for little girls, is that appealing to you?
From your cubicle desktop, what a beautiful view
I think love is beautiful, too
Building forts from broken dams, what a hoover could do
For future hoopers dead from Rugers shooting through the empty alley
Could've threw him an alley-oop, helping him do good in school
Damn that acid burn when it clean ya
I still miss being a senior
And performing at all those open mic events
High schools, eyes closed seeing arenas
And I still get jealous of Vic
And Vic still jealous of me
But if you touch my brother
All that anti-violence shit goes out the window along with you
And the rest of your team
Smoking cigarettes to look cooler
I only stop by to look through ya
And I'm only getting greedier
And I'm still Mr. Youmedia
And I still can't find talent
And I'm still choosing classmates that wouldn't fuck
Mom still thinks I should go back to school
And Justin still think I'm good enough
And Mama Jan still don't take her meds
And I still be asking God to show his face
And I still be asking God to show his face
I am a new man, I am sanctified
Oh I am holy, I have been baptized
I have been born again, I am the white light
Rain, rain don't go away"
1,All Night,2016,Coloring Book (2016),,Chance the Rapper,"Come on, big fella, you drunk, big fella
Two sips and now you wanna trip, big fella
You not a drinker, I can see it all in your leg, big fella
You wobbly, big fella, you finna fall
Sit down, you drunk, big fella
All night, I been drinking all night
I been drinking all night, I been drinking, ay ay
All night, I been drinking all night
I been drinking all night, I been drinking, hey
All night, I been drinking all night
I been drinking all night, I been drinking, ay ay
Everybody outside, everybody outside
When I pull up outside, all night, no
Everybody high five, everybody wanna smile
Everybody wanna lie, that's nice, no
Oh, now you wanna chill, oh, now you wanna build
Oh, now you got the bill, that's cool though
Oh, now you got the gas, oh, now you wanna laugh
Oh, now you need a cab, that's true though
All you do is talk, I ain't got shit to say
Can't no one get in my car, I don't even valet
Long discussions, oh, you my cousin?
No you wasn't, you just wanna ride
You just wanna talk about politics, Chicago shit and rocket ships
(You just wanna, you just wanna, you just wanna, you just wanna, you just wanna, you just wanna)
Shut up! Start dancing, ho
All night, I been drinking all night
I been drinking all night, I been drinking, ay ay
All night, I been drinking all night
I been drinking all night, I been drinking, hey
All night, I been drinking all night
I been drinking all night, I been drinking, ay ay
You just went and spilt fries in the seat
It's fried on the seat, come ride on the seat, ay
Last girl, she'll lie on the seat, she'll fart on the seat
Now she jog in the streets, say
I don't trust no one faking like a fan, asking for a pic
You should use your phone, call a Uber
You a goofy if you think I don't know you need a lyft
Is you is or is you ain't got gas money
No IOU's or debit cards, I need cash money
So back up, back up, I need space
Now, I need you to slow down, it's not a race
Now I can't really hear what you gotta say now
Shut up! Start dancing, ho
All night, I been drinking all night
I been drinking all night, I been drinking, ay ay
All night, I been drinking all night
I been drinking all night, I been drinking, hey
All night, I been drinking all night
I been drinking all night, I been drinking, ay ay"
2,All We Got,2016,Coloring Book (2016),,Chance the Rapper,"And we back
And we back, and we back, and we back, and we back, and we
And we back, and we back, na, na, na
This ain't no intro, this the entree
Hit that intro with Kanye and sound like André
Tryna turn my baby mama to my fiancée
She like music, she from Houston like Auntie Yoncé
Man my daughter couldn't have a better mother
If she ever find another, he better love her
Man I swear my life is perfect, I could merch it
If I die I'll prolly cry at my own service, igh, igh!
It was a dream, you could not mess with the Beam
This is like this many rings
You know what I mean?
This for the kids of the king of all kings
This is the holiest thing
This is the beat that played under the words
This is the sheep that ain't like what it heard
This is officially first
This is the third
This is all we got
Isn't this all we got?
So we might as well give it all we got
This is all we got
Music all we got, got, got
So we might as well give it all we got
I get my word from the sermon
I do not talk to the serpent
That's the holistic discernment
Daddy said I'm so determined
Told me these goofies can't hurt me
I just might make me some earl tea
I was baptized like real early
I might give Satan a swirlie
Wish I could tell you it's ready
Tell you it's ready today
They don't give nothing away
You gotta fight for your way
And that don't take nothing away
'Cause at the end of the day
Music all we got
Music all we got
Isn't this all we got?
So we might as well give it all we got
Music all we got
Music all we got
We know, we know we got it
We know, we know we got it
We know, we know we got it
We know, we know we got it
Music
We know, we know we got it
We know, we know we got it
We know, we know we got it
We know, we know we got it
Music
Music is all we got"
3,Angels,2016,Coloring Book (2016),,Chance the Rapper,"Angels, na, na, na, na
I got my city doing front flips
When every father, mayor, rapper jump ship
I guess that's why they call it where I stay
Clean up the streets, so my daughter can have somewhere to play
I'm the blueprint to a real man
Some of these niggas toss they tassel for a deal man
I ain't going to hell or the Hillman
Igh, Igh, Igh, Igh, for my real fans
I got caught up with a little Xan
Can't stop me but it slow me though
Yeah nigga famous, you don't know me though
But every DJ still play me though
Damn man, I don't even need a radio
And my new shit sound like a rodeo
Got the old folks dancing the Do-si-do
So they fuck around, sign me to OVO
Ooh, I just might share my next one with Keef
Got the industry in disbelief, they be asking for beef
This what it sound like when God split an atom with me
I even have Steve giving out apples for free
They was talking ""woo woo this woo wap da bam""
City so damn great, I feel like Alexand'
Wear your halo like a hat, that's like the latest fashion
I got angels all around me they keep me surrounded
Who is you? And who the fuck is you? And who is him?
All of the sudden woo wap da bam you can't touch me
Na, na, na, na I got angels
I got angels
I ain't change my number since the seventh grade
This for my day one, ten years, seven days
A week, nigga's never tired on they Kevin Gates
And if they rest in peace they bunny hopping heaven's gates
It's too many young angels on the southside
Got us scared to let our grandmommas outside
You gonna make me take the campers way downtown
You gonna make me turn my BM to my housewife
I just had a growth spurt
It done took so long, my tippy toes hurt
You can keep the nose ring, I don't have to soul search
I'm still at my old church, only ever sold merch
Grandma say I'm Kosher, momma say I'm culture
GCI, 1-0-7-5, angel goin' live
Power 92, angel, juke, angel gon' juke
GCI, 1-0-7-5, goin' live
Power 92, angel gon' juke, juke, juke, juke
They was talking ""woo woo this woo wap da bam""
City so damn great, I feel like Alexand'
Wear your halo like a hat, that's like the latest fashion
I got angels all around me, they keep me surrounded
Wap the bam (na, na, na)
(I got angels) I got angels all around me they keep me surrounded
(Na, na, na)
(I got angels)
They was talking ""woo woo this woo wap da bam""
City so damn great, I feel like Alexand'
Wear your halo like a hat, that's like the latest fashion
I got angels all around me, they keep me surrounded
Who is you? And who the fuck is you? And who is him?
All of the sudden woo wap da bam you can't touch me
Na, na, na, na I got angels
I got angels
I got, I got"
4,Blessings,2016,Coloring Book (2016),,Chance the Rapper,"I'm gon' praise Him, praise Him 'til I'm gone
I'm gon' praise Him, praise Him 'til I'm gone
When the praises go up, the blessings come down
When the praises go up, the blessings come down
It seems like blessings keep falling in my lap
It seems like blessings keep falling in my lap
I don't make songs for free, I make 'em for freedom
Don't believe in kings, believe in the Kingdom
Chisel me into stone, prayer whistle me into song air
Dying laughing with Krillin saying something 'bout blonde hair
Jesus' black life ain't matter, I know I talked to his daddy
Said you the man of the house now, look out for your family
He has ordered my steps, gave me a sword with a crest
And gave Donnie a trumpet in case I get shortness of breath
I'm gon' praise Him, praise Him 'til I'm gone
Don't be mad
I'm gon' praise Him, praise Him 'til I'm gone
When the praises go up
(Good God)
The blessings come down
Good God
When the praises go up (Good God) the blessings come down
When the praises go up, the blessings come down
(It seems like blessings keep falling in my lap)
The blessings come down
When the praises go up, the blessings come down
(Good God)
They booked the nicest hotels on the 59th floor
With the big wide windows, with the suicide doors
Ain't no blood on my money, ain't no Twitter in Heaven
I know them drugs isn't close, ain't no visitin' Heaven
I know the difference in blessings and worldly possessions
Like my ex girl getting pregnant and her becoming my everything
I'm at war with my wrongs, I'm writing four different songs
I never forged it or forfeited, I'm a force to be reconciled
They want four minute songs
You need a four hour praise dance performed every morn
I'm feeling shortness of breath, so Nico grab you a horn
Hit Jericho with a buzzer beater to end a quarter
Watch brick and mortar fall like dripping water, ugh!
There are obstacles in life
Many many trials and tribulations that come up
But you got to realize and know
That even Jericho walls must fall
Every wall must fall
Fall Jericho, fall
I'm gon' praise Him, praise Him till I'm gone
(Good God)
I'm gon' praise Him, praise Him till I'm gone
When the praises go up, the blessings come down
(The blessings come down)
(Good God)
When the praises go up, the blessings come down
(Are you ready for your blessings?)
When the praises go up, the blessings come down
(Are you ready for your miracle?)
When the praises go up, the blessings come down
(Are you ready, are you ready?)
(Are you ready, are you ready?)
(Are you ready, are you ready?)
(Are you ready, are you ready?)
(Are you ready, are you ready?)
(Are you ready, are you ready?)
It seems like blessings keep falling in my lap"
5,Blessings (Reprise),2016,Coloring Book (2016),,Chance the Rapper,"I speak of promise land
Soil as soft as momma's hands
Running water, standing still
Endless fields of daffodils and chamomile
Rice under black beans
Walked into Apple with cracked screens
And told prophetic stories of freedom
Found warmth in a Black queen for when I get cold
Like Nat King, I'm doing the dad thing
I speak of wondrous unfamiliar lessons from childhood
Make you remember how to smile good
I'm pre-currency post-language, anti-label
Pro-famous, I'm Broadway Joe Namath
Kanye's best prodigy
He ain't signed me but he proud of me
I got some ideas that you gotta see
Make a vid with Shawty and they ship it like the odyssey
They never seen a rapper practice modesty
I never practice, I only perform
I don't even warn, I don't eat it warm, I won't be reborn
I speak to God in public, I speak to God in public
He keep my rhymes in couplets
He think the new shit jam, I think we mutual fans
I used to dance to Michael, I used to dance in high school
I used to pass out music, I still pass out music
The people's champ must be everything the people can't be
I'm getting artsy-fartsy, house full of some Hebru Brantleys
You must've missed the come up, I must be all I can be
Call me Mister Mufasa, I had to master stampedes
I made it through, made it through, made it through
And everything I gave to you, I gave to you, I gave to you
You got it, you got it, you got it, it's coming, coming, coming
So are you ready?
Are you ready for your blessings?
Are you ready for your miracle?
Are you ready for your blessings?
Are you ready for your miracle?
Are you ready for your blessings?
Are you ready for your miracle?
Are you ready for your blessings?
Are you ready for your miracle?
Are you ready for your blessings?
Are you ready for your miracle?
Are you ready for your blessings?
Are you ready for your miracle?
Are you ready for your blessings?
Are you ready for your miracle?
Are you ready, are you ready?
Are you ready for your blessings?
Are you ready for your miracle?
Are you ready for your blessings?
Are you ready for your miracle?
Are you ready for your blessings?
Are you ready for your miracle?
Are you ready for your blessings?
Are you ready for your miracle?
Are you ready for your blessings?
Are you ready for your miracle?
(You ready big fella?)"
6,Chain Smoker,2013,Acid Rap (2013),,Chance the Rapper,"Still a chain smoking, name dropping
Good looking, motherfucking
Mother, shut your mouth
Still a chain smoking, name dropping
Good looking, motherfucking
Mother, shut your mouth
Brain broken, Frank Ocean listening
Stain hitting, satin woodgrain gripping
Paint dripping, mother shut your mouth
Somebody pray for the god, oh Lord, I wonder what Michael's on
Son jammin' to his shit, rappin', trappin', trippin' 'cid and sniffing glue and chewing Vicodin
Shoulda died yelling, ""YOLO was a lie and you a liar, wonder why you wanna die so young""
You and I look just alike and I'm afraid that this one right here might be last time that I write a song
Lot of niggas wanna go out with a bang but I ain't tryna go out at all
So I ain't tryna go out at all got a lot of ideas still to throw out the door
Last chance joint gotta be a dance joint from an introspective drugged out standpoint
Throw bands joint, wanna hold hands joint, old school for my own old man joint
Still a chain smoking, name dropping
Good looking, motherfucking
Mother, shut your mouth
Brain broken, Frank Ocean listening
Stain hitting, satin woodgrain gripping
Paint dripping, mother shut your mouth
This part right here, right now, right here, this part my shit
I play this so loud in the car, I forget to park my whip
I lean back, then spark my shit, I turn up, I talk my shit
Hope you love all of my shit, I hope you love all of my shit, igh
Why toss my filter when she saved my life?
The same shit that kills us, always taste so right
That's why I pray to the dealer, God know who he be
Truth be told he juiced me, introduced me to the lucy leaf
Oh oh oh, I seen the light, I lost my lighter
Bic flick, kick the habit and the bucket, fuck your supplier
Lies, Levis on fire, flyer on the wall I'm brighter
In the darkness of the night, in the sky I get higher, higher
Still a chain smoking, name dropping
Good looking, motherfucking
Mother, shut your mouth
Brain broken, Frank Ocean listening
Stain hitting, satin woodgrain gripping
Paint dripping, mother shut your mouth
This part right here, right now, right here, this part my shit
I play this so loud in the car, I forget to park my whip
I lean back, then spark my shit, I turn up, I talk my shit
Hope you love all of my shit, I hope you love all of my shit
Still a chain smoking, name dropping
Good looking, motherfucking
Mother, shut your mouth
Brain broken, Frank Ocean listening
Stain hitting, satin woodgrain gripping
Paint dripping, mother shut your mouth, igh"
7,Cocoa Butter Kisses,2013,Acid Rap (2013),,Chance the Rapper,"Cigarettes on cigarettes, my mama think I stank
I got burn holes in my hoodies, all my homies think it's dank
I miss my cocoa butter kisses
I miss my cocoa butter kisses
Cigarettes on cigarettes, my mama think I stank
I got burn holes in my hoodies, all my homies think it's dank
I miss my cocoa butter kisses
I miss my cocoa butter kisses
Okie dokie, alky. Keep it lowkey like Thor lil bro
Or he'll go blow the loudy, saudy of sour Saudi
Wiley up off peyote, wilding like that coyote
If I sip any Henny, my belly just mght be outtie
Pull up inside a huggy, Starsky & Hutch a dougie
I just opened up the pack in an hour I'll ash my lucky
Tonight she just yelling ""Fuck me""
Two weeks she'll be yelling ""fuck me""
Used to like orange cassette tapes with Timmy, Tommy, and Chuckie
And Chuck E. Cheese's pizzas, Jesus pieces, sing Jesus love me
Put Visine inside my eyes so my grandma would fucking hug me
Oh generation above me, I know you still remember me
My afro look just like daddy's, y'all taught me how to go hunting (BLAM)
Cigarettes on cigarettes, my mama think I stank
I got burn holes in my hoodies, all my homies think it's dank
I miss my cocoa butter kisses
I miss my cocoa butter kisses
Cigarettes on cigarettes, my mama think I stank
I got burn holes in my hoodies, all my homies think it's dank
I miss my cocoa butter kisses
I miss my cocoa butter kisses
I will smoke a little something but I don't inhale
Everywhere that I go, everywhere they be asking hows it going
Say the goings well
Go figure, Victor's light skinned, Jesus got me feeling like Colin Powell
All praise to the God, God knows he's a pro, he's a pro like COINTEL
Check, check mate, check me, take me to the bedroom, let you know me well
I mean normally, you see, Norma Jean wouldn't kick it with Farmer Phil
But these kids these days they get so high, burn trees, smoke Chlorophyll
Till they can't feel shit, shit faced, faced it, 15 hits on this L
Elevated, train, and the craziest thing, got me feeling like Lauryn Hill
Miseducated, my dick delegated, rap Bill Bellamy, they said I shoulda never made it
Probably shoulda been dead or in jail
Deadbeat dad, enough of that jazz, asshole, absinthe up in that class
Are we there yet? Ice cubes in a bong, we're brain dead, take a tug and then pass
I think we all addicted, yeah
I think we all addicted, really though
I think we all addicted
I think we addicted
Cigarettes on cigarettes, my mama think I stank
I got burn holes in my hoodies, all my homies think it's dank
I miss my cocoa butter kisses
I think we all addicted
Cigarettes on cigarettes, my mama think I stank
I got burn holes in my hoodies, all my homies think it's dank
I miss my cocoa butter kisses
I miss my cocoa butter kisses
I could make a flow, pitter patter with a patter pitter
Two seats used to be in a jalabiya and a kufi
Trying hard not to be addicted to a groupie
I ended up on an album cover in a Coogi
You see, I be still a God but a goofy
You be flowing out by trucks in a Uzi
That's the new principle, sometimes I'm a be about some ho
Sometimes I'm a wanna make a movie
And when it come to rapping fast, I'm the Higgs Boson
And though my style freakish, I could still break your body
Down to five pieces like I did Voltron
'Cause I'm addicted to the craft and I be off a OG
Know me, I'm the Obi-Wan Kenobi of the dope see
Never scared of mean spirits, methamphetamine lyrics
Cooler like I'm offa codeine, low key
Don't be so judgmental, even though I'm reminiscing
If I don't know what a miss is
I'm a end up figuring out that it's home
And my mother and my grandmother cocoa butter kisses
This is just a testament to the ones that raised me
The ones that I praise and I'm thanking
I need 'em but the chronic all up in my clothes
And I wanna get a hug and I can't 'cause I'm stanking
Never too old for a spanking
Cigarettes on cigarettes, my mama think I stank
I got burn holes in my hoodies, all my homies think it's dank
I miss my cocoa butter kisses
I think we all addicted
Cigarettes on cigarettes, my mama think I stank
I got burn holes in my hoodies, all my homies think it's dank
I miss my cocoa butter kisses
I miss my cocoa butter kisses
Cigarettes on cigarettes, my mama think I stank
I got burn holes in my hoodies, all my homies think it's dank
I miss my cocoa butter kisses
I miss my cocoa butter kisses"
8,D.R.A.M. Sings Special,2016,Coloring Book (2016),,Chance the Rapper,"You are very special
You're special too
Everyone is special
This I know is true
When I look at you
You are very special
You're special too
Everyone is special
This I know is true
When I look at you"
9,Everybody's Something,2013,Acid Rap (2013),,Chance the Rapper,"What's good good?
And what's good evil?
And what's good gangstas?
And what's good people?
And why God's phone die every time that I call on Him?
If his son had a Twitter wonder if I would follow him
Swallow them synonyms like cinnamon Cinnabon
Keep all them sentiments down to a minimum
Studious Gluteus Maxim models is sending him
Pics of they genitalia tallied up ten of em
I slurped too many painkills, downing em off a lot
I got a lot off days but it ain't often that I'm off the clock
Ya'know what I mean?
I got the Chicago Blues
We invented rock before the Stones got through
We just aiming back cause the cops shot you
Buck buck bang bang, yelling ""Fuck Fox News""
Booyaka buckle up, mothafuck ops too
Ain't no knuckling up em young 'cause it just not cool
Nice to see you Father New Year
Middle finger Uncle Samuel
Shooting death with weighted dice
And hitting stains on birthday candles
I know somebody, somebody loves my ass
'Cause they help me beat my demons ass
Everybody's somebody's everything
I know you right
Nobody's nothing
That's right
Everybody's somebody's everything
I know you right
Nobody's nothing
That's right
Everybody's somebody's everything
I know you right
Nobody's nothing
Right? IGH
I used to tell hoes I was dark light or off white
But I'd fight if a nigga said that I talk white
And both my parents was black
But they saw it fit that I talk right
With my drawers hid but my hard head
Stayed in the clouds like a lost kite
But gravity had me up in a submission hold
Like I'm dancing with the Devil with two left feet and I'm pigeon toed
In two small point ballet shoes with a missing sole
And two missing toes
But it's love like Cupid kissing a mistletoe
Nice to see you Father New Year
Middle finger Uncle Samuel
Shooting death with weighted dice
And hitting stains on birthday candles
I know somebody, somebody loves my ass
'Cause they help me beat my demons ass
Like Cassius ducking the draft and now the fight is over
The type to love from a distance not the type that told her
Spent three days on the rap, trash it and type it over
With babies on the block under arms like fighting odors
Coppers and quotas
Hold ya head like 2Pac had taught
Obviously they are on a come up
With better chances tobogganing in the fucking summer
Concoctions for the bad days and a condom for the good ones
All odds against us, we tryna get lucky
Doper than Nucky
You're ending happy that's only a tuggy
Like Satan masturbating shit come hot
But y'all still love me ugh
How father time a deadbeat
Maybe I'm adopted
That'll explain why all of my shit been so timeless
Everybody's somebody's everything
Nigga
Nobody's nothing
Nigga
Everybody's somebody's everything
Nigga
Nobody's nothing at all
Wu-Tang
Everybody's somebody's everything
I know you right
Nobody's nothing
I know you right"
