,song,year,album,genre,artist,lyric
0,Accessories (Nina Breeda),2006,"Same Day, Different Shit (2006)",,Kurupt,"(x2)
AK-47 macking every hoe accessories next to me and BAC and Nina Breeda
Baggers for any endeavors bend over what ever weather you're in and whatever
I'm shooting them for whatever, ever, ever
Stop niggas. What you got on my 40 homie I got a 40 homie with two of our homies shooting for me
Don't be shy now nigga. Don't ask the homies why now nigga. Get to stripping for get a pistol whipping
I'm coming to your block. I gotta settle what's gone. I got to medal in stoke. Let off the metal and go
High pocket rockets knocking limbs out of socket.I'm not just litle mu fuckas ask watching and watch
I got busy up in new ride and I'm going senate. I pushed the front line furiously macking the clapicals
I practically looking at me there's a hog in bedded. Most birds flying pump nigga all eleven
Check twice to make sure it's ready for shell shedding. It's Halloween nigga. Yeah the monsters loose
With them machines nigga infrared beams nigga. Coming from the front and back A's and 16's nigga listen
(x2)
AK-47 macking every hoe accessories next to me and BAC and Nina Breeda
Baggers for any endeavors bend over what ever weather you're in and whatever
I'm shooting them for whatever, ever, ever
Watching fly... Watching 'em fly. I'm in the strip club. Bout to scoop me up a bitch and get my dick sucked
Yeah, you see the G's up in the corner. Certified Los Angeles ready ride city. I'm on the side long as California we on ya
Stay heated like saunas, spas and beaches. You'll suck the life out my balls like spiders and leeches
There's always a busta around looking for bustas around. Every time you see the bustas around
I'm going smashed every single busta pound Kurup and DAS
You want war or sure? Little confused? You need to choose? I'll choose for ya
I help niggas empty out your shoes for you ignorant mu fucker. Beat it! Before I fly something through that ass
Got a fracture and restructure your pigment motherfucker. Cock and spitting mu fucker. Just listen mu fucker
(x2)
AK-47 macking every hoe accessories next to me and BAC and Nina Breeda
Baggers for any endeavors bend over what ever weather you're in and whatever
I'm shooting them for whatever, ever, ever
One and gunning pushing. Crushing a little liquor. High profile nigga. Hostile nigga
Sociopathic for A crocodile nigga. Silent but deadly motherfucking West Nile nigga
I'm afraid to that I'm gonna have to raid and invade. Stomp stampede squash mob come and get your homies mob parade
I'm going have to main in flame. I came to obtain all the obtain and oxygen. And leave this whole room draining can and gauge
Me and my school of piranhas, looters and shooters. Got different lasting bitches from Magic City to Hooters
Complicated like IRobot and computers. Massive the size of the Atlantic Ocean posting pistols and holsters
Posting West Coast and ferocious. You know it's me. I can make corner half post mortal
And all the mourning and all by the morning. Listen...
(x2)
AK-47 macking every hoe accessories next to me and BAC and Nina Breeda
Baggers for any endeavors bend over what ever weather you're in and whatever
I'm shooting them for whatever, ever, ever"
1,Ain't That Somethin',2006,"Same Day, Different Shit (2006)",,Kurupt,"They said all I'm good for was busting
And other than that I ain't worth nothing
Ain't that something
Daz and Kurupt's back together and snoop's pushing the button Nigga ain't that something
See hell hath no fury nigga more than a nigga in the street the heat Copin be bustin' (:15)
That nigga ain't shooting for nothing
What the fuck you think he shooting for ain't that something
Don't be mistaken by the game motherfucker
Don't be mistaken by the chain motherfucker
I am still who I am
I got scuds for you funks the size of iran
File up imma torch this temple I let the force guide me and force the issue the issue
You betta have your pistol your hood preamps (:40) in the making and mines official
I seen this nigga before I met this nigga before matter of fact homie (what) I slapped this nigga before
Back in 94 when we was squabbling at the palace rode his homie up too ain't that something
I bangled him before room with jack before his dough (:55)
His bitch was a toss up remember the ho ? (yeah)
Push come to shove it's the mask and the glove 'cause the only thing we got right now is us
What the fuck should I do but do what I do
Me and daz in the coop right next to snoop
What the fuck's on yo mind? Oh me I'm fine
Doing the same shit I was doing last year this time: getting paid nigga
Back with the homies I've been doing this since sixteen tracks with the homies
And nigga I'm still Kurupt if you know me then you know nigga niggas don't give a fuck nigga
They said all I'm good for was bustin' and other than that I ain't worth nothing
Ain't that something
Daz and Kurupt's back together and snoop's pushing the button nigga ain't that something
See hell has no fury nigga more than a nigga in the street the heat copin be bustin' (:15)
That nigga ain't shooting for nothing what the fuck you think he shooting for ain't that something
Hey you know who it is you think it's back on the match
Bruising my opponents that's why we getting that ass
You don't want no problems that's how we solve them stick
Em some gaf (1:52) nigga with a chrome revolver
Talking to the crowd let them know about the master monsters
Bitches blue pit piranhas prepare for the slaughter into the water
You niggas so dumb you can't get no smarter
Path of the titan I'm striking just liking (2:05) you niggas
When you come to la you better hold y'all triggers
I'm riding in the undercover g ride east side west side niggas we inside
Blast that ass son nigga till you decide
Dramas that's windows popping (2:18)
That's what we like (we like)
Same day different shit same block different whip any way that it do it go hounds shit (2:24)
Smound (2:25) my opponents when I kick right up on em
Trigger get to blasting then I start to go and the fuel the soul and it turn it back up you say you a
Gangsta nigga watcha want
Pop trunk gotta buster of weapons to choose from, 9 millimeter ak with big drums yeah I'm
Coming for you nigga what's up what shit you talking
Yeah you shitting out of luck
They said all I'm good for was busting and other than that I ain't worth nothin' ain't that something
Daz and Kurupt back together and snoop's pushing the button nigga ain't that something
See hell has no fury nigga more than a nigga in the street the heat copin be bustin' (:15)
That nigga ain't shooting for nothing what the fuck you think he shooting for ain't that something
Nigga wanna bomb 'em not knowing that genetically Kurupt's a structured timebomb homie
So is every motherfucker that's around homie up and down out and in in and out homie
Y'alls niggas is amateurs to the pound homie
Y'all wasn't even here when we was out homie
Relax just take a look around homie hold up what's up
Take a look around now homie
From the back of the lack we left shots on em
To let you know don't fuck with the little homies
You niggas phonies I expose to fact to let you know you and your niggas better watch your back
Cross status when you fucking with that nigga daz you know them bullets rank
Status when you feel the wrath yeah
It's the gas in kurupt with snoop ridic takes the motherfucker when we ridin' the coop
Swoop on you say nigga what gang you play see this
My hood and you ain't from a gang pull my pistol out
And then she go bang 9 millimeter go straight through his brain
It's the street rules street shit but ain't nothin' 'cause and this for the gangstas and this for the thugs
Talking all that shit but you can catch a slut and this how it goes and dead is dead was
They said all I'm good for was busting and other than that I ain't worth nothing
Ain't that something daz and kurupts back together and snoop's pushing the button nigga ain't that something see hell has no fury nigga More than a nigga in the street the heat copin be bustin' (:15) that nigga ain't shooting for nothing what the fuck you think he shooting For ain't that something
Bang keep banging them
Dogg pound gangstas
Riding on these busters kurupt and daz, dillinger and young gotti"
2,All That I Want,2010,Streetlights (2010),,Kurupt,"(Snoop Dogg)
Hey baby girl let me scream at you this is what I want to do
Stay baby girl let me scream at you this is what I want you to do
(Snoop Dogg)
Yeah
I hit you on the celly waiting for me at the telly love the way you let me bust two of them on your belly
Tell me that you need my loving I'm your fine desire sneaking out on Sundays so we can watch the wine go to the movies
I don't think that we can but we can freak in my bed whatchu think I'm your man?
You see out thing is like give and take live and make real or fake sorta kinda like real estate on the down low
Blowing on some kush and if you down with it baby keep it on the hush don't nobody have to know baby peep it are you professional?
Can you can you keep a secret I know its hard to hide the way you feel especially dealing with the boss Dogg
'Cause I'm so real I don't mean to sound foul but let me check my foul and break it down
If you with me baby this is how it goes down down
(J. Black)
And yeah that's all that I want
No more baby no less
And yeah that's all that I want
No drama girl no stress
'Cause you're the one that I want
Don't say no baby say yes
I want to touch you all over watch you burn just a lil closer
(Kurupt)
Hey I hit her on the celly told her meet me at the telly come over and relax I want to bust one on the belly
Patron grown so I splurge ten at a time something so superb we just something so superb
Fly as a eagle captured by each worm (now) she want to get a lil closer
I'm gotra close to nostra rolling her over tic tac toe toe tic told her to come and drop all over my big dick
I'm just joking I'm just smoking endo blowing yeah you know it she's so sweet got that perfect physique
She's the type that I like she right and so petite bounce rock skate dip on and drip
Don't give when there's something nice fat and long to kiss on the mouth
(J. Black)
And yeah that's all that I want
No more baby no less
And yeah that's all that I want
No drama girl no stress
'Cause you're the one that I want
Don't say no baby say yes
I want to touch you all over watch you burn just a lil closer
(J. Black)
I need you to move baby
Your body got me hypnotized girl do what you do with it lady because I swear that its making me want ya yeah I want cha yeah when you shake it for me bartender yeah the drinks are on me
(J. Black)
And yeah that's all that I want
No more baby no less
And yeah that's all that I want
No drama girl no stress
'Cause you're the one that I want
Don't say no baby say yes
I want to touch you all over watch you burn just a lil closer"
3,Another Day,1998,Kuruption! (1998),,Kurupt,"(Gangstas) let's spark up an idea, you know
(Gangstas) I don't know why you cats
(Gangstas) insist to get involved in our game man
I mean, drug money, thug money, it's all funny money to me
You know scared money don't make no money man, so you know
(Gangstas) if you scared stay out of the game, baby
Verse 1: kurupt
Another day, another dollar,
Another nigga jacked for his sack, jeans, and them collars
What the fuck makes life so complicated?
Why they playahatin, 'stead of congratulatin'
One of the homies just bought a new '64
And they mad about it, and talkin' bad about
Don't trip 'cause you smoke dubs and he smokes ounces
Your 'fo rolls and his 'fo bounces
Planted on the ground and this fool skyrockets
Got a nigga hot enough to want to shake his pockets (all that shit)
Roll like biggie, nigga, two glock nines
Any muthafucka whisperin about mine
All I got is, my twelve shottie
I'm a gangsta nigga, kurupt young gotti
Me and gonzoe and capone, with a chrome
And a bone with a zone fucked up gettin' blown (yeah)
(Don't it feel good to survive another day)
Scared money don't make no money, (hey)
Cause uh, drug money, thug money's funny money, (and uh)
(Don't it feel good to survive another day)
(Check it out) this fear money don't take no money
('Cause uh), scared money don't make no money ('cause uh)
Verse 2: capone
Now I was standin alone against the cold world outside
Without no place to hide, or no will to survive
Thinkin' who can I run to? basically
It was the big homie to go get the heat is what it come to
I look around, from the gate I've been down,
But I'm still broke as fuck, depressed and down
Sometimes I fuck around and wish I wasn't here today,
Now here to say sometimes it scares me to feel this way
Ain't there a name for this? ain't there a phrase that fits?
Ain't it called psycho, schizo, paranoia or some shit, trip?
With the mentality of a kid in the village of the damned
Walking through the hood with a gun in my hands
I had plans to be a superstar, rappin' the rock,
But all that stopped and dropped once the hammer was cocked
I had to get out of dodge, I ain't tryina hide
I'm just tryin' to find a way to stay alive and survive, right (right)
(Don't it feel good to survive another day)
Scared money don't make no money, (hey)
Cause uh, drug money, thug money's funny money, (and uh)
(Don't it feel good to survive another day)
(Check this out) this fear money don't take no money, (whu?)
('Cause uh), scared money don't make no money, ('cause uh)
Verse 3: gonzoe
Nigga gotta stay strong 'cause the weak die
Please God separate my life from the bad times, sufferin
Survivin ain't enough to cover it, 'cause I spend to much
Plus I'm scrapin the tops of my pies to make crusts
So kurupt, nigga tell me how I'm 'sposed to feel
Notice my attitude, drinkin', only smokin' the real
And it feels so good in the car with us
Lavishly, feel the extasy, bustin' a nut
Another day, a nigga worship his weed and alize,
And the pussy I'm fuckin' ? ? ? ?
And ain't no scars on my daytons, my shit intact
And that's real candy paint, all original lat'
It's so depressin, a thug with a hustle, no one messes,
And I'm destined I'm kissin' my gun so you can bless it, nigga
Another day another dollar
Yeah nigga, it's me, gonzoe
Don't act funny, haha
(Suprise) them promises didn't do nothing for me
(Suprise) it's time to set ourselves free
(Suprise) but as time marches on,
(Suprise) the races grow strong, stronger than ajax
(Suprise) and niggaz wanna be free, but they still watch TV
(Suprise), even though they can't see
(Suprise) and our Chinese brothers don't cop no pleas
(Suprise), for they're into unity isn't that
(Suprise) the way we want to be? but the man
(Suprise) watches the music, 'cause the black people are confused
(Suprise) conquered and divided, tricked and undecided
(Suprise), and the good guys are there
(Suprise), with slugs (hey) in the air but the rain still falls
(Suprise) and the (chorus) sun still rises and the man man
Man is still full of trickies (surprise niggas)"
4,As Time Fly By,2006,"Same Day, Different Shit (2006)",,Kurupt,"Yeah look. It's Kurupt. Young Gotti. You know life's a bitch. And then you die nigga. Don't ask why nigga. Mom is pride nigga. Live your life nigga
Look, look
(x2)
Living in world put against these beneath us that was born to die. Got to make a mistake in just respect and muth fuckas get high
Die, die, die - if we try, try, try. Mommas cry, cry, cry - as time flies, flies, flies. Hey. (repeat)
Give me little bit of that cash and I'll be alright my nig. (My nig) Give me a little bit of that hash just chip me off a big, big, big. I'm out to get a grip. Make it happen fast and quick. Give up and down the strip. The homies on this pimping shit
Riding around LA to A and riding round back, back. You got a lot say, say. Then say that shit in my face
My woofers got a lot of base, base. And I don't even drive nigga. I kick back and enjoy my liquor
Sip and enjoy the ride nigga. See all that I want in my life is just a cool momma that's right
And just a gansta paradise inside my gansta paradise you'll find hoes, hoes, ballers on
Sitting on fours. Pimping these hoes. Monte Carlo does, clothes, Gucci penny loaves, loaves
Gansta than a motherfucker like a G suppose. But if you get the trip and spit the ship to shift in each and everybody part existing throw this nigga up in the system. See me lift him, see me lift him...
(x2)
Living in world put against these beneath us that was born to die. Got to make a mistake in just respect and muth fuckas get high
Die, die, die - if we try, try, try. Mommas cry, cry, cry - as time flies, flies, flies. Hey. (repeat)
My homeboy just got shot. I almost lost my spot. I keep on trying to make it. I give it all I got. Who am I am to trust
It's not enough. I am trying to get all I can get up out this bitch and it's just singing off a thug. They rape my 'cause
They got my shit, my bitch, my grip, my twist fucked up. Just brought a brand new SS siting on some D's
Just me (inaudible2:32) Snoop, Preas, Nate, Warren G, Soldy Mack pushing front to back. Let's ride big and little tribe
Look at this bitch on the ride. Nigga what's cracking tonight
Yeah a little something just to let you know about the squad. Ride role. Full control
Hoimies all up in pimp mode. Ganstafied this is just the beginning. My time to stop and then ending
It might feel like a couple of seconds. It might last about a minute. Look ain't tripping off of none of you niggas
Acting hard. Acting like a God. Imma bomb first than disperse. I;m the worse mutha fuka DPGC. Look...
(x2)
Living in world put against these beneath us that was born to die. Got to make a mistake in just respect and muth fuckas get high
Die, die, die - if we try, try, try. Mommas cry, cry, cry - as time flies, flies, flies. Hey. (repeat)
We bang on niggas
We bang on niggas
That's all I know nigga
That's all we know nigga
That's all I know nigga
That""s all we know nigga
I bang on niggas
We bang on niggas
That's all I know nigga
That's all we know nigga
That's all I know nigga
That's all we know nigga
That's all I know nigga
That's all we know nigga
To bank on niggas
We bang on niggas
The holla four nigga
That's all we know nigga
We we go nigga
That's all we know nigga
Fuck a hoe nigga
That's all we know nigga
I bang on niggas
We bang on niggas
Throwing hoes nigga
That's all we know nigga
Back all you hoe niggas
That's all we know nigga
Nigga froze nigga
That's all we know nigga
I bang on niggas
We bang on niggas
Can fly and start and singing. You better earn your wings nigga. So you can fly and start singing, singing
That's cool I ain't tripping. Got my bitch up on my side. All my ganstas to the left. All my D boys to the right, right
Everything up in the middle there need to be some bitches. 'Cause if it's not bitched we need to mop them niggas
This a BG boy affair. She ain't got on underwear. Who gives a fuck and who cares? Nigga we don't fuck around with you squares
Nigga
(x2)
Living in world put against these beneath us that was born to die. Got to make a mistake in just respect and muth fuckas get high
Die, die, die - if we try, try, try. Mommas cry, cry, cry - as time flies, flies, flies. Hey. (repeat)"
5,Ask Yourself a Question,1998,Kuruption! (1998),,Kurupt,"Kurupt:
Check it out
Here's a penny for your thoughts, a nicklebag of bliss
An M-16 with eighteen clips
I'm all set to bust, treacherous
Illustrious, homie don't question us
Just ask yourself the question
How many hoes can I fuck in one night?
Just ask yourself the question, nigga
How many niggaz can I blast on sight?
I'm ferocious, and you knows this nigga
Bitches wear skirts, shake ass and bump
I pop pistols, that's all I do
I pop one at him and pop two at you
I'm illusive, I'ma glutton
Pistol popping activist with the key to the bucket
I rip your pockets of the side of your pants
You glare to the side and you glance, I'm in my G-force stance
How the fuck you make it this far?
No matter where you at, or who you are
People treat me like Kareem Abdul Jabbar
I hear ooh's and ah's when I jumps in my car
Just from last night you can tell
That I'm addicted to the fast life
Shouts out to my homeboys Mad and Quell
You go on and fuck Misty, while I fuck Michelle
Just ask yourself the question
How many hoes can I fuck in one night?
Just ask yourself the question
How many niggaz can I blast on sight?
Just ask yourself the question
Is it cool to ride, or is it cool to fuck?
Just ask yourself the question
I don't know why these motherfuckers wanna fuck with us
What you wanna do, penetrate me?
Bump my crib? Bust and fuck my bitch, nigga?
I never thought a nigga would trip
Off a little piece of ass that he know he could get
Any day (any day) and any time (any time)
You'se a vegetarian (what?), I like beef, turkey and pork
Fish and chips, chips and dip
Fuck it, hand me my knife and my fork
I'm not too picky nigga, Kurupt young Gotti
A.K.A. Low Ricky nigga (what up momma?)
Substantialar, tyrannosaurus, gigantic titanic tarantula.
On a creep homie, wake up
Don't sleep homie, supposed to know it
Look, I'm hazardous to health, nigga, bitch, nigga
Don't ask me shit till you ask yourself
Chorus (Dre)
Dre:
What the fuck is up? Man life's a bitch
You gotta put your pistol to the sky,
Kill a million motherfuckers and get high in order to be cool
Man, you'se a motherfucking fool (speak to these niggaz)
I thought the same way, back in the days
Young, with a lack on daily things
Never thought too much, homie, never trip
I got drunk as fuck, the homies blaze sticks
Look out for them niggaz out to get you
So (???) forgetting to tank your pistol with you (your pistol nigga)
Niggaz get swallowed in the game
I cock and bust hollows to peer, duck and frame
Yo nigga, that shit sounds like I did it
Don't blaze the (???) without the (???)
Niggaz look like they're doped up like tired bitches
With the eyes wide gone you spit the hard boom
Wiping shit the fuck out like typhoons
With the little homeboys, T-bone and cartoons
Motherfucker don't ask me for shit
Fuck everything you believe in, little bitch
Kurupt:
What, what?"
6,At It Again,2001,Space Boogie: Smoke Oddessey (2001),,Kurupt,"(Chorus X1-Kurupt)
I just got paid, it's Friday night
The party's jumpin', I feel so high
Dogg Pound Gangstaz, we at it again
Party's poppin', from beginnin to end
(Verse 1-Kurupt)
Gimme what cha got, move somethin' for me
Show me what ya got, shoot something for me
Who got the Henn? Who got the bud?
Stash, slash, hazel hash
Hit me with the world dog
Keep them cuffs on your girl dog
I'm a major majority, of this party
Gangsta party, Kurupt Young Gotti
'Cause ain't nuttin else to do
And when Friday hit, my day hit
See, it's all left up to you
It's your choice when Kurupt step up to you
(Chorus X1-Fingazz)
I just got paid, it's Friday night
The party's jumpin', I feel so high
Dogg Pound Gangstaz, we at it again
Party's poppin', from beginnin to end
(Verse 2-Kurupt)
Ain't nothin' else for me to do besides dip
Goin' through it homie like it just ain't shhh
Now that I'm here, where you... at
Front to up, down, to back to front round the back
Okay let's say, you can do it your way
I'ma do it my way
Project to borough, today to tomorrow
Escapade to parade, expressway to highway
The freeway to tristate, 101045
Turn to 95, this side ride
Saturday's always the best of me
'Cause the whole day ain't nothin' but rest to me
I got ladies hittin me 'cause they just wanna chill
Perfect requirements in a safe environment
Like what's that poppin' at the top of the hill
Where it's always poppin' like hits and villes
(Chorus X1-Fingazz)
I just got paid, it's Saturday night
The party's jumpin', I feel so high
Dogg Pound Gangstaz, we at it again
Party's poppin', from beginnin to end
(Verse 3-Kurupt)
Sunday nights and it ain't no fights
The homie just added up at the Dogg House
Where everything was great it was 2008
Like a dream with a bottle and everything's fine
And Nate he started blowin' on the mic
And Butch he started blowin' on the mic
And G he started blowin' on the mic
Dogg Pound Gangstaz all day and all night
(Chorus X1-Fingazz)
I just got paid, it's Sunday night
The party's jumpin', I feel so high
Dogg Pound Gangstaz, we at it again
Party's poppin', from beginnin to end"
7,Bitches,2001,Space Boogie: Smoke Oddessey (2001),,Kurupt,"(Chorus X2-Butch Cassidy)
A bitch ain't nothin' to me
Now let me tell you 'cause I'm quick to put them ho's on the street
Make 'em bow down on they knees and do whatever
'Cause I'm clever ho's give what I need
(Verse 1-Kurupt)
Hey bitch, what you lookin' at me strange fo'
Askin me if a nigga drive a Range Rov'
Whatever reason you may have on your mind
It must be coke or grass on your mind
Kickin back like you lost all your mind
I'ma put my foot in your behind
Until you got footprints on your behind
I'm cool at the club
I love it when the ladies do what they love
Pass around hugs
Whatever she done to get the ones ain't my concern
I'm live in the club, nickel sacks and dubbs
If you wanna strip ain't my concern
(Chorus X2-Butch Cassidy)
A bitch ain't nothin' to me
Now let me tell you 'cause I'm quick to put them ho's on the street
Make 'em bow down on they knees and do whatever
'Cause I'm clever ho's give what I need
(Verse 2-Roscoe)
Let's get on the good foot and do the bad things
Prayin' donkey to Chinese shag swing
I'm a young arso' powers get tossed for hours
If I'ma do ya I'm use the Kamasucha when we shaggin
Have ya braggin, to all your homegirls
About this young thug who can rock ya world
Tellin' 'em all how you wish you could be my girl
And I got skirts from the bottom to the top of the world
See I'm on top of the world, why you mad at her?
Get used to it I'm toppin him girl
Pop in love with the girls, and I do it just like Kurupt
I wanna see you happy, doin' what you love
Especially when what you love is me
Makin' sure I keep plenty bud and bubbly
You know the rules ma, it's just the thug in me
Now pay pimpin', or raise up from underneath, ya dig?
(Chorus X2-Butch Cassidy)
A bitch ain't nothin' to me
Now let me tell you 'cause I'm quick to put them ho's on the street
Make 'em bow down on they knees and do whatever
'Cause I'm clever ho's give what I need
(Verse 3-Butch Cassidy)
Bitch been sad before, but some niggaz ran just ain't learnin though
I don't want your ho so tell me what you fightin fo'
Once we all were cool but now he stressin got him actin' like a fool
I gotta keep my distance now, it ain't my fault that ho's confused
(Chorus X2-Butch Cassidy)
A bitch ain't nothin' to me
Now let me tell you 'cause I'm quick to put them ho's on the street
Make 'em bow down on they knees and do whatever
'Cause I'm clever ho's give what I need"
8,"Bounce, Rock, Skate",2010,Streetlights (2010),,Kurupt,"(Snoop Dogg)
I took two nickels and made a dime out it
I took two words and made a rhyme out it
It's hard to explain it, but I did it while I'm tainted
Steady rippin' while I'm crippin', dip the shine out
I check my rear view
I tip it down a little, just to get a clear view
I got the pigs on me, I got the dips on em
So I slide, swerve, and try to dip on em
Make a smooth getaway, so clean
My windows smoke green, my endo super supreme
When the lights hit the bitch that shit turns green
But in the daytime, that motherfucker whip cream
(Terrace Martin)
My coup baby blue
Aye Snoop, what it do?
Aye Quik, where it's at?
Kurupt start the 'Lac
So we can bounce, rock, rollerskate and
Dippin' down the shore on platinum Daytons
(Terrace Martin)
My eyes like a strobe light, won't stop blinking
Brain like a stop sign, can't stop thinking
Six shots of Patron
Fall back at the mouth, now you know it's on
Lex pass my cellphone, so I can hit Big Snoop and Quik
Stroll to the valley 'cause it's time to dip
And the DJ didn't already play our shit
(DJ Quik)
A little bit of Quik is worth all you've got
Life is like a pussy, you should your shot
My foot is in my pool behind my big ass crib
Captain Morgan Spiced Rum, no coke, Mr. Pibb
When there ain't a menage on the back of my spot
Bad bitches just lounging, only bottoms, no bra
Ponytail on my neck, who do I think I am?
Reggae music is blasting, eight is down to a gram
Now let's go to your hood, MTV playin' jams
Niggas wearin' your couch down, wishing they were I am
You're the colour of money, and your weed looks like Autumn
And the pockets on your jeans look like they did when you bought em
I feel you nigga, I hate me too
I wish you could make these bossy player moves that I do
I'm exotic, I'm eccentric, I'm erotic relentless
And if Snoop Dogg is the king then you know who the prince is
Now crown me the Quikness
Terrace Martin, Kurupt Young Gotti, now this is senseless
Who in the world would've thought that we would get this?
Know what I think?
I think your counterfeit rapper printer is all out of ink
You missed the glory days
Not to be told when the story's phased
Cut you in the days
Chickens open up their legs and give me all their eggs
Blame them and blame me
And fuck it for that sanctity and hopin' I done pull out when I came
(Terrace Martin)
My coup baby blue
Aye Snoop, what it do?
Aye Quik, where it's at?
Kurupt start the 'Lac
So we can bounce, rock, rollerskate and
Dippin' down the shore on platinum Daytons
(Kurupt)
You call that swag? I call that jag
Snatch off with a couple scuffles, chickens, and duffle bags
Mathematician calculating ounces and grams
Miami the Amityville, skittles and candymen
High off of all types; the vikes to the sands
Yeah, hunna stunna, demonish candyman
What up? The iron in any hand
Crush 'em like soda cans
Aroma or green the tan as the kush burns man
The bird in the hand and some urine in the bush
Fricking seeing these Vaseline bunny rappin' rabbits
It's a habbit
(Terrace Martin)
My coup baby blue
Aye Snoop, what it do?
Aye Quik, where it's at?
Kurupt start the 'Lac
So we can bounce, rock, rollerskate and
Dippin' down the shore on platinum Daytons"
9,Bring Back That G,2001,Space Boogie: Smoke Oddessey (2001),,Kurupt,"Ride, ride, rough, ride on, ride on
Roll on, roll on, what, what, what?
Ride on, ride on, roll on
Nigga, what, what, what, what? Ride on
This is the game you wanna spit to a nigga
Let a nigga know it's all right, cascades
And G'z stompin' on niggas like parades
Escapades and charades played when the stampede stopped
And it continuously
Young Gotti seen so many bodies
Drop fours, hop classics and drastic measures
Principle's a pleasure and penal endeavors
Whatever the case, whatever case, it's caught on a chase
When a chase, it began in the facial of race
Me and Fred, he make beats, I make rhymes
And Snoop, he controls and calculates
Impervious moves, the Pound Pentagon
Wit a pistols, I holla where the gangstas' at
Daz poppin' his collar, nigga, sweet and sour
Pop Chucks and collars
Rollin' through the streets in my '84 Impala
Holla, holla, if you wanna, we gon' run it from the co'na
It's the killa California, ya see
I do it to ya 'cause I know ya screw it, you do up, tryna do us
But you can't because you lovin' this beat
We dump, dump to make you pump, pump
We comin' wit the heat to make ya trunk bump
Freddy said he had a whole a gritty down to go steady
And stick up Eddie for his fedy
And bring it all back to daddy
I want bread, cheese, now put it on the patty
Knick knack style, kick back and flip files
In the verge and now listen here, honey child
Bow wow, do ya now, how ya like it, doggystyle?
Smile and grinnin', sippin' on some gin'n
Roll wit a cap and y'all strapped in
Once ya back in, it's straight mackin', I keep it crackin'
This is how we all get down
Bring back that G shit fo' me
This is how we all get down
Bring back that G shit fo' me
This is how we all get down
Bring back that G shit fo' me
This is how we all get down
Bring back that G shit fo' me
I know I slept you, kept ya, finna fetch you
Snatch you back too, slapped you and rapped too
The vacuum sat 'chu and rat packed you, act two
Now what must I do?
To get you back to the way is used to see
DPG C'ology
I'm not talkin' 'bout chemistry or biology
This G-ology, you feelin' me?
Niggas be killin' me and willin' me
Silly, he thinkin' y'all gon' smash on me
Blast on me, the audacity
I'll take ya back to the ol' school
And let ya cut class wit me
Get some ass wit me
Then get us somethin' to drink
And let you sip out the same glass as me
And now you feelin' like a killa
And it was all over weed and a tall can of Miller
Illa, kill a nigga like a flea
Big Snoopy D O double gizzle
Way off tha hizzle, my nizzle
I hit niggas and bitches if you fuck wit my mental
'Cause I'm a killa and stick release ya pop like a pimple
If you don't got my money, I suggest you run
'Cause the Gold Loc, he do you like a 20 or done
Ain't no fun the way I play, nigga, I plays fo' keeps
No details, you've just been sweeped to sleep
Locations, directions, not even a trace
Bitch, I doubt it, if ya body get found like waste
In the alley, killa Cali 'cause Eastside is Crips
Never slip, set trip and smoke chronic dip, 'cause
This is how we all get down
Bring back that G shit fo' me
This is how we all get down
Bring back that G shit fo' me
This is how we all get down
Bring back that G shit fo' me
This is how we all get down
Bring back that G shit fo' me
Snoop Doggy Dogg is gonna do ya
Fredwreck got the reefers bumpin' through ya
Goldie Loc can put the G and the C
Wit Kurupt, Young Gotti from the DPG
Bitch, hey"
