,song,year,album,genre,artist,lyric
0,"1,000 Kisses",2002,Born to Reign (2002),Hip Hop,Will Smith,"Uh
Ha ha
Yeah yeah yeah yeah
Uh
Ha ha
Yo yo
Uh
Whoo
A one two a one two
I-I-I-I woke up this morning
Looked at ya picture
Think about when I'm a get wit'cha
Hit ya on the two-way simply to say I gotta see you today
They say love is a gamble and if so, Baby, I'm the Belagio I can't lose
And I guess that make you the mirage
Wait you more exotic than that you like the Taj Mahal momma
You a treasure to me life with you is a pleasure to me
And I'm a make sure no man ever measure to me
Like Run and D you and me are together forever
I got an interview to do (whoo)
Then to the plane, that too (whoo)
Uh wear that black dress boo (whoo)
Then close your eyes and open your heart and I'm gonna give you
All my love
A thousand kisses from you is never to much
Never too much never too much never too much
Uh huh uh huh
And I just don't wanna stop
Never too much never too much
Woke up this morning to invite and couldn't wait to write you
I hit you back, then kissed three little kids that look just like you
Love is magic, can't explain it and sometimes it just happens
Saw your picture your so sily boy you keep my laughing
We've got a photo shoot can't concentrate my mind is roamin'
It's 4 o'clock and at 5:15 you are comin' home and
You know my heart you know my thoughts so ruffneck yet you're tender
The only person ever locked up safe was to surrender
All my love (yeah yeah yeah yeah yeah)
A thousand kisses from you is never to much
Never too much never too much never too much
Uh huh uh huh
'Cause I just don't wanna stop
Never too much never too much
The way you walk wanna make me say
(Yeah yeah yeah yeah yeah yeah)
The way you let me make you wanna make me say
(Yeah yeah yeah yeah yeah yeah)
Girl the way you look wanna make me say
(Yeah yeah yeah yeah yeah yeah)
Just you you are make me wanna say
(Yeah yeah yeah yeah yeah yeah)
Yo yo me and more it's like a Pichasso painted your aura
It's like Beehtoven composed your vocal tones
Rodin inspired hand sculpted you the desire of man (uh)
Maya Angelou breathes inside you
Seeds of my wildest dreams fertilized in your eyes
Your compationate and your passion is how you ration it
That makes me swear you was trained how to take me there
Rarely I seen faith be fared
We got a stroke of grace
Remember you was countin' me out?
It's crazy we had times of doubt right?
And since the dawn of time written history
Better men better poet than me
Have tried to set verse to the love they knew
Dead to words judge what I do when I give you
All my love
A thousand kisses from you is never to much
Never too much never too much never too much
Uh huh uh huh
And I just don't wanna stop
Never too much never too much
Big Will
Lil' Jaden
Ha ha
2002
Tra-Knox
What?
All my love
All my love
Everything I got baby
Uh
Mommy I love you
Aww I love you sweetie
I love you too. All the way to the moon
I love you to the moon
Huh?"
1,"1,000 Kisses (Radio Edit)",2002,Greatest Hits (2002),Hip Hop,Will Smith,"Uh
Ha ha
Yeah yeah yeah yeah
Uh
Ha ha
Yo yo
Uh
Whoo
A one two a one two
I-I-I-I woke up this morning
Looked at ya picture
Think about when I'm a get wit'cha
Hit ya on the two-way simply to say I gotta see you today
They say love is a gamble and if so, Baby, I'm the Belagio I can't lose
And I guess that make you the mirage
Wait you more exotic than that you like the Taj Mahal momma
You a treasure to me life with you is a pleasure to me
And I'm a make sure no man ever measure to me
Like Run and D you and me are together forever
I got an interview to do (whoo)
Then to the plane, that too (whoo)
Uh wear that black dress boo (whoo)
Then close your eyes and open your heart and I'm gonna give you
All my love
A thousand kisses from you is never to much
Never too much never too much never too much
Uh huh uh huh
And I just don't wanna stop
Never too much never too much
Woke up this morning to invite and couldn't wait to write you
I hit you back, then kissed three little kids that look just like you
Love is magic, can't explain it and sometimes it just happens
Saw your picture your so sily boy you keep my laughing
We've got a photo shoot can't concentrate my mind is roamin'
It's 4 o'clock and at 5:15 you are comin' home and
You know my heart you know my thoughts so ruffneck yet you're tender
The only person ever locked up safe was to surrender
All my love (yeah yeah yeah yeah yeah)
A thousand kisses from you is never to much
Never too much never too much never too much
Uh huh uh huh
'Cause I just don't wanna stop
Never too much never too much
The way you walk wanna make me say
(Yeah yeah yeah yeah yeah yeah)
The way you let me make you wanna make me say
(Yeah yeah yeah yeah yeah yeah)
Girl the way you look wanna make me say
(Yeah yeah yeah yeah yeah yeah)
Just you you are make me wanna say
(Yeah yeah yeah yeah yeah yeah)
Yo yo me and more it's like a Pichasso painted your aura
It's like Beehtoven composed your vocal tones
Rodin inspired hand sculpted you the desire of man (uh)
Maya Angelou breathes inside you
Seeds of my wildest dreams fertilized in your eyes
Your compationate and your passion is how you ration it
That makes me swear you was trained how to take me there
Rarely I seen faith be fared
We got a stroke of grace
Remember you was countin' me out?
It's crazy we had times of doubt right?
And since the dawn of time written history
Better men better poet than me
Have tried to set verse to the love they knew
Dead to words judge what I do when I give you
All my love
A thousand kisses from you is never to much
Never too much never too much never too much
Uh huh uh huh
And I just don't wanna stop
Never too much never too much
Big Will
Lil' Jaden
Ha ha
2002
Tra-Knox
What?
All my love
All my love
Everything I got baby
Uh
Mommy I love you
Aww I love you sweetie
I love you too. All the way to the moon
I love you to the moon
Huh?"
2,A Nightmare On My Street,2002,Greatest Hits (2002),Hip Hop,Will Smith,"Now I have a story that I'd like to tell
About this guy you all know him, he had me scared as hell!
He comes to me at night after I crawl into bed
He's burnt up like a weenie and his name is Fred!
He wears the same hat and sweater every single day
And even if it's hot, outside he wears it anyway!
He's gone when I'm awake but he shows up when I'm asleep
I can't believe that there's a nightmare - on my street!
It was a Saturday evening if I remember it right
And we had just gotten back off tour last night
So the gang and I thought that it would be groovy
If we summoned up the posse and done rushed the movies
I got Angie, Jeff got Tina
Ready Rock got some girl I'd never seen in my life
That was all right because the lady was chill
Then we dipped to the theater set to ill
We saw Elm Street and man it was def
And everything seemed all right when we left
But when I got home and laid down to sleep
That began the nightmare, but on my street!
It was burnin' in my room like an oven
My bed soaked with sweat, and man, I was buggin'
I checked the clock and it stopped at 12:30
It had melted it was so darn hot, and I was thirsty
I went downstairs to grab some juice or a coke
Flipped the TV off, and then I almost choked
When I heard this awful voice comin' from behind
It said, ""You turned off David Letterman, now you must die!""
Man, I ain't even wait to see who it was
Broke outside my drawers and screamed, ""So long, cuz!""
Got halfway up the block I calmed down and stopped screamin'
Then thought, ""Oh, I get it, I must be dreamin'""
I strolled back home with a grin on my grill
I figured since this is a dream I might as well get ill
I walked in the house, the Big Bad Fresh Prince
But Freddy killed all that noise real quick
He grabbed me by my neck and said, ""Here's what we'll do.
We gotta lotta work here, me and you.
The souls of your friends you and I will claim.
You've got the body, and I've got the brain.""
I said, ""Yo Fred, I think you've got me all wrong.
I ain't partners with nobody with nails that long!
Look, I'll be honest man, this team won't work.
The girls won't be on you, Fred your face is all burnt!""
I patted him on the shoulder said, ""Thanks for stopping by.""
Then I opened up the door and said, ""Take care guy!""
He got mad, drew back his arm, and slashed my shirt
I laughed at first, then thought, ""Hold up, that hurt!""
It wasn't a dream, man, this guy was for real
I said, ""Freddy, uh, pal, there's been an awful mistake here.""
No further words and then I darted upstairs
Crashed through my door then jumped on my bed
Pulled the covers up over my head
And said, ""Oh please do somethin' with Fred!""
He jumped on my bed, went through the covers with his claws
Tried to get me, but my alarm went off
And then silence! It was a whole new day
I thought, ""Huh, I wasn't scared of him anyway.""
Until I noticed those rips in my sheets
And that was proof that there had been a nightmare, on my street
Oh man, I gotta call Jeff, I gotta call Jeff
Come on, come on
Come on Jeff, answer
Come on, man
Hello?
Jeff, this is Prince, man
Jeff, wake up,
Jeff, wake up
What do you want?
Jeff, wake up, man,
Listen to me, Jeff
It's three o'clock in the mornin', what do you want?
Jeff, Jeff, would you listen to me?
Listen, whatever you do, don't fall asleep
Man!
Jeff, listen to me, don't go to sleep, Jeff
Look, look, I'll talk to you tomorrow, I'm going to bed"
3,Act Like You Know,2002,Born to Reign (2002),Hip Hop,Will Smith,"Uh
Big Will and Tra-Knox
Yo yo yo yo jump
When I tell you make your way up to the front
Addicted to the way I kick it I know what you want
The don jiggy catering to what your feeling
Pack it to the floor up to the ceiling
Shake
What ya momma gave you baby don't let nothin' break
Yo watch 'cause we don't care how much time it's gonna take
Dance floor packed and it's lookin' like a lake
It's obduction here's your instructions
Slide
Get up off that wall girl stop tryin' to hide
Trackin' afrodesiac won't be denied
Chill with that cigarette take it outside
Messin' with my vibe
I don't like that
Bounce
I'm a press your player when it counts
Party like a lamb and a wolf about to pounce
The don jiggy catering to what you're feeling
Pack it to the floor up to the ceiling
Bring it on the nothing
Ain't no time for fun things (come on)
Just let it flow (jump on)
Act like you know
The only floor is jumpin'
Ooh these girls are somethin' (come on)
Just let it flow (jump on)
Act like you know
I-I-I-I called Jazzy Jeff on the phone
I said, ""I'm downstairs waitin' Jeff come on""
I told him there's this hot spot we gotta burn
He said, ""Man after last weekend haven't you learned?""
Yo look here last week was a mistake
That mommy tryin' to dish out what she couldn't take
Come back me dancin' like wow like this thing is a game
One little move on her and she bust into flames (whoosh)
The whole club runnin' tryin' to ruin my night
I told her roll around little she'll be all right
Then everybody mad at me all up in my face
Somebody should've told that girl to stay in her place
You feel a little heat baby girl I'm behind ya
And hopefully your burnt guci dress will remind ya
Of how serious I am maybe it's crazy y'all
But if you wanna play hunny go get a baby doll
Holla at me
Bring it on the nothing
Ain't no time for fun things (come on)
Just let it flow (jump on)
Act like you know
The only floor is jumpin'
Ooh these girls are somethin' (come on)
Just let it flow (jump on)
Act like you know
Uh uh huh
Check and make sure I'm lookin' cute for huh
Check and make sure I'm packin' lute for huh
'Cause I'm about to shut down the bar for huh
And later open up my car door for huh
7 PM I leave the set and then
No more actin' back to rappin' again
Red carpet hectic gettin' me in
What happened last week sure it could happen again
Mos def full funk when ya lookin' at the front lookin' like a jet magazine beauty of the month
Shades low layin' liggy low on the cut
Told myself you're the one to shake it up with
Bounce
Over to your table can get me on announce
Observe the curves body fat about an ounce
Hormones pumpin' out dangerous amounts
Grabbed ya arm turn around girl
Jump
Move when I tell ya make your move up to the front
Addicted to the way I kick it I know what ya want
The don jiggy catering to what you're feeling
Pack it from the floor up to the ceiling
Come on
Bring it on the nothing
Ain't no time for fun things (come on)
Just let it flow (jump on)
Act like you know
The only floor is jumpin'
Ooh these girls are somethin' (come on)
Just let it flow (jump on)
Act like you know
Bring it on the nothing
Ain't no time for fun things (come on)
Just let it flow (jump on)
Act like you know
The only floor is jumpin'
Ooh these girls are somethin' (come on)
Just let it flow (jump on)
Act like you know
Come on
Jump on
The only floor is jumpin'
Come on
Just let it flow (jump on)
Act like you know
Big Will uh
Tra-Knox uh
Foundation laid to the rock y'all
One time we out what"
4,Afro Angel,1999,Willennium (1999),Hip Hop,Will Smith,"(Ooh, Oh)
Here I stand before you - brown.
Color of the mountains
Colossal as the earth
Wrapped so deliciously within my own joy and misery
Feathers of my wings paralyzed by the distance of my mind
Here I stand before you, the color of the night
Frozen by the potential of me
(Uh, uh, uh, uh, uh-uh-uh-uh-uh) An Afro Angel
Afro Angel off your pedestal from perchin above
You on the prowl now, downtown, searchin for love
In all the wrong places, outside your radio stations
Hopin he with new hit single, is tryin' to mingle
Today, he is me in your town, puttin' it down
You in the car with your friends, followin my limo around
Puttin' a bug in my boy's ear, your ""S"" is for free
You'll do anything for Omar or Phil, bring you to me
And then me, hypnotized by the devil as well
Hold out my hand as an invitation into my hotel
No need to RSVP, place your hand in my palm
As all your girlfriends getting jealous, damn she landed the bomb
Willing to trade your spirit for some crass, whack wage
Something small, something simple as a pass back stage
But now I lay me, down to creep
And I - pray the Lord my soul to keep
Afro Angel, born against the world
You don't have to sell your soul and throw away your pride
Afro Angel, sent from heaven above
Never forget that you are loved
You know that you are loved
Lil Bobby got a gun now, age fifteen
Destined to spend his life inside a cage it seems
Rage inside, pride, been denied respect
He can't take it though he gotta earn it
But he ain't learned that yet
Out on the town, reckless abandon he's been bullied before
But now he straps, so no more
Attitude high
Flexin on every guy that walk by
But don't start pal
Asif the gun came from the whiz, Cowardly Lion, got heart now
Let's pull it on a stranger
Ah, fun for the crew
Surprised when he realized, damn dude got one too
Smile's upside down now, games ain't so cute
Bobby's a deer in a headlights
Pumk, drop it or I'll shoot
Then like a sniper, cleanin his rifle, Bobby disobeys his commands
One shot rings out (gunshot) then only the stranger stands
Could of sworn Bobby's blood formed the shape of an angel's wings
But for what?
Afro Angel, born against the world
You don't have to sell your soul and throw away your pride
Afro Angel, sent from heaven above
Never forget that you are loved
You know that you are loved
Back in high school, Tamika was the sweetest, the bomb
Hot to death, though in tenth grade a teenage mom
Knocked up by some thug named Russ in the drug game
But had the cutest kid you ever seen
Then off of pressure from her mom
She stepped to Russ
Said it's either them drugs or us
Either them thugs or us
The ultimatum, either continue bein a thug in the world
Or start lovin' your girl
And say God, bear me witness, no doubt, lovin' ya dear
But to go from 50 g's a week to 30 g's a year
That ain't happenin'
I guess he wasn't that strong
He came back the next week, and the whole family was gone
Yo they straight moved away, without as little as a word
Well, needless to say, Russ was a little perturbed
Then in a fury put the pressure on her girlfriend Shawn
And like a clumsy chef she spilled the beans on where they had gone
Upstate Schenectady,
Tamika answered the door
It was the last person she expected to be
They just stared
He said you love me for me?
You can do without the cars, vacations, and jewelry?
Down with me?
Period.
Through life's stress and strife
She said, Yeah, He said in that case
Would you please be my wife?
Then like a sign from the sky, the baby cried
Like an angel sings
I love y'all more than anything
Afro Angel, born against the world
You don't have to sell your soul and throw away your pride
Afro Angel, sent from heaven above
Never forget that you are loved
You know that you are loved"
5,Big Willie Style,1997,Big Willie Style (1997),Hip Hop,Will Smith,"This one goes out to all the big willies
Big Will the high roller
Strolling through with an entoruage
Hard to camaflouge when you livin' this large
I be smooth like debarge with a five car garage
Out for the night with my squad and we be flossin' down the fifteen
My whole auroa gleamin'
Who that kid in the green v
Envy brother schemin'
I ain't thinkin' 'bout them
Racing chicks in the pink b.m.
With my speakers tweakin'
Freakin' off this weekend
In Las Vegas boss players all across the board move makers and shakers
Money can't break us but the places it can take us
Big will in the limelight rhyme tight
And we gon' have some fun tonight
Now how we do it
(You know it's Big Willie style baby)
Now how we doin' it
(You know it's Big Willie style)
Repeat
I'm in a five star casino shuttin' crap tables down (boom)
Non bettin' willie watchers standin' around
Strictly millionaire status you can feel the eyes lookin' at us
How bad they wanna be us (parlay)
Charlie Mack got my back with his eyes on my stack
Brothers don't know how to act when you drive a four-five black
People stop and stare havin' drinks at the bar
A round for everybody with these big willie cards
From civllians to stars they wanna know who we are
It's me big Will Nas Escobar J.L. Omar
Carry money bags collect the chips then we all quick to exit
Verse 3: Left Eye
It's Left Eye with a tight crew
Representin' like it's ladies night
Comin' right through
Don't be spiteful
Plus an eyeful
Sportin' hot pink
Rocks in the link
In the drop with a mink
Like my ------ don't stink
Got you in the palm with a bomb like Sadamm
Blowing up spots then runnin' off with the pot
Left Eye ready for action
The main attraction
I'm in the fast lane passin'
Breakin' you down like fractions
While we be rappin' about things that really happen
Big willie style Philly style let's make it happen
With mademouselle from gezals to versace
With a sweet smell
This female leadin' the posse
Got jokes like Cosby
In the lots where the cars be
With no apologies it's Left Eye
Big Will let the champagne spill
Is it a man's thing for real
Can us girls roll wit y'all
What the deal
Well now it's lookin' like a car show
Convoys and whips on the strip
Pullin' up in the six makin' brothers sick
For real
Big Will household name
Entertainer
Gold handle cane and matchin' gators
Swervin' lane
In pole position rolling deep like a co-malition
In soul poisition and can rock a whole convention
Movie screens to the club scene
My whole crew lookin' clean
Shine with a diamond gleam
Step above where the players be
Don't hate me
One is where they rate me
Lately you could find me
Behind the door marked V.I.P.
Eating grapes under the A.C.
Big willie style is how we do it
This one goes out to all the big willies"
6,Black Suits Comin' (Nod Ya Head),2002,Born to Reign (2002),Hip Hop,Will Smith,"Come on, come, come on
Come on, come, come on
Come on, come, come on
The black suits comin'
The black suits comin'
I'm comin', I'm comin', I'm comin', I'm comin'
I am the man in black, I'm back,
Breakin' the back of the random attackers,
So can the flack,
Yo, I'm dangerous, I've been trained to bust,
When a stranger fuss, trying to endanger us,
Praise me y'all, don't nothin' phase me y'all,
When they see me, they gaze me y'all crazy y'all,
They say I'm a myth, trust me if somebody rips out of the depths
Of your imagination,
Appears Will Smith,
Black suits, the black shades, the black shoes,
Black tie with the black attitude,
New style, black Ray-Bans, I'm stunnin' man,
New hotness, pitch black, 600? man,
Don't you understand?
What, you thought I wouldn't come again?
Leave you hangin' without bringin' you the fun again?
Tanglin' with the alien scum again,
Mind your manners or the black suits runnin' in
Nod your head! (the black suits comin')
Let me see you nod your head! (the black suits comin')
Like this
Let me see you nod your head! (the black suits comin')
Let me see you rock your head, nod your head come on
Nod your head! (the black suits comin')
Let me see you nod hour head! (the black suits comin')
Like this
Nod your head! (the black suits comin')
Nod your head head head head
It's this chick, right, Serlena, makin' me sick right,
Earth is worthless to her, she be trippin' like,
Threatenin' me and my mens, tryin' to get the light,
Thinkin' she be Superwoman, or black kryptonite,
Finishin' whatever you start, son,
The best lookin' crime fighter since myself in part one,
Better act right, play nice, and sing along,
'Cause Kay's back, and he hype, what, bring it on,
Uh
Wanna brawl wit me
Tryin' to crawl with me
Uh uh
Black
Black suits coming ah-ah-ah
Nod Your Head! (the black suits comin')
Let me see you Nod Your Head! (the black suits comin')
Like this
Let me see you Nod Your Head! (the black suits comin')
Nod Your Head! (the black suits comin')
Let me see you Nod Your Head!
Like this
Let me see you Nod Your Head! (the black suits comin')
Nod your head head head head
Case closed, erase my foes,
Chased away by the black suit, shades, and clothes,
We above the law, Feds can't touch me y'all,
Highly ranked black blank I.D. cards,
So disregard what you think you saw,
Put that phone down now, who you think you callin', huh?
One little flash then, goodnight dear,
Just open your eyes honey, look right here,
Thank you, mission completed, I mean it,
We won't be defeated,
You seen we did it, even with weapons depleted,
Galaxy defenders, don't act like you don't remember,
Takin' contenders, and provin' they only pretenders,
Ladies and gentlemen, boys and girls,
The Men In Black is back to protect the world,
When the enemy is near, the elite is here,
So have no fear,
Just let me see you nod ya head...
Nod Your Head! (the black suits comin')
Let me see you Nod Your Head! (the black suits comin')
Like this
Let me see you Nod Your Head! (the black suits comin')
Nod Your Head! ('cause the black suits commin)
Let me see you Nod Your Head! (the black suits comin')
Like this
Let me see you Nod Your Head! (the black suits comin')
Nod your head head head head
If you wanna rock then say (oh ooh)
Tell me do you wanna rock then say (oh ooh)
If you wanna rock then say (oh ooh)
Tell me If you wanna rock then say (oh ooh)
Do you wanna rock then say (oh ooh)
Tell me do you wanna rock then say (oh ooh)
If you wanna rock then say (oh ooh)
Tell me If you wanna rock then say (oh ooh)"
7,Block Party,2002,Born to Reign (2002),Hip Hop,Will Smith,"Yo yo
Forget the club today we're playin' the block
It's goin' down and it's blazin' hot
Jeff pop the new CD turntable joint
You just got to get the amps from Boogie get the fan from Rock
And then call up Bishgebibble Jims and Pats
And tell them we need cheesesteaks for like 300 cats
And yo, make sure it's hot or else I'm sendin' it back
And get my mic right if I get hyped I might rap
Then take the speakers, find a good spot
Subs on the bottom, tweeters up top
Yo you know where little John lives on the corner
The extension cord will run perfectly to his crib
And then tell officer Mike to barracade the block
Regardless of what car you got, leave it up top, hop
You want to come you got to come on your feet
Ain't nothin' like havin' a party when it's out in the street
Come on
9:00 I'm a call my crew
At 10:00 we're gonna roll on through
I don't know what you gonna do
But whatever you do hit the block party tonight
All the ladies rollin' up with friends
And don't be late or you won't get in
Party packed from beginning to end
Everybody tell a friend that the block party is tonight
It ain't nothin' like havin' a party on the block
When everybody knows everybody on the block
And everybody on the block
Come's to the party on the block
And when the sun drop, we don't stop
Funny how fast they travel the word
A dozen divas from Philly drove in when they heard
That there's a block party down in West Philly
Come block party with Jeff and Big Willie
Stand back
Everybody come to see the man rap
Jeff's got it *scratch* jam packed
Everybody hands in the air
Just get your hands in the air
Yo Philly (that's where the party's at)
D.C. y'all (that's where the party's at)
A-T-L (that's where the party's at)
West Side (that's where the party's at)
Midwest y'all (that's where the party's at)
Dirty south now (that's where the party's at)
I can't hear y'all (that's where the party's at)
Wherever we at (that's where the party's at)
9:00 I'm a call my crew
At 10:00 we're gonna roll on through
I don't know what you gonna do
But whatever you do hit the block party tonight
All the ladies rollin' up with friends
And don't be late or you won't get in
Party packed from beginning to end
Everybody tell a friend that the block party is tonight
Yo and when the sun drops
Back in Philly that don't mean that the fun stops
All it means is that it's time to turn the lights on
All day long I've been plotting on this nights joint
10:00 now Jeff is tryin' to hype me
Would the Fresh Prince come up to the mic please
Hear the crowd cheer brought a little smile out
Mic check 1-2 I'm about to while out
I know he's old but maybe there's a slight chance
I can get my brother hype make him break dance
Naw maybe not let me get the crowd jumpin'
Let me hit them with the brand new funk or somethin'
I'm like Rob Base I wanna rock right now
Y'all know who rock the block right now
All we need is a mic and a beat
And a couple of speakers and some turntables out in the street
Come on
9:00 I'm a call my crew
At 10:00 we're gonna roll on through
I don't know what you gonna do
But whatever you do hit the block party tonight
All the ladies rollin' up with friends
And don't be late or you won't get in
Party packed from beginning to end
Everybody tell a friend that the block party is tonight"
8,Born to Reign,2002,Born to Reign (2002),Hip Hop,Will Smith,"I believe in God
I believe in Destiny
Not Destiny in the sense of all of our Exerts being pre-determined
But Destiny in the Sense of our ability to choose
Our ability to choose who we are and who we are supposed to be
Yo Yo YoYo
I was Born to reign
Point Blank
My name to be ecthed in stone
My destiny Pre-ordaned
Tryin' to live richteous
Fightin for life, tis my life
That's why I liked on my vices
Tightnin the vices of truth on the roofless
This is rhyme and the crime and their minds is just useless
The path of the poison, the genesis of the genisi
YOu and your boyz tryin' to decide, what to write
But your hand is a sword and the blade has been forged
Young minds gettin' gorged Stakes have been altered
By lick or by weed and then hate gets exaltered
As art falls to greed, Choices is Made that's the voices is laid
On the track, contract, the soldier wage, did you see his new benz, but you're like a syringe now proud of your binge.
Got a lot of new friends, got a lot of new ends
Bought a house up in the hills frontin shouts to the pen
Givin' false accounts of your account's amounts
Amounts the fans treason stands to reason since your inception
Laced with deception and bred with false affection it must perish
From the Terrace I see the fire burnin the streets but I won't shield my eyes to the heat
Born to reign
I was Born to reign
I was Born to Reign"
9,Can You Feel Me?,1999,Willennium (1999),Hip Hop,Will Smith,"(Will Smith)
Whoo!
What? What?
Can you feel me baby?
I can feel you
No doubt, known to make it happen
(Will Smith)
I see you wanna dance huh
With your girls and your friends huh
What about me and my menz huh
Roll through in the Range and the Benz huh
Wanna jam on the dance floor till it ends huh
Tight buttocks get a lot of attention
I see y'all looking like a Prada convention
Can't stop staring, you're fine as hell
Got my shades on though I ain't playin' myself
Mad dudes with doughs, clock your flows
No X and O's just sexy clothes
Got your dudes with the Lex and the Roves
Striking a pose
But everybody knows you want me
Come get me, here I be
In the V-I, V-I waiting for the
Yo something in your wait, go through it
Pretend you got a swoosh in ya baby
Just do it
Can you feel me baby?
(Hell yeah mama, hell yeah)
Do you like it sugar?
(No doubt, no doubt)
Do you want me honey?
(You Eve baby, yo Eve)
Are you liking what you see?
(Yeah, yeah, yeah, yeah)
(Eve)
Uh, come on
So you wanna bill papa
I don't buy it, say heart stopper
'Cause I move fast in the club
Where you at huh?
Big Willie Style when your dogs play the back
I like the fact that you're so low-key
But play it any lower and you won't know me
'Cause I'm out the door for sure approach me
Wave your hand to come over trying to coach me (what?)
Why you in the V-I, E-V-E too fly to drop by
Get up off your clothes and cruise by
Shades high, nothing while you're with bluffing your team
Every time I'm with you blushing, your smile gleam
You don't think I know you noticing me
Come on get closer to be
Be bold take a dose of the Eve
If you're ready for your part
'Cause I'm 'bout to depart
I'm your life for the rest of the night
I'm breaking hearts
(Will Smith)
Yo get your hot self over here
(Eve)
No, get your body up off your chair
(Will Smith)
What? I ball too hard for that
(Eve)
Hold up baby act like I ain't balling back
(Will Smith)
Look I ain't trying to play no games
(Eve)
Oh yeah well I ain't no regular dame
(Will Smith)
All right, look let's meet half way
(Eve)
Well if you're getting up daddy make it all the way
(Will Smith)
All right
Can you feel me baby?
(Hell yeah mama, hell yeah)
Do you like it sugar?
(Come on playboy, come on)
Do you want me honey?
(No doubt baby, no doubt)
Are you liking what you see?
(Uh come on, come on, come on)
My friend if you're feeling me
Come get it
There's no time to waste
Come on stop playing games with me
(Will Smith)
Playing me like I'm on E! or somethin'
The big dawg like some flea or something
What? Hard to get, don't get got
Even when you're sizzling hot
(Eve)
Yeah blonde bombshell got ya sweating huh?
Stunting in the club got ya betting huh?
Can ya get it or make it yours
Guess you'll never know
Ten seconds before I bounce baby
Then I gotta go
(Will Smith)
Yo get your hot self over here
(Eve)
No, get your body up off your chair
(Will Smith)
What? I ball too hard for that
(Eve)
Hold up baby act like I ain't balling back
(Will Smith)
Look I ain't trying to play no games
(Eve)
Oh yeah well I ain't no regular dame
(Will Smith)
All right, look let's meet half way
(Eve)
Well if you're getting up daddy make it all the way
Can you feel me baby?
(Hell yeah mama, hell yeah)
Do you like it sugar?
(Come on baby, come on)
Do you want me honey?
(No doubt baby, no doubt)
Are you liking what you see?
(Whoo!)
Can you feel me baby?
(Hell yeah mama, hell yeah)
Do you like it sugar?
(Come on daddy, come on)
Do you want me honey?
(No doubt baby, no doubt)
Are you liking what you see?
(Uh, uh, uh, uh)
Can you feel me baby?
Do you like it sugar?
Do you want me honey?
Are you liking what you see?"
