,song,year,album,genre,artist,lyric
0,Air It Out,2004,Kiss of Death (2004),,Jadakiss,"(Jadakiss)
Work wit me
I wanna thank y'all fa comin' out
Tonight
Dis iz sum reel' shit
Ah--hah
(Jadakiss)
First things first
When a nigga money ain't right
That makes things worst
Now he's just breathing he can barely manage
And he's way past starvin
He's really famished
His right-hand man is up north, that's hurtin' em
His cellphone bout to cut off, spring jerkin em
And his baby moms startin to do her thing again
She left him for a nigga pumpin e up in Binghamton
If his money is right than maybe he can diss her
But he can't, and niggas is breakin his little sister
His pops just past
His mom use to be an occasional sniffer
Then she started fuckin' with the gas
Dude use to be a star back then
He had the benz CL something
But he just turned his car back in
Mad carrots pawned all his rings
Took this thing next thing I know
Money pawned all his bling
Now he just like everybody
With the same old plans
That can't get over the hump
With the same old grams
They was on the block making fun of him
He slid off came back with his hammer and killed everyone of em
'Cause when I come through clear it out,
Play the sideline and observe how a real nigga air it out
When I come through clear it out,
Play the sideline and observe how a real nigga air it out
When I come through clear it out,
Play the sideline and observe how a real nigga air it out
When I come through clear it out
Play the sideline and observe
Me and B.I go man to man
I know niggas with an asshole
Full of parole that go hand in hand
Fuck hot that's humidity
And you can't mix money with stupidity
Even though I get my coke from Columbia
My cars from Germany
And my guns from Sicily
Nothin' personal but I was raised different
Hold my joint sideways so I blaze different
Give it to anybody fuck an age difference
From those in the world to those in the ca****
Rub the kite on your chest and swallow the stamp
At the end of the day they still gonna follow the champ
It ain't about being lyrical
'Cause when I get in the booth
I make miracles and I ain't stared at you
But I'm in tune with the hood so I'm better than you
And when you see me comin' you know what is better to do
(Jadakiss)
Can't lie all I got is my balls and my vocals
And the only security I roll wit is my social
It don't look decent
It's like niggas left they crew in the hood
And went on the rode with the presint
Had it up to here with this fake shit
They don't even want a nigga to earn his
Just give and take shit
Just make sure you mention my name in da top brackets
And make sure you mention your name as the top faggot
Trust me this go around I will not have it
I putin niggas heads to bed like crapmadics
How you think your man died
More money than respect
And it wasn't close it was by a landslide
Listen my nigga your work is sloppy
And I don't love them hoes but the purple got me
If I don't don't do it with music imma do it wit poppy
Just play the sideline and observe and watch me
Let's go"
1,Bring You Down,2004,Kiss of Death (2004),,Jadakiss,"Verse 1 Jadakiss (rapping)
Top of the food chain
Its just the way that I do things
The dungeree seats in the blue range
I'm workin' with new change
A gemni nigger wit mood swings
Had the fiends lookin' for new veins
I stopped playin' with verbs
And started playin' with words
The money wasn't right, so I had to stay on the curb
An' I'll be a playa later,
But for now call me pudae Kiss
If not that, montaga Jada
I kick hard bars and blow hard weed
And be everywhere cause' I ove at gods speed
An' my aim is to make y'all bleed
Y'all got embarrassed in the class when the teacher used to make y'all read,
Uh-huh, mid over matter,
An' that's all good but fuck that, my new shit is spine over bladder
An' everybody tryin' to get to the top, an' that's all good to but right now I'm on the ladder.
Look at you then (then, Uh-Huh)
Look at you now (Ya)
Don't let this cold cold world (uh-uh-uh)
Bring you down.
Verse 2 Jadakiss (Rapping)
I know your queen got here eyes on me, I got my eyes on your queen
The SMG is Heiniken green bad thing
Is you know before we goin' get it on
My kit cost 30 and 10 to put it on
No tint windows clean heavy windex
Gears on the steerin wheal I shift em' wit' my index
Real life, its just in another form
Kiss of death, its about to be another storm
I'm a god-damn ragin' bull
Stay outta jail by jus' tellin' myself the cage if full
Got niggas on the payroll just to squeeze,
You're in no position to challenge my expertise
They got I bonus if the leave you,
Old school, form the era of 45' with the penny on the needle
Boss of the bosses
So please don't violate or cross him
Or you'll be the corpse of the corpses
Verse 3 JadaKiss (rapping)
Uh, Ya know the word anger
Is just one letter short of the word danger
An' I ain't no stranger
Never use a gat more than once if you don't clean it
An' never say fuck somethin' if you don't mean it
An when it comes to life, the root you been usin' thus far ain't right, take the scenic
Whatever faith you got, put it in a crook,
Wanna hide somethin' form a nigger put it in a book
Trust me, this album the vapors gonna go around
If you ain't hot, you need paper to through around
Yeah, its gettin' clearer everyday,
When you wake up in the mornin' look in the mirror an' say"
2,By My Side,2009,The Last Kiss (2009),,Jadakiss,"(Talking: Jadakiss)
Yeah niggas
Ahahahahaaaaa
So this is what it all boils down to huh? huh?
This is what it's come to huh? huh?
Yo poobs fuck that we back baby
Ahaaaaaaaaaaa!
I ain't ask you to fear it
Mandatory you think about it after you hear it
And it's the evils that's gonna make you have to compare it
You knoe me I swing back through and see who got hit after I air it
But it ain't about shit
Niggas mumble about my outfit, but I'm humble I keep my mouth shut
Lacing 'em well
It was destined for jason to sell
I can make you a reservation to hell
Then blow you outta the water, I'm outta your order
Me vs. any rapper is slaughter
Something like a poet and a author
The only difference is that I mix slick talk with pain and torture
One false move I'll cost ya
These lames I'll cross
Don't let the game extort ya
Try to learn from what the game has taught ya
I'm the author of slick talk, pain and torture [x2]
I'm a take the responsibility for bringing it back
They rapping with hostility meaning they wack
But then again I feel em
Knowning that they up against a nigga just like myself that'll kill em
Gotta spend a bucket to deal it for suede ceilings
Lotta bodies drop because of a trade feelings
What other rappers you know made it and stay dealing
Smart niggas just fell back and they saved millions
These are pedestrian bars for the civilians
Shoes is Italian, handgun brazilian
Open it up, see what kiss brought ya
Slick talk, pain and torture
One false move I'll cost ya
These lames I'll cross
Don't let the game extort ya
Try to learn from what the game has taught ya
I'm the author of slick talk, pain and torture [x2]
I flip words around sort of like birds and pounds
Rub shoulders in the industry with nerds and clowns
Give it to whoeva deserve the rounds
Hollow tips move organs and nerves around
Get money fuck riffen
I'm deff only cut different
I twist honeys, puff piff and
Get my insight from a OG with a good job and all that
But he love sniffing
Shit talker, playboy, british walker
Rappers be home like GOD please get him off us
After the sun shine it's gets darker
Slick talk, pain and torture
One false move I'll cost ya
These lames I'll cross
Don't let the game extort ya
Try to learn from what the game has taught ya
I'm the author of slick talk, pain and torture [x2]"
3,By Your Side,2004,Kiss of Death (2004),,Jadakiss,"*Girl singing 'n' jadakiss talking at same time*
*Girl*
I'll be by your side... ill always find a way I love you to much to lose ya sweet dancin in your love
*Jadakiss*
GENERAL! we got these n**az f***'n cockroaches... You wanan go to war!??!
*Jadakiss*
It make me strong it gives me the strength the bang out and make these songs...
If I do it on the spot or if it takes me long, they can't stop me,
Even if my brakes was on, I'm still...
*Girl*
By your side...
*Jadakiss*
I'm always here, nobodys perfect,
Life ain't always fair
I use to not give a f***
I ain't always care,
When its to hot for the hammer you no the hawk is right...
*Girl*
By your side...
*Jadakiss*
And till you get to the car and you gotta get through the D before you get to the R
An' if I don't get you today ima getchu' tommor
And as soon as you come out ya crib ima be right...
*Girl*
By your side...
*Jadakiss*
Where I'm suppose to be
Close to you,
Wit da toast close to me
And screw if it the right or the wrong thing,
When you in da sight of that long thing you wish you had a strong team...
*Girl*
By your side... I love you to much to lose ya sweet dancin in your love right by ...by your side... ilove you to much to lose ya sweet dancin in your love right by ...by your side...
*Jadakiss*
As long as you need me,
I'm down for what ever homie as long as you feed me...
I pull dem big joints out as long as you TV
Or I can play my part, breathe easy right...
*Girl*
By your side...
*Jadakiss*
As soon as sutten happen to you,
Ya n****z will bounce 'n' you thoguht they was scrappen witchu'
Now ya cleanin ya cuts wit peroxide
And you wake up in da E.R wit da doc' right...
*Girl*
By your side...
*Jadakiss*
Putten tubes in you
And you can't even eat right,
They putten foods in you
Your body gettn colder the devil on ya shoulder
Ya moms is in da room and you just wanna hold her...
*Girl*
By your side
*Jadakiss*|
Nutten but realness
That why everybody in the world can feel this...
I'm on top and y'all under me
So when it's over,
If I ain't in da front at least I'm gonna be ...
*Girl*
By your side...
And its to much to lose ya sweet dancin in your love right by ...by your side... by your side... and its to much to lose ya sweet dancin in your love right by ...by your side...
*Jadakiss*
Until they finish me off
If they don't get us both you'll be sendin me off
And please just do me this favor
Stick to our lil plan,
And F*** da money
Just keep my lil man...
*Girl*
By your side
*Jadakiss*
And show him his hope
He gonn think he no how it's going
But show him da rope's
And if you brign em' to the Gucci store,
Show em' the loaf's
Hood n****z I'm jus showing you growth
But I'm still right...
*Girl*
By your side
*Jadakiss*
You no kiss don't gotta aim his gon atchu to be foc-used
And if you broke now n**** when you see those chips
Watch how many people come out of nowhere and try to be...
*Girl*
By your side
*Jadakiss*
The answer is plenty
'Cause when you handelen business you can't be friendly
And if ou tryin' stack sutten,
Can't be pennies
Most likely
Grants and bengies'
And you betta' keep em'...
*Girl*
By your side...
I love you to much to lose ya sweet dancin in your love right by ...by your side... by your side... I love you to much to lose ya sweet dancin in your love right by ...by your side... by your side... by your side... by your side..."
4,Can't Stop Me,2009,The Last Kiss (2009),,Jadakiss,"(Feat. Ayanna Irish)
(Intro: Background Singer (Jadakiss))
Ooh babe, ooh babe, ooh babe (Gets even better) Baby
Ooh babe, ooh babe, can't stop me baby!
Ooh babe, ooh babe, ooh babe, baby
Ooh babe, ooh babe, can't stop me baby!
(Verse 1: Jadakiss)
Ummm hmmm yes I does that
Stays hot I ain't gotta get my buzz back
What everybody tryin' to be now I was that
They could never stop me, that's why I love rap
Been livin' the life, crazy ice
With the baddest chicks in the world maybe twice
The swag, the gear, the bread
All the whips is a year ahead I only fear the feds
Forty five on the other side of the peep hole
Head shot from point blank call it a free throw
Funny 'cause I had the +Vision+ since Coleco
Back then, still ain't reach my peak though
Louis loafers, Polo peak coat
Call me, whenever the bosses meet yo
Uh, I drove papi crazy
So the industry never 'gon stop me baby
(Chorus: Jadakiss (background singer))
You can't stop me now you can't stop me
No you can't stop me now you can't stop me
You can't stop me now you can't stop me (You, can't, stop, me baby)
You can't stop me now you can't stop me
No you can't stop me now you can't stop me
You can't stop me now you can't stop me (You, can't, stop, me baby)
(Verse 2: Jadakiss)
Yo! I'm a call it confidence 'cause I ain't cocky
I just know one thing they can't stop me
Whether I'm on 5th or L.A. at the swap meet
It's all good 'cause I know the gangstas got me
First things first the jars are broccoli
I treat the rap game like a large monopoly
One on one, niggas can't guard me properly
And when they double team me the odds are sloppy
I move like them eighty milograms of oxy
Send your sister back to your family knock kneed
Got too hot for the grams who got weed?
In the rap bracket he remains the top seed
Revolver holds six, quick to blow three
Audio heroin so you don't O.D.
Shooters know you, but you don't know me
The block is crazy can't stop me baby, uh!
(Chorus: Jadakiss (background singer))
You can't stop me now you can't stop me
No you can't stop me now you can't stop me
You can't stop me now you can't stop me (You, can't, stop, me baby)
You can't stop me now you can't stop me
No you can't stop me now you can't stop me
You can't stop me now you can't stop me (You, can't, stop, me baby)
(Verse 3: Jadakiss)
Yo, once I start, I ain't 'gon stop the squeezin
And the gauze ain't 'gon be able to stop the bleedinN
And your girl ain't 'gon be able to stop the wheezin (nah)
When she get that phone call from the doc, we even
You could not stop me, so stop believin
Ringtone rap, this is not the season
Punch lines hard enough to stop your breathin
And the ladies'll still pay a lot to see him
I'm a get rich long as I got my freedom
Usually when you get hit it's for a reason
If you in the hood, better dodge the Ds'and
Watch your Qs'and, be on your Ps' and
Thank y'all all for comin' out this evening
Havin' a good time with your liquor and treason
Even if they knock me, then continue to watch me
They still wouldn't be able to stop me
What?
(Chorus: Jadakiss (background singer))
You can't stop me now you can't stop me
No you can't stop me now you can't stop me
You can't stop me now you can't stop me (You, can't, stop, me baby)
You can't stop me now you can't stop me
No you can't stop me now you can't stop me
You can't stop me now you can't stop me (You, can't, stop, me baby)
(Outro: Jadakiss)
Uh, uh, uh, Neo, Da Matrix!
They can't stop me
(You, can't, stop, me baby)
I'm too strong, too strong! Way too strong
(You can't stop me baby...)
They can't stop me! Hahahaha!
Ha-HEEH! (No,.. can't stop me baby)
Heheh... yep"
5,Cartel Gathering,2009,The Last Kiss (2009),,Jadakiss,"Yo, yo, yo, word to ride, nigga, yeah
Aiyyo, we four or five niggaz with furs on
Up top gated up, big tables got the reserves on
Blowin' on saxophones, the band is rough
So much ice on, looks like my wrist been cut
And we just made it back from Beijing
Seen my jeweler, told him melt the bird down to eight rings
But then the music stopped, Jada stood up
Before the speech, he had everybody raise they cups
He said, ""I been in spots where I can't even mention it""
""Don't drink the Cris', Ghost mighta pissed in it""
Romanian dude, black down, pourin' the saki
Face slumped to the side like Rocky
And Strahan came through with his bullshit ring
He said, ""Yikes"", when I pulled out my monster bling
Don't be afraid of the New York street talk
I switch gear all day, bro, like you do on your peach porch
The chairs is suede, the walls is velvet
Marquise ballroom, so live I felt it
Fat asses in fishnets, shakin' they pelvis
Playin' with they pussy, middle finger drippin', I smelt it
Poker tables, crap joints just for rap niggaz
Me and Sheek, walkin' around bitch slappin' niggaz
There go Rae, there go P
Yo Chop, whattup?
Sam Cooke writin' hand, all of my lightning, damn
Used to rob niggaz in Sam's, buy shams
For my dude's baby shoe or booster baby, rollin' with steel
Eatin' Jamaican food under the wheel
You know the deal, book somethin' then blow
Went from a O to a low, little apartment in Brookdale
Gold was my motto, lotto numbers is what?
Had it in me, rolled down coolin' with coke
That's the '90s, Chef era take over America
Bag Ugly Betty up, make her Ms. Guerrera
Pinky wench in sweaters, cortex burnin' the mic booth
Travel right past my heritage
Them old school niggaz is me
Taught me how to read, get skee'd, everybody missin' a ki
Yo, I do this with a natural movement
Catch me by the [Incomprehensible], scope on me, fuck it, I'm losin' it
Yeah, yo, I did it my way, lights off on the highway
Greek statues on both sides of the driveway
Word to the stamps on the diesel
The way these niggaz is lookin' either they got cramps or they evil
One go, we all go, D-boy fresh but hard dough
Cashmere and suede cargoes
On top of the beige Wallo's
45 government edition clippers, straight hollows
My clientele is supreme and it's proven
That I'm only built for the Link if it's Cuban
I'm a pioneer, I'm not a vet
'Last Kiss' is a French one, it's not a peck
Movin' powder, piff and a lot of wet
You're gonna die, that's a promise not a threat
Yeah, but I ain't with the chatterin'
'Cause I'd just rather splatter them
This is a cartel gatherin', what?"
6,Come and Get Me,2009,The Last Kiss (2009),,Jadakiss,"Geah, make a move y'all, which part you wan' lose?
The clip is loaded, the quatro is on cruise
I'm back to work bitch, the clock off snooze
I'm tougher than leather nigga, I cannot bruise
Who wanna try a nigga?
Hard to the God, come and butterfly a nigga
(Hold that)
Ooze on out
(Uh, huh)
Weeks later bitch go and throw your shoes on out
I'm that shit that great Mario [unverified] 'bout
Clear this out, blood on the hopscotch floor
Shells in the sandbox, niggaz with big Glocks
Late night, movin' that junk like Redd Fox
Now, you don't want nothin' about me
(Nah)
You pussy, nigga come fuck with the Alkie
Weed smokin', keep the cancer piece on it
(Yeah)
Call hoes, get pussy whenever I want it
(C'mere bitch)
Mack daddy
(No)
Pimp daddy
(No)
Hammer cocked
(Yeah)
Let that go
I ain't heard shit in a long, long time
To even fuck around with either one of my rhymes
(Sheek Louch)
Niggaz still livin' off the petty ass crimes
The Hossa [unverified] hater, Lacoste gator
Levi's, hundred to the Mr. Chow waiter
What up street niggaz? Hold heat niggaz
Fuck sweet niggaz, you'll get beat niggaz
(Yeah)
Now who out there wanna fuck around with me?
You can come and get a fresh buck 50
We got guns, money, liquor, drugs
We right here until they come get me
(I'm talkin' 'bout murder)
Now who out there wanna fuck around with me?
You can come and get a fresh buck 50
We got guns, money, liquor, drugs
We right here until they come get me
C'mon, yeah, ah, hah, nobody, c'mon
Yeah, c'mon, yeah, c'mon, yeah, yeah, uh, yo
Yo listen here, you ain't dead if your heart ain't stop
Twin 40's, you ain't gotta ask, ""Are they cocked?""
I'm so sharp I could come through and scar they block
Late night, red linin' in an R.A. drop
And I'm only tuckin' them until I shoot ya
When I pull 'em out that's when I'm fuckin' with your future
You gon' realize this is nothin' that you're used to
Get your life taken by a booster
Then we gon' hang the noose up
It's all over with
(Yeah)
All they found was his Louis scarf
With his DNA all over it
(Mm)
Who's choosin' and pickin' them
(Who?)
'Cause I'm sick of them
Not followin' the curriculum
(Yeah)
It's my shit and I'm evictin' them
(Get out)
Whoever feel like they ain't gotta leave, I'm rippin' them
Even though the love's frail, the thug's real
All you gotta do is just follow the blood trail
Much harder fightin' when the battle is uphill
Whatever the knife can't handle the slug will
Keep a good lawyer that's smart work on cases
Still gotta run from the NARCs, they gon' chase us
(Run)
In case I gotta put some artwork on faces
If we leave the game for God they gon' [unverified] us
My suggestion, is that you don't even test, son
Unless you wanna catch a fresh one
Now who out there wanna fuck around with me?
You can come and get a fresh buck 50
We got guns, money, liquor, drugs
We right here until they come get me
(I'm talkin' 'bout murder)
Now who out there wanna fuck around with me?
You can come and get a fresh buck 50
We got guns, money, liquor, drugs
We right here until they come get me
Yeah, yeah, yeah
Let's go"
7,Cruisin',2001,Kiss Tha Game Goodbye (2001),,Jadakiss,"""I wanna.."" {*scratch*} uh
""I wanna..""
(*Sung*) Cruisin baby (c'mon)
(Snoop) Cruise with me, cruise with me
(*Sung*) Come ride with me (ride with me)
(Snoop) Ride, ride
(*Sung*) Cruisin baby - come smoke with me
(Smoke with me)
(*Sung*) Cruisin baby (c'mon)
(*Sung*) Roll down these streets (bounce)
(Snoop) Bounce (yeah)
(Jadakiss)
Yo, yo
""I wanna.."" take a trip to the Beverly Center
And scoop a mean model broad up dawg and get head in the renter
Gotta take her home, clean her up before I can finish
Cause ain't no pussy worth gettin' burnt while I'm up in it
Then I made her roll up while I was runnin' a bath
And she said she do X, I gave her one and a half
Let her get her roll on and made her jump in the bath
I left her standin there sayin'... haha
""I wanna.."" come through in the orange M5
And I got them things in the trunk and they goin' for ten-five
It could and it will get ugly, but so what?
No matter how it go down, the hood'll still love me
Never cut broads, I let everybody hit 'em
My bullets is like chicken pox, everybody get 'em
You know Ja' blow pud-dy, lookin' for somethin' to slay
Mixin the 'gnac with Ocean Spray, c'mon
""I wanna..""
(*Sung*) Cruisin baby - come ride with me
(Snoop) Ride with me, ride with me, ride with me
(*Sung*) Cruisin baby - come smoke with me
(Snoop) Smoke with me, smoke with me, smoke with me
(*Sung*) Cruisin baby - roll down these streets
(Snoop) Roll with me, roll with me, roll with me
(*Sung*) with me...
(Snoop Dogg)
""I wanna.."" bust a bitch upside her motherfuckin head
For talkin' shit to a pimp
Limp on 'em, flip on 'em, dip on 'em
Crip on 'em, and put this motherfuckin dick on 'em
This sorta fish called a bitch oughta hush up
Rolled a fat blunt and smoked this motherfuckin dope up
Cause you know what? (Whattup?)
Shit a nigga know you're so tough, but bitch I wanna go fuck
""I wanna.."" take you upstairs, and do dat dere
Hell motherfuckin yeah
See I'm a real player and I won't waste your time
I've been a starter, I ain't never sat the fuckin' pine
Stay on the frontline, it's all by de-sign
Nigga done the crizzime, ain't never dropped a dizzime
Everything is fizzine, rollin' up a dizzime
D-O-double-G I got bitches waitin in lizzine
""I wanna..""
(*Sung*) Cruisin baby - come ride with me
(Snoop) Ride with me, ride with me, ride with me
(*Sung*) Cruisin baby - come smoke with me
(Snoop) Smoke with me, smoke with me, smoke with me
(*Sung*) Cruisin baby - roll down these streets
(Snoop) Roll with me, roll with me, roll with me
(*Sung*) with me...
(Jadakiss)
Uh-huh, yeah... yeah...
""I wanna.."" do the club thing like in and out in an hour
And then I'm back home bangin' shorty out in the shower
Check it I'm chasin the Henny with Coronas
She got in her mind that, she gon' get some Fendi if I bone her
(Eh-eh) Backshot was murder from the rear
And she gave me mean top, while I blew the purple in her hair
Oh yeah, after I nutted I was a goner
And still got honey thinkin' that
""I wanna.."" automatic start on the Aston Martin
Can't beat 'Kiss cause you ain't got half the heart an'
Get you hit on the inside for half a carton
Couple of suits - dawg, we fuckin' with loot
I got enough dough to chill in court
But I know dudes with twenty-five in and they still ain't short
But never mind that, we can't lose
Pour another drink, roll another dutch up
We gon' cruise, let's go
""I wanna..""
(*Sung*) Cruisin baby - come ride with me
(Snoop) Yeah, cruise, cruise... gangsta, gangsta...
(*Sung*) Cruisin baby - come smoke with me
(Snoop) Yeah yeah, yeah yeah... yeah yeah, gangsta, gangsta...
(*Sung*) Cruisin baby - roll down these streets
(Snoop) Cruise... lay low... hold it down y'all
(*Sung*) with me...
(Snoop) Hold it hold it hold it down, hold it down y'all
""I wanna..""
(Snoop) Yeah yeah, hold it down
... ""I wanna.."""
8,Death Wish,2009,The Last Kiss (2009),,Jadakiss,"Death wish, death wish, death wish, death wish
Death wish, death wish, death wish
(Verse 1: Jadakiss)
Hey yo, they must got a death wish
They was on the road to the riches back in the day
They got off on the exit, real disrespect, shit
Whenever a nigga try to fuck up your investment, it's hard to digest it
These young niggas don't want to get punched in they faces
So they keep the burner on and catch a bunch of cases
These old niggas still think they livin' in the '80s
The shawties that they knew since they were babies turn crazy
The bitches still holla
At anybody lookin' like they gettin' a couple dollars
Could fuck, suck and swallow
Ain't nobody winnin' but everybody can't lose
Dirt's still there funeral home ain't move
Going in, coming out gang affiliated
You rather go back before being humiliated
A black cloud over the hood you can't escape it
Dust smokin' niggas walk around in the matrix
Loyalty is thin, the tension is thick
Look at a broke nigga's face when you mention a brick
Stick up kids come around, when they sense that you rich
Candles of lizm get lit, when you get hit with the fifth
Niggas they used to hoop dream is now sellin' the piff
And they still rattin' but you can't tell if you stiff
Especially when the tek, spit, fuck around
Get your head and your neck hit lookin' for a death wish, what?
Talkin' out your mouth, all reckless to a nigga
That you know, that'll let it off, that's a death wish
When your heart stops and your body gets breathless
And help don't come in enough time, that's a death wish
When you see the blood, realize that your chest is hit
And don't know where it came from, that's a death wish
When you know a nigga whole style's on some next shit
When you violate 'em, fwah, that's a death wish
(Verse 2: Lil Wayne)
(Young Money!)
Ah, I be on that way left shit
Better get right or get left shit
Better hit right or get left hit
Even if you threw the best pitch
Yes bitch, it's Weezy F. Bitch
I'm the best, bitch, muthafuck your guest list
I'll be like let's just kill 'em and get breakfast
Neck slit, next shit expect this
Every time you check this
I'm exit, I mean, excited to be your death wish
Bitch, I wear this G-shit on my heart not my necklace
And I keep the Heckler for the hecklers
And I'm from the Mecca of the reckless
With a record breaking death list
The reckless and neglectors think the elections won't affect us
I'm high above you above law, above average
Niggas snitchin', puttin' niggas in the can like a beverage
Damn, I pop at your head, fuck up your memories
I'll put a bullet in Nina head and let her reminisce
Yeah, if you don't remember shit, you gon' remember this
I'm knockin' niggas down this year, I'm on my timber shit
Big lion growl at you niggas on that Simba shit
I be on that, 'Fuck yo clique', I kill every member shit
Cold as December shit, bang in any weather shit
And they can buy your bag with body parts sold separate
Yeah, that's a bet, bitch, like Russian roulette, bitch
Weezy, be the genie in the bottle, here's your death wish
Talkin' out your mouth, all reckless to a nigga
That you know, that'll let it off, that's a death wish
When your heart stops and your body gets breathless
And help don't come in enough time, that's a death wish
When you see the blood, realize that your chest is hit
And don't know where it came from, that's a death wish
When you know a nigga whole style's on some next shit
When you violate 'em, fwah, that's a death wish"
9,Feel Me (Skit),2001,Kiss Tha Game Goodbye (2001),,Jadakiss,"Uh huh...
All I want you to do is feel me...
While I take time out, to give you the real me...
Uh, uh, uh
Ayo I grew up very athletic, hard headed
Thought I knew everything, wanted to do everything
I was spoiled, stubborn, the only child
So the only thing I could do was hold it down
Now this is something that I could tell you that's no bullshit
I always been wicked with the flow since a lil kid
My first addiction, GI Joes and icies
After that it was light skinned girls and Nikes
Breeze through junior high school, then high school
Couple of semesters of college and then night school
Moms start riffin, talkin' 'bout how she can't support a grown man
So the god start flippin
Pops used to say shit, but never to me much
Was like he wasn't even there 'cause we ain't agree much
Used to be gone for whole weeks at a time
Puffin one eleven, used to roll three out a dime
Then I found myself sleepin' in late, doin' nothing
Fuckin', runnin' with the niggas that was hustlin
Shop wasn't open then, niggas was workin for a pair of Jordans
The next two weeks they was broke again
Me and K keep havin' talks of gettin' coke again
But the block was crowded we waitin for an openin
Meanwhile shit still slow we still flowin
Never stop or look back we still goin'
Bop passed the demo to Mary then she passed it to cousin
We thought it was on but it wasn't
And we can't blame nobody
Look at us now dog, we came in the game nobodies
Double R and Interscope, put that cake up
And we ain't go platinum but we made niggas wake up
Got 'em all talkin' 'bout pumpin the brick
And they only go and see papi to get somethin' to sniff
I'm 'bout to fuck the game up for real like in the World Series
Nigga that parachute down in the field
I don't rap I provide you bars
And the pain is invisible, but you can't hide the scars
So y'all never be on the level that we're on
Ability to have dope thoughts and spit heroin
I'm good just wakin' up
That's how I know I got one more chance to go and cash in and cake it up..."
