,song,year,album,genre,artist,lyric
0,All My Life Freestyle,2009,Burn After Rolling (2009),,Wiz Khalifa,"Jay Rock what's good?
Haha, we label mates nigga I shoulda been jumped on this shit
But it's all good I'ma take care of it
Start like
I started out lil' nigga with a dream
Now I'm on but it still ain't what it seem
'Cause now I got more money
More niggaz rather see me somewhere on the floor then the ceiling of this thing
But I can give a damn what a little nigga think
I pop more champagne, peel another sweet
Catch Wiz skinny ass chillin' on the beach
Cut my own hoes off, I ain't deal with them in weeks
I pray to God every night before I go to sleep
To let her know I'm safe, kiss my mother on the cheek
My little sister grown, little cousin tall as me
And I'm proud 'cause he ain't fuckin' round in the streets
The fans love the old school sound that I bring
You like jab-work, I pound on the beat
And bein' from Pittsburgh they sayin' they concerned
With tryna make a lame 'cause my sound is unique
I love when a nigga talk down, think it's sweet
You couldn't play me if you was acting and seeing
The haters can't see 'em, the money's in the way like traffic
Pistolvania is straight action
I'm from the (ghetto, ghetto, ghetto, ghetto)
Where niggaz ain't workin jobs
They only option is to hustle
They feel like they gotta get it
Not all about it then fuck you
You ain't someone that I grew up with
So why you think I would trust you?
Real talk like a dictionary
They say life's a bitch, I'm married
And we make love, she fuck other niggaz tho
Can't keep up, you haters to slow, oh
Yea budy
That's how it is
That's it, that's all
Hahahaha, yea bitch
OK, hahaha"
1,Ass Drop,2014,Blacc Hollywood (2014),,Wiz Khalifa,"Goddamn, goddamn
How the hell you get all that ass in them pants?
How you drinkin' and you ain't got no glass?
Now you came in here and you ain't got no man, what
Damn, to me you look perfect
Bend that ass over; let me see how you work it
Poppin' and shakin', get on your knees hit the dirt
Girl I go so deep in that pussy while he just hitting the surface
What is you sayin'?
Drop it down on it
Made me get a couple bands drop it down on it
Make you get a couple friends drop it down on it
Turn around drop it down, drop it down on it
Do it for a real nigga, do it for a boss
Do somethin' for a boss, do somethin' for a real nigga
Go and do somethin' for a boss
Do somethin' for a boss, do somethin'
You got a ass make a nigga wanna buy a ring
You got a ass make a nigga spend everything
You got a ass make a nigga wanna buy a ring
You got a ass make a nigga spend everything
If you've got an ass like the girls in the videos, go and bring it my way
Ass so big it could swallow up a stripper pole
I ain't playin', no I ain't playin'
Bust it down on me I need it, throw it a boss wanna see it
Just give me a call and I'll beat it
I'll be all where your seat is
Mary jane got me moving slow, I blow that by the (ounce)
Uh
Drop it down on it
Made me get a couple bands drop it down on it
Make you get a couple friends drop it down on it
Turn around drop it down, drop it down on it
Do it for a real nigga, do it for a boss
Do somethin' for a boss, do somethin' for a real nigga
Go and do somethin' for a boss
Do somethin' for a boss, do somethin'
Gotta fat ass
Gon' and shake that shit
Gotta fat ass
Gon' and shake that shit
Gotta fat ass
Gon' and shake that shit
Gotta fat ass
Gon' and shake that shit
Drop it down on it
Made me get a couple bands drop it down on it
Make you get a couple friends drop it down on it
Turn around drop it down, drop it down on it
Do it for a real nigga, do it for a boss
Do somethin' for a boss, do somethin' for a real nigga
Go and do somethin' for a boss
Do somethin' for a boss, do somethin'"
2,B.A.R.,2009,Burn After Rolling (2009),,Wiz Khalifa,"Fuckin' hoes everywhere we go
Taylor Gang, paper planes
Uh, they lovin' what I say
Tell her keep count
What you other niggaz speak bout
Lamborghini dreams, beach house wishes
Poor bottles of champagne for my beach house bitches
It ain't new to me, the money boy I been bout
Throwin' 100's on the floor, I tell her keep count
Nigga, they in love wit what I say
'Cause I, really live the life you other niggaz speak bout
Got my camera man, he down to do a movie for me
Couple niggaz round us, down to do the shootin' for me
I'm still ridin' wit my main bitch
She rollin' the joint, somethin' old school playin'
She love me, we fuck and we in the fly-free zone
When some niggaz will captain-save-it
I let her shop till she drop dead
Sleepin' in her crib, wake up to decent pot plan
Jordan shorts and a pear of polo socks, blazin'
Wit yo bitch, you wanna live smoke this
I'm glad to be here, I been waitin' so long (so long, so long)
I finally found me a cloud to float on (float on)
And I'ma float on (float on)
Float on (float on)
And I'ma float on (float on)
Float on, float on, float on
And I don't have much, but I'll take all I got and that's what I give (what I give)
What I get in return is the money I earn, and the life I live (life I live)
I'm so gone as I burn after rolling (after rolling)
And float on, and float on, and float on
Talk numbers, I hire people to speak for me
If you love her, then hide your bitch so you keep shorty
Ever fly private
So much diamonds in my chain, hella sky mileage
I fell asleep on a plane
And never woke up, and now I'm living a dream
Suckas hate hard, hoes treat me like I'm a king
They wanna live comfortably, sippin on champagne
Real niggaz fuck with me, so drama is not a thing
I gave my momma the ocean
Told her anything to come through the door to open the whole clip
I'm wit yo bitch smokin', let her keep the mid, I'ma roll this potent
Hotel so close to the water
You can even here the ocean
Them bitches can't breathe
Beware of them niggaz wit tattoo sleeves
Wanna smoke, 'cause they know that I keep flavors
Tell me how them other niggaz lame
And she love the cool crowd, so she fuckin' with the Taylors
Wear All-Stars and smoke papers
IPhone with no ringtones
Vibrate or on plane mode
Palm trees and bomb pre-rolls
The weed burnin, but the money just fold
While I'm lookin' at you niggaz face
Light another L, and pull the liquor out the case
Niggaz try and fail, see me now they wanna hate
Fly another plane, a different city, another state
My cash change the forecast
As the team was half-baked before class
Now I smoke joints wit others niggaz hoes, and this shit you burn after you roll
Fool"
3,BTS,2016,Khalifa (2016),,Wiz Khalifa,"My momma ain't raise no fool nigga
Matter of fact, maybe she did
My momma raised a fool (haha)
But that don't mean we can't get rich
Too rich (too rich)
That's what they say
Humble beginnings, rich ass endings
Pockets on swole, big ass benjies
Started off losin', man it wasn't choosin'
Stuck with my nigga's, now we all winnin'
Rollin' up paper, ball like a Laker
Top on the building, I'm high as a 'scraper
What can I say now, cops know my name now
No time to play 'round, I'm rich and I'm paid now
Stay on that piece for shit for nigga's that spray rounds
Hear all the talk, they gon' come see you any day now
Try not to fade now, try to find a way out
Nobodies innocent nigga, get down or lay down
Made so much money but look how I'd paid out
Don't trust the bank no more so I went and got a safe in my house
Guess all these diamonds on my wrist, what you blinkin' about
It's all my money on my mind when I'm thinkin' about
Try to be the best that I can
They got the right decisions, handle it like a man
You know I try to do shit with my heart
They talk but I don't listen
I just finish what I start
You know I tried the nigga's that said I can't
They got the right decisions, handle business like a man
You know I try when people say I should change
Sometimes I'm done with trying, I'm just trying to be the same
Nigga's still hating, critics still waiting
Said that I'd change my ways and start catching these cases
But never said I'd stop counting these faces
Flyin' new places, buying them cases
Nigga's want problems, I don't entertain it
'Cause if it's real problems, It's not entertainment
I'm rollin' a joint up, precise like a painter
The grind is what made us, the grind is what made us
Now the nigga's that I grew up with lookin' richer
Too much turnin' up, the club owners tryin' to censor
Tatted everywhere my full body full of scriptures
Pull up in the phantom, paparazzi takin' pictures
Sellin' so much swag, we should be your swag vender
Big winner in the club, big cash spender
Throwin' signs to my man like he a damn pitcher
Some shit you can't witness, my nigga we been business
Try to be the best that I can
They got the right decisions, handle business like a man
You know I try to do shit with my heart
They talk but I don't listen
I just finish what I start
You know I tried the nigga's that said I can't
They got the right decisions, handle business like a man
You know I try when people say I should change
Sometimes I'm done with trying, I'm just trying to be the same"
4,Bake Sale,2016,Khalifa (2016),,Wiz Khalifa,"Mistercap
You ready again bro?
Yeah!
TGOD Mafia
Straight out of Pittsburgh, mane
Can't smoke weed to it
Don't doubt this nigga
I don't wanna listen to it
He the truth, nigga
At my bake sale yeah
We can't wait to bake, hell yeah
Laughin' off this drank, hell yeah
Lovin' having sex, hell yeah
All day, hell yeah
We've been countin' cake, hell yeah
Puffin' on this dank, hell yeah
We can't wait to bake, hell yeah
I've been on the phone, hell yeah
Gettin' calls from home, hell yeah
So I started up a bake sale, yeah
They know I got all the cake, hell yeah
Cookies and OG
Come to my crib, we blow by the Os
Kush, you already know
It ain't in a joint, we don't even smoke it
I keep a bitch gettin' stoned
We wakin' and bakin', puffin' a J
She told me that I'm her new favorite
How much do we blaze? A hundred a day
Say they got the good but what the pack smell like?
Feel like it's a dream but now we back to real life
It's incredible
I got flowers, wax, inhalers, edibles
All shit you never saw
And it's all at my bake sale
Roll another one, help me think well
I stay with the plane
I'm slangin' them thangs, you know we ain't new to this
Let's turn on the stove and call up some hoes
Let's roll up and do this shit
At my bake sale yeah
We can't wait to bake, hell yeah
Laughin' off this drank, hell yeah
Lovin', havin' sex, hell yeah
All day, hell yeah
We've been countin' cake, hell yeah
Puffin' on this dank, hell yeah
We can't wait to bake, hell yeah
I just rolled a pound at my bake sale
Bitches goin' down at my bake sale
I just keep it real, I don't fake well
Niggas say they on, well I can't tell
I just fucked three hoes, I don't know their name
Pussy come and pussy go, it's all the same
I'm rollin' up the weed while I count the cake
Naked bitches in the kitchen, shake 'n' bake
What you think? I'm on this dank, I'm off that drank
I often blaze an ounce a day
You at my crib, it's no mistake
Rollin' papers, rollin' trays, shattered pieces
Glasses, lighters, torches, fuck it, anything that matters
You can get it all right here at my
At my bake sale yeah
We can't wait to bake, hell yeah
Laughin' off this drank, hell yeah
Lovin', havin' sex, hell yeah
All day, hell yeah
We've been countin' cake, hell yeah
Puffin' on this dank, hell yeah
We can't wait to bake, hell yeah
Roll, roll one up
Got a J, make a plane, now we goin' up
All day, every day, we ain't roll enough
Get a pound, break it down, get them cones though
It's goin' down, goin' down
I'ma roll one up
Get a J, make a plane, now we goin' up
All day, every day, we ain't smoke enough
I'm on the K, K, stoned as fuck
At my bake sale yeah"
5,Bankroll,2008,Star Power (2008),,Wiz Khalifa,"Blowin' on this ray, spitting game to these hoes.
Money ain't thing 'cause I got paper to blow.
I'm heavy in the game it ain't a thing to a pro.
Baby I'm a star and you already know that I'm gettin' bankroll (bankroll) x 10
(Yeah) See me I was cheifin' on my reefer getting blowed.
In my home alone that's when Sledgren hit my phone, he said Wizzle what you doing?
I said we should hit the club, I could swing through and grab Motor cuh you just hit money up.
Then I jumped in the shower, took me bout an hr, smoked a blunt of ray then put on my star power.
All black Chuck Tays, some Armani frames, 15 carats in my chain bitch I'm heavy in the game.
In my truck I'm switching lanes, feel that beat off in my trunk.
I'm smokin' Mary Wayne, I speed off to the hood and we gone roll about 10 blunts 'fore I'm ready.
I'm spending all this cash up tonight, if you let me.
Blowin' on this ray, spitting game to these hoes. Money ain't thing 'cause I got paper to blow. I'm heavy in the game it ain't a thing to a pro. Baby I'm a star and you already know that I'm gettin' bankroll (bankroll) x 10
(So much fuckin' money I don't know what to do w/ it. Haha yeah)
I tap my horn once, I tap again.
This n*gga must not hear me, I OOOWOOP he let me in.
I meet up w/ my mens, then dip out to the spot.
The whole Khalifa gang, 10 cars deep off in the lot.
You ? off in the front, we creepin' through the back.
And we gone blow some stacks, them hoes ain't know how to act.
No i.d. I'm underage but far from underpaid.
I'm fresh to death, stay fly until I'm sleep off in a grave.
(Until I'm sleep off in a grave)
You got them hoes you fuck w/ groupies that I used to know.
Say you gettin' money man, now money's what I choose to blow.
Finna pop some bottles, scream I'm through.
Came to shut the club down (club down) so make some room. I'm ...
Blowin' on this ray, spitting game to these hoes. Money ain't thing 'cause I got paper to blow. I'm heavy in the game it ain't a thing to a pro. Baby I'm a star and you already know that I'm gettin' bankroll (bankroll) x 10
(Oh, it's finna pop off now. Haha, yeah bitch)
Now we in the club, hear the DJ scream my name.
He shout out Heavy Hustle cause the DJ know my gang.
I'm standin' on the couch in V.I.P. I swing my chain.
The DJ play my song, I throw my cheese and go insane.
And I got what they need, they come and shake it for a boss.
These hoes just out here choosin' homie take it as a lost.
Sweat comin' out my pores (pores) this Patron got me heated.
Security know what it is w/ me, I'm gettin' weeded.
The hoes say I'm conceited. N*ggas say I'm a fool.
My chain is fuckin' freezey, this shit is kinda cool.
And I'm the kind of dude to walk behind ya boo, tell her fuck ya man, I'm the man what you tryna do?
Blowin' on this ray, spitting game to these hoes. Money ain't thing 'cause I got paper to blow. I'm heavy in the game it ain't a thing to a pro. Baby I'm a star and you already know that I'm gettin' bankroll (bankroll) x 10"
6,Black and Yellow,2011,Rolling Papers (2011),,Wiz Khalifa,"Yeah, uh huh, you know what it is
Black and yellow, black and yellow, black and yellow, black and yellow
Yeah, uh huh, you know what it is
Black and yellow, black and yellow, black and yellow, black and yellow
Yeah, uh huh, you know what it is
Yeah, uh huh, you know what it is
Everything I do, I do it big
Yeah, uh huh, screamin' that's nothin'
What I pulled off the lot, that's stuntin'
Reppin' my town when you see me you know everything
Black and yellow, black and yellow, black and yellow, black and yellow
I put it down from the whip to my diamonds I'm in
Black and yellow, black and yellow, black and yellow, black and yellow
Black stripe, yellow paint
Them niggas scared of it but them hoes ain't
Soon as I hit the club look at them hoes face
Hit the pedal once make the floor shake
Suede insides, my engine roarin'
It's the big boy you know what I paid for it
And I got the pedal to the metal
Got you niggas checkin' game I'm ballin' out on every level
Hear them haters talk but there's nothing you can tell 'em
Just made a million got another million on my schedule
No love for 'em nigga breakin' hearts
No keys, push to start
Yeah, uh huh, you know what it is
Everything I do, I do it big
Yeah, uh huh screamin' that's nothin'
What I pulled off the lot, that's stuntin'
Reppin' my town when you see me you know everything
Black and yellow, black and yellow, black and yellow, black and yellow
I put it down from the whip to my diamonds I'm in
Black and yellow, black and yellow, black and yellow, black and yellow
Got a call from my jeweler, this just in
Bitches love me 'cause I'm fuckin' with their best friends
Not a lesbian but she a freak though
This ain't for one night I'm shinin' all week hoe
I'm sippin' Clicquot and rockin' yellow diamonds
So many rocks up in the watch I cant tell what the time is
Got a pocket full of big faces
Throw it up 'cause every nigga that I'm with Taylored
Yeah, uh huh, you know what it is
Everything I do, I do it big
Yeah, uh huh screamin' that's nothin'
What I pulled off the lot, that's stuntin'
Reppin' my town when you see me you know everything
Black and yellow, black and yellow, black and yellow, black and yellow
I put it down from the whip to my diamonds I'm in
Black and yellow, black and yellow, black and yellow, black and yellow
Stay high like how I'm supposed to do
That crowd underneath them clouds, can't get close to you
And my car look unapproachable
Super clean but its super mean
She wanna fuck with them cats, smoke weed
Count stacks, get fly, take trips and that's that
Real rap, I let her get high as she want and she feel that
Convertible drop fill, 87 the top peel back
Yeah, uh huh, you know what it is
Yeah, uh huh, you know what it is
Reppin' my town when you see me you know everything
Black and yellow, black and yellow, black and yellow, black and yellow
I put it down from the whip to my diamonds I'm in
Black and yellow, black and yellow, black and yellow, black and yellow
Yeah, uh huh, you know what it is
Everything I do, I do it big
Yeah, uh huh screamin' that's nothin'
What I pulled off the lot, that's stuntin'
Reppin' my town when you see me you know everything
Black and yellow, black and yellow, black and yellow, black and yellow
I put it down from the whip to my diamonds I'm in
Black and yellow, black and yellow, black and yellow, black and yellow"
7,Bluffin',2012,O.N.I.F.C. (2012),,Wiz Khalifa,"Talkin' big money, bitch, uh
That little shit you talkin' 'bout
That's lunch money
We don't even smoke that
And this shit gon' be like this for uh
Pretty much the rest of the time we here
My little niggas got more money than you fuck niggas man
I promise
I got-I got-I got-I got so much
So much, so much, so much
Quarter million, little nigga, I was nineteen
Had my hustle down pat, I did the right thing
They don't move that fast, they act like they don't like cheese
Had a couple niggas mad like they don't like me
Is it 'cause I'm hella paid? I think it might be
Yeah my pockets hella straight
And I smoke so much dope I got OG in my IV
So many niggas jackin' that shit don't even surprise me
I don't even want it back, shit it's off to the good
Can't even say I didn't know you would
Make a little money, get it from the bro
Bring that shit back to the hood
Anytime you see me, man I'm on the grind
Nigga wasn't workin' when you knew you should
Now you talk about me when I'm on the road
And when I ride by I'm in the newest one
I got so much money I think I should pay for all this
They ain't down to spend how much they say 'cause they ain't ballin'
I got so much paper I just spend it like it's nothin'
Ain't no way they spend how much they say 'cause they just bluffin'
Ain't no way they spend how much they say 'cause they just bluffin'
I got so much
Big money
Even larger crib
No I ain't just stuntin'
That's how I'm supposed to live
I move fast paced
So I drive faster cars
Take a look outside
Those are really ours
And we're really stars
We all travel safe and go really far
In that custom paint, in that suede floor
In that California, that's really hard
In that California, that's what we on
Smell that strong, you know I'm baked
Chances dog, that's what we take
How much you hate, that's what we make
Roll up one, that's what we face
Lot of y'all claim that you real, gon' show up fake
But that shit don't mean a thing
'Cause I'll still be on my grind
And stackin' all of this change
I got so much money I think I should pay for all this
They ain't down to spend how much they say 'cause they ain't ballin'
I got so much paper I just spend it like it's nothin'
Ain't no way they spend how much they say 'cause they just bluffin'
Ain't no way they spend how much they say 'cause they just bluffin'
I got so much
Don't even gotta ask if I get enough, cause
I got so much
Gin in my cup, twenty-two cones I'mma stuff
Lightin' another one up
(I got-I got-I got-I got so much)
Live it up, every dollar spend it up
Don't even gotta ask if I get enough, cause
(I got so much)
Gin in my cup, twenty two cones I'mma stuff
Lightin' another one up, cause
I got so much money I think I should pay for all this
They ain't down to spend how much they say 'cause they ain't ballin'
I got so much paper I just spend it like it's nothin'
Ain't no way they spend how much they say 'cause they just bluffin'
Ain't no way they spend how much they say 'cause they just bluffin'
I got so much
Hey man, green is for the money, gold is for the honeys
Step up your game or step down
Whenever a problem troubles us all
If you trust in the Lord there will be a brighter tomorrow
For there's nothing too much for the great God to do
And all that he asks and expects of you
Is faith that's unshaken by tribulation and yield
Confidence and knowledge that God knows best
And trouble and sorrow, they are only a test
But without God testin' of our soul
It never could reach the ultimate goal
So keep on knowing and believing
All that God has promised you would be yours to receive
Preach, Church, tabernacle
Wiz! Wiz! That's the way
Wiz! Wiz! That's the way
Wiz! Wiz! That's the way"
8,Boarding Pass,2009,Flight School (2009),,Wiz Khalifa,"Ladies and gentleman
My name's Wiz Khalifa and I'm so damn gooooood...
(Funny Laugh)
I earn niggas respect before the cash came
You try me get a ticket I'm in the fast lane
I keep the bigger picture in the glass frame
Plus my city on my back like it's a motherfuckin last name
Where you goin' when the driver know your last name
And first class ain't much different than the last plane
Say we the same but I'm nothin' like you guys
I'm a freakin fly taylor gang don't drink 'n' drive
Die... Now everybody's mourning I think we runnin' outta liqour bring some more in
Used to say I'm fresh but now I'm gettin' spoiled""
Cause new shit gettin' old these hotels kind of boring
Don't mean to sound unappreciative
But it's obvious the game ain't what you think it is
Yellow diamonds speak spanglish on my neck and wrist
Don't even check the list
They expecting us
See I'm packed ready to go go go
We in the air you oh So LOW!
Shawty we gon live it up
And girl I got a lot of but it's just I can't get enough
So I'm a check my bags everything secure with my tags hand me my boarding pass
Yeah... Yeah [Echo]
And I'll hit you when my flight land, Hit you when my flight land, Hit you when my flight land [Echo]
Yeah...
Got me feeling so proffessional
3 hour trip with only 15 minutes left to go, a small comparison should let you know
Cause only time y'all niggaz got leg room is in the exit row
Damn...
People tell me I can't that's exactly what I'm getting so I'll never be the same
Niggaz losin' weight 'cause what I spit is lipo
Try to explain but they get it twisted like a micro
I hit the club it's like a light show
Bet this liqour turns the wood into a light gold
Got a bitch that's for insurance like she Geico
Try to use her phone to get a picture but the lights... Low
But the bottles still full
And you don't really want this night to end do you?
So Sip Slow... O... O... and I'm a put this thing on cruise control
See I'm packed ready to go go go
We in the air you oh So LOW!
Shawty we gon live it up
And girl I got a lot of but it's just I can't get enough
So I'm a check my bags everything secure with my tags hand me my boarding pass
Yeah... Yeah [Echo]
And I'll hit you when my flight land, Hit you when my flight land, Hit you when my flight land [Echo]"
9,Bout Me,2012,O.N.I.F.C. (2012),,Wiz Khalifa,"What?
Yeah
Worried 'bout a hater? Not me
Turned to the max, no sleep
Smoked a hundred joints to the face
Give a fuck what a bitch nigga say
Everything about me ('bout me)
Everything about me ('bout me)
Everything about me, everything about me ('bout me)
Everything about me ('bout me)
Everything about me (what?)
Rolling, pockets swollen
Riding in it like it's stolen
Weeded, hella conceded
If it ain't about money, nigga I don't need it
Got a hundred grand in my ashtray
Spend a hundred K on a bad day
And I'm tied up like a cholo
Nigga act crazy, my dogs go loco
Kush got me moving slow mo
What my nigga Poblem? That's my bro bro
Came in through the backdoor
Ten mill this year on the low low
And I'm still smoking free rolls
Krissed out, dumb fucking with the cliko
And my bank full of zeros
Young Wiz will get fly like a hero
Worried 'bout a hater? Not me
Turned to the max, no sleep
Smoked a hundred joints to the face
Give a fuck what a bitch nigga say
Everything about me ('bout me)
Everything about me ('bout me)
Everything about me, everything about me ('bout me)
Everything about me ('bout me)
Everything about me (what?)
Parling tongue with the mull, light a donut
So my weed that you is ever smoked up
Didn't make a chocker
Like a real low ride brother, feeling like a mil up a pill
Don't lock, we ain't letting all my bros in
But for sure we'll let y'all hoes in
Guess when you pulling money out, baby loving it
Give a dick fore I give a bitch my government (what?)
That's 8, I got 8 more
Super-duper hot, 88 floor
Unzip this, that's 8 more
Fuck a pussy and fuck rhymin
We gon live forever, fuck dyin'
Get it till I drop, fuck tryin'
Pedal to the metal, we flyin
In the fast lane, yelling (diamond!)
Worried 'bout a hater? Not me
Turned to the max, no sleep
Smoked a hundred joints to the face
Give a fuck what a bitch nigga say
Everything about me ('bout me)
Everything about me ('bout me)
Everything about me, everything about me ('bout me)
Everything about me ('bout me)
Everything about me (what?)
Everything about me
Youg wild nigga, mouth full of gold teeth
Treenbay.com, like to swap meat
Goin' crazy on a bitch until she knock me
I'm in that hella fast whip goin' top speed
Make a mess in that pussy and then she mop clean
I drop racks and she drop G's
Smoke green as I lean, top droppin'
Nigga I am all about a buck, falling out a truck
Probly with some hoes that I just met and yeah they all gon fuck
Got a man calling up the homies, blowing all the mug
Tryna figure outwhich girl is, she probably toasted
Uh, like a champagne glass
So much money, there ain't a damn thing sap
Do my damn thing in my campaign add
Let's get straight to it, don't let a damn thing past me (what?)
Worried 'bout a hater? Not me
Turned to the max, no sleep
Smoked a hundred joints to the face
Give a fuck what a bitch nigga say
Everything about me ('bout me)
Everything about me ('bout me)
Everything about me, everything about me ('bout me)
Everything about me ('bout me)
Everything about me (what?)"
