,song,year,album,genre,artist,lyric
0,"4, 3, 2, 1 Freestyle",1998,Unleashed & Unreleased (1998),Hip Hop,DMX,"Niggas is puss
Keep me runnin' from the werewolf, owww
Howling at the moon on the roof
Eh, ah, no, get em
Ten niggas on him, hope God's with him
Give me the bat, let me split him
I'll have 'em where the pillow and the casket won't fit him (Woo!)
Only reason I did him, he wouldn't fight back
Trieed to strike back
Left him like that, layin up with the white hat
Gettin' right back at ya when I snatch ya (Aight!)
Up out the grave, nothin' but bones and ashes
Hittin niggaz with gashes to the head
Straight to the white meat but the street stay red (Heeey!)
But this girl gave me head for free
'Cause they see, who I'ma be by like 2003 (2003!)
That Nigga D took it there
He thought it was a joke
He went through like 20 G's and thought that
I was broke, stupid
That's what you get for thinkin' and eventually
Found that's what you get for stinkin
Blowin' up the spot when you rot
Plus if it gets hot they know you dipped
For four squared blocks
Hit 'em with the ox to the grill
Eh, ah, kill nigga kill
Yet still they don't know I'ma rob who
That dog DMX is a muthafuckin problem"
1,"4,3, 2, 1",2002,The DMX Files (2002),Hip Hop,DMX,"Hah hah
Yeah yeah
Make it butter
I'm gonna bankhead bounce!
No doubt
Aiyyo watch yo mouth!
Aiyyo, one two three four five six seven
Blaze the hot
Trizack that sound like heaven
Seven six five four three two one
My mon meth-tical come and get some
Playin' my position, hot nixon
This one, for all the sick ones, confliction
Posionous darts sickening, best believe
Finger itchin with two broke legs, now I'm trippin'
On MC's cliche, shot that ricochets
Start trouble bust bubbles, hip to wicked ways
Gotta love me, g-o-d no one above me
Look good but fuck ugly, tap your jaw
From my punch, watch your son and you
Got you shittin in your last huggie, runnin' who?
Fuckin' punk, get a speed bump comin' through
A single shot make your knees knock, respect Wu
Aiyyo I put it on a nigga, shit it on a nigga
Turnin' christian to a certified sinner
The bomb I release, time pent up (explodes)
While you got set up I was hittin your ex hoe
Shit I kept low, petro' your metro
Politic, keep the chickenheads gobblin
Shit I'm drivin' in, come with funk halogen
Terrorize your city, from the spliff committee
Kick ass till both timberlands turn shitty
Gritty, smack the driver's head in the chin see
When I approach rappers be takin' notes
I drop like I shoulda invented the raincoat
Absolut, I love to burn to the roots
I keep comin' till your pour sperm from your boots
Vigilante hardcore to the penis
Tell you fuck you my attitude is anemic
Stay out the dark, 'cause if I catch you when the sun is down
Run it clown, come up off that, or I'm gon' gun it down
When in doubt, however skull goes, it's gon' be that
See that, that shit'll finish you dawg, believe that
Where we at, do your value your life, as much as your possesions?
Don't be a stupid nigga, learn a lesson
I'm gon' get you either way, and it's better to live
Let me get what's between your sock, 'cause it's, better to give
Than receive, believe what I say when I tell you
Don't make me put your somewhere where nobody'll smell you
And when the lights is out, they don't come back on
This ain't a flick you ain't gon' come back on, you ain't that strong
You knew it was wrong, but you asked for it baby
You'se a pink nigga, ski mask for it baby
So I can hit you up on front teeth, you think I'm sweet?
Want heat? one deep, leave him behind, front seat
Aiyyo, one two three four
Five six seven
Blaze the hot trizack
Ahine like heaven
Seven six five four
Three two one
Come on Mr. Smith, come get some!
When young sons fantasize of borrowing flows
Tell little shorty with the big mouth the bank is closed (yeah, word up)
The symbol on my arm is off limits to challengers
You hold the rusty swords I swing the excalibur
How dare you step up in my dimension
Your little ass should be somewher cryin on detention
Watch your mouth better yet hold your tongue
I'ma do this shit for free this time this one's for fun
Blow you to pieces, leave you covered in feces
With one thesis (""LL Cool J is hard"")
Every little boy wanna pick up the mic
And try to run with the big boys and live up to the real hype
But that's like pickin' up a ball, playin' with mike
Swingin' at ken griffey or challengin roy to a fight
Snappin, you ameteur MC's
Don't you know I'm like the dream team tourin overseas
For rappers in my circle I'm a deadly disease
Ringmaster, bringin' a tiger cub to his knees (uh)
In the history of rap they've never seen such prominence
Your naive confidence gets crushed by my dominance (word up)
Now let's get back to this mic on my arm
If it ever left my side it'd transform into a time bomb
You don't wanna borrow that, you wanna idolize
And you don't wanna make me mad nigga you wanna socalize
And I'm daring every MC in the game
To play yourself out position, and mention my name
I make a rhyme for every syllable in your name
Go platinum for every time your grimy ass was on the train
Watch your mouth don't ever step out of line
LL Cool J nigga, greatest of all time"
2,A Lot to Learn (Skit),1999,...And Then There Was X (1999),Hip Hop,DMX,"Yo, yo, let me hit that. Let me hit that yo.
Yo what's up shorty? Here.
Yo.
Yeah?
Yo man I'm tryin' to get this money man.
But dog you gotta think about loyalty first, ya know what I'm sayin'? You got loyalty, money will come. Ya know what I'm sayin', keep it real with ya niggaz.
Na, na, fuck that man, I'm tryin' to eat yo, fuck them yo. I'm ready to do anything for this money man. Do shit by myself, do anything for this money.
Give me my motherfuckin blunt back. You got a lot to learn dog."
3,A Minute For Your Son,2001,The Great Depression (2001),Hip Hop,DMX,"You got a minute for yo' son Father, I need to talk
I'm so tired of tryin to run Father, let's take a walk
I'm so sorry for what I done Father, it ain't my fault
But the devil's been on my back lately, he's like a hawk
You never give us more than we can handle, but it's gettin' hard
And I'm a strong individual, but I need you God
Lot of things that I used to, I don't wanna
Run the streets like I used to, I know I'm gonna
Speak the word for you one day, up in there like
""Hallelujah!"" on Sunday, I thank you Lord
For the blessings that you gave me, and for my life
With the blessings you have saved me, and for my wife
You have carried me enough times, and that's the truth 
Married me to rough times, throughout my youth
And through it all I saw that you was still with me
I was that one lost sheep, and you was comin' to get me
Lord you got me like, your love got me like
Lord you got me like, your love got me like
Lord you got me like, your love got me like
Lord you got me like, your love got me like
I look at life a little different now, since you hugged me
And I always loved my peoples, but now they love me
Thank you for the love Lord, we praise you
Jacob's descendants, from Africa to Asia
Pleadin' the blood of Christ over our life, wrong or right
Just help us make it through the night
And we'll shout yo' name in times of need
And times of joy, and when we bleed
And, when we are overcome with greed
You ain't gon' half to tell me twice, I'ma take heed
And because of what you've given me, I know you'll deliver me
And I won't drown no matter how deep the river be
You are the strength I, never knew I had
Kept the heart good when they, told me it was bad
All praises due to ya, That's why I had
To dedicate somethin' new to ya, thank you Father
Lord you got me like, your love got me like
Lord you got me like, your love got me like
Lord you got me like, your love got me like
Lord (
) you got me like, your love got me like
I never knew a love like, this before
Messin' with the thug life I, missed it all
You opened the doors and, let me in
I'm down for the cause so, let's begin
Prayers that you give to me I, give to them
Same way you live in me I, live in them
Life is a blessing now, you got me
Smilin' from inside of my heart, when inside it was dark
And it doesn't rain anymore, only sunshine
No pain anymore, I really love mine
You washed away the tears with the fears
I'm happier than I've ever been in my life, the whole thirty years
You know that, one day I'll speak the word
You know that, when I do I will be heard
You know that, you gave me a permanent smile
And you know this Father because, I'm yo' child (
)
Lord you got me like, your love got me like
Lord you got me like, your love got me like
Lord you got me like, your love got me like
Lord you got me like, your love got me like
Lord you got me like, your love got me like
Lord you got me like, your love got me like
Lord you got me like, your love got me like
Lord you got me like, your love got me like"
4,A'Yo Kato,2003,Grand Champ (2003),Hip Hop,DMX,"Huh, This go out to my dog Kato, rest in piece baby
Dogs that I call my friends
Praying for all my friends
Things I do for my friends
We miss you! A'YO KATO!
Started off two dogs with the same goal (uh!)
Nothing but two dogs walkin' the same road (uh!)
Two different cultures, but had the same heart (yeah)
Enjoyed seeing the light, but lived in the dark
5th Avenue, bumped heads in the parking lot (aight)
Was a quite brother, didn't like to bark a lot
Came direct (uh), when he came, gave respect
So I gave respect, (uh) we shared the same respect
To name regret, in our own circles
Two brothers with good hearts, but if you start
Two brothers that'll hurt you (yeah)
Know how that dirt do, Hittin four corners
(Arf, arf, arf, ARF) Right back upon us
God tried to warn us, but sometimes we don't see
When I first heard I'm like ""THIS CAN'T BE!
Y'all niggaz is bugging
Got the wrong information or something
Please tell me these niggaz is frontin'""
God know...
Dogs that I call my friends
Praying for all my friends
Things I do for my friends
(We miss you, Kato)
We miss you! A'YO KATO!
Dogs that I call my friends
(We miss you, Kato)
Praying for all my friends
Things I do for my friends
(We miss you, Kato)
We miss you! A'YO KATO!)
A'yo K' let me kick it wid you for a minute
There was things left unsaid, dog, we wasn't finished
Never got to say THANKYOU for being a friend
DOGS FOR LIFE, and you... rode to the end
Held dog down, didn't let a day go by
Everytime dog came the the shy
I was good, trips our to Phoenix, with the scrambler squad
Now I come back to Phoenix and like ""damn it's hard""
To accept the fact, that you won't be coming back
But I hope you coming back, 'cosI won't accept the fact
When you came to New York, you had to come to the crib
And vice-versa, (yeah!), that's just how we did
Remote control cars, (WHAT!), we would rac all day
It was adventure, we would chase our day! (yeah!)
So I'm not gonna say goodbye my nigga
Instead I would rather
Focus on the time we spent together, that's what matters
Dogs that I call my friends
Praying for all my friends
Things I do for my friends
(We miss you, Kato)
We miss you! A'YO KATO!
Dogs that I call my friends
(We miss you, Kato)
Praying for all my friends
Things I do for my friends
(We miss you, Kato)
We miss you! A'YO KATO!)
Need you to save me a spot, next to you and the lord (aight)
Don't know when I'm coming, but keep checking the door (aight)
But while I'm here, knock on wood
I'll make sure that your kids remember who their father was
And Val is good, (aight!) understood how real niggaz move
We don't part, but ya gonna always have family in New York
Believe that (yeah!), where you at, you can see that
We dogs for life and to death and I mean that!
Dogs that I call my friends
Praying for all my friends
Things I do for my friends
(We miss you, Kato)
We miss you! A'YO KATO!
Dogs that I call my friends
(We miss you, Kato)
Praying for all my friends
Things I do for my friends
(We miss you, Kato)
We miss you! A'YO KATO!)
Dogs that I call my friends
Praying for all my friends
Things I do for my friends
(We miss you, Kato)
We miss you! A'YO KATO!
Dogs that I call my friends
(We miss you, Kato)
Praying for all my friends
Things I do for my friends
(We miss you, Kato)
We miss you! A'YO KATO!)
Yo, 'Where The Hood At' is banging right now, man
That was your favourite choice, ya know what I mean?
We miss you, Kato
It's going just like we thought it would baby
We miss you, Kato
Aight
We miss you, Kato!
I'll always love you K'"
5,ATF,1998,It's Dark And Hell Is Hot (1998),Hip Hop,DMX,"Got me on the run 
Uh, uh 
BOOM, BOOM, BOOM, open the door, ATF 
To late to send my girl downstairs to say he left 
To the basement, go through the replacement door 
Come up in my neighbor's yard, wit' a taste for war 
You know I laced the four, wit' the hallows 
Crack the safe, got the bottles 
Whatchu want me to do? 
Beep Callows 
Two houses over, by the tall black fence 
I keep the hooptie parked for situations like this 
There go Priest, yo, deal in, you drive 
What the fuck you doin' nigga? 
Tryin' to stay alive 
Cops on every corner, I lay back and try to cruise by 
Who the fuck could'a snitched? Must'a been a new guy 
Damn, in back on our ass 
Put your foot back on the gas, step on it fast 
Tryin' to pull up on the side, but I'm packin' to blast 
Tryin' to take the niggaz heads off, fuck crackin' the glass 
Hey, look out, damn 
Came so close, you almost hit that bitch 
Like you said nigga, almost 
Shit, the cops hit her, and I know they ain't gon' leave her 
Go up here, make this left, pull it over, take a breather 
Drop it on the floor, BOOM 
Got it through the door, peddle to the floor, an office line 
Death is in the air, and I don't know if it's mine 
But I know if it's time, it'll be what it is 
And all I can think of is what about my kids 
Shit, they on the corner, hit the sidewalk, quick! 
1, 2, 3, 4, 5 more clips 
Hit the fire hydrant, get low for the shootout 
Run through the fire, pull a joint from my boot out 
Caught me in the shoulder, the neck, the ear 
I'm goin' out fast and the last thing I hear is 
BOOM, BOOM, BOOM, open the door, ATF"
6,ATF (Open The Door),1998,Unleashed & Unreleased (1998),Hip Hop,DMX,"Got me on the run
Uh, uh
Boom, boom, boom, open the door, atf
To late to send my girl downstairs to say he left
To the basement, go through the replacement door
Come up in my neighbor's yard, wit' a taste for war
You know I laced the four, wit' the hallows
Crack the safe, got the bottles
Whatchu want me to do?
Beep carlos!
Two houses over by the tall black fence
I keep the hooptie parked for situations like this
There go a priest, yo, get in, you drive
What the fuck you doin' nigga?
Tryin' to stay alive
Cops on every corner, I lay back and try to cruise by
Who the fuck could'a snitched? must'a been a new guy
Damn, in back on our ass
Put your foot back on the gas, step on it fast
Tryin' to pull up on the side, but I'm packin' to blast
Tryin' to take the niggaz heads off, fuck crackin' the glass
Hey, look out, (bark), damn
Came so close, you almost hit that bitch
Like you said nigga, almost
Shit, the cops hit her, and I know they ain't gon' leave her
Go up here, make this left, pull it over, take a breather
(Breathing sounds)
Drop it on the floor, boom
Got it through the door, peddle to the floor, an office line
Death is in the air, and I don't know if it's mine
But I know if it's time, it'll be what it is
And all I can think of is what about my kids
Shit, they on the corner, hit the sidewalk, quick!
1, 2, 3, 4, 5 more clips
Hit the fire hydrant, get low for the shootout
Run through the fire, pull a gun from my boot out
Caught me in the shoulder, the neck, the ear
I'm goin' out fast and the last thing I hear is
Boom, boom, boom, open the door, atf"
7,Against The Grain,1998,Unleashed & Unreleased (1998),Hip Hop,DMX,"Yo, remix joint...
(I gots to make a move and make it soon
I gots to take a block and make it boom) x2
Goin' Against the grain... Know what I'm sayin'? Ye-yeah
Yeah, yeah, yeah, shit's about to jump off and
Lookin' for the bus to bring in my man from up north
Been like three years since when got knocked
Since he got caught
Punked up like five new blocks, holding down for it
Kept a nigga straight with money in the books
And them bitches is crooks who look out for other crooks
Took him shopping, money in his pocket is straight
Dropped him off at the wife's crib after we ate
Our estate was the next move for me
Had to make that nigga chill for at least two to three months
'Cause when it's on, it's on (that's my plate!)
He didn't care
It's like slow down baby
The money ain't going nowhere (what?)
Keep in touch though and show how much your ass is with it
The dope flow is there and in a minute you can get it
Watch a nigga just coming home in a game
Cause on the low we may just be trying to go (go down) against the grain
I gots to make a move and make it soon (uh-huh!)
I gots to take a block and make it boom (come on!)
I gots to make a move and make it soon (what?)
I gots to take a block and make it boom (come on!)
I never figured this nigga would pull this shit that he pulled
What is strange is the change that niggaz go through
When they're locked down and really can't hack it
A motherfucker like me handles a bid like a jacket
Strap it on my back, niggaz ain't built like me
And by the end, niggaz was like ""Yo, why you killed Mike, D?
Wasn't me, but yeah he had it coming to him
Used to be my man, so I let my cousin do him (we open up shop! It's four in the mornin!)
Sent him out of state with like half a brick down to my spot in VA
Cause the money comes quick
Half of that got fucked up before I even got the check in on him
But things happen so I really wasn't wreckin' on him
Got him up out of there and sent him down a little further
Ain't heard from him in two months, murder, murder (ah!)
And from the next flight thinking I might have to steal something
This hungry shit will make a nigga wanna kill something (fo-fo!)
I gots to make a move and make it soon (uh-huh!)
I gots to take a block and make it boom (come on!)
I gots to make a move and make it soon (what?)
I gots to take a block and make it boom (come on!)
Man, listen, money is missing and shit is hectic
Found the safe, checked it
Shit looks detected
Just what I expected when I got no word from him
Asked around but ain't nobody heard from him (cash long!)
But money talks and most niggaz is snakes
So it wasn't long before his man was ready to take
Me to where he was at, checked my gat
Threw in a four clip, pumped myself up
'Cause I can't go for that bullshit
Fuckin' with my last load of cash ain't the issue
It's just real fucked up when your man tries to diss you
Takin' back for niggaz in New York and how they told me so
Now I got to knock his boots, he owes me dough
Layin' up with a hoe, then he hit me with the sob story
The famous ""Oh you didn't know I got robbed!"" story
Told it's to me he should be grateful to
Fuck that bitch! Look at what she made you do
Now there's love lost and a double cross
Pointed at that bitch, turned her braids into sauce
So you wanna be with him (uh) and talk to me like I'm silly
Five bottle of Mo on the floor, boxes of phillys
Ten g's in the shoebox under the bed
And for every g I put a fuckin' slug in his head
And from then, the moral of the story if you missed it
Is the grand is always gonna be there (why nigga?)
Just never go against it"
8,Ain't No Way,1998,"Flesh Of My Flesh, Blood Of My Blood (1998)",Hip Hop,DMX,"Uh
Swiss beats (Uh uh)
Nigga, ryde or die (uh uh uh)
DMX what what (uh uh uh)
Ain't no way you're gonna stop my flow
Ain't no way ya niggaz you just don't know
But niggaz is about to go oh no oh no
Ain't no way you're gonna stop my shine
Ain't no way you niggaz wanna stop mine
Ya niggaz must be out yo mind, I don't know why
What the fuck is you niggaz pressin me for
I saw more ass than a ho and you stressin the raw
If I was testin your jaw, maybe then you would respect me
But you can't respect me 'cause you don't even know me
Nigga check me (come on)
I'm that motherfucker that'll put you to sleep, while you sleepin'
Then die from a hundred feet, you just knew you was creepin'
Bad decisions lead to last decisions
Fast collision, now yo ass is missin' (what)
Take it over there now you bring it back to the streets
Have you forgotten what it means when a dog shows his teeth?
Let me break it down for you he's about to attack you
Still standin here faggot? You must want me to smack you
You ain't been there or done that, fuck is y'all niggaz tellin' me
I'm the only nigga, walkin' the streets with four felonies
But peep this, I see shit is hard, niggaz is strugglin
But leave rap alone for little while, go back to hustlin
Ain't no way you're gonna stop my flow
Ain't no way ya niggaz you just don't know
But niggaz is about to go oh no oh no
Ain't no way you're gonna stop my shine
Ain't no way you niggaz wanna stop mine
Ya niggaz must be out yo mind, I don't know why
Give it to niggaz just how they give it to, me
Hit 'em in a rhyme because I'm an MC
Been a lot of places most niggaz won't, see
That's why I'm at a level that y'all niggaz won't, be
Let your man hold somethin' now he want, more
You ain't no fuckin' killer what was the front, for
It was a time when the world was at your front, door
Now they change places niggaz want, raw
Niggaz laugh at me and was mad at me
'Cause the way life was goin' had to be a, tragedy
But after me, it's over, I'ma take the whole verse
I'm tryin' to keep it real that's why I let y'all niggaz go first
But you look to get force right in the mouth
Didn't appreciate what you got when you got it so if I see it, I'ma tot it
Where to hide it you gotta car better drive it
The fuck up outta here and hope and pray I don't pull up along side it
Come on
Ain't no way you're gonna stop my flow
Ain't no way ya niggaz you just don't know
But niggaz is about to go oh no oh no
Ain't no way you're gonna stop my shine
Ain't no way you niggaz wanna stop mine
Ya niggaz must be out yo mind, I don't know why
Niggaz don't know so I gotta flip
It seem they've forgotten how dark it could get
Barks like a pit scratch when I hit
We both know you pussy but you stay talkin' shit
What I'ma have to do dog, run up in yo mess
Catch you while you comfortable put one up in yo chest
One up in yo vest of course pay the hollows
And blown away today you just lost tomorrow
I'ma go platinum (nah) you gots to be kiddin WHY
Make it double platinum, no bullshittin
And I'ma stay flippin flows, rippin shows
Strippin ho's, gettin' dough let me go
And nigaz know, who the best is
The dog, DMX is the rest is or might as well be helpless
I wreck this 'cause when I wreck shit
I might snatch a niggaz necklace
Then go from like midnight to breakfast
Come on
Ain't no way you're gonna stop my flow
Ain't no way ya niggaz you just don't know
But niggaz is about to go oh no oh no
Ain't no way you're gonna stop my shine
Ain't no way you niggaz wanna stop mine
Ya niggaz must be out yo mind, I don't know why"
9,Already,2011,Walk With Me Now And You'll Fly With Me Later (The Mixtape) (2011),Hip Hop,DMX,"See this is what the fuck we do
I I've been seein' what y'all do
Cats runnin' they mouth (ALREADY)
Till they get that Gun in they mouth (ALREADY)
Never seen them frontin' about (ALREADY)
But I wasn't coming in that house (ALREADY)
They gonna sing a whole different tune (ALREADY)
Ever since that thing went BOOM! (ALREADY)
Every hood out in that doom (ALREADY)
Ghetto Pass they can renew (ALREADY)
Y'all know how the dog move (ALREADY)
I ain't got a damn thing to prove (ALREADY)
What's my mother Fucking name (ALREADY)
It's not a fucking game (ALREADY)
(Come ON!)
It's summin' I do
I ain't nuttin' to do
Witha thang ya do
With ya fuck ass crew
Fuck what you think
Fuck what you say
'Cause... Ima be tha dog all day!
It's summin' I do
I ain't nuttin' to do
Witha thang ya do
With ya fuck ass crew
Fuck what you think
Fuck what you say
'Cause... Ima be tha dog all day!
Hold Up shit weigh it to tha left (ALREADY)
Lie every mother fucking breath (ALREADY)
Y'all must think niggas is stupid (ALREADY)
With tha bullshit that you did (ALREADY)
(Come on) We all saw right through that (ALREADY)
Tried it, but don't do that (ALREADY)
You can't do this but don't do that (ALREADY)
Man this lane commin' at you BLAP! (ALREADY)
This whole rap shit fell apart (ALREADY)
Gotta take it back to the start (ALREADY)
Kicking real shit from the heart (ALREADY)
As God had it first to be dark (ALREADY)
(Come on!)
It's summin' I do
I ain't nuttin' to do
Witha thang ya do
With ya fuck ass crew
Fuck what you think
Fuck what you say
'Cause... Ima be tha dog all day!
It's summin' I do
I ain't nuttin' to do
Witha thang ya do
With ya fuck ass crew
Fuck what you think
Fuck what you say
'Cause... Ima be tha dog all day!
Cats wanna rap, but can't write (ALREADY)
Niggas will thieve you, but can't fight (ALREADY)
Grown Men still sucking dick (ALREADY)
Niggas more bitch than a bitch (ALREADY)
Wannabe Gangster innocence (ALREADY)
What part of the game is this (ALREADY)
Y'all know how I get down (ALREADY)
Ring bells when I hit town (ding ding ding ding)
Straight up, I lace shit down (ALREADY)
What bitch I play shit down (ALREADY)
Dogg of tha leash again (ALREADY)
Ask around in tha streets ima win (ALREADY)
(Come on!)
It's summin' I do
I ain't nuttin' to do
Witha thang ya do
With ya fuck ass crew
Fuck what you think
Fuck what you say
'Cause... Ima be tha dog all day!
It's summin' I do
I ain't nuttin' to do
Witha thang ya do
With ya fuck ass crew
Fuck what you think
Fuck what you say
'Cause... Ima be tha dog all day!"
