,song,year,album,genre,artist,lyric
0,All In,1999,Amplified (1999),Hip Hop,Q-Tip,"(Q-Tip)
""Yo. Niggas be on the mic, they be all serious...
I'd love to be serious but... effortless shit.
Effortless... effa-efortless. Mmm-hmm.
Turn my music up, Duro. Yo, yo, you my hero.
Make the shit get loud-a. Even more in my headphones loud-a.
Uh. Sweetheart, shake yo' ass cheeks.
Bust it. Mmm-hmmm. Mmm-hmmm.""
We gon' knock it down and put this
Rock solid Amplified shit up.
Girl, it's like a sit-up.
So you betta send a letta to the betta.
We cut the bank and takin' all the bankin' chedda.
Girls get pretty-ed up,
Then they comin' out the club. Rap cats, lock it up.
Worldwide vision where
Everybody sees clear.
I could get you ten here.
Uh. Makes no fuss. Keep my shit plush.
Compliment, I get blushed. That's just how a brotha is.
Big Willy kids and we really run our jibs.
Ladies, breathe easy. Let your man please thee.
Uh. Takin' rhymes to another zone.
Is your mother home? 'Cause we can get the moans,
And stay strickly on a rhythemic notion, and
Keep the joint close for the commotion and
Keep movin' around. Movie stars.
Buy a little car, buy out the bar.
(Q-Tip (Meda Leacock))
(""All in..."") ...for the people who move wit' me.
(""All in..."") ...for the nights of ecstasy.
(""All in..."") ...for the way we work and play, doin' it
Everyday. This is how I need to be.
(""All in..."") ...for the people who roll wit' me.
(""All in..."") ...for the nights of ecstasy.
(""All in..."") ...for the people who work and play, doin' it
Everyday. This is how I need to be.
(Q-Tip)
""Yeah. Yeah, yeah, yeah, what?""
We do it alive, blowin' the spot of this.
Showin' to prove what rap is. (""What is it?"")
Marauder, pass the blue moon.
Hit 'chu wit' the ill tune.
Ass cheeks move wit' the help of my jacket bloom.
Insert the veteran
Who consecutively come wit' shit yet again.
On the dance floor, chicks get horny.
Hopin' that they all move on me.
Word, for REAL for real.
Do it hard for the love of the game.
Pull your card and I'm askin' yo' name, bitch.
Jay-Dee be champion.
Tip be stylin' and definin' yo' chick, best compan-ion.
I'd advise you to fix your self, for real,
And do your shit wit' more zeal. (""More zeal."")
We in the mix and it's thickenin',
My rhyme and it's tickin' in.
The hatin' and the shit is so sickenin'.
Picasso, original. (""'Riginal."")
You forg-azy and the shit amaze me.
Sharpen your contrast and put a little color in it.
High Define your screen and put this brotha in it.
(Q-Tip (Meda Leacock))
(""All in..."") ...for the people who move wit' me.
(""All in..."") ...for the nights of ecstasy.
(""All in..."") ...for the way we work and play, doin' it
Everyday. This is how I need to be.
(""All in..."") ...for the people who roll wit' me.
(""All in..."") ...for the nights of ecstasy.
(""All in..."") ...for the people who work and play, doin' it
Everyday. This is how I need to be.
(""All in..."") ...for the people who move wit' me.
(""All in..."") ...for the nights of ecstasy.
(""All in..."") ...for the way we work and play, doin' it
Everyday. This is how I need to be.
(""All in..."") ...for the people who roll wit' me.
(""All in..."") ...for the nights of ecstasy.
(""All in..."") ...for the people who work and play, doin' it
Everyday. This is how I need to be. (""Need to be..."")"
1,Barely In Love,2009,Kamaal/The Abstract (2009),Hip Hop,Q-Tip,"She only likes it when it's hot. She doesn't like the cold.
She said I got a bright idea, ""Let's go to Mexico.""
$500 in the bank, things are looking bad.
Imagine if we gotta eat, things are looking sad.
Barely in love (repeat) (chorus)
She looked into the sun and said, ""What's on your mind?""
Whee, Ha, lookatiaa, lookatiaa, sun shining all the time (sun shining all the time)
She picked up the fan and let the trailer go
She only likes it when it's hot. Doesn't like it when it's cold
When you really think about it, love is truly powerful
The undeniable force that makes it magnetic
And you can't explain it, you do what you do
Can't noboday play the fool like (something something something?)
Barely in love (repeat) (chorus)"
2,Believe,2008,The Renaissance (2008),Hip Hop,Q-Tip,"I believe thus love, thus love
I believe thus love
I believe thus love, thus love
I believe thus love
I believe love
Fool, uh of the things we believe there's a whole lot of work
We should roll up our sleeves and we got a whole fun
When faces I can see that
Why doubt your plans 'cause it's all worth believing
We can make it worth do believe
That evenness trust in the dust and believe
That we can achieve that by tuning out negative feedback
Next he is, can he be concentrate to bring believe back
Into ourselves, into the world, into the rap gang
He's a miserable that means, that means emotion even likes me man
Man look we holding out for the truth
But we alone and aloof, we gon' hold for the proof
Man put it in believing, believe in believing
Seeing ain't believing, it's the feeling that we needing
Believe in each other, put the question to the system
They promising returns then question what you gettin'
We should believe in the reasons we existing
Time for renaissance to reawaken what is with it
Belief can confirm, make it is but it isn't
Sometimes I wish I had belief when I didn't
I believe thus love
I believe thus love
In the land of make belief, time to make unbelievable believable
Take a believe to the realm of the real
Believe in this shit, this force fed to the medium
Believe in this real when it's really a raw deal
Never disbelieve when you see a new miracle
Like ghetto children shining bright in Babylon
Believe in that, don't believe in stats to the contrary
Gotta be wary of them their carry on
People find belief when they don't find identity
Believe in your friends, don't believe in your enemy's
Mountains of doubt and disbelief right in front of you
Troops on the other side, what you gon' do?
Ooh, ooh, believe
Ooh, thus love, thus love
Ooh, ooh, believe
Ooh, thus love, thus love
I believe, I believe, I believe"
3,Breathe and Stop,1999,Amplified (1999),Hip Hop,Q-Tip,"Uh uh uh uh uh get up
Uh uh for real uh uh
Come on
Ummah, Ummah, Ummah, Ummah
(Q-Tip)
A hard time if your motion is still
Let me move some things around because the lyrics is ill
Abstract... you know my stiggidy in here [yeah]
Niggaz get on and swear it's they fuckinyear
But yo your girl just moved
To the joint in the club, in the car if it groove [uh]
Broad look, the movement is on
Mild mannered mami's in Victoria thongs, uh
I give my rhyme a bless
Guaranteed to make it right if your night is a bust [yeah yeah]
You Vivrant and you fresh and all
Original to say the least and you've impressed Kamal [come on]
Rappers start then they stall
Findin it very hard to make it over the wall
Hey, get your weight up, my motto you heard?
And I grown a deaf ear to felonious words, uh
So girls move it around
If you see your main dog give a brother a pound
And just uh...
Chorus: Q-Tip
Breathe and Stop, for real and give it what you got, and just uh
Breathe and Stop, for real and give it what you got
Give it what you got, give it what you got
If you on the block then give it what you got
(Q-Tip)
A thug, a thrill, you as mean as the eyes [say word]
I wanna feel you, them big ass thighs
Your Prada dress or your Gucci bag
With the Polo jeans over doobi-bag, uh
Yo hold the door a-ight?
We comin' through, Tribe beef, hold it down for the night
Big Moon got the fifth
D-Lyfe he got the deally and girl you got the gif [yeah for real love]
Turn it over the page
Usherin all of y'all to a brand new age, where [yeah]
Status really don't matter
Everbody get right to the pitter the patter [come on]
Makin' moves, settin precedence
Enterin your residence, the whole scene is decadence
And the feelin' is true
I'm seein me and my crew, you seein black and blue, uh [yeah]
So let's go for the ride
Strap yourself in tight and if you bonafied then just uh
(Q-Tip)
Dunn what what bring it, bring it
A-bring it give it bring it give it
Bring it give it bring it give it
Bring it give it bring it give it
Bring it give it bring it give it
Bring it give it bring it give it
A-where we bring it to?
Right here, right where? Right here, right where?
Right here, right where? Right here, right where?
Right here, right where? Right here, here here
Right here, take it home home, take it home, right here
(Q-Tip)
Millennium, on your mind, are you runnin' out of time?
Hope you skippin every line because I'm gettin' mine
Move it around a bit again
Every block every town we startin a trend [for real for real]
Eye to eye ma and toe to toe [toe to toe]
Who concentratin on killin' the show?
Penetration is methodically slow
Mountain high valley low gonna find the dough [yo for real for real]
All my peoples, no matter the creed
We gonna satisfy the urge and discover the need [uh uh uh uh]
You feel, you feel the bite in this
If you think I'm type real then invite me miss
And let me say a rhyme in your ear
Dancin close you the most and you fit in here [yeah]
You feel the rhythm is right
You know the spittin' is tight
You think you won't but I think you might, uh"
4,Dance On Glass,2008,The Renaissance (2008),Hip Hop,Q-Tip,"The people at the label say they want something to repeat
But all my people really want something for the streets
So keep hooking
Hey y'all what's goin' on?
So keep hooking
It's time yo word is bond
So keep hooking
Let's do what we must do
So keep hooking
Ah ah ah let's hear for
Keep keep
Who can make it up, dark ages here in rap
And the constant conversation has been let's bring it back
Corny rap style niggas they lack the pedigree
Deep waters they be in when they are just the manatee
Who me I am unaffected the Whale, the Hammerhead
The Magnanimous decision, unanimous, I am fed
What chu looking at, wait, I can help you with that
The Formidable, unforgettable painting Abstract
On the wall amongst them all from Tucson Michelle
A commodity, hot property, hears the morning bell
Guantanamo bayin niggas deferring routs
You soliloquies are trash inferring that you got clout
Homie, what's that about? You should revisit your scheme
Before the scheme it seems real it reverts back to a dream
Into that pea head of yours
You ain't commanding no tours
You seeing fee per deim
We seeing that in the doors
Plus a little bit more because she choosing the prettiest
Thou while it's wittiest
On the low we the grittiest
Taking the task, these barbaric insurgents
Who nursery rhyme niggas and play like they are crime figures
Man, what could give you such a naive belief?
There's examples all around of careers being brief
The Luke Cage of the loose leaf page
Run and hide, comin' out in the yard
Bonafied to be hard
So keep hooking
Keep hooking
Keep hooking
Keep hooking
Keep keep
So Keep hooking
Keep hooking
Keep hooking
Keep hooking
Keep keep
As if we reading pressures higher
We should all be that inspired
Too just lift it and take it higher
Peep the name that's on the flyer
The Midnight Marauder, low end theoretical
Ring tone rappers rockin' shades are forgettable
Phantom of the rap world boo
Yo you puss in boots
Energy's electric who's looking for a love recruit
High definition for the fortunate you to view
Challenges with riches we will put you on strict review
Time to turn the tide around
Comin' with the tribal sound
Brandishing these microphones, we outlaws in the town
Corruption in the fool pit, we witness the jam
Acquisition of materials the evil of man
Trickles down to MC's
We combat the disease
With the good and hardy measurement
A real rap sediment
Degenerate genes and your bodies the host
You need to open up wide while we give you the douse
Gather round
Gather round
Gather round
It's the hottest thing
Gather round
Gather round
Gather round
It's the hottest thing"
5,Do It,1999,Amplified (1999),Hip Hop,Q-Tip,"(Jessica Rivera)
"";Hmmm, so you're the one they're talkin' about.
Let me see if this is real."";
(Q-Tip)
When I do it, eyes lookin' at me when the
Music should be the only thing you see. It's the
Score to a cinematic oddity. Lettin'
Off shit, hit your ass repeatedly. Acro-
Batic, wha. I'll pull something through your chest-piece.
Before she came home, pit-stopped breast be.
Watched the movie, and smoked a philly and
Took a hit of D. She actin' all silly and...
I pull the brothers in depressed situations. When the
Thang hit the 'phere, we risin' up to the occasion.
You're killin' me wit' petty, little rap beat.
'No fingerprints' is how my expert-ass be.
While I'm at it, I'ma stand my ground right
Here. Spotlight, where the chicks is found.
You see this little-ass club we in? Yo, it's
Mine, intertwine, wink your bun, do it to the drum.
(Jessica Rivera)
"";Yeah, that's all right.
But I know you can do better than that! C'mon! C'mon!"";
(Q-Tip)
Aiiight then. I guess we stand the same ground, same
Page and wanna freak shit. I wanna
Eat it, watch you beat it, cum
Real hard than repeatin'. Yo!
The frivolous rap song he rap about
Is no good. Remove all the crap about
My dogs is all in for the national.
No passion, then I guess they be cashin' out.
I keep my eyes on things and
I keep my shine on BLING!
My peoples ain't nothin' to toy wit'.
Professional, leavin' a boy stiff.
You doin' all while you're really talkin'.
You need to get gun or get walkin'.
This greedy-ass country we in? I guess it's
Mine, intertwine, wink ya bun, do it to the drum.
(Jessica Rivera
Q-Tip
Both)
What 'chu really wanna do?
I wanna really do it right.
What 'chu really wanna do?
Grab ya hands, hug ya tight.
For real?
For real.
Well, what 'chu feel?
Well, what 'chu feel?
We can...
Do it. Do it. Do it.
Do it. Do it. Uh.
What 'chu really wanna do?
I wanna really do it right.
What 'chu really wanna do?
Grab ya hands, hug ya tight.
For real?
For real.
Well, what 'chu feel?
Well, what 'chu feel?
We can...
Do it. Do it. Do it.
Do it. Do it. Uh.
What 'chu really wanna do?
I wanna really do it right.
What 'chu really wanna do?
Grab ya hands, hug ya tight.
For real?
For real.
Well, what 'chu feel?
Well, what 'chu feel?
We can...
Do it. Do it. Do it.
Do it. Do it. Uh.
Do it. Do it.
Do it. Do it.
Do it. Do it.
Do it. Do it. Do it. Do it.
(Q-Tip)
"";So, I was wondering what would happen... how would you feel if
I... came inside your bedroom, I took off all your clothes, and
Took all mines off. And, uh, I got the portable DVD thing...
And... got the... right connections. I stick it in and put on top
Your spa basing to get you all fucked up over the bounce. And
Then, you can take it off and then..."""
6,Do You Dig U?,2009,Kamaal/The Abstract (2009),Hip Hop,Q-Tip,"Are you runnin' late?
Did you show 'em love?
Even if you didn't there will never be another
Like you
Did you write the hit?
Did you hit the bong?
Even if you did it wit your friend under covers
It's you
Maybe it was on a strong run
Either way actin' like get it done
For the lovin' it was all one
Cause girl you know it takes one to know one but
Do, Do you, dig you?
Do, Do you, dig you?
Did you drink the drink?
Talkin' up the sun?
Fightin' off the dragon when it's lookin' in the mirror
At you
Workin' all day
Playin' all night
All I wanna do it just get a little hit up
To you
It's you
Do you dig you?"
7,End of Time,1999,Amplified (1999),Hip Hop,Q-Tip,"(Feat. Korn)
Q-Tip:
Just feelin' things out for real, ya know?
Just wanna do me for real, ya know?
No reason to make it complicated, you feelin' agitated,
You love it or you hate itâ€¦fuck it
Desperation, jumpin' off of street corners here
Hustlahz lookin' for buzz like ""pop one in here""
Local state officialsâ€¦.yeah they out of touch
Getting money for some, aiyo, ain't nothin' much
But yoâ€¦let them tell it, we smoke it and we sell it
You don't understand, so don't tell it
You sneakin' souls just for phat diamond golds
'Cause our lady friends have likings for designer clothes
People in my hood thinkâ€¦.if I'm lookin' raggedy, then the cat is just a weak
Link
In the very fake chain of oppressionâ€¦.if television taught me any lesson, it's
""Image is Nothing"", but yo I got a thirstâ€¦Nothing, but yo I got a thirst
Nothing, but yo I got a thirstâ€¦what's first? Your rings or your purse?
Jonathan Davis (KoRn):
(Oh boyâ€¦oh boy! Make your wagers back there! Step livelyâ€¦women and
Children first! The world is coming to an end! Come on nowâ€¦we're looking at
The end! We have to leave themâ€¦we have to leave all our paraphanelias
Behindâ€¦.{brought backâ€¦brought backâ€¦.[repeated]} LET'S GOOOOO!)
It's kinda scary you seeâ€¦.
How fucked up things can be
Each time you take a bath
How it could have been your last
There's so much shit around us
Things we can't even see
Is this the end of our line?
That's where I wanna beâ€¦.that's where I wanna be
That's where I want to beâ€¦.that's where-I want-to be
(End of Time)-repeated
(Brought backâ€¦)-repeated"
8,Even If It Is So,2009,Kamaal/The Abstract (2009),Hip Hop,Q-Tip,"She work at Mickey D's from 9 to 5, Walmart 6 to 10
Saving up enough for school, her little girl is doing well
Daddy is a walking bum, smoking weed, drinking rum
Couldn't leave her if I tried, I see her light is on inside
Let's build
She's in the back room, greasing up, Friday night is heating up
Young cats tricking up, dancing so they give it up
The best girl working there and you know for what it's worth
She's working towards a better life, regardless if she's working nights
Let's build
And the people go
Bom-bom-de-bom-de-bom-bom
Bom-bom-de-bom-de-bom-bom
Bom-bom-de-bom-de-bom-bom
Bom-bom-de-bom-de-bom-bom
And even if she is
I dig her so
De-bom-bom-de-bom-de-bom-bom
De-bom-bom-de-bom-de-bom-bom
De-bom-bom-de-bom-de-bom-bom
De-bom-bom-de-bom-de-bom-bom
And even if she is
I dig her so
She work at MickeyD's from 9 to 5, Walmart 6 to 10
Saving up enough for school, her little girl is doing well
Daddy is a walking bum, smoking weed and drinking rum
Couldn't leave her if I tried, I see her light is on inside
Let's build
She's in the back room, greasing up, Friday night is heating up
Young cats tricking up, dancing so they give it up
The best girl working there and you know for what it's worth
She's working towards a better life, regardless if she's working nights
I'm just an arty music gigolo, life goes on without me though
If you have some pay for me, I will come and play for thee
As long as I know she's there, I don't even really care
Cause even though our lives ain't right, I still see that better life
Let's build
Bom-bom-de-bom-de-bom-bom
Bom-bom-de-bom-de-bom-bom
Bom-bom-de-bom-de-bom-bom
Bom-bom-de-bom-de-bom-bom
And even if she is so
I dig her so
De-bom-bom-de-bom-de-bom-bom
De-bom-bom-de-bom-de-bom-bom
De-bom-bom-de-bom-de-bom-bom
De-bom-bom-de-bom-de-bom-bom
And even if she is so
De-bom-bom-de-bom-de-bom-bom
De-bom-bom-de-bom-de-bom-bom
De-bom-bom-de-bom-de-bom-bom
De-bom-bom-de-bom-de-bom-bom
And even if she is so"
9,Feelin',2009,Kamaal/The Abstract (2009),Hip Hop,Q-Tip,"Had this good feelin' when I woke up today
Like everything was cool so I went on my way
I guess I walk with a bop so then this profilin' cop
Said wait a minute there yo don't tell me to stop
So this profilin' cop with his profilin' hands
Figured the best that he could do was find a cat to harass
That little kitten was me, not that one in a tree
A black one with the promises that wished to be free
I mean damn policeman can't you leave me alone
I'm a prince plus a poorper with this business I'm on
See this rackin' I'm in, needs somebody like me
All of us is concentratin' on the things that we see
How much we make, so you see it ain't great
We're not makin' this slate, 'cause it's juts in our fate
I refuse to get blue so just hand me that thing
Yo what's happenin' today?
Yo we Gotta bring back that feelin'
What happened to that feelin'?"
