,song,year,album,genre,artist,lyric
26,Can I Get a Hit,2000,Skull & Bones (2000),,Cypress Hill,"Handle it, handle it
You know, motherfuckers need to have some weed etiquete
True, true
You see, motherfuckers try to come up and bogard your weed
At the club, and they don't wanna share theirs
Can I get a hit of your weed (repeats in background 6X)
(B-Real)
You know I hate it when I roll a joint and give it to somebody
Who ain't got weed but they wanna be up in the party
Laughin' and gigglin, sippin on a Heinie
Son you need a Tic Tac your breath is gonna blind me
Talkin' about you wanna hit, spittin' in my eardrum
Oh you new in the cypher, step to the rear son
Still they manage to hit it, and put they grip on it
That's when they wet the tip and put they lips on it
Then when you get it, forget it, it's been wetted
Who gonna hit it now, not me, you got me
Thinkin' about these fuckin' jokers, double tokers
Smokers who hit it like they suckin a dick, fuckers
Flippin it, lovin' it, smokin' it to the head
Givin' it to me half way down, ""thanks again""
Then when you see 'em later smokin' they own stash
When you ask 'em for a hit, they say, ""sorry this is my last""
I shared some with you, ""Sorry that's not my problem
Talk to the hand but I got plenty if you wanna buy some""
These people piss me off, this is true indeed
But nothin's worse when someone's askin for some weed
What do I look like a tree where the bud grows
Here pick my left nut and smoke it in the bol
Or better grow your own leave mine alone
Here I'll give you a clone now raise up outta my zone
I know I got the best weed, but don't make me
Make your burnt chest bleed what you need
Is weed etiquette, please don't be offended
'Cause the weed costs money I'm the one who has to spend it
And that's just the way it is man
Y'all motherfuckers need to learn
You just can't come, askin for some shit and not givin' none in return
What the fuck is that man? We goin' into 2000 motherfucker
You need to learn how to smoke some weed with people
Pass it to the left motherfuckers
Can I get a hit of your weed (repeats to the end)"
27,Can't Get the Best of Me,2000,Live At The Fillmore (2000),,Cypress Hill,"(Sen Dog)
Hell nah, you can't handle a man of my superior strength
I've been rockin' for years, now it's time to go to length
Bitin emcees in their tracks I stop em
My rhyme style make 'em turn dropper
My concepts come sick like Dennis Hopper
I jack fools up and stick 'em like dirty coppers
Like I said before I'm takin' you lane of whores
Down to the phone, knock his ass on your good balls
Only one way to deal with these softies
Take they ass out like heroes and they flossin
And when you test me you better bring styles
Cause mine can go on and on and on for miles
(B-Real and Sen Dog)
You can't get the best of me
Can't get the best of me
You can't get the best of me
Can't get the best of me
You can't get the best of me
Can't get the best of me
You can't get the best of me
Can't get the best of me
YOU CAN'T GET THE BEST OF ME (you can't hold me down)
CAN'T GET THE BEST OF ME (you can't, you can't hold me down)
YOU CAN'T GET THE BEST OF ME (you can't, you can't hold me)
CAN'T GET THE BEST OF ME (you can't, you can't hold me down)
YOU CAN'T GET THE BEST OF ME (you can't hold me down)
CAN'T GET THE BEST OF ME (you can't, you can't hold me down)
YOU CAN'T GET THE BEST OF ME (you can't hold me down)
CAN'T GET THE BEST OF ME (you can't, you can't hold me down)
(B-Real)
Five roll with the weakest
What you need is, the chrome plated heater
So you can peep this, tragedy had to be in your mind soakin in
Sad to see you broken down, not at least broken in
Can't stop some Hill shit from comin' through
The reality is out with the old, and with the new
Ways and things change, with strange haids of braids shade
Switch place life and life plays with thumb pay
Does and un-trues, the mule leaves no clues
In the dark confused, we choose to eat you
Out the whole stroke away so I can listener
We don't stop if you can, fuck commissioner
(B-Real and Sen Dog)
You can't get the best of me
Can't get the best of me
You can't get the best of me
Can't get the best of me
You can't get the best of me
Can't get the best of me
You can't get the best of me
Can't get the best of me
YOU CAN'T GET THE BEST OF ME (you can't hold me down)
CAN'T GET THE BEST OF ME (you can't hold me down)
YOU CAN'T GET THE BEST OF ME (you can't, you can't hold me)
CAN'T GET THE BEST OF ME (you can't, you can't hold me down)
YOU CAN'T GET THE BEST OF ME (you can't, you can't hold me down)
CAN'T GET THE BEST OF ME (you can't hold me down)
YOU CAN'T GET THE BEST OF ME (you can't hold me)
CAN'T GET THE BEST OF ME (you can't hold me down)
(Sen Dog)
Nigga get up on a rhymin apparatus
Takin' out crews who think they are baddest
Mad dog Sen for real is the maddest
Fuck you punk and your A&R status
I stay in a zone though I'm never alone
B-Real got my back checkin' at your dome
So when it comes down to who's (Spanish)
I'm down for the pound and slangin the (Spanish)
(Spanish) I break (Spanish)
Gonna make a move and smoke your fuckin' hot-show
Remove that sucker and that wack-ass shit
Cause every time I see he's actin' like a bitch
So let's get it straight I smoke the competition
Breakin down fools in my motherfuckin mission
One by one they'll all come out missin'
You can't fuck with this here kid I AIN'T BITCHIN
(B-Real and Sen Dog)
(You can't hold me down)
You can't get the best of me (you can't, you can't hold me down)
Can't get the best of me (you can't, you can't hold me down)
You can't get the best of me (you can't, you can't hold me)
Can't get the best of me (you can't, you can't hold me down)
You can't get the best of me (you can't, you can't, hold me)
Can't get the best of me (you can't, you can't hold me down)
You can't get the best of me (you can't, you can't hold me)
Can't get the best of me (you can't, you can't hold me down)
You can't get the best of me (hold me down)
Can't get the best of me (you can't, you can't hold me down)
You can't get the best of me (you can't, you can't hold me)
Can't get the best of me (you can't, you can't hold me down)
You can't get the best of me (you can't hold me)
Can't get the best of me (you can't hold me down)
You can't get the best of me (can't hold me down)
Can't get the best of me (can't hold me down)
You can't get the best of me
Can't get the best of me (can't hold me down)
You can't get the best of me
Can't get the best of me (you can't hold me down)
You can't get the best of me
Can't get the best of me (you can't hold me down)
You can't get the best of me
You can't get the best of me"
28,Can't Get the Best of Me,2000,Skull & Bones (2000),,Cypress Hill,"(Sen Dog)
Hell nah, you can't handle a man of my superior strength
I've been rockin' for years, now it's time to go to length
Bitin emcees in their tracks I stop em
My rhyme style make 'em turn dropper
My concepts come sick like Dennis Hopper
I jack fools up and stick 'em like dirty coppers
Like I said before I'm takin' you lane of whores
Down to the phone, knock his ass on your good balls
Only one way to deal with these softies
Take they ass out like heroes and they flossin
And when you test me you better bring styles
Cause mine can go on and on and on for miles
(B-Real and Sen Dog)
You can't get the best of me
Can't get the best of me
You can't get the best of me
Can't get the best of me
You can't get the best of me
Can't get the best of me
You can't get the best of me
Can't get the best of me
YOU CAN'T GET THE BEST OF ME (you can't hold me down)
CAN'T GET THE BEST OF ME (you can't, you can't hold me down)
YOU CAN'T GET THE BEST OF ME (you can't, you can't hold me)
CAN'T GET THE BEST OF ME (you can't, you can't hold me down)
YOU CAN'T GET THE BEST OF ME (you can't hold me down)
CAN'T GET THE BEST OF ME (you can't, you can't hold me down)
YOU CAN'T GET THE BEST OF ME (you can't hold me down)
CAN'T GET THE BEST OF ME (you can't, you can't hold me down)
(B-Real)
Five roll with the weakest
What you need is, the chrome plated heater
So you can peep this, tragedy had to be in your mind soakin in
Sad to see you broken down, not at least broken in
Can't stop some Hill shit from comin' through
The reality is out with the old, and with the new
Ways and things change, with strange haids of braids shade
Switch place life and life plays with thumb pay
Does and un-trues, the mule leaves no clues
In the dark confused, we choose to eat you
Out the whole stroke away so I can listener
We don't stop if you can, fuck commissioner
(B-Real and Sen Dog)
You can't get the best of me
Can't get the best of me
You can't get the best of me
Can't get the best of me
You can't get the best of me
Can't get the best of me
You can't get the best of me
Can't get the best of me
YOU CAN'T GET THE BEST OF ME (you can't hold me down)
CAN'T GET THE BEST OF ME (you can't hold me down)
YOU CAN'T GET THE BEST OF ME (you can't, you can't hold me)
CAN'T GET THE BEST OF ME (you can't, you can't hold me down)
YOU CAN'T GET THE BEST OF ME (you can't, you can't hold me down)
CAN'T GET THE BEST OF ME (you can't hold me down)
YOU CAN'T GET THE BEST OF ME (you can't hold me)
CAN'T GET THE BEST OF ME (you can't hold me down)
(Sen Dog)
Nigga get up on a rhymin apparatus
Takin' out crews who think they are baddest
Mad dog Sen for real is the maddest
Fuck you punk and your A&R status
I stay in a zone though I'm never alone
B-Real got my back checkin' at your dome
So when it comes down to who's (Spanish)
I'm down for the pound and slangin the (Spanish)
(Spanish) I break (Spanish)
Gonna make a move and smoke your fuckin' hot-show
Remove that sucker and that wack-ass shit
Cause every time I see he's actin' like a bitch
So let's get it straight I smoke the competition
Breakin down fools in my motherfuckin mission
One by one they'll all come out missin'
You can't fuck with this here kid I AIN'T BITCHIN
(B-Real and Sen Dog)
(You can't hold me down)
You can't get the best of me (you can't, you can't hold me down)
Can't get the best of me (you can't, you can't hold me down)
You can't get the best of me (you can't, you can't hold me)
Can't get the best of me (you can't, you can't hold me down)
You can't get the best of me (you can't, you can't, hold me)
Can't get the best of me (you can't, you can't hold me down)
You can't get the best of me (you can't, you can't hold me)
Can't get the best of me (you can't, you can't hold me down)
You can't get the best of me (hold me down)
Can't get the best of me (you can't, you can't hold me down)
You can't get the best of me (you can't, you can't hold me)
Can't get the best of me (you can't, you can't hold me down)
You can't get the best of me (you can't hold me)
Can't get the best of me (you can't hold me down)
You can't get the best of me (can't hold me down)
Can't get the best of me (can't hold me down)
You can't get the best of me
Can't get the best of me (can't hold me down)
You can't get the best of me
Can't get the best of me (you can't hold me down)
You can't get the best of me
Can't get the best of me (you can't hold me down)
You can't get the best of me
You can't get the best of me"
29,Carry Me Away,2010,Rise Up (2010),,Cypress Hill,"(Feat. Mike Shinoda)
(B-Real)
I was an outcast, outsider, trouble maker
A lost soul, outta control, in danger
Didn't have a care in the world, my feeling were numb
Never showing emotion I is easy for some
I don't know how it happened, how I got to this point
But I needed a way out, I was stuck in a void
I needed another path or I'd self destruct
I was down on my luck, my head was so fucked
A menace rollin' the streets is what I was
Holdin' my heat and rollin' with the serious thugs
You couldn't tell me a thing, I was like my brother
Words went in one ear and out the other
Slangin' and bangin', with a chip on my shoulder
An insane, hit the brain certified street soldier
So close to the grave, you at an early age
Can't tell you the price I've paid
(Mike Shinoda - Chorus)
Oh, the sky overhead is like a canvas of grey
I dunno how much time I'll be given to stay
From the first break of light to the end of the day
I'm just livin' my life till they come carry me away
(Sen Dog)
I've been there in LA nights in the block where I came up
My pops used to hate when we hanged with them bangers
Guess he knew one day that we'll become us
That's just how it is when you live where we come from
""Fight, don't run"" is the motto we live by
Get 'em on the ground and stomp a mind about ten times
Sure we was just kids back then
I had no remorse for what we did back then
Six of us, one call, we'd all pack in
Hit the strip, and go and get the shit crackin'
Gun wars, and drug deals, I seen 'em happen
When I started losin' home boys I wasn't laughin'
I looked all around and seen none of 'em there
That's when I figured out, that nobody cared
If we lived or die, we'll just get high and ride
And I wasn't gonna let this happen one more time
(B-Real)
My mother was there for me every step of the way
She didn't judge me, she told me I'd win some day
When I was at my lowest, when I had no focus
She pulled me out the gutter, said I wasn't hopeless
Every night she prayed for me, I was out on the street
Chillin' on the corner with the hand on my heat
Eyes open wide for the pigs and foes
It's an every day hazard when you hustle for dough
So many nights I didn't come home, she thought the worst
Maybe somebody shot me down without any remorse
Maybe I hurt somebody and I was stuck in a cell
Well I regret all those time that I put her through hell
When I reflect back on those days, my heart aches
And everybody I lost or let down, I wish I could take it all back
And make it better but I can't so I try to make amends
And be there, through thick and thin
Come carry me away
Come carry me away
Come carry me away
Come carry me away"
30,Case Closed,1998,IV (1998),,Cypress Hill,"(Sen Dog)
Motherfucker with one little single
Three or four Caimans under your belt
One good game gonna put you in the Hall of Fame motherfucker, nahmean?
Got one hit think you an all star baby
Ha, you sure got somethin' to learn, rookie ass nigga
It's the big hill baby, stand strong motherfucker, what
(B-Real)
Don't trip when you hit the lunatic, transmit ah shit
Break it down for the bitches and don't slip
You wish, get a grip you talkin' with loose lips
Runnin' your mouth, give you a tip, eat a dick
Huffin and puffin now you the man, understand this
Dumb motherfuckers explode up in the push persist
Keep movin with no lyrics, your spirit's broke
Sounds like you got a dick caught in your throat
Huh, hit wood-a takin' you under a down low
Shitting on your one single and carry O's
Hold up; let me slow down the catch up
Before you open up your mouth for the kick to the gut
Pure breed, raw killer, rhyme thriller
Spit fire like Godzilla, the mad willer
Swingin' over the beat, you ready, hold steady
You come across, biting the bullet and be the boss
Hard, sit-cars, you wanna floss guitars quick
You rapping like you wrapping your lips around my dick
Nobody told me to stop until I bust in your face
Got your rhyme Puffy, sprayin the mace, the case closed
Expose the whack nigga who chose to pose high
Figure burial, up in the hills, the gravedigger, nigga
(Chorus: B-Real)
Rookies got a single, they think they all pro's (yeah, you can man)
Not one album mounting, they thinkin' they got close (motherfucker, you bitch)
I rock shows, tell me what you know about those
I'm annihilating all of my foes, the case closed (bite your ass)
Rookies got a single, they think they all pro's
Not one album mounting, they thinkin' they got close
I rock shows, tell me what you know about those
I'm annihilating all of my foes, the case closed
Rookies got a single, they think they all pro's
Not one album mounting, they thinkin' they got close
I rock shows, tell me what you know about those
I'm annihilating all of my foes, the case closed
Rookies got a single, they think they all pro's
Not one album mounting, they thinkin' they got close
I rock shows, tell me what you know about those
I'm annihilating all of my foes, the case closed"
31,Catastrophe,2001,Stoned Raiders (2001),,Cypress Hill,"B-Real
I slay punks who don't know their own identity
You spit my name and use it like an obscenity
You got more skulls in your closet than a Kennedy
You on my nuts so you better hold tenderly
I can tell you what's crackin' and done get splitten
You corrosin' on the floor, shaken and snake bitten
You in a cold sweat like James of the names you knew
Don't mean shit to me and you ain't got a clue
Of what's about to happen - interaction
Two worlds collide - one survives the reaction
Hold tight, keep yourself together
'Cause we're about to storm you like shitty weather
(Chorus: B-Real and Sen Dog)
(B-Real)
I can see what you see what you asked for it has to be
You set yourself up for catastrophe
(Sen Dog)
Set yourself up for catastrophe and that's the only way that is has to be
The whole damn world is mad at me
But I don't give a damn, I'm just glad to be
All pain and the fame a society, actuality, it's a formality
How can I say: ""You ain't shit to me""
Without you takin' it personally
Sen Dog
Ten, proper years of bringin' funk
I, still count mine, it's hella gettin' over the hump
I got the loads on the skull, I got my hand on the pump
Still got the boss to go nutty on you punks (yeah!)
I don't wanna be the King of the Sing
Just a Soul Assassin for the Cypress Team
I rhyme and sing and make bitches scream
They love that old South Side gangsta lean
Call the Psycobeta, I guess you're crackin'
Turn into Mad Dog when I start rappin'
Look at hostile - ah, damn wild
Shake you up in a hurry from the voodoo child
Don't get caught up hangin' on the mortar
Hold on and I'll turn y'all punks all wild
(Chorus: B-Real and Sen Dog)
(B-Real)
I can see what you see what you asked for it has to be
You set yourself up for catastrophe
(Sen Dog)
Set yourself up for catastrophe and that's the only way that is has to be
The whole damn world is mad at me
But I don't give a damn, I'm just glad to be
All pain and the fame a society, actuality, it's a formality
How can I say: ""You ain't shit to me""
Without you takin' it personally
10, 9, 8, 7, 6, 5, 4, 3, 2, 1, come on!
B-Real
I'm tired of whack rappers and fame seekers
Like you know the deal to be in my same sneakers
I don't mind exposin' you hollow bitches
I got the medicine over the swallow bitches
You play roles like an actor but get no oscar
Gun spray, gunned away, cut from the roster
You're just an imposter, you lost your composure
Respect your exposure to bring you to your closure
But you're in denial and still remain vile
In a place within last style and senseless wild
I take you down the long trail you failed to keep up
That's when you get introduced to the street sweeper
(Chorus: B-Real and Sen Dog)
(B-Real)
I can see what you see what you asked for it has to be
You set yourself up for catastrophe
I can see what you see what you asked for it has to be
You set yourself up for catastrophe
I can see what you see what you asked for it has to be
You set yourself up for catastrophe
I can see what you see what you asked for it has to be
You set yourself UP FOR CATASTROPHE!
(Sen Dog)
Set yourself up for catastrophe and that's the only way that is has to be
The whole damn world is mad at me
But I don't give a damn, I'm just glad to be
All pain and the fame a society, actuality, it's a formality
How can I say: ""You ain't shit to me""
Without you takin' it personally..."
32,Certified Bomb,2000,Skull & Bones (2000),,Cypress Hill,"(B-Real)
Call me the serial rhyme killer
Mic-cord strangling, mangling, tangling, you in the web nigga
Your head is dangling off of your shoulders
Cause my mic told me to do it cause you wasn't a true soldier
Fake bustas get hit with the clusterbomb
You're a hotdog with no mustard, you're flusterd, I'm calm
Spit heat like a fucking dragon, bagging you up
Tagging you toe, zipping you up
Clipping you up, mic-cord tripping you up
You're in the dark with no light
And wishing a nigga had lit you up
So much for wishful thinking, you're body's stinking
You're sinking into the hole and I'm at the top winking at ya
(Sen-Dog)
Don't play me too close I'm a certified bomb
Designed to designate all over the tape
Got my Cuban Puertoricans all up in the place
Gonna smash you in the face with tapes check it out
(B-Real)
Call me imperial beatslayer
All prayers try to be advisory to rivalry in the battle player
Bitches who lie to me and cry to me use bribery
I'm taking the torch and burn Puffy-music for canivalry
That'll teach you I beat you on every plain
Ain't no other way to reach you, I reach you with pain
Shred you into pieces using the tigerclaw
I'm a cold nigga you need more than a lighter to thaw
Me and my lyrical Iceberg suckers are panic
Fuck what you heard I brought down the Titanic
So can it and shut it, I wrote it and bust it
Because it never gonna be safe for wack niggas I don't trust 'em
(Sen-Dog)
Call me superior showstopper, your hiphop legacy
Claim us to remember we break you off proper
Oh you got a short memory? You wanna render me?
Harmless and surrender me for the fucking enemy?
I won't let ya I bet ya I reign supreme
Make your fans forget ya search ya in front of your team
Make a nigga smoke a ounce and bounce over the rhythm
And hit 'em and get another suck and hit 'em with venom
Nigga my name is Sen and I'm real while you're pretending
Suckers with no style I hope you get offended
So I can lock your ass up with my jawclutches
Then my rhymes will catch you 'cause they're sharp like Tony Touch's
(Sen-Dog)
Yeah, that's right y'all
Gonna smash you in the face
Who be coming on touching me, getting around me
I'm a bomb you know what I'm saying
I'm ready to go off you know what I'm saying
So many motherfuckers out there talking shit, doing their little thing
It's cool you know what I'm saying, go ahead make you money
But don't you be coming around me perplexing playing like a bitch
You know what I'm saying
'Cause I can see your ass right through you know what I'm saying
You're glass homeyboy, you're glass you know what I'm saying
Don't play me too close y'all
I don't think I like you too much you know what I'm saying
Always kicking it, doing what we do
Trying to act like us, trying to sound like us
You're playing me too close motherfucker
You need too step the fuck on back
Take your ass on back to wherever the fuck you come from
You're playing me way way too close you know what I'm saying"
33,Champions,1998,IV (1998),,Cypress Hill,"(Intro: *bell ringing*)
Good evening ladies and gentlemen
This is your main event of the evening
(PMD)
Yeah, check it, one time, one time, one time
PMD and B-Real, Cypress Hill, Hit Squad
Yeah, you niggas know the deal
Check it, check it, comin' through, uh, Hit Squad
(PMD)
Sirens blare, niggas wildin' out over chairs
The men here, so sealable doors, so stand clear
Breath takin', niggas rollin' up with the gat shakin'
No puss here, brothers sadly mistaken
The chains breakin', back to check the rules you fakin'
That's violation, like a Muslim eatin' bacon
Much got the beat breakin', faggots niggas instigatin'
I'm runnin' with the law while you triple six in your Satan
Comin' in blastin', with no maskin', niggas askin'
""How he lastin'?"" Jewels, with the tool flashin'
Blacked out now I'm lacked in, I'ma second win
More oxygen, niggas on my jock again
(B-Real)
Runnin' with the PMD, universal, no rehearsal
Controversial, no commercial
All rough and rugged, you buckin' off at the straight thuggin'
Audio thumpin' and head bumpin'
Motherfuckers wanna hear somethin', CD's jumpin'
Thumpin' the ground all of a sudden
In the mist of the smoke I shut it - all competition
Set the condition to submission
From the contact I'm sparkin' at brain cells
Through songs and magazines and through the e-mail
I'm worldwide, six side, killafornia highs
No time, define, no wolfs, we need the blind
To the slaughter, I'm baptizin' you through the water
Pure hip-hop and D makes you grow like weed, proceed
That's right, Soul Assassins, the Hit Squad, Cypress Hill
All up in your dome piece
(Outro: PMD)
...Keep the house bumpin', we be the champions
Get the announcements, keep the whole house bumpin'
You want somethin', we the champions
Keep the house thumpin', get announcements
Let them know that you won bitch, we be the champions
We be the champions, we be the champions
(*Bell rings twice*)"
34,Checkmate,1998,IV (1998),,Cypress Hill,"1st verse -- Senen
Here we go y'all it's that nigga hecta
Lunatic Smokin' loop loose in your sector
Got my eye on the money apparatus
Like a dog to a bone yeah, you know I gotta have it
Anywhere near the shit and I'm a grab it
Turn around spin see your face and jab it
Drop you like one of these ill Bad Habits
Hunt you like a HillBilly Huntin Rabbit
Cutting niggas up like Muggs on the wheel
For real penitentiary steel
Put heads to Bed from a choke of a Head Lock
Fadin bald heads to perms and even dred locks
Bway Rude boy wit my Style I could get foul or wild
Or breakfool for awhile
2nd verse -- B Real
Look, look, look
Everywhere you get shook,
From the pawn takin' out the rook
All by the book.
Lives get took and takin' you're pulsating,
You Can't breath no need to look up and see me.
Your last hope, when you want mellow you call whoever, for the
Hype shit you call the Hill
Put it together.
Runnin' this game, bringin' the same raw shit,
Over the Hill and through the city
We come equipt.
To the letter bringin' your temperature down low, what I reveal,
The good shit to heal all souls.
Makin' you roll late night,
You're trippin' my games tight.
With the new shit I bring it's never the same hype.
So push that shit up, get up
Don't let up.
No matter how much blood you spit up.
You can never be fuckin' with Greenthumb.
The outcome specific, you spliff it calapsed lung.
We hit hard breakin you guard
You can tell when the bells ring we're bustin' your shell
The pawns fell.
Check mate fool, Hang 'em high.
Got the live shit bangin', when ever you wanna try.
Shoot to thrill, via the Hill we take 'em all,
Check mate fool where ever the pawns fall...(repeat)
I'm a freak that funk
And slam it in the trunk
I'm a kill all junk
With a suicide punk
Ain't nobody came my way
Talkin' 'bout the Westide of LA
So whatever punk ass
Click you claim
Keep poppin' that shit
And I'm a bent you frame
'Cause I want that
Big time asshole
Studio gangsta
Woof all of that shit
But left out the main factor
My nigga Sen's, rollin' again
Remember when, we rocked shows
Battling foes, the time's been
Long. Strong with the styles you're in
Hear the wind. Like blood pourin out of the pen
The ink stains slim chance if it get in your brain.
The hot flash got you heated,
With repeated attacks over the tracks
Smack niggas up, back niggas up,
Hack niggas up, jack niggas up,
Hangin' the whack niggas up.
Snowfall effect we're rollin' the city limits
Crushin the bitch ass niggas with all the gimics...(HOOK)."
35,Checkmate,2000,Live At The Fillmore (2000),,Cypress Hill,"1st verse -- Senen
Here we go y'all it's that nigga hecta
Lunatic Smokin' loop loose in your sector
Got my eye on the money apparatus
Like a dog to a bone yeah, you know I gotta have it
Anywhere near the shit and I'm a grab it
Turn around spin see your face and jab it
Drop you like one of these ill Bad Habits
Hunt you like a HillBilly Huntin Rabbit
Cutting niggas up like Muggs on the wheel
For real penitentiary steel
Put heads to Bed from a choke of a Head Lock
Fadin bald heads to perms and even dred locks
Bway Rude boy wit my Style I could get foul or wild
Or breakfool for awhile
2nd verse -- B Real
Look, look, look
Everywhere you get shook,
From the pawn takin' out the rook
All by the book.
Lives get took and takin' you're pulsating,
You Can't breath no need to look up and see me.
Your last hope, when you want mellow you call whoever, for the
Hype shit you call the Hill
Put it together.
Runnin' this game, bringin' the same raw shit,
Over the Hill and through the city
We come equipt.
To the letter bringin' your temperature down low, what I reveal,
The good shit to heal all souls.
Makin' you roll late night,
You're trippin' my games tight.
With the new shit I bring it's never the same hype.
So push that shit up, get up
Don't let up.
No matter how much blood you spit up.
You can never be fuckin' with Greenthumb.
The outcome specific, you spliff it calapsed lung.
We hit hard breakin you guard
You can tell when the bells ring we're bustin' your shell
The pawns fell.
Check mate fool, Hang 'em high.
Got the live shit bangin', when ever you wanna try.
Shoot to thrill, via the Hill we take 'em all,
Check mate fool where ever the pawns fall...(repeat)
I'm a freak that funk
And slam it in the trunk
I'm a kill all junk
With a suicide punk
Ain't nobody came my way
Talkin' 'bout the Westide of LA
So whatever punk ass
Click you claim
Keep poppin' that shit
And I'm a bent you frame
'Cause I want that
Big time asshole
Studio gangsta
Woof all of that shit
But left out the main factor
My nigga Sen's, rollin' again
Remember when, we rocked shows
Battling foes, the time's been
Long. Strong with the styles you're in
Hear the wind. Like blood pourin out of the pen
The ink stains slim chance if it get in your brain.
The hot flash got you heated,
With repeated attacks over the tracks
Smack niggas up, back niggas up,
Hack niggas up, jack niggas up,
Hangin' the whack niggas up.
Snowfall effect we're rollin' the city limits
Crushin the bitch ass niggas with all the gimics...(HOOK)."
36,Checkmate (Hang 'em High remix) (radio edit),2002,Stash (2002),,Cypress Hill,"'Bout to mash these ______, man 
Don't come in my backyard m_____ ______ 
Stay the fuck out, holmes 
Beware of the dog ______ ______ 
Hear we go y'all that's the _____ head dog 
Lunatic smoke a loop loose in your center 
Got my eye on a money apparatus 
Like a bone to a dog ya you know who gotta have it 
Anyway you get ____, and I'm a grab it 
Turn around stares to your face then I jab it 
Drop you, like one of those ill bad habits 
Hunt you, like a hillbilly huntin' a rabbit 
Cuttin' _____z up like Muggs on the wheel 
For reals, penitentiary steel 
Put heads the best I'm a choke of a headlock 
Faded baldheads the perms even dreadlocks 
Why, grouse boy with the style 
I could get file or wild or break full for awhile 
Checkmate fool 
Hang 'em high 
Got the live ____ bangin' whenever you wanna try 
Shoot the grill, B of the Hill I take 'em all 
Checkmate fool 
Wherever the pawns fall 
Checkmate fool 
Hang 'em high 
Got the live ____ bangin' whenever you wanna try 
Shoot the grill, me and the Hill we take 'em all 
Checkmate fool 
Wherever the pawns fall 
Look look look everywhere you're gettin' shook 
To the pawn takin' out the rook gone by the book 
Lives get took and takin' you're pulsatin', you can't breathe 
No need to look up and see me 
The last hope, when you want mellow you call whoever 
For the hype s___ you call the Hill put it together 
Runnin' this game, bringin' the same raw ____ 
Over the hi___, through the city we come equipped 
To the lead out, keepin' your temperature down low 
What I reveal the good ____ to heal all souls 
Makin' you roll late night, you trippin' my game's tight 
To the new s___ I bring, never the same hype 
So push that s___ up, get up, don't let up 
No matter how much blood you spit up 
You can never be ______ with Greenthumb 
The outcome's specific you spliff it collapsed lung 
We hit hard, breakin' your guard you can't tell 
When the bells ring bustin' your shell the pawns fell 
Checkmate fool 
Hang 'em high 
Got the live ____ bangin' whenever you wanna try 
Shoot the grill, me and the Hill we take 'em all 
Checkmate fool 
Wherever the pawns fall 
Checkmate fool 
Hang 'em high 
Got the live ____ bangin' whenever you wanna try 
Shoot the grill, me and the Hill we take 'em all 
Checkmate fool 
Wherever the pawns fall 
Peek-a-boo you f___ you 
I'm a freak that funk and slam it in the trunk 
I'm a kill all chumps with the suicide dump 
Ain't nobody came my way 
Talk about the Westside of L.A. 
So whatever, punk ass clique you claim 
You keep pumpin' that ____ and I'm a bent your frame 
'Cause I want that big time _______ studio gangsta 
Poof a lot shit buildin' up the main factor 
__ _____ Sen's rollin' again, remember when 
We rocked shows battlin' foes the time been 
Long, strong with the styles you in here to win 
Like blood pourin' outta the pen 
The ink stains, slim chance if it gets in your brain the hot flash 
Got you heated with repeated attacks over the tracks 
Smack _____z up, back _____z up, hack _____z up 
Jack ______ __, hangin' the whack ______ __ 
Snowball effect we rollin' the city limits 
Crushin' the b____ ___ ______ with all the gimmicks 
Checkmate fool 
Hang 'em high 
Got the live ____ bangin' whenever you wanna try 
Shoot the grill, me and the Hill we take 'em all 
Checkmate fool 
Wherever the pawns fall 
Checkmate fool 
Hang 'em high 
Got the live ____ bangin' whenever you wanna try 
Shoot the grill, me and the Hill we take 'em all 
Checkmate fool 
Wherever the pawns fall 
Checkmate fool 
Checkmate fool"
