,song,year,album,genre,artist,lyric
0,"$999,999 + $1= a Mealticket",1998,The Element of Surprise (1998),Hip Hop,E-40,"Huh? Want me to speak the real?
Speak the real man
Nigga, speak the real
Speak the real
Speak the real
Speak the real
Speak the real
It's a quarter after nine on my AM, FM
Radio Shack, digital motel, six o' clock alarm reads
""40, get your ass up, time to hit the grind
You can't afford to pass no money, I know you heard about that""
What, what? ""Task raided Millersville, Ms. Miller had a heart attack""
Dude, that's some cold shit, ain't it huh?
I know, she was a good person for certain I know
V-Town, California, where I was born, raised and grown
And since 1979, I been a hustler on the go
You know the drill, my mission for real, a mealticket
You feel, we slowly but surely approachin' seven digits
Figurines, sticky doo hicky and Angel Dust
Mescaline, niggas know better than fuck with us
I'm pimped out flossin' in Reno in the casino
Big bid, fuckin' off feddie, I could've put down on a crib
I does that, I do, rejuvenate, redeem
Take a lose, take a lose don't make a scene
Nigga charge it to the triple beam, fuck the stress
I let that orange box of baking soda do the rest
Holler at my neighborhood chef, Raul
Known for cloning chickens and turning one into two
That's what he do for a living, that's all he's used to
Playtex rubber dish washing gloves and residue, biotch
Bullshit ain't nothin'
You see we gone keep this thuggin'
And mean muggin', jump until it's a done deal
You see E-40 and Sick Wid, it bring the real, nothin' but
What if I bring this back down?
Which one, which one cap'n?
You got to be about it or be without it
Be about it or without it, ay, you know what?
I smell you on that playboy, look
We fin to run down a whole tac on these bitch ass, niggaz
Niggas ain't smellin' this shit, we do this shit
Last night I slapped a bitch upside her dome with my faulty phone
That Heifer's tired she tried to slash my tire
Caught me in the bed with her cousin Tanji
From the track she use to hold my sack
I use to dick her down
Way back in eighty-six she use to look just like a sketch
But now that bitch got a ass, tits, body and boy, that bitch is bad
For what it's worth, the pussy smelled like Certs
Victoria's Secret
Now folks, just remember, I never said I thought about lickin' pussy
I said I never thought about eatin' it
Keepin' it and treatin' it nice
Fuck that, I'm a hog
I put it down, I'm from the hood
Where I live on the outskirts of town on the tuck in the cut
In some empty apartments, man
I'm a baller so you know I ain't got shit in my name
I'm strictly ghetto celebrity, niggaz get buried
Ready for combat if you plottin' and plannin'
Oh if you come for me and confiscate my dough
Let the buzzer be the bail
But my suggestion is to stay within your envelope
I'm block to block, swingin' on vines
Community service, put up stop signs
Uh, hold the fuck on
Did you or did you not tell these niggaz to stay within they envelope?
Shit, these toddlers is green to the game
They ain't know nothin' about these tramps
Six bedroom flats and gettin' dealt
And held a hand across the mat
You see we from the Yay, where we control they minds
And put these hoes on the grind
Ain't got to but I still touch it
Went to 7-Eleven, picked up a traders book
And bought a bucket
Use to have a perm taller than the Charlotte Hornets
But I had to cut that bitch off 'cause see your partna had warrant
That I ain't even handled yet, although I'm havin' cake
The little homie from the hood, want me to put out his tape
He kinda tight too, remind me of The Click crew
'Cause they was spittin' that old high powered
Godzilla ballin' guru, ass type shit you can relate to
Wake to, 'scape to when it's sunny
Ride by, slide by, get at a honey
I know these streets like I know my dick
I can tell you who the nigga is that's about to get jacked
And the nigga that pulled the lick
I got this bitch on lock
999,999 plus a dollar in a safe deposit box
Marijuana crops still in this roster
Kilogram, coca leaf and morphine
What about my niggas in the 415?
Look what they made
My niggaz in the city
They call it made
Top grade regeneration, uncut
Designer weed, straight hempilation, what the fuck?
Sheit, sheit, sheit sheit, sheit sheit, sheit
999,999 plus a dollar, plus a dollar man
Plus a dollar, plus a dollar, man, equals a mealticket bitch
Biotch, sheit, sheit, fuck it"
1,'Cause I Can,1999,Charlie Hustle: The Blueprint of a Self-Made Millionaire (1999),Hip Hop,E-40,"(Jayo Felony)
Forty-WADAHHHHHHHHH!
Eh... (eh..) YEA!
We do this for life ya dumb fucks, y'all niggaz is dumptrucks
The type to bitch up, and getcha eyebrows plucked
Mark my words loco gon' have it like Motown's heyday
So dope they name us all twice like we, Pelle Pelle
You better be prepared to call me Bullet Loco Gorde
Pop my collar with none other than Earl-40
Square off on a square like it's high noon, 'cause I'm a tycoon
If you fuck with Sick Wid It y'all niggaz gon' die soon
I can't make a fiend do nothin' against they will
I just leave they eyes so yellow you see 'em and yield
Whoa -- spill the guts of the ones that's not real
So when you see me nigga scream out one shot kill
Gotta, spot on my shoe from all the blood we spill
I get it even if I don't want it nigga like free refills
Y'all don't wanna give us our props, y'all niggaz gon' get dropped
Nigga fuck hip-hop, nigga this CRIP-hop {*gunshot*} WHAT?
Chorus: E-40 + Jayo Felony (repeat 2X)
Pimp'n why you splurgin? ('Cause I can)
Why you go up in my bitch? (Nigga 'cause I can)
Why you smokin' all that broccoli? ('Cause I can)
Why everybody think you rich? (Nigga 'cause I am!)
(E-40)
Motherfucker ?? grew up on the undertuckamajig
My destination control the block
Fast ass wad full of ones in my pocket
With a hundred dollar bill wrapped on top
Thirty-two shot extended clip to keep it trill when I pop
Durin the summer it's Zenith's but in the winter ride stock
Better believe us don't try to play us for false
'Cause it's not a game no way no how
Bullet Loco, Charlie Hustle and Major Payne nigga now
How you think peons try'na deallllllllll with it?
Fuck around and wind up gettin' killllllllled with it
Beotch! New booty rappers get penalized, and expedited
'Cause they don't think about they shit, before they write it
We don't sell narcotics with the po-po problems, playboy take a look
We off into real estate, CD's, millions of books
Used to be crooks still hang around crooks, dealers and ex-cons
Niggaz with Lucci from slangin that alcohol and shermon
Players with cake, pushin they weight, try to find the last trap
Transfer they bloody bread to llegal corporate scratch
What they want?
(C-Bo)
Are y'all fools ready for dis? It's for loco for sure I'll blast
With Bullet Loco and 40-Water we take your life then we haul ass
Tall cash stacked in the basement
Can't leave the house with less than a zip an a extra clip
Niggaz wanna know why I get down like this ain't that a bitch?
You see my, life on TV 'cause it's the daddy with the ?? and a P
Niggaz just can't seem to get away from PD while they surrounded me
And houndin me 'cause I ball hard, on parole in a double-R
Fifty to a hundred G's and je-wels on wrists
Nigga we ghetto stars
Shit my niggaz spent G's and push drop Bentleys
Remi Mark sippin, Cristal, X-O Hennesey
And better believe if we enemies we spray ya wit these
Every night at twelve have your whole motherfuckin city prayin' on knees
And still 40-Water pass the strap and I blast, Jayo hit the gas
Had to tear his whole motherfuckin head off tryin' to get to his stash
Every man they all man, quick to pull a lick out the Brougham
Only reason I rode down on that bitch ass nigga, is because I can!"
2,'Til the Dawn,2002,Grit & Grind (2002),Hip Hop,E-40,"(Feat. Suga Free and Bo)
(Talking)
Testing testing, Bosko where they at
Tonight swinger what we getting into
(Chorus: Bosko - 2x)
If you wanna dance we can do it tonight
If you wanna smoke c'mon it's all right
If you wanna drink c'mon we popping Don Perion
Doing the damn thang till the dawn
(E-40: bridge)
Love me tender, love me sweet, I'm a thug, pack my heat
All I do is spit these ki's, L-I-P's, overseas
Get your feddy, stack your bread
Make them duck heads give you head
If it's money, 'bout them dollas
Jack your stacks and pop your collars
(Verse 1: E-40)
Ooh, fa shiggedel
So slick, so sly, so slal
Ghost pick, those thighs, those gals
Came prepared, to my last show
Fire it up, wire it up off of the a sal
Hide in the birds trying to throw it at me now
Let me breathe on you for a minute as I snatch up
This fine ass little brusslesprout and I have to apprehend her
(Verse 2: Suga Free)
Now guess what, what, chicken butt
Bitch goody goody, wait a minute
It wouldn't be cracking if my cousin
4-Tre wasn't in it, goody goody
Now if you wanna dance, smoke, drink
We got the party cracking like all for you baby
Goody goody, god, make a pimp wanna jump back
Goody goody, don't stop, the beat rock
'Cause we hot, the heat rock, and don't stop
Believing, just get your money where you're breathing
This is for the thugs set butts in they laps, goody goody
And this is for E-40 and The Click in the land goody goody
(Verse 3: E-40)
I prosaic, chemically imbalanced
Black folks, lactose and talerance
Red cup, strictly riding gut
Hard licking tricking, bitch playa banked up
Love the baby with the big butt
Walking up, to my F5-50 truck
What's your name, Sandra
Like that, where you from, Atlanta
(E-40: Bridge)"
3,1-Luv,1995,In a Major Way (1995),Hip Hop,E-40,"*Phone rings*
This is the operator. I have a collect call from
""Hey this yo' potnah main!""
Who is an inmate in a California State prison
To deny charges, hang up now
To accept charges, press five now
Mmmmm... welllll
One love (one love)
Oh (one love) The L, the L, the L, the L
One love (one love)
Welll (there's only one love) The O, the O, the O, the O
One love (one love)
Oh (one love) and the V, the V, the V, the V
One love (one love)
Welll (there's only one love) it's the E, the E, the E, the E
Verse One:
Member that game Fat Bank Take Skinny Bank?
Well now we play Skinny Bank Take Fat Bank
That's because it ain't no work bein offered main
They act like they ain't even thinkin' 'bout us main
I promise I swear the po-po threw my homey in the slammer
Did him bad, wish I had my candid camera, made me mad
Vanilla be swarmin like bees surveillance binoculars hidden in trees
Reliable sources copying keys, oh p-uh-please
One for the life, and two for death
Three damn strikes no chances left
Let me tell ya lil 'bout me
E-40 and the C-L-I-C we used to have to use
Sheets for curtains, socks for washtowels
I was happy as hell when my cousin gave me his hand-me-downs
This ain't no happy Shirley Temple talleistic crap
This here is serious more Realistic than Radio Shack
Observe as I strike a nerve, reach out and touch my kind
Open up your photo album man, and I bet you find
Folks that passed away, potnahs that been blasted away
I miss you steal some liquor main, who got some tissue
Chorus: Leviti and E-40
One love (one love) One love
Oh (one love)
One love (one love) well well One love
Well wellll (there's only one love)
One love (one love) One love
Oh (one love)
One love (one love) well well One love
Well wellll (there's only one love)
Verse Two:
Erybody wanna shoot 'em up bang bang
Way I was raised we had to knuckle up and throw them thangs
We got 'em up and you know I had to check 'em swell
'Cause if I ran home and didn't fight back my mom'd beat that tail
Just received word from my folks upstate
They said uh, they tryin' ta, they tryin' ta take away our weights
And uh, no more beef and pork just muslim books and fish fork
And laps around the yard with my Walkman bumpin this
Now I'm bouts ta get married, is it clever
Thought it was, till I got the Dear John letter
Been down for ten bucks and got a eight year stay
And I just found out she had her baby yesterday
Ain't nobody been to see me yet, but I ain't gonna worry
Man ya out there ballin main can you drop a twenty up in my commisary
Uh, my family thinks that I'm a thug homie
When you see my momma man give her a hug for me
And tell her
Verse Three:
Huh, thinkin' back, you gotta watch your back and play it well
Enjoyed myself when I was out there tryin' ta get in that mail
We used to kick it at the waterfront the whole Vallejo
Watchin the pervin contestses between E-40 and Del
That's what we did up under the bridge fools posted up
Choppin game conversatin gettin' toast up
Leanin against my seamless convertible tops and boosted cleaners
Them Click boys mobbin deep in cuts, actin' meanest
The good times, they gone, here in the can is my new phone
Guess in order to do some right I had to do some wrong
Picked up a package yesterday and I was HAPPY
It was a box and full of goodies from my PAPPY
Tripped me out ain't seen or heard from Poppa Duke in years
Sent me a picture and some fetti dang they sheadin tears
See first you born then you live then you die
One day soon I'll get another try, one love"
4,40 Water,2008,The Ball Street Journal (2008),Hip Hop,E-40,"Water, water, water, water
Water, water, water, water
I wish I was 40, I wish I was water
I wish I was 40, I wish I was water
I wish I was 40, I wish I was water
I wish I was 40, I wish I was water
40 different ways, 40 days, 40 nights
40 on the side, 40 thieves in the night
Been in the game for 20 years and I'm 40 years though?
6 A cougar, 40 years cold
40 ounce of brew, 40 this, 40 that
40 at the crap table shooting 40 stacks
40 thousands fans, 40 niggas on stage
I heard 40's 40 but 40 don't act his age
40 stay relevant, 40 ain't never played
40 ain't a punk, 40 will pull the gage
40 years change with the hawk sitting on her
40 ain't left the hood, 40 around the corner
40 like to drink, 40 be getting drunk
My brodies, a hip-o-holic, he smoke 40 blunts
40 kicks a blow, 40 pounds of grapes
Give me 40 feet and a ounce of space
Water, water, water, water
Water, water, water, water
I wish I was 40, I wish I was water
I wish I was 40, I wish I was water
I wish I was 40, I wish I was water
I wish I was 40, I wish I was water
This that new water, this shit go
Water my grass and my green gone grow
It takes water to live, it's water under the bridge
Water with the baking soda whipping up kids
It's a drought without water, the soil can't crack
Water in the duals makes loud glass packs
My family know me by Earl but water my handle
All the gooing in the club, drinking water like a camel
Put some paint where it ain't, water based paint
If you don't drink no water, my ninja, you might faint
Water be everywhere but water from the V
Water be limping like he got water in his knee
Water pour, water simmer, water heat
Keep my head above water, still water run deep
Water in my bong, water do the fruit
Water trust no one, ain't no leaks in my pool
Water, water, water, water
Water, water, water, water
I wish I was 40, I wish I was water
I wish I was 40, I wish I was water
I wish I was 40, I wish I was water
I wish I was 40, I wish I was water
I don't be seeing anything, I be making sense
Y'all be looking for a walk, I be swing for the fence
Under pressure, never tense, rhyming is a synch
Change the rap game when they let me up off the bench
Back with that 91 super Atlantic flow
I've done seen your favorite rappers come and go
I done seen a lot of blow, a lot of snow
I done seen my homie grandma get beat by the po-po
In the hill side of Vallejo, County of Selano
Get off a magazine and meet me over there by McDonald's
That's why I used to get my yola stacks off
Back then I was small time, all I had was rocks
Manage with it, a fixture on the streets
He a vegan, he don't like beef
They got their E's mixed up
I just look like this but I'd fuck a nigga up
Water, water, water, water
Water, water, water, water
I wish I was 40, I wish I was water
I wish I was 40, I wish I was water
I wish I was 40, I wish I was water
I wish I was 40, I wish I was water
I wish I was 40, I wish I was
I wish I was 40, I wish I was
I wish I was 40, I wish I was
I wish I was 40, I wish I was"
5,7 Much,2002,Grit & Grind (2002),Hip Hop,E-40,"(Feat. Kokane)
(Chorus: Kokane)
Doin' too much (too much), seven much (too much)
Don't you know that I'm the one
You can't get nothin' over on me
Doin' too much (too much), way too much (too much)
You doin' too much - I'm the one
(E-40)
I see you over there peepin a player out from hella far away
Tryin' to get with some of this here mackin
Apparently you ain't tryin' hard enough 'cause if you was
You woulda been made your way over here to the V.I.P. with us
Where yo' man at? What's the matter with that clown
Leavin' a sharp-ass lil' broad like you up in here with all us players?
Hopefully you up in here with some of yo' friends, so some of my friends
Can get with some of yo' friends and turn it into somethin'
I'M - fin' to walk over here to the bar and get the bartender
To mix me one of my customized drinks without the blender
Get everybody up in the club up in here off the numb-numb juice
Vodka, 7-Up, and cran-apple juice (eww)
The ladies outnumber the fellas six-to-one
And me and my fellas up in here like good one pimp, we all won
The pretty ones in here are hot like a dog in heat
Touchin they toes, backin it up, and dancin like a freak
(E-40)
MAN! I'm over here on super-purp' (super-purp')
Up in the club hollerin at somebody else's work
Yeah pimpin' I'm up on all the slang that you make up
But I believe you stay about your marbles and be about your bacon
Youse a player about yours and I'm sensin and smellin
That youse one of them sharp-ass lil' sisters huh?
Might even want you to be my baby, maybe ma
Speakin' upon my baby ma, here she comes
And she hoodrat, hoodrat, hoochie momma
Same ol', same ol', dry-ass drama (drama)
Comin' up in my face about the, child support
Talkin' about, takin' me to court (to court)
(Kokane)
Eww eww eww, takin' me to court, can't work me
Most of these hoes be mo' full of shit than a Christmas turkey
(E-40)
Well all right ho
Boss mo', player hater hater my noggin
D-Boy, people swear up and down I'm a rocker
But I'm a soil block turf hog built for battle
15's in the trunk, like a snake they rattle
Leave skid marks all on the gravel
Drivin' like a bat outta hell to the hotel
Bounce roll rock skate side to side
Baby got the gin and the Astroglade (and the Astroglade)
I hopin that the jimmy don't bust
While I thrust much cush gush knock boots with lust
Swish swush loose nuts drop juice drip stuff
One two three fo' five six seven much!
(Kokane)
Baby baby baby baby you doin' too much (and all the fellas say)
Ah la la la la, la la (and all the ladies say)
Oh la la la la, la la (and all the fellas say)
Oh la la la la, la la (and all the ladies say)
Oh la la la la, la la (and all the fellas say)
Oh la la la la, la la (and all the ladies say)
{*Fades out*}"
6,Act a Ass,2003,Breakin' News (2003),Hip Hop,E-40,"Walla walla walla bang bang (eh-yeah)
One me on the grand tree damn come from around kingsman (heh heh heh)
Walla walla walla bang bang walla dang dang dang (yeah yeah)
Walla walla walla bang bang what a dang thang (yeah yeah oh yeah yeah oh)
(E-40)
Its smoky up in here, so open up the vents
We heated up in here... the street instruments
My piranhas is hungry, we play for keep
We freakin this booch, we 60something deep
We licorice booch if you feel a frog its leap
Promiscuous booch sometimes we like to cheat
I'm spillin' my liquor, it's all on my clothes
I'm Smellin like alcohol bout to follow my nose
I'm mad doggin and thuggin', buckin and grudging
We off of them pills, and we ain't talking bout bufferin
(You flossin grills?) like they do down south
(100 dollar bills?) with furniture in they mouth
If you like it, I love it, when its dry as a drought
If you dig it, I dug it, be about your paper route
If its woofers and sub hits, clientele and clout
Party and clubbing, up in the building talking loud
We gon' act a ass (push my glock up in the grass)
We gon' do the fool (we'll be breaking all the rules)
So don't make me murdah (eh)
Emcees up in side (eh)
We gon' tap nigga and grind like that boy yeah
We gon' act a ass (aye-yeah)
(E-40)
(Yo) I'm having my yay-per, I'm feeling my scrill
I'm seeing my money mayne, I'm a hustler for real
Gotta get it while its good, ain't no time to wait
Its dangerous in my hood, with plenty money to make
I'm drinking a beer, I'm smoking a swisher
I barely can steer, I'm full of this liquor
I handles my biz, I'm takin' my exit
Then parking this britch, the magazine street exit
I pull up my truck, I'm stopping my soul
Stop at the 7-11, talking shit on my phone
Hustler by nature (nature), buster by choice
I'm checkin' my pager, I'm checkin' my voice
Re-up and re-coppin', peddlin' and pushin'
More keys than a janitor, my nick-name is bookman
Bitches be lookin', old-folk be starin'
Patin' me down, searchin' the clothes that I'm wearin'
We gon' act a ass (push my glock up in the grass)
We gon' do the fool (we'll be breaking all the rules)
So don't make me murdah (eh)
Emcees up in side (eh)
We gon' tap nigga and grind like that boy yeah
We gon' act a ass (aye-yeah)
(E-40)
(Yo) many fourteens, M-1 therapy
AR-15 pimpin' m16s without me
Wont be no slang in the gang, it'll be extinct
I've been bamboozled and hit with mayne
People hit with all kind of these identity thieves
Underrated and hated, on by all these squares in the industry
Man I'm a legend pimp, they call me EE four owe
XP boy used to push that blow
Gas, break, dip, stop, and go
Ride the strip, hit the sto'e
You know that I bought it, you know that I got it
Had to cop a bottle of the blue hypnotiq
Incredible Hulks, you know what I mean
Mix it with some bark and watch that shit turn green
Higher than an elephants eye, me and my guys
Off Rossi and hash, after that ass...
We gon' act a ass (push my glock up in the grass)
We gon' do the fool (we'll be breaking all the rules)
So don't make me murdah (eh)
Emcees up in side (eh)
We gon' tap nigga and grind like that boy yeah
We gon' act a ass (aye-yeah)
Well allllright
Me a bad man, ruff by nature
You punkin' on me you goin' into danger
Me and the Don, ruff and down low ranger
Me thought me pot was comin' from Jamaica
No mess with stranger, no like imposta
Call me forecaster, we more like rasta
With the mix for ganja, I buy a lil cha cha
When they know inside, they blow sofa
We gon' act a ass (push my glock up in the grass)
We gon' do the fool (we'll be breaking all the rules)
So don't make me murdah (eh)
Emcees up in side (eh)
We gon' tap nigga and grind like that boy yeah
We gon' act a ass (aye-yeah)
Walla walla walla bang bang walla dang dang dang (yeah yeah)
Walla walla walla bang bang what a dang dang thang (yeah yeah oh yeah yeah oh)"
7,Alcoholism,2008,The Ball Street Journal (2008),Hip Hop,E-40,"Alcoholism, alcoholism, alcoholism, alcoholism
Alcoholism, alcoholism, alcoholism, alcoholism
Pull this bitch over, my nigga, I got to piss
I stay with some sip in my fist, I drink like a fish
Sometimes I be sober but most the times I be blitzed
I'm having my gouda, my nigga, all on her bitch
We ball like we hoopers, my nigga, we hood rich
We winning not losing, my fella, we got chips
I keep me a steak or a pistol, a grip four 5th
'Cause I'd rather be judged by 12 then to be carried by 6
Don't wanna be carried by 6, I'd rather be judged by 12
Suckas be all in my mix 'cause I be up in their girl
Don't know how to rewrite bail, I can add and count scales
I can sell a rock to a cliff, I can sell oil to a well
Yay area reppin', don't need no swagger injection
Big oceans 11, hustling and money collecting
I'm shattered, I'm blundered, mane, I been chiefing that feda
The po-po's they tripping, mane, they sobriety checking
Alcoholism, alcoholism, alcoholism, alcoholism
Alcoholism, alcoholism, alcoholism, alcoholism
Alcoholism, alcoholism, alcoholism, alcoholism
Alcoholism, alcoholism, alcoholism, alcoholism
The fur fur is crazy, lucky, I have me a desi
A designated driver, a rider, we in it heavy
We knocking 40 Water, he foolish, the boy gone
That's all they played was his music when I was in a group home
'Bout to go shoot some balls, shoot some dominoes with my fellas
Get on that patron, call Stella, Ella and Della
10 to get on the board, I'm fresh off the top
If I skunk you, my ninja, you gotta drink two shots
Or we can play for some fedi or we can play for push-ups
Or we can put on the gloves go from the shoulders and box
After that we can hug and get a room with props
All my fellas is thugs, ball-heads and dreadlocks
Right after the function, they continue to get bent
Last weekend was smacking, my nigga, that shit went
I left outta there with not one but two women
I guess you can blame it, mane, on the alcoholism
Alcoholism, alcoholism, alcoholism, alcoholism
Alcoholism, alcoholism, alcoholism, alcoholism
Alcoholism, alcoholism, alcoholism, alcoholism
Alcoholism, alcoholism, alcoholism, alcoholism
1300 block ready rock animal sitting in the coupe
Orange like cantaloupe, something on the mantel fold
Gears in the rear, old English Beer
Makes it hard to steer
I been getting fucked up since 9th 10 grade
Bird and grape cool aid and ace of spades
I swerved and I do thangs against the grain
And I guess this the money we gave to champagne
I pulled in the lot, bullets in the glock
Hot or not we like to shoot shots
Stop where I'm hot and I like to drink shots
And I'm gone off the Julio at the 20th and what not
You can say what you say, Imma paper boy
Little waves up top with the table, boy
She be playing hard to get but you can make them, boy
Put some drink in her cup and watch her swish it up
Alcoholism, alcoholism, alcoholism, alcoholism
Alcoholism, alcoholism, alcoholism, alcoholism
Alcoholism, alcoholism, alcoholism, alcoholism
Alcoholism, alcoholism, alcoholism, alcoholism
Please drink responsibly, don't drink and drive
Please drink responsibly, don't drink and drive
Please drink responsibly, please drink responsibly
Please drink responsibly, don't drink and drive"
8,All tha Time,1998,The Element of Surprise (1998),Hip Hop,E-40,"(Feat. B-Legit)
[E-40] Uh... UHHHH... UHHHH! Ah? Ah?
[B-Legit] You got Moesha E?
[E-40] All Tha Time B
You got your indonesia B?
[B-Legit] All Tha Time E
You got the street sweeper broom?
[E-40] All Tha Time B
You got your chronic there too?
[B-Legit] All Tha Time!
(E-40)
Might not know how to read and right, but I do know Arm and Hammer
If the screen from a tweaker's pipe turns black, that means it's bamma
If it's too many seeds in your weed, then chop 'em down
If your bud gets bogus, then run his ass out of town
I'm on the Carquinez Bridge, terminal three, quarter after seven
Pockets full of hundreds, can't seem to find no one's, engine revvin
Smebbin, talkin' hella shit to the cashier
Pi-pi's get right behind me askin me how much I been had to drink
And I said, ""A beer""
Blitzed, out of my wits, drivin' drunk
Let's see I done hit one, two, three ain't no tellin' how many skunk
In and out of the holdin' cell, blood alcohol like a warrior
And I refuse to answer any questions without the advisory of my lawyer
(B-Legit)
I been in it, all around it, co-founded
Did it when I done it, I musta been blunted
Ninety-six hundred for the two P's
I let the homie K-One run through these
Places that I roam I let the hubs alone
I wonder if they're trippin' at Nextel phones
A bad motherfucker for the butter 'n' grits
And you niggaz need to know this shit
[B-Legit] You got Moesha E?
[E-40] All Tha Time B
You got your indonesia B?
[B-Legit] All Tha Time E
You got the street sweeper broom?
[E-40] All Tha Time B
You got your chronic there too?
[B-Legit] All Tha Time!
(E-40)
I got the turf on lock, twenty-six block
One beeper on my side gotta be in the house by eight o'clock
Organized crime bitch, all the time bitch
Get off his dick and get on mine bitch
(B-Legit)
I be smokin' like a broke-down Coupe DeVille
Poppin' them generic brand Golden Seals
Parole can't hold me, and neither could y'all
Bitch me and my Click is off the wall
(E-40)
I fucks with everybody to somebody, major factors
To niggaz if you can't understand this shit
Then nigga you must got your mask on backwards
(B-Legit)
Tiptoeing through the hood nigga, is no good nigga
Gotta have a pass, so we get that ass
[B-Legit] You got Moesha E?
[E-40] All Tha Time B
You got your indonesia B?
[B-Legit] All Tha Time E
You got the street sweeper broom?
[E-40] All Tha Time B
You got your chronic there too?
[B-Legit] All Tha Time!
(B-Legit)
Now the parties don't start until we walk in
Drunk off that gin, down to check yo' chin
I'm a mannish motherfucker with the chips and bread
And enough, to have your head kind of tough
Bluffin don't exist, we pull the whole cards
Tail between the legs when you walk in the yard
So if you hard, and wanna stay that way
You better watch what the fuck you play
(E-40)
Check it out
It's bring yo' own bottle, 'cause I be likin
To get to perkin somethin' awful
And compute that motherfucker slurrin
Talkin' crazy to bitches, weeble-wobblin
Burpin, gurgin, stomach growlin off the hinges
Lurkin, torqin my stay highs with Red Ledges
I'm tryin' to get that fast quarter, fuck a slow nickel
Run a smooth ass operation without gettin' caught in the pickle
Take my cool ass on a vacation that maybe someday stop
Buy me an empty commercial lot
And turn it into a car wax wash and detail shop
[B-Legit] You got Moesha E?
[E-40] All Tha Time B
You got your indonesia B?
[B-Legit] All Tha Time E
You got the street sweeper broom?
[E-40] All Tha Time B
You got your chronic there too?
[B-Legit] All Tha Time!"
9,Anybody Can Get It,2003,Breakin' News (2003),Hip Hop,E-40,"(E-40)
When a motherfucker walk up in the club, I mean I mean
And a nigga be 70 deep
But if a nigga let his motherfuckin scrotum hang over his shoulder
And come up and do a WALK-BY on your bitch-ass
It's nay-thun
Don't give a fuck about how much money you got nigga
It's about how you outsmart the next nigga
(Chorus: Lil Jon)
Bitch, nigga, what the fuck's up!
(Anybody can get it!)
Hoe, niggaz, go pull your skirts up
Don't think that you won't get touched, BITCH!
I'm in your grill now, nigga what you gon' do?
I'm in your grill now, bitch what you gon' do?
I'm in your grill now, nigga what you gon' do?
Don't think that you won't get touched, BITCH!
(Bone Crusher)
Hoes, hoes, money, roll
Mr. Whup-Ass done stepped in the do'
(BONE CRUSHER!) Bring the pain, to your skull
Y'all niggaz don't want a fight, all y'all want is a hug
Your bark is worse than your bite, with your mean mug
Let's take it to the grass and we'll see what's up
Y'all knows about me, Mr. Streetsweep
Twinkie soft niggaz get dealt with swift-ily
I'm amazin; I always bring the heat
Pull the cake up through the ground if he fuckin' with me
Me and E-Fonzarelli, new Starsky and Hutch
Motherfucker don't act like you can't get touched
Grindin niggaz bows up and we turn 'em to dust
As the crowd go ah-Ooh-Ah cause you know you fucked up
They don't wanna see me, nicknamed the realest
Don't believe me, ask them Adamsvillers
This A-T-L nigga!
(E-40)
I sit at the bar and tear up hundred dollar bills
My car, my Hummer got 26 inch rims
I'm a star on my side of the earth, I bleed the block
Promethazine, codeine, water and hubba rock
Million dollar dreams and fiends and things of that nature
Triple beams and things and T-Mobile paint ya
Told myself - I need to stop pushin hop
I need to stop pushin hop so I can buy a WingStop
My young hyenas be bustin' guns, mashin and pistol packin
Smokin' so much 'dro that our lungs feel like they collapsin
Trick I see you and yo' partners laughin'
Jaw-jackin and scammin and plottin
Old soft-ass, medicated, cotton-ass nigga
You're out of line I told you once befo' it's dubya dot
Bust a Head dot com, on mine, hit the flo'!
And don't come back no mo' no mo' no mo' no mo'
Motherfucker it's E-4-oh from the Valle-jo
Still rappin' like I'm po' - BEOTCH!
(David Banner)
I'ma kill a motherfucker's ass if I have to
But is it worth it is the question that I ask you
To blast your punk-ass
And is you bleedin, only to give Satan a damn good
Reason to play with me, look bitch I'm sayin'
You don't listen 'less that tec-9 sprayin yo' ass
Glass breakin in your home boy, thinkin' you fast
I never mash out, till the iron smack up yo' body
Then you pass out, I pray to God for peace
I done best to get my black ass out of these streets
But y'all don't listen 'less I'm cussin and bustin' the shit
You keep beggin, and I'ma give it to ya you bitch!
In your face, your back, your chest, neck and lungs
You want war, you will get it for Mr. Crawfordson
They call me really really doe, ain't no hoe in my blood
A couple slugs bitch you thugs'll give me a hug
Real gangster niggaz raise up
Y'all sticky ooh-wee niggaz blaze up
Or get yo' ass sprayed up, bitch nigga!
(E-40)
And there you have it! (And there you have it)
Anybody can get it (anybody)
Don't act like you can't get touched, peeyimp!
Yeah, my dude Bone Crusher (that's right)
Lil Jon and the Eastside Boyz (yeah!) David Banner
And E-40 Belafonte pimpskillet
Trust that, BOTCH! BEOTCH!"
