,song,year,album,genre,artist,lyric
0,2 Hard Mutha's,1988,Eazy-Duz-It (1988),Hip Hop,Eazy-E,"[Dre]
Aw shit I left the muthafucka with Poog
[Yella]
Hey, man I got some drums in the back
[M. C. Ren]
Yo does it look like we can play some fuckin' drums?
[Everyone except Yella]
Bullshit!
[Arguin']
[M. C. Ren]
Yo were two hard muthafuckaz
Takin' out any punk ass suckaz
Can you believe this or so be frightened
Were strong as fuck, with the power of a titan
Settin' a mark of destruction get it
So don't front, and say you ain't with it
You wanna rumble with us you can't hang
Cause were something like a two man gang
Start some shit is what we do best
Scared by the suckaz say fuck the rest
So yo Eazy bust it and shoot to kill
And tell these stupid muthafuckaz the deal
[Eazy-E & M. C. Ren]
I'm a hard muthafucka
2 Hard Muthafuckaz! [x4]
[Eazy-E:] ""they would get fucked up by a ruthless clan""
So it's simple we don't give a fuck right
So you and ya boys can get the fuck out my site
I'm on tilt with class gettin' ready to blast
'Cause I'm a hard muthafucka
2 Hard Muthafuckaz! [x4]
[M. C. Ren]
It's simple tell 'em what we mean
When the two baddest muthafuckaz step on the scene
[M. C. Ren]
Yo what are you sayin'
[M. C. Ren]
You heard what he said
It's the truth so what's up
So if you want me to go then I'mma bout to nut up
The 2 baddest muthafuckaz alive
So I don't think you and your boys can survive
You gotta girl, well if she's good to go
I bet me and E already fucked the hoe
A train was in effect and your bitch was rott
By a hell of a nigga that was hard to stop
[M. C. Ren]
Because everybody knows what where talkin' about"
1,24 Hrs To Live,2007,Featuring… Eazy‐E (2007),Hip Hop,Eazy-E,"24 hours to live...
24 hours to live...
Seven-thousand, four hundred, twenty three grains
Of sand drop from the hourglass
It's how much time I got left on this planet
Some motherfucker's gotta die
I'm an evil motherfucker ready to tear shit up
I'm gonna put these things on you, and never let up
See, my momma... she was wrong when I was born
That a nigga like E should'a never been born
Too late, big mistake in '72
It's '92, now the year of code blue
15 hours... 11 minutes... 30 seconds
I'm a motherfuckin' wreck
Gonna pay back niggas who did me wrong in the past
My days ain't long
I'm comin' strong and fast
Lock up 8 niggs... kill up 10 pigs
??? And fuckas are ?altered? by a 2
Now what else can I do?
Fuck, fuck, fuck and plant my seeds
Leavin' kids in this world like me
The lunatic psycho mutherfucka Eazy-E
24 hours to live
But I don't wanna die
24 hours to live
Oh why, oh why?
Must die
Sky diving, scuba diving
To Evil Kinevil stunt car drivin'
Bungee cord jumpin' off a bridge
It's hard to breathe with a fractured rib
I can't take this shit
Let me see how much more time I got to spend
Hit more skins
Back up in her pussy
Up in the back
I gotta let off
A few more nuts
I'm starting to panic
I'm starting to sweat
'Cause I don't really wanna die yet
Dizzy spells, flashbacks in my head
Niggas ain't want me to bein' happy when I'm dead
But I ain't goin' out unless 30 niggas die
I'm dying anyway so I'm thinking suicide
Run into a crowd of niggas dyin' by the pistol
Took the motheruckin' whistle
24 hours to live
But I don't wanna die
24 hours to live
Oh why, oh why?
Must die
To sweep with the feet when he hit the concrete
Chop him up, dice him up and sacrifice his meat
Drag him by his ankles to the cemetery
(Screams)
Shut the fuck up nigga
'Cause you ain't seen shit
I'm 'bout to take this ???? and staight up grip
I'm holdin' the neck of the devil and drink his blood
Allowing my soul to be polluted by his evil root
And now I'm mad insane, red as ???? as I strain for my hearbeat
To thumpety-thump to pump, it might burst
False alarms, and no harm that will commit to the E
But now I'm down to an hour 23
Time is moving fast, but not that slow
I thought I had an hour, but it's seconds left the go
I ran into the office
No more time is left
I ran up to the doctor with a bomb to my (BOOM)
24 hours to live
But I don't wanna die
24 hours to live
Oh why, oh why?
Must die
As I lay me down to sleep
I pray the lord my soul to keep
As time winds down to it's last 24 hours
In an earth that weighs 60 trillion tons
Travelling 1,037 1/3 mph, how do you define time?
What is a minute?
How important is an hour when 24 hours becomes a lifetime
Ooh, so define how do we define time?
Now you choose
How will you spend your last 24 hours?
C'mon... talk to me
24 hours to live
But I don't wanna die
24 hours to live
Oh why, oh why?
Must die
24 hours to live
But I don't wanna die
24 hours to live
Oh why, oh why?
Must die
24 hours to live
But I don't wanna die
24 hours to live
Oh why, oh why?
Must die"
2,8 Ball (Remix),1995,Eternal E (1995),Hip Hop,Eazy-E,"I don't drink brass monkey, like to be funky
Nickname Eazy-E your 8 ball junkie
Bass drum kickin', to show my shit
Rap a hole in my dick, boy I don't quit
Crowd rocking motherfucker from around the way
I got a six shooter yo mean hombre
Rolling through the hood to find the boys kick dust and cuss crank up some noise
Police on my drawers, I have to pause
40 ounce in my lap and it's freezing my balls
Hook a right turn and let the boys go past
Then I say to myself, They can kiss my ass
Hip to get drunk got the 8 in my lips
Put in the old tape Marvin Gaye's greatest hits
Turn the shit up had the bass cold whomping
Cruising through the east side south of Compton
See a big ass and I say word
I took a look at the face, and the bitch was to the curb
Hoes on my tip for the title I'm holding
Eazy-E's fucked up and got the 8 ball rolling
Riding on Slauson down towards Crenshaw
Turned down south, to dish the law
Stopped at a light and had a fit
'Cause a Mexican almost wrecked my shit
Flipped his ass off, put it to the floor
Bottle was empty so I went to the store
Nigga on till 'cause I was drunk
See ya sissy as punk had to go in my trunk
Reached inside 'cause it's like that
Came back out with a silver Gat
Fired at the punk and it was all because
I had to show the nigga what time it was
Put up the jam and, like a mirage
A sissy like that got out of Dodge
Sucker on me, 'cause the title I'm holdin'
Eazy-E's fucked up and got the 8 ball rollin'
Old E's 800 'cause that's my plan
Take it in a bottle, 40, quart, or can
Drink it like a madman, yes I do
Fuck the police, and a 5-0 too
Stepped at a party I was drunk as hell
Three bitches already said ""Eric yo breath smells""
40-ounce in hand, that's what I got
""Yo man, you see Eazy hurlin' in the parkin' lot?""
Stepped on yo foot, cold dissed yo ho
Asked her to dance and she said ""Hell, no""
Called her a bitch, 'cause that's the rule
Boys in the hood tryin' to keep me cool
Tell me, homeboy, you wanna kick my butt?
I walked in your face and we get 'em up
I start drivin' the dog, and watch you fold
Just dumb, full of cum, got num dot co
""Make you look sick, ya snotty-nose prick
Now your fly bitch is all over his dick""
Punk got dropped, 'cause the title I'm holdin'
Eazy-E's fucked up and got the 8-ball rollin'
Pass the broom, motherfucker, while I tear shit up
And y'all listen up close to roll-call
Eazy-E's in the place, I got money and juice
Rendezvous with me and we make the deuce
Dre makes the beat so god-damn funky
Do the 0-8, fuck the brass monkey
Ice Cube writes the rhymes that I say
Hail to the niggas from CIA
Crazy D is down and in effect
We make hardcore jams, so fuck respect
Make a toast, pumpy pump to the title I'm holdin'
Eazy-E's fucked up and got the 8-ball rollin'"
3,Any Last Werdz,1993,It's On (Dr. Dre) 187um Killa (1993),Hip Hop,Eazy-E,"""1999. The world is at it's end. Fuck you, we want the money and the power and go out with a bang.""
""'Cause it's the end of tha world and still niggas ain't got no satisfaction.
So I take my 9 put it on my
Sip for some cop now I'm blastin' 'cause I'm known as a G & I'm comin' from the CPT
And you should know bitch ass niggas runnin' back can't fuck with Eazy""
""Word'em up"" [several times]
This is a real life jack in progress. Nigga give up your shit or take
Two tha chest with tha cripness
'Cause I ain't fuckn around G, so take a look at a real at a real live nigga
That craaazy and get ready to
Die loc, any last wordz before your ass gets smoked, it ain't a joke 'cause my
Pockets is broke my friend
That's why I gotta do you in. Give up your endz and your gold and your
Nik's and anything else I
Might like and then I'm off in the wind again to catch tha next sucka
Slippn taken two to tha chin.
I'm on a role two niggaz in one night didn't even have to fight, just
Pulled out my 9 to end anothers
Life. That's real life so forget tha silly shit you heard, Now Nigga tell
Me do you have any last wordz.
""'Cause it's the end of tha world and still niggaz ain't got no satisfaction.
So I take my 9 put it on my
?? For some cop now I'm blastn, 'cause I'm known as a G and I'm coming from tha Cpt.
And you should know bitch ass niggaz running back can't fuck with Eazy""
""Word'em up"" [several times]
Another murder I committed made front page a nigga dead from a drive by
Did with a 12 gauge. The
First stage of insanity people say it ain't wise to get faded off the
ST.Ides. A mother cries, another
Son lies in a casket, life was fun while it lasted. Tha silly bastard had
To get caught, tripn and set
Tripn, you should have seen that niggaz blood dripping.To many lives took
To many hearts broke, but
You don't hear me so you see my fuckn gun smoke. Some ask why do I take
So many lives from the
Innocent little ones. But where I come from we take shit real, you peel
Caps so you gotta get your
Cap peeled. Grab your steel forget about what you heard, its Do or Die
Nigga, any last wordz?
""'Cause it's the end of tha world and still niggaz ain't got no satisfaction.
So I take my 9 put it on my
?? For some cop now I'm blastn,'cause I'm known as a G and I'm coming from
Tha Cpt. And you
Should know bitch ass niggaz running back can't fuck with Eazy""
""Word'em up"" [repeated several times]
I got tha 9 and I'm fixing to str8 creep, feel I need to take another life
So I peep. Checking the
Scene, but staying low so I'm not seen case I gotta get away gotta make
Tha shit clean G. So I'm
Looking for a victim.Gotta be right, took my time and I picked him, Scoped
Shit then I licked'em now
I'm back in the news, no clues, but yet another murder. You should of heard
The nigga squill when I
Stuck his ass, I had to grin 'cause its funny nigga fuck his ass. He ain't
Tha last and surely ain't tha first
G, but his monkey ass rolled away in a hurst G. So I'm feeling some what
Relieved, just another day
In tha life of tha E-Z. A real G so forget tha silly shit you heard, its
Do or die Eazy-E gets that last word.
""'Cause it's the end of tha world and still niggaz ain't got no satisfaction.
So I take my 9 put it on my
?? For some cop now I'm blastn,'cause I'm known as a G and I'm coming from
Tha Cpt. And you
Should know bitch ass niggaz running back can't fuck with Eazy""
""Word'em up"" [several times]"
4,Automobile,1995,Eternal E (1995),Hip Hop,Eazy-E,"Yo Dre man I take this bitch out to the movies and shit man we're kissin'
And grindin' and shit so we hop in the back seat you know man this bitch
Rubbin' all over my dick and frontin' like she's gonna give me the pussy
Man and the bitch said 3 words man:
STOP NO and DON'T [oh shit]
I said BIIIITTTTTTCCHH ...
You don't have to front on me dear [don't front me..]
So why don't you just give that pussy here? [hehehe ahah]
If you'd be good to me, [yeah yeah]
Oh I'll be good to you, [ahahha]
And we'll both ride home in my automobile... [fuckin' head in this car]
All that I want is a little puss' [that's all he wants]
All that I want is just a little head [ahaha just a little bit]
If you'd be good to me, [good]
Oh I'll be good to you, [ah]
And we'll both ride home in my automobile...
You don't have to front on me bitch, [don't front on me muthafuckin' bitch]
Don't be afraid - it's only a dick [ahaha it's only a dick ... ]
Give up the pussy soon, [yeah soon]
All I want is a little womb, [little]
Or get your groupie ass out my hotel room [ahhhhhhhuuu]
Or get your groupie ass out my hotel room [get out get out...]
All I want is the pussy [ha!]
All I want is the pussy [pussy]
All I want is the pussy [godamn right!]
All I want is the pussy [pussy pussy pussy pussy..]
If you'd be good to me, [yeah, ho']
Oh I'll be good to you,
And we'll both ride home in my automobile [kick some more shit]
We'll both ride home in my automobile... [ah yeah]"
5,Automobile,2007,Featuring… Eazy‐E (2007),Hip Hop,Eazy-E,"Yo Dre man I take this bitch out to the movies and shit man we're kissin'
And grindin' and shit so we hop in the back seat you know man this bitch
Rubbin' all over my dick and frontin' like she's gonna give me the pussy
Man and the bitch said 3 words man:
STOP NO and DON'T [oh shit]
I said BIIIITTTTTTCCHH ...
You don't have to front on me dear [don't front me..]
So why don't you just give that pussy here? [hehehe ahah]
If you'd be good to me, [yeah yeah]
Oh I'll be good to you, [ahahha]
And we'll both ride home in my automobile... [fuckin' head in this car]
All that I want is a little puss' [that's all he wants]
All that I want is just a little head [ahaha just a little bit]
If you'd be good to me, [good]
Oh I'll be good to you, [ah]
And we'll both ride home in my automobile...
You don't have to front on me bitch, [don't front on me muthafuckin' bitch]
Don't be afraid - it's only a dick [ahaha it's only a dick ... ]
Give up the pussy soon, [yeah soon]
All I want is a little womb, [little]
Or get your groupie ass out my hotel room [ahhhhhhhuuu]
Or get your groupie ass out my hotel room [get out get out...]
All I want is the pussy [ha!]
All I want is the pussy [pussy]
All I want is the pussy [godamn right!]
All I want is the pussy [pussy pussy pussy pussy..]
If you'd be good to me, [yeah, ho']
Oh I'll be good to you,
And we'll both ride home in my automobile [kick some more shit]
We'll both ride home in my automobile... [ah yeah]"
6,Black Nigga Killa,2007,Featuring… Eazy‐E (2007),Hip Hop,Eazy-E,"Yeah!
Black niggaaaaaaaaaa
Yeah!
Killa killa killa killa
Black nigga killa hate brought death
Around the block as a hollow points bust though the punks back
Raised in gang, feel no pain, as I penetrate
Nigga five deep as I strike a quick pace
I got the evil of a dead nigga trapped in my mind
So my soul is a threat to my mankind
Born to kill I'm wicked by nature
Cause the streets of my neighborhood breath young hellrasiors
A 30 ot 6 witha scope
I make a skinhead brain bust all across the West Coast
Motherfuckers catchin heat as I bring anger
And release more danger from my chamber
The evil in my blood is possessed
So I creep low from the back slow and push led in that nigga's flesh
Ain't no hope, when every nigga wants to be the nine milla on the trigga
The black nigga killa
Deep from the death as I crept
I can feel his glock in the back of my neck
I'm thinkin' to myself ""what the fuck"" as I pause
I can feel my heart thumpin from my balls
Up against his gun what the fuck could I do?
If I make a wrong move, the nigga might shoot
My pops always warned me when I was comin' up
If I play pussy, I'm bound to get fucked
Though bein broke as hell it be drivin' me crazy
Hooked up with my niggas start jackin niggas daily
Fat sacks of dirt, to Dayton's, I got em
Slang 'em dirt cheap cause everything was profit
Now I got his nine on the back of my mind
As I watch my life pass right before my eyes
The shit that I done, is all in my face
Reflections of death as I step with my 38
The black nigga killa
Which bitch made the statement?
About the nigga bustin' caps supportin all black Ben Davis
I'm out the doe
My pager's blowin' up I check my ghat twice
Cause niggas like to jack on a late night
And as I'm livin' like a criminal
I try my best to keep my gang tight and stay away from punk niggas
Strikin down Broadway
I caught some niggas out of bounds from the (pause) upper MLK
Slowly crept from the cut at a quick pace
Ain't no love in my heart all I feel is hate
So 25 with that L might be mando
Cause nigga I'm killin' for them gold things with that Zapco
I watch the terror in eyes as he backed up
Ease of the break pop that clutch and watch his chest bust
Wide open as I bounce in the night quicker
From the nine milla trigga
The black nigga killa"
7,Boyz N Tha Hood (G-Mix),1993,It's On (Dr. Dre) 187um Killa (1993),Hip Hop,Eazy-E,"Yeah, gangsta Dresta steps in this muthafucka and this one goes out tah all
The
O.G.'s out there and I can't forget about the baby gangstaz, what's up
Niggaz, my
Nigga they came back with some of that old school original west coast shit
Nigga that
Got all of y'all in this dig in the first place yeah so run that shit E, yeah
...
Verse One:
Cruisin' down tha street in my '64
Jackin' tha freaks clocking tha dough
Went to tha park tah get the scoop
Knuckleheads out there come shootin' some hoop
A car pulls up who can it be
A fresh El Camino rollin' Kilo G
He rolled down his window and he started to say
It's all about makin' that GTA
'Cause tha boyz in tha hood are always hard
Ya come talkin' that trash we'll pull ya cord
Knowin' nothin' in life but tah be legit
Don't quote me boy 'cause I ain't said shit
(Straight up, straight up, straight up gangsta wrong nigga tah fuck wit
Straight up, straight up, straight up gangsta wrong nigga tah fuck wit)
Verse Two:
Dotomy's in tha place tah give me the pace
He said my man JD is on free-base
Tha boy JD was a friend of mine
Till I caught him in my car trying tah steal a alpine
I chase him up tha street tah call a truce
Tha silly cluckhead pulls out a deuce deuce
Little did he know I had a loaded 12 gauge
One sucka dead L.A. Times front page
(Punk, punk muthafuckaz like it ain't no thang,
Punk, punk muthafuckaz like it ain't no thang)
Verse Three:
Bored as fuck and I wanna get ill
So I went to a place where my homeboyz chill
Niggaz out there makin' that dolla'
I pulled up in my '64 Impala
They greet me wit a 40 and I start drinkin'
And from tha 8-ball my breath start stinkin'
Enough tah get my girl tah rock that body
Before I left I hit tha Bacardi
I went to her house tah get her out of the pad
Dumb hoe said something that made me mad
She said something that I couldn't believe
So I grabbed tha stupid bitch by her nappy-ass weave
She started talkin' shit what did ya know
Reached back like a pimp slapped tha hoe
Her father jumped up and he started tah shout
So I bombed on pops knocked his old ass out
(And if a brotha talks shit I give him a,
And if a brotha talks shit I give him a,
And if a brotha talks shit I give him a)
Verse Four:
Now I'm rollin' hard now under control
Them wrapped tha '64 around a telephone pole
I looked at my car and I said,""Oh brother!""
Thrown in the gutter and go buy another
Walkin' home and I see tha G-ride
Now Kat is drivin' Kilo on tha side
As they busted a U they got pulled over
A undercovered cop in a dark green Nova
Now Kat got beat for resisting arrest
He socked tha pig in tha head for rippin' his Guess
No"
8,Boyz N Tha Hood (G-Mix),2007,Featuring… Eazy‐E (2007),Hip Hop,Eazy-E,"Yeah, gangsta Dresta steps in this muthafucka and this one goes out tah all
The
O.G.'s out there and I can't forget about the baby gangstaz, what's up
Niggaz, my
Nigga they came back with some of that old school original west coast shit
Nigga that
Got all of y'all in this dig in the first place yeah so run that shit E, yeah
...
Verse One:
Cruisin' down tha street in my '64
Jackin' tha freaks clocking tha dough
Went to tha park tah get the scoop
Knuckleheads out there come shootin' some hoop
A car pulls up who can it be
A fresh El Camino rollin' Kilo G
He rolled down his window and he started to say
It's all about makin' that GTA
'Cause tha boyz in tha hood are always hard
Ya come talkin' that trash we'll pull ya cord
Knowin' nothin' in life but tah be legit
Don't quote me boy 'cause I ain't said shit
(Straight up, straight up, straight up gangsta wrong nigga tah fuck wit
Straight up, straight up, straight up gangsta wrong nigga tah fuck wit)
Verse Two:
Dotomy's in tha place tah give me the pace
He said my man JD is on free-base
Tha boy JD was a friend of mine
Till I caught him in my car trying tah steal a alpine
I chase him up tha street tah call a truce
Tha silly cluckhead pulls out a deuce deuce
Little did he know I had a loaded 12 gauge
One sucka dead L.A. Times front page
(Punk, punk muthafuckaz like it ain't no thang,
Punk, punk muthafuckaz like it ain't no thang)
Verse Three:
Bored as fuck and I wanna get ill
So I went to a place where my homeboyz chill
Niggaz out there makin' that dolla'
I pulled up in my '64 Impala
They greet me wit a 40 and I start drinkin'
And from tha 8-ball my breath start stinkin'
Enough tah get my girl tah rock that body
Before I left I hit tha Bacardi
I went to her house tah get her out of the pad
Dumb hoe said something that made me mad
She said something that I couldn't believe
So I grabbed tha stupid bitch by her nappy-ass weave
She started talkin' shit what did ya know
Reached back like a pimp slapped tha hoe
Her father jumped up and he started tah shout
So I bombed on pops knocked his old ass out
(And if a brotha talks shit I give him a,
And if a brotha talks shit I give him a,
And if a brotha talks shit I give him a)
Verse Four:
Now I'm rollin' hard now under control
Them wrapped tha '64 around a telephone pole
I looked at my car and I said,""Oh brother!""
Thrown in the gutter and go buy another
Walkin' home and I see tha G-ride
Now Kat is drivin' Kilo on tha side
As they busted a U they got pulled over
A undercovered cop in a dark green Nova
Now Kat got beat for resisting arrest
He socked tha pig in tha head for rippin' his Guess
No"
9,Boyz-N-The-Hood (Remix),1988,Eazy-Duz-It (1988),Hip Hop,Eazy-E,"(Dr. Dre)
Hey yo man, remember that shit Eazy did a while back
Motherfuckers said it wasn't gonna work (word)
That crazy shit, yeah the stupid shit
Hey yo Eazy! (Yo)
Hey man why don't you come off the piano for a minute
And bust this crazy shit
(Eazy-E)
Woke up quick at about noon
Just thought that I had to be in Compton soon
I gotta get drunk before the day begin
Before my mother starts bitchin bout my friends
About to go and damn near went blind
Young niggaz at the pad throwin' up gang signs
Ran in the house and grabbed my clip
With the Mac-10 on the side of my hip
Bailed outside and pointed my weapon
Just as I thought, the fools kept steppin
Jumped in the fo' hit the juice on my ride
I got front back and side to side
Then I let the Alpine play
Bumpin new shit by NWA
It was ""Gangsta Gangsta"" at the top of the list
Then I played my own shit, it went somethin' like this:
Cruisin down the street in my six-fo'
Jockin the bitches, slappin the hos
Went to the park to get the scoop
Knuckleheads out there cold shootin some hoops
A car pulls up, who can it be?
A fresh El Camino rollin' Kilo G
He rolls down his window and he started to say
It's all about makin' that GTA
'Cause the boyz 'n' tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, 'cause I ain't said shit
(Eazy-E)
Down on B's in the place to give me the pace
He said my man JB is on freebase
The boy JB was a friend of mine
Till I caught him in my car tryin' to steal a Alpine
Chased him up the street to call a truce
The silly motherfucker pull out a deuce-deuce
Little did he know I had a loaded 12 gauge
One sucker dead, LA Times front page
'Cause the boyz 'n' tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, 'cause I ain't said shit
(Eazy-E)
Bored as hell and I wanna get ill
So I went to a spot where my homeboys chill
The fellows out there, makin' that dollar
I pulled up in my 6-4 Impala
They greet me with a 40 and I start drinkin'
And from the 8-ball my breath start stinkin
Love to get my girl, to rock that body
Before I left I hit the Bacardi
Went to her house to get her out of the pad
Dumb ho said something stupid that made me mad
She said somethin' that I couldn't believe
So I grabbed the stupid bitch by her nappy ass weave
She started talkin' shit, wouldn't you know?
Reached back like a pimp and slapped the ho
Her father jumped up and he started to shout
So I threw a right-cross and knocked his old ass out
'Cause the boyz 'n' tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, 'cause I ain't said shit
(Eazy-E)
I'm rollin' hard now I'm under control
Then wrapped the six-fo' around a telephone poll
I looked at my car and I said, ""Oh brother""
I throw it in the gutter and go buy another
Walkin' home and I see the G ride
Now Ket is drivin' Kilo on the side
As they busted a U, they got pulled over
An undercover cop in a dark green Nova
Ket got beaten for resistin arrest
He socked the pig in the head for rippin his Guess
Now G is caught for doin' the crime
For defence on the boy, he'll do some time
'Cause the boyz 'n' tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, 'cause I ain't said shit
(Eazy-E)
I went to get them out but there was no bail
The fellaz start to riot in the county jail
Two days later in municipal court
Kilo G on trial cold cut a fart
Disruption of a court, said the judge
On a six year sentence my man didn't budge
Bailiff came over to turn him in
Kilo G looked up and gave a grin
He yelled out ""FIRE!"", then came Suzi
The bitch came in with a sub-machine Uzi
Police shot the bitch but didn't hurt her
Both up state for attempted murder
'Cause the boyz 'n' tha hood are always hard
You come talkin' that trash we'll pull your card
Knowin' nothin' in life but to be legit
Don't quote me boy, 'cause I ain't said shit"
