,song,year,album,genre,artist,lyric
0,1st & 10,1999,Incognegro (1999),Hip Hop|Southern Hip Hop|Eurodance,Ludacris,"Click, click
Click, click
Yeah
Click, click
DTP nigga!
I started with ten mack tens
And ten clips and ten pens
Got ten times richer in the span of ten years
Bitch I'm ten times two on a scale of one to ten
I'll battle ten crews with the strength of ten men
At nine, I was into crime, sex, and drugs
Pushin' an '89 Box Chevy sittin' on dubs
Nine thugs all ski masks, black suited with gloves
Break the imprinted chest with at least nine slugs
Man I ate eight clips with eight chicks
Watching eight flicks
You's 8-6 if you ate pussy with fake lips
I figure eight when my mind goes in circles
DID I DO THAT or was it Mystikal and Urkel?
On to 7 Ak 47, so what?
I got seven hoes stoppin' by at seven to fuck
Then put seven in your chest seven days a week
And add a foot for good measure you'll be seven feet deep
It goes 10-9-8-7-6-5-4
3-2-murder 1 lyrics at your door
These DTP niggas come ready for war
So don't start the fucking game
If you won't settle the score
I got six hoes distributing on six blocks
It's blistering from cops tryna stop these rocks from distributing
Six gun shots left
One pint of Vodka before this pimp will hit
It's street justice, now it's six hole in your casket
Give me a high five and I'll put that nine lower than your esophagus
Then smack you so hard that you have to come with 2Pacalypse
Five stars, twenty rims, five cars
I'd add more but I had to subtract one from five bars
I got four forty-fours on a rip on the floor
For you niggas talkin' shit
I'm fixin' to show you what for
I did four months in the bing instead of a hearst
Now it's DTP for life, dog for better or worse
I fuck three best friends
Ran on all three the same game
In these streets I'm a murderer
I got three alias names
I'm three times insane
Three shots will cave your brain
On 3 fire and ready, cock back and aim
It goes 10-9-8-7-6-5-4
3-2-murder 1 lyrics at your door
These DTP niggas come ready for war
So don't start the fucking game
If you won't settle the score
I'm packing two twenty-twos and twice the ammunition
But at Friday the 13th
What's up now superstition?
I'm a two timer with a couple of twins
Double jeopardy
With a pair of two deuces in the two seater Benz
I got one motto get dough till you're gone
I got one main lady the rest of y'all is hoes
I'm numero uno with one more before I go
If you think I ain't the one bitch you too slow
And all you zero ass niggas ain't nothin' to me
Because I chop up O's, move dro', and chop keys
0-6 is my clique along with PC
Pretty Rick, Calil, V-Slim and Shondrez
It goes 1 to 10 and 10 to 1
Ludacris, Fake Feeze, and that nigga I-Twain
It goes 1 to 10 and 10 to 1
Ludacris, Fake Feeze, and that nigga I-Twain
It goes 10-9-8-7-6-5-4
3-2-murder 1 lyrics at your door
These DTP niggas come ready for war
So don't start the fucking game
If you won't settle the score"
1,1st & 10,2000,Back For The First Time (2000),Hip Hop|Southern Hip Hop|Eurodance,Ludacris,"Click, click
Click, click
Yeah
Click, click
DTP nigga!
I started with ten mack tens
And ten clips and ten pens
Got ten times richer in the span of ten years
Bitch I'm ten times two on a scale of one to ten
I'll battle ten crews with the strength of ten men
At nine, I was into crime, sex, and drugs
Pushin' an '89 Box Chevy sittin' on dubs
Nine thugs all ski masks, black suited with gloves
Break the imprinted chest with at least nine slugs
Man I ate eight clips with eight chicks
Watching eight flicks
You's 8-6 if you ate pussy with fake lips
I figure eight when my mind goes in circles
DID I DO THAT or was it Mystikal and Urkel?
On to 7 Ak 47, so what?
I got seven hoes stoppin' by at seven to fuck
Then put seven in your chest seven days a week
And add a foot for good measure you'll be seven feet deep
It goes 10-9-8-7-6-5-4
3-2-murder 1 lyrics at your door
These DTP niggas come ready for war
So don't start the fucking game
If you won't settle the score
I got six hoes distributing on six blocks
It's blistering from cops tryna stop these rocks from distributing
Six gun shots left
One pint of Vodka before this pimp will hit
It's street justice, now it's six hole in your casket
Give me a high five and I'll put that nine lower than your esophagus
Then smack you so hard that you have to come with 2Pacalypse
Five stars, twenty rims, five cars
I'd add more but I had to subtract one from five bars
I got four forty-fours on a rip on the floor
For you niggas talkin' shit
I'm fixin' to show you what for
I did four months in the bing instead of a hearst
Now it's DTP for life, dog for better or worse
I fuck three best friends
Ran on all three the same game
In these streets I'm a murderer
I got three alias names
I'm three times insane
Three shots will cave your brain
On 3 fire and ready, cock back and aim
It goes 10-9-8-7-6-5-4
3-2-murder 1 lyrics at your door
These DTP niggas come ready for war
So don't start the fucking game
If you won't settle the score
I'm packing two twenty-twos and twice the ammunition
But at Friday the 13th
What's up now superstition?
I'm a two timer with a couple of twins
Double jeopardy
With a pair of two deuces in the two seater Benz
I got one motto get dough till you're gone
I got one main lady the rest of y'all is hoes
I'm numero uno with one more before I go
If you think I ain't the one bitch you too slow
And all you zero ass niggas ain't nothin' to me
Because I chop up O's, move dro', and chop keys
0-6 is my clique along with PC
Pretty Rick, Calil, V-Slim and Shondrez
It goes 1 to 10 and 10 to 1
Ludacris, Fake Feeze, and that nigga I-Twain
It goes 1 to 10 and 10 to 1
Ludacris, Fake Feeze, and that nigga I-Twain
It goes 10-9-8-7-6-5-4
3-2-murder 1 lyrics at your door
These DTP niggas come ready for war
So don't start the fucking game
If you won't settle the score"
2,9 Times Out Of 10,2013,#IDGAF (2013),Hip Hop|Southern Hip Hop|Eurodance,Ludacris,"9 time out of 10 I'm probably fuckin' with some hoes
At the strip club playin' Eenie Meenie Miney Mo
Walk in side the booty club, I'm pickin' any one I want
9 times out of 10 I'm probably fuckin' with some hoes
9 time out of 10 I'm probably fuckin' with some hoes
At the strip club playing Eenie Meenie Miney Mo
Walk in side the booty club, I'm pickin' any one I want
9 times out of 10 I'm probably fucking with some hoes
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Luda!
50 thousand hangin' from my earlobe
With a bank account that most niggas would kill for
Stupid retarded crib, and all my whips clean
Rockin' some Jays that don't come out till 2015
I'm moonwalking bitch,
Yeah, I'm Michael Jackson thriller fresh
Slipped inside the mirror, saw a pimp nigga in the flesh
Spray some Polo cologne, to match my Polo socks
Now Coke bottle bitches, make your soda pop
And drop it like I ain't ever seen you drop it before ho
Drop it for a legend or this DTP logo
Drop it for a little free marketing and promo
And let me Instagram this photo
9 time out of 10 I'm probably fuckin' with some hoes
At the strip club playing Eenie Meenie Miney Mo
Walk in side the booty club, I'm pickin' any one I want
9 times out of 10 I'm probably fucking with some hoes
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Scrolling through my Ho-lledex
Eenie Meenie Miney Mo, let's see what ho is next
So many to choose from, I can't make up my mind
But whoever I pick better get up on the dick
Real quick, don't waste my time
'Cause I got shit to do, so I'm just bout to smash
Soon as I'm through with you, back to countin' this cash
I'm hung low to all these women, I'm their antidote
And when they on my dick look like they riding a banana boat
But on they period, I don't want them mislead
So it's a sign by my bed that say ""No turn on red""
Treating women like spades, I'm so unstoppable
Just tying to leave the club with 'bout 3 and I'm possible
9 time out of 10 I'm probably fuckin' with some hoes
At the strip club playing Eenie Meenie Miney Mo
Walk in side the booty club, I'm pickin' any one I want
9 times out of 10 I'm probably fucking with some hoes
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Coke Boys in the house, that cost a house
Disturbing the peace, smoking that loud
Throw up 50 like nothin'
Cause bitch I'm worth 20 Ms
Brick throwing got your bitch jumping like Sean Penn
Got a neck full of gold, fresh out the 'lympics
Stack never fold, pussy clap on the pole
Louis tax counting mills, Louis on that field
Coming fresh out the corner, now he on that hill
With your bitch blowing smoke nigga
I ain't gang banging, but Luda that's my folk nigga
9 times out of ten, house money I spend
Take your bitch and her friends
9 time out of 10 I'm probably fuckin' with some hoes
At the strip club playing Eenie Meenie Miney Mo
Walk in side the booty club, I'm pickin' any one I want
9 times out of 10 I'm probably fucking with some hoes
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo
Eenie Meenie Miney Mo, Eenie Meenie Miney Mo"
3,Act A Fool,2003,Chicken-N-Beer (2003),Hip Hop|Southern Hip Hop|Eurodance,Ludacris,"Drop
Drop
I'm too fast for y'all, man
Drop
Drop
Ho,
I'm to fast for y'all
Aw, you just came home from doing a bid
Tell me what you gonna do?
Act a fool
Somebody broke in and cleaned out your crib
Boy whatcha gonna do?
Act a fool
Just bought a new pair and they scuffed your shoes
Tell me what you gonna do?
Act a fool
Now them cops tryna throw you in them county blues
Boy whatcha gonna do?
Act a fool
Talkin' about gats, traps, cops, and robbers
It's 911 please call the doctor
Evacuate the building and trick the pigs
Since everybody wanna piece of me, we gon' split ya wigs
See some fools slipped up and over-stepped their boundaries
You about to catch a cold, stay the fuck from around me
Ya peeps talkin' 'bout what kinds of shits he on
You dissapear like poof bitch be gone
You think you 12 gon' catch me, gimmie a break
I'm super-charged with the hide-away license plate
It seems they wanna finger print me and gimmie some years
They'll only get one finger while I'm shifting gears
I got suede on my roof, wood grain on the dash
Sheep skin on the rug, golden grain on the stash
Hydraulics all around so I shake the ride
We go front, back and side to side
Some punk just tripped up and made you spill your drink
Tell me what you gonna do?
Act a fool
Now your car just stopped on a empty tank
Boy whatcha gonna do?
Act a fool
If you got late bills and you lost your job
Tell me what you gonna do?
Act a fool
If you about to get drunk and you ready to mob
Boy whatcha gonna do?
Act a fool
Let's take it to the street cause I'm ready to cruise
Just bought me and my cars all some brand new shoes
And the people just stare so I love to park it
And I just put a computer in the glove compartment
With my pedal to the floor, radar in the grill
TV in the middle of my steering wheel
It's my car's birthday so we blowin' them candles
More speakers in my trunk than my ride can handle
Got my name in the headrest, read it and weep
NOS tank in the back, camel hair on the seat
And when I roll up to da club, I get all the affection
Cause the women love the paint and they can see their reflection
I'm about to take off, fuck what you heard
Because my side mirrors flap like a fuckin' bird
And for the fools, we gon' clock one and we'll pop one
Cause my folk ridin' shotgun with a shotgun
You just got hustled for a wad of cash
Man whatcha gonna do?
Act a fool
Now your friends just smoked up your brand new stash
Say whatcha gonna do?
Act a fool
Now them girls up the block still running their mouth
Boy whatcha gonna do?
Act a fool
If anybody talk bad about the Dirty South
Tell me what I'm gonna do?
Act a fool
I got my eyes wide shut and my trunk wide open
Did donuts last week and the street still smokin'
See, I'm off that anti-freeze and my car is tipsy
On the off ramp doin' about 150
Rollin' through East Pernium, on way to Ben Hill
Slide a 5 to the junkie to clean my windshield
Got the whole crew ridin' and we startin' some shit
I even got a trailer hitched with the barbeque pit
And now all you wanna do is get drunk and pout
Plus your new name is Fire cause we stomped you out
And yeah, we blow trees and bees, that's fantastic
So girls hold ya weaves while I'm weaving through traffic
I kicked to fifth gear and teared the road apart
You'll be like Lil' John Q and get a change of heart
It's one mission, two clips and some triple beams
I'm about to blow this whole shit up to smithereens
The pot holes in the street just bentcha rims
Tell me whatcha gonna do?
Act a fool
Man, that ain't sticky, that's just sticks and stems
Boy whatcha gonna do?
Act a fool
Catch a man with another bitch up in ya bed
Ladies whatcha gonna do?
Act a fool
If the bottles all gone and your eyes are red
Boy whatcha gonna do?
Act a fool
Act a fool
Act a fool
Whoo
Act a fool
Whoo"
4,And Starring...,2008,The Preview (2008),Hip Hop|Southern Hip Hop|Eurodance,Ludacris,"DJ Drama:
What's the deal, niggas?
This is DJ Drama
We gotta present The Preview
The mixtape here
We gotta starring...
*Chair falls down*
DJ Drama: What the fuck...?
Ludacris: Yo
DJ Drama: What...?
Ludacris: Yo, fuck you bitch
*Scotch they sticks on*
Ludacris: Yo, get the fuck outta here
DJ Drama: MMMM...
Ludacris: Shut the fuck up
DJ Drama: MMM-MMMM...
Ludacris: Fuck that bullshit, man...
DJ Drama: MMMMM-MMM...
Ludacris: Fuck that shit, man, it's fucked up
DJ Drama: MMMMM-MM-MMM...
Ludacris: Yo, fuck you and that niggas
DJ Drama: MMM-MMMM-MMM...
Ludacris: Get the fuck off to me
DJ Drama: MMMM-MMM-MMM-MMM...
Ludacris: Yo, don't fuck me again
DJ Drama: MMMMM-MMM-MMMM...
Ludacris: Fuck this niggas...
DJ Drama: MMMM-MMMM-MMMMM...
Ludacris: Fuck you!
DJ Drama: MMM-MMMM-MMMM-MMMMM...
Ludacris: I can get a fuck to you
DJ Drama: MMMMMM-MMM-MMMMM...
Ludacris: Fuck that ended shit
DJ Drama: MMMM-MMM-MMMM...
Ludacris: Get fuck off to me, it's out
DJ Drama: MMM-MMMM-MMMMMM...
Ludacris (DJ Drama mmming):
Yo (MMM-MMMM...)
This is Luda
And I gotta present my preview to my shit
""Theater of my mind""
The 1st track of my mixtape
That's called ""Still spittin"", bitch (echoes out)"
5,Area Codes,2001,Word Of Mouf (2001),Hip Hop|Southern Hip Hop|Eurodance,Ludacris,"(Nate Dogg)
I've got hoes
I've got hoes, in different area codes (area, area codes... codes)
Hoes, hoes, in different area codes (area, area codes... codes)
(Ludacris)
Now you thought I was a 7-7-0 and 4-0-4
I'm worldwide bitch, act like y'all don't know
It's the abominable hoe-man
Globe-trot international postman
Neighbor-dick dope man!
7-1-8's, 2-0-2's
I send small cities and states IOUs
9-0-1, matter fact 3-0-5
I'll jump off the G-4, we can meet outside!
So control your hormones and keep your drawers on
Till I close the door and I'm jumping your bones
3-1-2s, 3-1-3s, 2-1-5, 8-0-3s
Ah, read your whore-oscope and eat your whore d'oeuvres
10 on Pump 1, these hoes is self-serve
7-5-7, 4-1-0 my cell phone just overloads.
(Nate Dogg)
I've got hoes
I've got hoes, in different area codes (area, area codes... codes)
Hoes, hoes, in different area codes (area, area codes... codes)
(Ludacris)
Now every day is a hoe-liday,
So stop the violence and put the 4-4 away,
Skeet shoot a hoe today.
5-0-4, 9-7-2
7-1-3 watcha gon' do?
You checkin' up the scene, I'm checkin' a hoe tonight
With perpendicular vehicular homicide
3-1-4, 2-0-1
Too much green, too much fun
I bang cock in Bangkok
Can't stop, I turn and hit the same spot
Think not, I'm the thrilla in Manilla,
Schlong in Hong Kong
Pimp 'em like Bishop Magic Don Juan.
Man, after Henny with a coke and a smile
I just pick up the motherfuckin' phone and dial
I got my condoms in a big ass sack
I'm slingin' this dick like a New Jack, bi-atch!
(Nate Dogg)
Is it 'cause they like my gangsta walk? (Gansta walk)
Is it 'cause they like my gangsta talk? (Gangsta talk)
Is it 'cause they like my handsome face? (Handsome face)
Is it 'cause they like my gangsta ways? (Gansta ways, ooh)
Whatever it is?
They love it and they just won't let me be.
I handle my biz!
Don't rush me, just relax and let me be free.
Whenever I call?
Come running 2-1-2 and 2-1-3.
You know that I ball!
Stop frontin' or I call my substitute freaks.
I've got hoes
I've got hoes, in different area codes (area, area codes... codes)
Hoes, hoes, in different area codes (area, area codes... codes)
(Ludacris)
9-1-6, 4-1-5, 7-0-4
Shout out to the 2-0-6
Everybody in the 8-0-8
2-1-6, 7-0-2, 4-1-4
3-1-7, 2-1-4, 2-8-1
3-3-4, 2-0-5, I see ya
3-1-8, 6-0-1, 2-0-3
8-0-4, 4-0-2, 3-0-1
9-0-4, 4-0-7, 8-5-0
7-0-8, 5-0-2, hoes in different area codes
Know that, southern hoe-spitality, northern ex-hoe-sure..."
6,B.O.T.S. Radio,2010,Battle of the Sexes (2010),Hip Hop|Southern Hip Hop|Eurodance,Ludacris,"Awww yeah, welcome back to ""Battle of the Sexes Radio""
Where it is 12:45 in the A.M. and Disturbing Tha Peace is our in-studio guest
Our hotline is lit the fuck up with people with relationship issues
Caller #1, you're on the air
Yeah man, y'all tell me if I'm crazy cause this girl in here trippin'
Y'knowmsayin? I'm a real man, I take care of home
I take care of my kids, I'll pay all my bills
I mean I ain't gon' lie, I may check a lil' female from time to time on the side
Y'knowmtalkinbout, but what man don't? So how can I break this down to her?
Ludacris, how do you feel about this particular situation?
(Ludacris)
Yeah, get your money right ladies, learn to sign your own checks
But don't call me after midnight, unless we havin' sex
Don't ever assume nothin', a man gon' be a man
A groupie gon' be a groupie, a fan gon' be a fan
These tricks gon' keep trickin so hustlers gon' keep hustlin
Long as there's new coochie then dogs gon' keep fuckin'
So don't be all up in my phone replyin to women's pages
I thought your momma told you you should NEVER talk to strangers!
Don't ever ask no questions that you really don't want the answers to
Stop poppin' off at the mouth or like Nino Brown I'll have to cancel you
Handle you, stop the ride, leave you on the avenue
Half of you, always seem to want some nigga to pamper you
And that'll do for him but not for me, I'll probably baffle you
And if he wants to act a fool I'll show him what the gat'll do
Run along, go find somebody to snitch or go chit-chatter to
Then your name will follow with ""Ay! Whatever happened to..?""
(Exactly, that's just what she need to hear)
You damn right playa, aight thank you for callin man
Next caller
Yeah I hear you but let's talk about the fake-ass brothers
With the 24's but can't pay the note on they lease
And my nigga with his iced-out chain
But I can't get him to pay his damn child support
That's why we makin' mo' money, ownin our own property and ride just as nice
So now, I guess if we want to, we can bail y'all too now, huh?
Interesting, Shawnna you wanna speak on this one?
(Shawnna)
Uh, yo, get your mind right niggaz get a bitch that can keep up wit'chu
I'm tired of thinkin' to myself why in the hell did I ever fuck wit'chu
I'm stuck wit'chu, sick of yo' childish games and all the stuff you do
I'll probably mention yo' name but true to the game I've had enough of you
I've seen yo' type befo', throwin' yo' funds all over the flo'
He flashin his chains and flashin his dough, he drinkin' the fifths and drinkin' the Mo'
But what you don't know this nigga broke, he can't even afford to smoke
And back in the hood all the hustlers and G's know he's a joke
That's why I cheat a nigga, just when he eat it I tell him beat it nigga
Real bitches true to the game, that's how you G a nigga
D.T.P. stay in the zone like we on PCP
Chrome on the SS, Shawnna blow there recently
Y'all niggaz ain't on my level, I do it so hood
Pineapple and Belve', we feelin' so good
Lightning is so wood, I get my own stack
That's why I leave him 200 and never call back
(That's right Shawnna, pussy rule the world!)
Yes it does, next caller what's up?
Man what's up, this is Marcus
I wanna know do y'all got somebody to talk to these triflin-ass women?
Like me, I'm a good man, but all these good men get treated like shit!
All friends callin at 3:30 in the mornin
Marcus don't wanna talk about no numbers
Marcus wanna talk about that ass, and I ain't havin' it!
Y'all got somebody to talk to these women?
'Cause they need to be TAUGHT!
I-20 you better talk to 'em!
(I-20)
Yo, get your money right ladies, tell the man to get gone
But you don't you show up to my crib with your period on
This is lesson one baby, listen, how should I begin?
Um, ain't no such thing as a plutonic friend
You're lying to yourself if you don't think you want mo'
So don't you call me insecure when he show up at your do'
You all claim to have substance, self-respect and some class
But half naked in the club and steady shakin yo' ass
Screamin I ain't done enough to touch you under your skirt
But who the hell are you to tell me what my money is worth?
I run the streets, and you trippin' I don't make you feel safe
I stay at home and you complainin that I think we need space
I'm not sayin' that it's fair but it's the way that it is
Ain't no nigga tryin' to marry you with four or five kids
It may sound a little harsh but it's straight from the heart
A nigga didn't write the scripts so I'm just doin' my part, yeah
(Preach my brother, preach! I hope you women out there heard that!)
And you better believe they did, it's millions of people listening
But that's our show for this evening ladies and gentlemen
I gotta go get a piece of ass my damn self, all right? (c'mon baby)
Check us same time, same place tomorrow
""Battle of the Sexes Radio"" signing off
Good niiiiight"
7,Bada Boom,2011,1.21 Gigawatts: Back To The First Time (2011),Hip Hop|Southern Hip Hop|Eurodance,Ludacris,"Big Bada boom, Luda's in this bitch
Pussy niggas clear the room
I came through the door, I said it before
I'm the truth in this bitch and you niggas all hoes
Counterfeit rappers say I'm stealing their flows,
But I can't steal what you never made up bitch
Y'all some duplicate rap cloning niggas
I manufacture you hoes put on your makeup Bitch
Let me explain, nothing's been new since Big Daddy Kane
Flows will get recycled passed around to different names
But what's the same, that every verse I spit is insane
Got more styles than any rapper in the game, 11 years and still counting
And y'all get a couple hit records, make some noise and have the nerve to start shouting
Who's gassing 'em, they blowing smoke up your ass, you fired up but I'm just puff puff passin' 'em
Until they roaches, buried in my ashtray
Nigga burn slow, better pray like it's your last day
You lying to yourself, just admit it
May not like the way I use it but you know you ain't invent it boy
Do your research before you make a claim so bogus
That's disrespecting pioneers in the game
Fuck the fame but go ahead and get ya 5 minutes
Then you front line cadets can report to your lieutenants (sir, yes sir)
See I'm ya past, I'm ya future and ya present
So watch ya fucking mouth when you speak about a legend
16 times platinum, 6 number 1′s
So I can give a fuck what you sold in ya first week
You's weak, softer than the Pillsbury dough boy
Don't make me expose the truth, you's a hoe boy
Don't make me get on that Stomp shit and get back at it
You rappers ain't even in my fucking tax bracket
Why am I wasting my time
Yeah I admit I get a little Ludacris with my rhymes, sometimes
But my fans know the difference because ""My Chick Bad"" went platinum still winning muthafucka
The nerve of you niggas man, you ain't got enough medals on your jacket to address me boy
Fall back in formation, y'all outta line
I was told not to kill a mosquito with a cannon
So the next time you nats got a real problem
Don't be a coward like a nigga that used to be signed to be going on twitter rants and shit
Nigga say it to my face"
8,Beast Mode,2015,Ludaversal (2015),Hip Hop|Southern Hip Hop|Eurodance,Ludacris,"Uh, mic check 1-2 (Go get 'em)
Listen close, nigga, yeah
Uh, if rappers want it, they can get it
Flow tighter than four fat bitches sittin' in a Civic
My flows are unimaginable, Hannibal Lecter shit
Eatin' emcees for breakfast, bitch
Since I was born to touch the mic
The first time it's been a problem
Your life was a mistake
Your pops should've wore a condom
You niggas think you hard
I think you better come harder (Go hard)
I leave rappers confused like will.i.am barber
Ah, fuckin' with Luda's not a great look
A verse'll make your fans unfriend you on Facebook
Click, my styles are goin' into labor
So if stars won a war, I made daddy like Darth Vader
And since I'm always high, it's kind of hard to overlook me
For over a hundred stacks, it's kind of hard to overbook me
And a whole 'nother house for my cars is on my checklist
'Cause to fit 'em in one garage is like a nigga playin' Tetris
But they say patience is a virtue
'Cause I got your bitch stayin' out way past her curfew
Guess I was a thief that got away with these words
Slangin' chickens out my whip like I been playin' Angry Birds
In a black Rolls Royce, Dark Knight like Batman
Everywhere you turn, the Ghost follows like Pac-Man
And I sleep with the John Dillinger
And always keep an eye half-open like Forest Whitaker
No, you boys ain't ready for combat
Be more worried if I renew my Def Jam contract
What path is he on? Opponents, I laugh and be gone
They handin' in the towels like they work in Bed, Bath & Beyond
But in the midst of all the melee
Y'all niggas just bitches with dicks like Sheneneh
Your rap styles are phony, your lines are just dead
And I be on them lines like a nigga just played
Guess I'm tryin' to say I'm advanced, you intermediate
You wouldn't know the real me if your bitch Wikipedia'd it
Just know that I never tried to be hard
Probably 'cause Mr. Glock 40's my security guard
You'll get chopped like judo
Gangs in my hood make you reverse
And change your color like the block's playin' Uno
And, yes, some of my friends is still sellin' them drugs
But I just say they Weight Watchers like Jennifer Hud
They show me love
That's why I'll always stay reppin' until the death of me
Rappers talk shit, but ain't nobody ever stepped to me
I hereby command all my fans' to inject it
Overdose on Red Bull in your veins if you ever slept on me
Yeah, my mind is sharper than a guillotine
All the nines extended from the knuckles of Wolverine
Not a X-Man, but, man, I got that X
I'm on my hardest, switch labels, but I still get a cheque
The more albums they sell, the more we all win
And I can be seen in thirty rocks like Alec Baldwin
Or watchin' CBS in a Cadillac DTS
I plan to reach the world, man, your plan is MetroPCS
I changed my music up 'cause I was gettin' bored
You may not like the way I shoot, but my points go on the board
My name still engrained and these books will be the outcome
And this one verse is harder than a lot of niggas' albums
Peace, fuck out of here, rewind that shit
Ha-ha-ha, Luda, ain't shit changed"
9,Black Man's Struggle,2003,Chicken-N-Beer (2003),Hip Hop|Southern Hip Hop|Eurodance,Ludacris,"[Ludacris] And now brothas and sistas
We present the black man's struggle...
(Straining groans and moans followed up with
Farting sounds a splash and a toilet flushing)"
