,song,year,album,genre,artist,lyric
0,"$100 Bill, Y'all",2008,Raw Footage (2008),,Ice Cube,"Get numbers, get names
Thick dames
Headhunters get brains
Big thangs
Give niggas shitstains
The shit, man
And don't you forget, man.
We be
The best of CG
Greedy
Abduct the PD
See me?
Nigga, not in 3D.
Be me?
Hah, it's not easy.
I'm breezy
And off the Heezy
Me and my woman's like George and Wheezy
Movin' on up, niggas use to tease me
See me on top
It makes you queasy.
Sick with it
Bitch, I'm Bruce Lee
Seduce me
You're nice and juicy
In the parking lot, I gots to get mine
Why the fuck we goin' in when there's bitches in line?
I spend my time watchin' bitches' behinds
Thinkin' bad shit in the back of my mind
I bump and grind with nothing less than a dime
Making movie money, you still investin' in rhymes.
And I'm in this bitch
With a hundred dollar bill, y'all
About to spend this bitch
I'm in this bitch
I got a hundred dollar bill, y'all
About to spend this bitch
I'm in this bitch
Who got a hundred dollar bill, y'all?
About to spend this bitch
I'm in this bitch
I got a hundred dollar bill, y'all
About to spend this bitch.
I'm in here
Got all you freaks lookin'
When we walk by, pussy start cookin'
Rookies start tookin'
Get your ass up, V.I.P. section's gettin' tooken
Might dance, might not
Might spend enough
Cool as hell, but still pipin' hot
Soon as I find a spot
All my people gather 'round
The nigga with the shiny watch--me
Ice Cube, motherfucker
Next to me, you a test tube motherfucker
We kinda rude, motherfucker
Get too close and bucka! Bucka! Bucka!
Don't want no problems, y'all
Fuck around, I'll pull out the problem-solv'
And watch E pills dissolve
Nine times out of ten, you hoes involved.
Get numbers, get names
Thick dames
Headhunters get brains
Big thangs
Give niggas shitstains
The shit, man
And don't you forget, man.
Security pat downs
I'm a star, motherfucker
I been put' the gat down
I been put' the mack down
But check the people that I'm with
'Cause they'll lay you flat down
And they'll do it right now
Yeah, you scared of the phone numbers that a nigga might dial
Club-hop, car shows, picnics
Big cars, big jewels, big dicks
Rush doors
Or gotta hop the fence
Blow this door
Gotta blow my rent
Gotta show my ass, then go repent
Gotta call in sick
And tell 'em where I went."
1,$100 Dollar Bill Ya'll,2001,Greatest Hits (2001),,Ice Cube,"Get numbers, get names
Thick dames
Headhunters get brains
Big thangs
Give niggas shitstains
The shit, man
And don't you forget, man.
We be
The best of CG
Greedy
Abduct the PD
See me?
Nigga, not in 3D.
Be me?
Hah, it's not easy.
I'm breezy
And off the Heezy
Me and my woman's like George and Wheezy
Movin' on up, niggas use to tease me
See me on top
It makes you queasy.
Sick with it
Bitch, I'm Bruce Lee
Seduce me
You're nice and juicy
In the parking lot, I gots to get mine
Why the fuck we goin' in when there's bitches in line?
I spend my time watchin' bitches' behinds
Thinkin' bad shit in the back of my mind
I bump and grind with nothing less than a dime
Making movie money, you still investin' in rhymes.
And I'm in this bitch
With a hundred dollar bill, y'all
About to spend this bitch
I'm in this bitch
I got a hundred dollar bill, y'all
About to spend this bitch
I'm in this bitch
Who got a hundred dollar bill, y'all?
About to spend this bitch
I'm in this bitch
I got a hundred dollar bill, y'all
About to spend this bitch.
I'm in here
Got all you freaks lookin'
When we walk by, pussy start cookin'
Rookies start tookin'
Get your ass up, V.I.P. section's gettin' tooken
Might dance, might not
Might spend enough
Cool as hell, but still pipin' hot
Soon as I find a spot
All my people gather 'round
The nigga with the shiny watch--me
Ice Cube, motherfucker
Next to me, you a test tube motherfucker
We kinda rude, motherfucker
Get too close and bucka! Bucka! Bucka!
Don't want no problems, y'all
Fuck around, I'll pull out the problem-solv'
And watch E pills dissolve
Nine times out of ten, you hoes involved.
Get numbers, get names
Thick dames
Headhunters get brains
Big thangs
Give niggas shitstains
The shit, man
And don't you forget, man.
Security pat downs
I'm a star, motherfucker
I been put' the gat down
I been put' the mack down
But check the people that I'm with
'Cause they'll lay you flat down
And they'll do it right now
Yeah, you scared of the phone numbers that a nigga might dial
Club-hop, car shows, picnics
Big cars, big jewels, big dicks
Rush doors
Or gotta hop the fence
Blow this door
Gotta blow my rent
Gotta show my ass, then go repent
Gotta call in sick
And tell 'em where I went."
2,$100 Dollar Bill Ya'll,2007,In the Movies (2007),,Ice Cube,"Get numbers, get names
Thick dames
Headhunters get brains
Big thangs
Give niggas shitstains
The shit, man
And don't you forget, man.
We be
The best of CG
Greedy
Abduct the PD
See me?
Nigga, not in 3D.
Be me?
Hah, it's not easy.
I'm breezy
And off the Heezy
Me and my woman's like George and Wheezy
Movin' on up, niggas use to tease me
See me on top
It makes you queasy.
Sick with it
Bitch, I'm Bruce Lee
Seduce me
You're nice and juicy
In the parking lot, I gots to get mine
Why the fuck we goin' in when there's bitches in line?
I spend my time watchin' bitches' behinds
Thinkin' bad shit in the back of my mind
I bump and grind with nothing less than a dime
Making movie money, you still investin' in rhymes.
And I'm in this bitch
With a hundred dollar bill, y'all
About to spend this bitch
I'm in this bitch
I got a hundred dollar bill, y'all
About to spend this bitch
I'm in this bitch
Who got a hundred dollar bill, y'all?
About to spend this bitch
I'm in this bitch
I got a hundred dollar bill, y'all
About to spend this bitch.
I'm in here
Got all you freaks lookin'
When we walk by, pussy start cookin'
Rookies start tookin'
Get your ass up, V.I.P. section's gettin' tooken
Might dance, might not
Might spend enough
Cool as hell, but still pipin' hot
Soon as I find a spot
All my people gather 'round
The nigga with the shiny watch--me
Ice Cube, motherfucker
Next to me, you a test tube motherfucker
We kinda rude, motherfucker
Get too close and bucka! Bucka! Bucka!
Don't want no problems, y'all
Fuck around, I'll pull out the problem-solv'
And watch E pills dissolve
Nine times out of ten, you hoes involved.
Get numbers, get names
Thick dames
Headhunters get brains
Big thangs
Give niggas shitstains
The shit, man
And don't you forget, man.
Security pat downs
I'm a star, motherfucker
I been put' the gat down
I been put' the mack down
But check the people that I'm with
'Cause they'll lay you flat down
And they'll do it right now
Yeah, you scared of the phone numbers that a nigga might dial
Club-hop, car shows, picnics
Big cars, big jewels, big dicks
Rush doors
Or gotta hop the fence
Blow this door
Gotta blow my rent
Gotta show my ass, then go repent
Gotta call in sick
And tell 'em where I went."
3,2 Decades Ago (insert),2006,"Laugh Now, Cry Later (2006)",,Ice Cube,"Nearly 2 Decades Ago
Ice Cube
Well I think that Ice Cube I think uh...
West Coast to the fools
Big ass W."
4,2 n the Morning,1994,Bootlegs & B-Sides (1994),,Ice Cube,"""Yeah this is a story of a famous dog
Of a dog that chases it's tail, will be dizzy""
(Ice Cube)
Met her snake ass at a barbecue bash
She had a lot of ass and a twenty dollar stash
... Of some of that superb 'erb
She said, ""I got the chronic, so fuck whatcha heard""
""Ice Cube do you wanna hit this?
This shit is hype, sho' you right""
Soon as she passed me the J and a lighter
Me and this hoodrat bitch got tighter
Talkin' all day on the blanket (so whassup?)
With her ass jacked up, beggin me to spank it
Lookin' like a host from the Barbary coast
Nigga don't wanna get burnt like toast
Whassup wit deez nuts in ya me-outh
Aight everybody... c'mon we out
Took her to the six dollar hole in the wall
And I like how she's holdin' the balls
Gobble gobble, from the incision
Stuff that bitch and it ain't Thanksgiving
Didn't even have to fuck all night long
Take me home, damn it's on
Jumped out the cover, snatched off the rubber
Met the hoe's mother - yo whassup?
Got the seven digits and I'm gone'n
That's the kinda bitch you can call at 2 n the morning
Chorus: Ice Cube
Not just knee deep, she was O.G. deep
When she did the freak with me
Not just knee deep, she was O.G. deep
When she did the freak with me
""Yeah this is a story of a famous dog
Of a dog that chases it's tail, will be dizzy""
(Ice Cube)
I bumped this hoe on the danceflo'
Where you wanna go? She said, ""I don't know""
I thought I had a treat in the passenger seat
Now her ass wanna get somethin' to eat
From where? She said, ""Denny's I figure""
I said hell naw 'cause they don't like niggaz
Let's go to my house and order Domino's
And maybe I can get the bitch out her clothes
Got to the panties, her ass started fightin
And I'm thinkin' bout my dog Mike Tyson
Took her ass home, all alone (ring ring)
Whoa-oh, there go the phone
Ay whatcha doin'? ""Nothin""
Then what about screwin?
Now I'm fuckin' and I'm yawnin (*YAWN*) yup
But thank God for the bitch
That'll come/cum at 2 n the morning
(Ice Cube)
You the kind of girl to eat a dick up raw
And drink a 40 through a straw
And I love ya, 'cause you're down to get dug
And your man don't know you're gettin' fucked by a thug
You a woman that's true (that's right)
Doin' what the fuck you wanna do
And it's cool, cause you got a purse full of rubbers
And I'm a friend of your brother's (yup)
So jump your freaky ass in your Hyundai
I got a room at the Omni
Nothin' tricky, no you ain't picky
Whassup Nikki? Down for a quickie
Get your lil' dickie and your Mickey and you're straight
And gotta be at work by 8
Called you last night, you wasn't home and
Damn - it's half past 2 n the morning
""Yeah this is a story of a famous dog
Of a dog that chases it's tail, will be dizzy""
[Girl] Hello?
[Cube] Yo whassup this Cube, whatchu doin'?
[Girl] I'm asleep
[Cube] Asleep? Get yer ass up and come over here
[Girl] Want me to drive way over there?
[Cube] Yeah, come on through and shit, y'know, it's about 2
[Girl] All right, here I come..."
5,24 Mo' Hours,2000,War & Peace Vol. 2: The Peace Disc (2000),,Ice Cube,"(Ice Cube)
Put the whoop on 'em (Ice Cube, a.k.a. Don Mega)
Put the whoop on 'em (a.k.a. Poppa Don)
Put the whoop on 'em (a.k.a. the Big Fish)
Put the whoop on 'em (a.k.a. Brainiac)
Keep it gangsta y'all, Keep it gangsta (uh huh)
Keep it gangsta y'all, Keep it gangsta (Keep it gangsta)
Keep it gangsta y'all, Keep it gangsta (all my life)
Keep it gangsta y'all, Keep it gangsta (all my life)
(Verse one) {:21}
Everyting is real on this concrete and steel
Niggas peel your cap for a happy meal
I got to deal with this ball of confusion, world of illusions
We ain't losin' playa (never), weez winnin'
Playin' every night when we sendin' paper chasing, grinin'
While you still chasin' women 'round tables no lieutenants
Use your own man grown, (hook it up)
It's Ice Cube and the family stone
Breakin' bread every night in L.A.
And I pray, for one more day that's unate (check it)
It's 90 degrees no enemies in sight
Even the Don gotta fall to his knees every night
Can I get 24 more hours (can I get get)
Without dealin' with these killers and these cowards (can I can can)
I don't wanna loose, all I wanna do is win
I fucked up today, can I try it again?
(Verse two) {1:03}
I'm lovin' every breath like a cold sip of soda
While I'm bankin' down these back streets, thanks for lookin' over
Damn sure nice to know ya, fuck a four leaf clover
And thanks for this range rover
We gets down with this underground gangsta shit
Politians and parents, always havin' a fit
Everybody wanna know ""who you with?"" ""where you from?""
Why you lookin' at me dumb?
Here's a bullet 'cause you number one
Nobody knows, the fate of a platinum rap star (nobody knows)
We gotta wait until tomorrow
(Yeah yeah)
And I'm a nigga like you (yeah yeah)
You know I got the bar
Can I get 24 more hours (can I get get)
Without dealin' with these killers and these cowards (can I can can)
I don't wanna loose, all I wanna do is win
I fucked up today, can I try it again?
Put the whoop on 'em (look to allah)
Put the whoop on 'em (pray to your god)
Put the whoop on 'em (I look to allah)
Put the whoop on 'em (pray to your god)
(Verse three) {1:54}
Mister prosperity, these niggas wanna bury me
Your bitch wanna mary me
Rollin' more than a cherokee
Don't, I drive what I want, and what I ain't drivin' I don't want
Let it be known (let it be known)
Permits hit the conk in the reagal
But weez legal niggas dollars got bald eagles nigga
You can't undermine Mister Grime
You rappin' 'bout the same shit I rapped about in '89
Tryin' to be the new fien (d) (never), with raps complex
They love you one minute and they hate you the next
Push my lex through the California sunshine
Look back on my life and say ""damn I done done fine""
(Damn) (I done done fine) (uh)
Mister Ice Cube, I'm always on the grime
(Always, always)
The Don Mega Mega Don, Don Mega Mega Don
Can I get 24 more hours (can I get get)
Without dealin' with these killers and these cowards (can I can can)
I don't wanna loose, all I wanna do is win
I fucked up today, can I try it again?
Keep it gangsta y'all, Keep it gangsta (keep it gangsta)
Keep it gangsta y'all, Keep it gangsta (everybody)
Keep it gangsta y'all, Keep it gangsta (Keep it gangsta)
Keep it gangsta y'all, Keep it gangsta (all my life)
I know we can make it, I know that we can
I know damn well that we can work it out
I know we can make it, I know that we can
I know damn well that we can work it out
I know we can make it, I know that we can
I know damn well that we can work it out
I know we can make it, I know that we can
I know damn well that we can work it out
...And we can work it out, we goan work it out
My niggas work it out, help us work it out"
6,24 Mo' Hours,2008,Raw Footage (2008),,Ice Cube,"(Ice Cube)
Put the whoop on 'em (Ice Cube, a.k.a. Don Mega)
Put the whoop on 'em (a.k.a. Poppa Don)
Put the whoop on 'em (a.k.a. the Big Fish)
Put the whoop on 'em (a.k.a. Brainiac)
Keep it gangsta y'all, Keep it gangsta (uh huh)
Keep it gangsta y'all, Keep it gangsta (Keep it gangsta)
Keep it gangsta y'all, Keep it gangsta (all my life)
Keep it gangsta y'all, Keep it gangsta (all my life)
(Verse one) {:21}
Everyting is real on this concrete and steel
Niggas peel your cap for a happy meal
I got to deal with this ball of confusion, world of illusions
We ain't losin' playa (never), weez winnin'
Playin' every night when we sendin' paper chasing, grinin'
While you still chasin' women 'round tables no lieutenants
Use your own man grown, (hook it up)
It's Ice Cube and the family stone
Breakin' bread every night in L.A.
And I pray, for one more day that's unate (check it)
It's 90 degrees no enemies in sight
Even the Don gotta fall to his knees every night
Can I get 24 more hours (can I get get)
Without dealin' with these killers and these cowards (can I can can)
I don't wanna loose, all I wanna do is win
I fucked up today, can I try it again?
(Verse two) {1:03}
I'm lovin' every breath like a cold sip of soda
While I'm bankin' down these back streets, thanks for lookin' over
Damn sure nice to know ya, fuck a four leaf clover
And thanks for this range rover
We gets down with this underground gangsta shit
Politians and parents, always havin' a fit
Everybody wanna know ""who you with?"" ""where you from?""
Why you lookin' at me dumb?
Here's a bullet 'cause you number one
Nobody knows, the fate of a platinum rap star (nobody knows)
We gotta wait until tomorrow
(Yeah yeah)
And I'm a nigga like you (yeah yeah)
You know I got the bar
Can I get 24 more hours (can I get get)
Without dealin' with these killers and these cowards (can I can can)
I don't wanna loose, all I wanna do is win
I fucked up today, can I try it again?
Put the whoop on 'em (look to allah)
Put the whoop on 'em (pray to your god)
Put the whoop on 'em (I look to allah)
Put the whoop on 'em (pray to your god)
(Verse three) {1:54}
Mister prosperity, these niggas wanna bury me
Your bitch wanna mary me
Rollin' more than a cherokee
Don't, I drive what I want, and what I ain't drivin' I don't want
Let it be known (let it be known)
Permits hit the conk in the reagal
But weez legal niggas dollars got bald eagles nigga
You can't undermine Mister Grime
You rappin' 'bout the same shit I rapped about in '89
Tryin' to be the new fien (d) (never), with raps complex
They love you one minute and they hate you the next
Push my lex through the California sunshine
Look back on my life and say ""damn I done done fine""
(Damn) (I done done fine) (uh)
Mister Ice Cube, I'm always on the grime
(Always, always)
The Don Mega Mega Don, Don Mega Mega Don
Can I get 24 more hours (can I get get)
Without dealin' with these killers and these cowards (can I can can)
I don't wanna loose, all I wanna do is win
I fucked up today, can I try it again?
Keep it gangsta y'all, Keep it gangsta (keep it gangsta)
Keep it gangsta y'all, Keep it gangsta (everybody)
Keep it gangsta y'all, Keep it gangsta (Keep it gangsta)
Keep it gangsta y'all, Keep it gangsta (all my life)
I know we can make it, I know that we can
I know damn well that we can work it out
I know we can make it, I know that we can
I know damn well that we can work it out
I know we can make it, I know that we can
I know damn well that we can work it out
I know we can make it, I know that we can
I know damn well that we can work it out
...And we can work it out, we goan work it out
My niggas work it out, help us work it out"
7,24 Wit an L,1994,Bootlegs & B-Sides (1994),,Ice Cube,"24 with a L
24 years old
And I got life in this motherfucker
24 with a L as I bail through the concrete
Shit is kinda deep, deep
Deeper than Atlantis
You got to know who the man is
L.A. better known as Pelican's Bay
The ghetto bird's got the word from the stool pigeon
A bird in the hand can't beat a chicken
There ain't no warden, shit
Just broken glass fuckin' up my Jordans
Twice upon a time in the projects
I done got jacked for my Rolex
But I keep goin', let it pass
'Cause the swap meet got a sale on ski masks
And my little homie Kevin
Been carjackin' since '87
L.A. is like a jail cell and I got 24 with a L
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger
24 with a L
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger
Now, I made a little money, good
But I still want to live in the hood
But buying new fly shit
Is just like inviting ants to a picnic
It's just too many sets
And now I'm getting those kidnap threats
But who wanna get wet?
'Cause I'll soak ya, you think I'm fat like Oprah
All I got is a little piece of nothing
And now you wanna jack all of a sudden
Rather have me face down on the floor
Instead of that devil you work for
Motherfuckin' coward
And clowning my man 'cause he wants to go to Harvard
Now I got a strap when I bail
Through the hood, 24 with a L
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger
24 with a L
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger
24 years, but see I got life
Sorry Mike, it does matter if you're black or white
'Cause I'm up against the black and white
They spread my legs and grab my nuts tight
Niggas keep hitting me up
And bitches try to get a drop of nut
Askin' me to dick this so they can blow up
Throw up from the morning sickness
Keep my shoulder on the wall like the county
'Cause you buster ass niggas can't clown me
South of pee go, that's where we go
Deep in a Regal, Desert Eagle
Sittin' on my lap like a bitch with a gat
Westside's on the map
So if you want to scrap or even drop shells
It don't matter, 24 with a L
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger
24 with a L
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger
24 with a L
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger
Get in that cell, nigger"
8,3 Strikes You In,1998,War & Peace Vol. 1: The War Disc (1998),,Ice Cube,"One mo' strike and I'm through, nigga
Bottom of the ninth swingin', for my life
I'm up at the plate, goin' for the gate
They got my moms seated in section eight
Been on deck since my last felony
I'm that 0 for 2 mothafucka
With the Louisville Slugger
Shay Whitie, that left hand punk
Is on the mound and he comin' wit dat off-speed junk
It's the Westside Hustlaz, vs these LA Pigs
You can say the damned vs the nigs
My little homies in the dugout
They lookin' sad, 'cause fourteen niggas done struck-out
My first offense was possession of weed
Now I'm in the major leagues and
That mothafucka Bill Clinton-is a son of a bitch
Had the nerve to throw out the first pitch
I'm just tryin' to get rich like Trump
The Home Run king is now in a slump, pass me a hunk
How the fuck can I stay out the pen
When its one-two-three strikes you in
One-two three strikes you in
Now how the fuck a nigga supposed
To stay out the pen, I'm on a blend
Of Gin and Hen, everyday of my life
With two strikes it ain't right
He's in the wind-up
Here come the pitch
I swing, aw shit (foul tip)
They felt the chill 'cause if I get on first
You know the deal - a niggas gots to steal
Like to steal home and I betcha
That I can run over, the LA Pig catcher
Just because I'm black, wit a bat
They wanna send a nigga back to the warning track
Fulla count they say I won't amount to shit
But fool I can hit like Kenny Grit
With a split in my mouth on tha cellular phone
(It's going, going, gone!)
And watch a pitcher get served
You from tha LA Pigs
I know you coming with a curve
Ay batter, batter is the chitter-chatter
I'm the designated hitter, a nigga
Much badder, than Babe Ruth
Will I tell the truth and nothing but the truth
Hell yeah, I'd rather be shootin' hoops
'Cause a niggas guaranteed to win
Against a bullshit loss and three strikes you in
Take me out to the ballgame
Take me out to the crowd (wha what, wha what)
Another nigga on trial
Keep ya peanuts Jeezuh
And fuck you Cracker Jack
I hope I never come back
I gots to root for my homeboys
If they don't win it's a shame
'Cause its one-two-three strikes you in
Twenty-five years of pain you know my name
They wanna nigga to run and get hung
High strung, so this pig can win the Cy-Young
I'ma hit this mothafucka a mile
In the batters box, high as Steve Hal
You can't salary cap my gat
No strike, 'cause gangsta-rap is on the map
I'm like Satchel Paige wit a gauge
Or Jackie Robinson, when I'm robbin' one
Of you Cracker Jacks fool I'm a mothafuckin vet
And fuck yo seventh-inning stretch, so
Take me out to the ballgame,
And see my neighborhood name
In your Ghetto Hall of Fame
Yeah (It ain't right)
Playin' people like a game (It ain't right)
Human beings, puttin' 'em in a jar (It ain't right)
For double life, triple life (It ain't right)
Take me out to the ballgame
Take me out to the crowd (wha what, wha what)
Another nigga on trial
Keep ya peanuts Jeezuh
And fuck you Cracker Jack
I hope I never come back
I gots to root for my homeboys
If they don't win it's a shame
'Cause its one-two-three strikes you in
Twenty-five years of pain you know my name
You know my name (wha what, wha what) x 4
If I die tonight, you know who did it (you know)
If I ride tonight, you know who did it (you know)
If they sheck me up, you know who did it (don't guess)
If they check my nuts, you know who did it (get 'em)
If they break my bank, you know who did it (yeah)
If they pull my rank, you know who did it (get 'em)
If they sock me up, you know who did it (yeah)
If they lock me up, you know who did it (get 'em)
If they smear my name, you know who did it
If they kill my game, you know who did it
Remember me (you know who did it)
Wha what, wha what (you know who did it)"
9,A Bird in the Hand,1991,Death Certificate (1991),,Ice Cube,"(Big Bird: Sesame Street)
Hey look at this! I've been cleaning out my nest
And I found a old book of my poetry
(Ice Cube)
Fresh out of school 'cause I was a high school grad
Gots to get a job 'cause I was a high school dad
Wish I got paid by rappin' to the nation
But that's not likely, so here's my application
Pass it to the man at AT&T
'Cause when I was in school I got the A. E. E.
But there's no SC for this youngsta
I didn't have no money so now I have to punch the
Clock, gotta slave, and be half a man
But whitey says there's no room for the African
Always knew that I would clock G's
But welcome to McDonalds may I take your order please
Gotta serve ya food that might give you cancer
'Cause my son doesn't take no for an answer
Now I pay taxes that you never give me back
What about diapers, bottles, and similac
Do I gotta go sell me a whole lotta crack
For decent shelter and clothes on my back?
Or should I just wait for help from Bush
Or Jesse Jackson, and operation Push
If you ask me the whole thing needs a douche
A masengel what the hell crack will sell in the neighborhood
To the corner house bitches,
Miss Porker, Little Joe and Todd Bridges
Or anybody that he know
So I got me a bird, better known as a kilo
Now everybody know I went from po' to a nigga that got dough
So now you put the feds against me
'Cause I couldn't follow the plan of the presidency
I'll never get love again
'Cause blacks are too fuckin' broke to be republican
Now I remember I used to be cool
Till I stopped fillin' out my W-2
Now senators are gettin' high
And your plan against the ghetto backfired
So now you got a pep talk
But sorry, this is our only room to walk
'Cause we don't want a drug push
But a bird in the hand is worth more than a bush
Tell the politicians, the hustlers: live and let live (yeah)
Tell the politicians, the hustlers: live and let live (yeah)"
