,song,year,album,genre,artist,lyric
0,3 Stacks,2008,H.N.I.C. Pt. 2 (2008),,Prodigy,"(Feat. Twin Gambino)
Yeah yeah yeah
Old school Pt.2 feel it
The realest, who be the realest?
That's how we do it, man!
We run through it, nigga
I'm the number one insane rapper mix CD stabba'
Your album was doo-doo, I threw it out the passenger
The number one crapta, the 8, the 12, the 16, 22's and 23's
Sometimes I could blow a little steam
I got alot on my chest but I keep it quiet, so I don't blow the steam
Get 'em every time, my military bars, will leave a permanent mark on ya brain
The comeback kid, to see you get your ass whooped!
Mad witnesses, these niggas mad shook!
I don't have a clue, why he chose to speak on my name, when you know I'm gon' shoot
You know I'm gon' crack yo' face, when you see me in the place I'm a dangerous person
Behind the rope, poppin' off with the girl
You got the ratchet in the car
I got the ratchet on my person!
3 Stacks, 3 Stacks, 3 Stacks
And a pocket full of hacks!
It don't stop, it don't stop, it don't stop
When it's on it go pop!
Yo, it been a long time since I sold a dime on a dime
This shit too hot whoa!
It's poppin' uptown when I used to see Flaco
Now back to the block hollerin' 'I got those'
I got those in every state, like the same amount of snitches that you got in your face
I'm a make my cracks bigger and take over the whole hood
Shit changed, dunn the ladies say that I'm no good
I smoke wood, to get high till we pass out
Cash over bitches, that's how we ride out
I"
1,7th Heaven,2007,Return Of The Mac (2007),,Prodigy,"(Feat. Un Pacino)
(Intro: Prodigy)
Infamous nigga, yeah-yeah
C'mon man, any nigga get charged
And in this love scene, ayo, ayo, VIP, ayo
(Chorus x2: Prodigy)
You play yourself once, you get shot twice
We gon' die three times, and the four takes life
Five of you try to jump me, and six Angels come
To take you away to +7th Heaven+
When that alcohol hit, I'm feelin' good
When that purple haze hit, I'm feelin' good
Thirty milligram, yep!, I'm feelin' good
I got so much pain, I just wanna feel good
When them drugs take effect, I start feelin' the buzz
Gimme right, gimme ready for the things to come
Sex, money and murder are the things we want
Power and longevity allow me to stunt
On the beach, they put me on the beach
Soakin' up the Sun chargin' up my batteries
When I get up it's gon' be a assault battery
Wit a Uzi, bullets peep you to asleep
No nap time nigga, my snack time nigga
I wrap niggaz up in them doggy bags nigga
You know, for the coroner, I'm strung out on gun fire nigga
Turn it up more dunn
(Chorus x2: Prodigy)
It go one, two, three, four, five, six, seven
No man wanna die, everybody want Heaven
Teleported, start spreadin' his wings flap to the sky
Just when P give me the word, I'ma clap 'em till he die
It take 25 seconds 'fore he actually die
Three screamer spent 22 askin' me ""Why?""
I told 'em you crossed my vine, I tossed my nine
And walk around with twin shotties like I lost my mind
Boggie in the mouth, Ken Griffey the hands
Point 'em out I make his ass part of history fam
Yeah, and I don't gotta say no more
I've been waitin' five years to bring the K on tour
When we carry the .44, he rollin' wit 50 Cent
Untold the 50 gallons rock it like 50 Cent
Yeah, bussin' at the sky, fuck it I'm high
So big one hit you, your cousin'll die
(Chorus x2: Prodigy)
""Al-Al-Alchemist"""
2,ABC,2008,H.N.I.C. Pt. 2 (2008),,Prodigy,"A, B, C's Ringtone by PRODIGY Complimentary ""A, B, C's"" Ringtone A, B, C's Ringtone by PRODIGY
Ayo daddy show these mothafucka's how we do it
P, P, P, P
P, P, P, P
Who holding down NYC huh?
P, P, P, P
Yeah, listen
It don't matter who popping for the moment
P is forever, it don't matter what's the new hot shit
My shit better, courtesy of myself, thanks to me
I've work hard to come with these
Sixteen's is much more than a rap, this is pure facts
You see what's really good when you catch him by himself
Dolly, I leave a fool holy like Jesus Christ
It's a miracle he still living
And you could say a whole life time of prayer
But you never in this lifetime player be the mayor of the murder murder
Killer killer, bloody rap songs out the slums in the squala
Made a few dollars, now they say I'm too rich
I give some to you, now a nigga cool
Ha, I ain't got two cents for you bums
Now watch as I burn rubber in the six-huns
CL made my gun ring a bell
Where the shots came from they never can tell
They just here to fire and everybody bails
One nigga on the ground dying in hell
Fo'real!
(Chorus: Prodigy and kids)
A B C D E F G
H I J K L M O
P P P P P P P
And numero uno P
There's no other
Kids tell 'em who I be
A B C D E F G
H I J K L M O
P P P P P P P
The one and only
H.N.I.C. who holding NYC huh?
Listen, R.I.P season begins
Dead bodies popping up, niggas getting hit
Others getting beat the fuck out and bashed out
MOP style, they get mashed out
I razor blade you up and cut you bad
You gon' need plastic where your face's at
Boy I'll bullet riddle you up and chop you into parts
Then scatter you all over the East Coast, kiko
You're playing with your life
You play with me you're like a baby running with a knife
You're upset your wife got my CD in the changer
And you rap too and she don't bump your bangers
Your shit wack and then on top
Your life style don't match the shit you pop
This is gon' be simple 'cause you're easy
Like 1 2 3, I do it niggas greasy as...
(Chorus: Prodigy and kids)"
3,Award Show Life,2012,H.N.I.C. 3 (2012),,Prodigy,"Then it goes a little something like this
Award show life, get dressed
Red carpet, cameras, get fresh
It's best you always look your best
'Cause us weekly and team z don't slip nah
Award show life, yeah we
Cameras, seats and arm candy
All access, badges, backstage passes
Big dark sunglasses, to match it
My life is like a video, eryday's a movie
The press tryna kill me, please don't shoot me
Coming out the spot with my mistress love
Holding hands and kisses and hugs
Front row, next to Bieber, Kanye and Carmen
In the spotlight life, Biggy told me you on touring
We was doing shows tryna reach our goals
He said P, don't forget how you got where you going
I was just a little nigga back then, I didn't care
If I didn't have a tux, afford a black tie fair
'Cause it wasn't my type of party, type of crowd
I'd rather be with a ...shootouts go down
A young ball mentality, ball down,
When you grow up in the hood,
You live the hood lifestyle
Now I own, network with big millionaires
And you prolly seen my picture in Vanity Faire
Award show life, get dressed
Red carpet, cameras, get fresh
It's best you always look your best
'Cause us weekly and team z don't slip nah
Award show life, yeah we
Cameras, seats and arm candy
All access, badges, backstage passes
Big dark sunglasses, to match it
I'm a publicity whore, fiend to be seen
I die for more air time on the screen
Nah, 15 minutes ain't enough for me
I need the endless run, don't try to kill my dream
I got a rock star house wife, she like nice things
Tavern on the green, breakfast at Tifanny's
Strictly Rolex and Cartier on her wrist
She high maintenance, it's my fault she like this
Spoil my bitch, award show lifestyle
We on our way to another show right now
My son growing up he thinks he Chris Brown
My lil daughter need that college money no doubt
I must bust my ass continue to shine
I cannot stop no, on the road I'ma die
Just like, give me my props
So I'ma take mine and climb over you, city top
Award show life, get dressed
Red carpet, cameras, get fresh
It's best you always look your best
'Cause us weekly and team z don't slip nah
Award show life, yeah we
Cameras, seats and arm candy
All access, badges, backstage passes
Big dark sunglasses, to match it."
4,Bang On 'Em,2007,Return Of The Mac (2007),,Prodigy,"Here we go, you know what it is, click-clack
Bang on 'em, pop them thangs on 'em
Drop a nigga frontin', get 'em if I want 'em
I'ma bang on 'em, pop them thangs on 'em
Drop a nigga frontin', get 'em if I want 'em
I'ma bang on 'em, pop them thangs on 'em
Drop a nigga frontin', get 'em if I want 'em
I'ma bang on 'em, pop them thangs on 'em
Drop a nigga frontin', get 'em if I want 'em
I'ma bang
Ayo, my hood broke my heart into pieces
Dunn the streets took my dreams and shattered them
And turn me into a preacher
Minds to money got me not givin' a fuck
All I care about is muzik and who I gotta cut
With the Mac, uzi, .47, pick a weapon
Six million ways to die, my .25 endin'
When I pop him in the gut, I drop him where they stunt
I try keepin' it peace but that shit's for chumps
Projects fucked me up, made me strong as ox
Made the nigga cold blooded, ain't no friends on the block
This the comrades and coldies, the crooked ass police
Playin' cracks in the pocket send you up in creek
Look don't ask me why Queensbridge can't stick together
If you don't know the answer then you don't know the ghetto
Everybody don't get along and that's what it is
We either shootin' when we shoot them niggaz or we gon' get hit
Bang on 'em, pop them thangs on 'em
Drop a nigga frontin', get 'em if I want 'em
I'ma bang on 'em, pop them thangs on 'em
Drop a nigga frontin', get 'em if I want 'em
I'ma bang on 'em, pop them thangs on 'em
Drop a nigga frontin', get 'em if I want 'em
I'ma bang on 'em, pop them thangs on 'em
Drop a nigga frontin', get 'em if I want 'em
I'ma bang
Ayo, my own niggaz turned on me, B.I.G wasn't lyin'
When he said, the ones who smoke blunts with you be conversant
They was plottin' on my demise, they wanted my seed
At the head of the table but I'm permanently chief
I don't care how many bodies you got on your gun
You either submit or go and start your own gang son
Everybody wants to be boss, it ain't enough soldiers
Everybody wants to call shots, it ain't enough shooter
And it really hurts my soul that we can't click
But whatever it'll never be the same again
And when I see you niggaz, you already know what it is
And if you don't, you gon' find out the hard way kid
Tried to make it work, but now I'm on some other shit
I'm greedy with that limelight now you ain't gettin' none of it
Bang on 'em, pop them thangs on 'em
Drop a nigga frontin', get 'em if I want 'em
I'ma bang on 'em, pop them thangs on 'em
Drop a nigga frontin', get 'em if I want 'em
I'ma bang on 'em, pop them thangs on 'em
Drop a nigga frontin', get 'em if I want 'em
I'ma bang on 'em, pop them thangs on 'em
Drop a nigga frontin', get 'em if I want 'em
I'ma bang"
5,Can't Complain,2000,H.N.I.C. (2000),,Prodigy,"{Telephone ringing}
Hello... hello...
Yo what up, man!?!
Who the fuck is this?
Who the fuck it sound like, man?
What the fuck you calling so early for, man!?!
What the fuck time is it!?!
It's like 3 o'clock, man, thought you was coming to get me, man!?!
... Shit, my bad son.
Please, man, come get me man, before I choke this bitch, man!
Hurry up son, man it's like 90 man, let's get some hoes or something.
What up, dun!?!
Same ol' shit.
No doubt, ain't nothing new...
Let's take a little spin, dun, word up.
Yo... open my wings to a new day spread my lungs
Get laced, jump in the whip, stash the guns
Twist the key, shifted to D then flee
Before anything, get the daily dose of choke
We got the Benzo flooded with smoke on the float
My eye's burnin' from the dope killin' my throat
Lean my seat a taste, lumbar support
On the belt doin' 90 or more
Debatin' on the latest rhyme wars
Where units don't count
But your rap pay add up to large amounts
Get my thrills puttin' other nigga's skills to sleep
Catch chills off'a infamous beats
Swing the trees doin' one-handed you'ees
Blowin' on the ouwee 'cause we can't have the medicine canoein'
There go the boys to the right, no days and nights like that
Ay yo dun, hold that down and turn it around
Dirty as fuck, thugs drugs and guns, d's and fatigues
T n T hopin' out of MPV's
Surprise all'a fuck out of me
Got rubber Glocks pointed at me
Ay yo twin, what the fuck...
(Twin)
They had us laid out on the ground holdin' us down
With gats to back of our heads was goin' down
?It wasn't us that held up that bitch you got.
Where's the proof, man!? Let me speak to my attorney.?
I know the routine, don't try to throw me
I been gettin' knocked since 12 and my moms tried to scold me
... But all that told me to get in more shit
Ay yo P', (what up) you my co-d, we both get knocked
What you did with that half'a tree? (right in my sock.)
Yo, I hope these fuckin' dicks won't find the stash spot
Dun, you know how I get down!?!
Yo I'm ready to bounce
Do the 100 yard-dash and tear ass
If my other half was alive we woulda got killt
?'Cause dun woulda went for the guns and got ill
Plus I gots cracks on me, they foundt the cracks on me
Looked at'em, gave'em back to me
I could swore they was takin' us in
Then the lady in the car said, ?..that's not them.?
Picked us up, told me I could keep the drugs
They didn't give a fuck, they was only lookin' for guns
An' you ain't gotta tell us twice
We hopped in the car and slid off
On our way up-town for more of that funk
P' lit the tree back up
Got off the Tri-burrough, hit the Henry Huds'
?Fuckit, let's slide through the Rutgers.?
Roll the windows down 'cause infamous mobb bumpers...
(Prodigy)
... Skip To My Lou had the crowd jumpin'
Took a walk through the park frontin'
Didn't even have to hurt nuttin'
Man I love it, ain't nothin' like summer in New York
Hear Infamous Thoughts, then the Dream Team music starts
Damn, we young black entrepreneurs
New York Pricks and Dicks can't stop our floss
We like organized crime, the fuckin' Mobb
I'm only twenty-six playin' wit' serious cards
Dead serious cash, luxurious labs
Learn to balance fame with pain, you CAN'T COMPLAIN
(Chinky sings X)
Jus' another day livin' in the hood...
Jus' another day around the way...
Feelin' good today... oh no we can't complain
Jus' another day... livin' in New York...
Dealin' with the jakes and the snakes...
Feelin' good today... we hit'em up 'cause we here to stay..."
6,Click Clack,2008,H.N.I.C. Pt. 2 (2008),,Prodigy,"(Feat. Twin Gambino)
(Talking: Prodigy)
Click Clack
Rock-a-bye Baby
Click Clack
Oh you'se dead mothafucka
Just look into my eyes, you see there's no bullshit
And I'm a professional, drama bring a .9 slinger
Just look at my face; do I look like I'm playing with you?
Listen to my verse; Do it sound like I'm a scared fool? NO!
I don't give a fuck when I rap
You see me in the street it's the same way I act
It's not movie dawg, it's a reality show
So that'll be real good when that cali-coat blow
(Chorus: Prodigy)
Welcome to the life of V.I.P
On DVD 'cause shit too violent for MTV
There's niggas being killed; bitches being fucked
There's drugs being sold; our money getting up
If you look into my mind; all you see is hate dunn
The blood's everywhere, but most of 'em is fake one's
I load up the .9, trying to get payload
I take everything from you shoes to your Kangol
You gotta give it up or get your arm chopped off
Niggas know my name - Big Twinz pop off
The fiends know wassup, I'm the one to cop off
I'm not soft, Infamous fire like hot-sauce
Get a load of real shit, the hemi go bang
The swami go rang, in the shoot and range
So I could perfect my aim
Stick you like a dope needle how a nigga aim
Sharp-shooter, top shotta, top fire rapper
Voted most likely to knock back up...
I pick the ratch[et] up and cap you up
Night or day it don't matter
The skateboarder, surfboarder, snowboarder
Understand P you see 'cause he's sorta...
The best stuff on Earth
And if you come up with your bitch to put the cuff on first
'Cause I'm a animal pimp, I get up on a female
And tell her things she likes, she give me that tail
And I call heads, but I was all wrong dawg, a sex is the best
(Talking: Prodigy)
Click Clack
Rock-a-bye Baby
Click Clack
""And the man walked in the valley of the shadow of death
For years and he feared no evil"""
7,Delt With The Bullshit,2000,H.N.I.C. (2000),,Prodigy,"Dunn it's real like that
Uh, huh, yeah
Uh, huh, yeah
(Uh, huh)
Yeah, ha
(Solo on that ass [unverified] dealt with the bullshit)
Check me out, dunn
(Yeah)
Check me out now
(Out, yo)
Yo, feel me on the road, feel me at the shows
Feel me for what I stand for
And I'ma do it till the death, till I can't no more
Fuck a hoe, it's all about dough
Still, fuck her and still don't love 'em
That's word to mother
Uncover the truth, enjoy my youth
It's die or lose
I wonder what if I was sittin' in the pen
On the strength that I had to hurt something
'Cause my stomach hurtin'
I'm a cool nigga but don't let me start buggin'
Love my moms, love my little sis plus my little dunn
Niggas gotta eat, fuck settling for crumbs
Hell no, me a bum on the streets looking dumb
Till hell freezes over, yo, y'all niggas better run
'Cause I done dealt with the bullshit
Lived through the bullshit
So put a clamp on them loose lips
My niggas do kill shit
(Pow, pow, pow, pow, pow)
'Cause I done dealt with the bullshit
Lived through the bullshit
So put a clamp on them loose lips
My niggas do kill shit
(Pow, pow, pow, pow, pow)
Guns redundant
My dunns move in abundance
We loose cannons, my rugar will pop somethin'
What's all the frontin'
Being cavalier will get you nothing
Or maybe touched though
Keep pressing me and we be thumpin'
Like the (unverified) vs the hawks
When little boy got a foot long stuck in his back
And punctured his lungs
It's very brutal, how the N I C will do you
Yo, get Ko'ed and pissed on for being rude
Yeah, respect the colors and the flag I wave
Respect the I M D embroidery
My shit is classic and authentic, blowin' dick
Y'all niggas grafting my whole presence
Get your own shit
My voltage be higher than the wire pole get
King vulture, more flyer than your average rap pigeon
Now twist up your cheebas, I get deeper in debt
My rap page make niggas throw they reefer at us
Love me, bless me like you supposed to do
Just don't test me niggas I be toasted up
What
'Cause I done dealt with the bullshit
And lived through the bullshit
'Cause I done dealt with the bullshit
Lived through the bullshit
(No doubt, no doubt, yeah, yeah, yeah)
So put a clamp on them loose lips
My niggas do kill shit
(Pow, pow, pow, pow, pow)
My style, identical to guns that burst
I'm like a fourth when I go off or even worse
It's like an ill box cutter fight where no one backs down
My shit burn, make 'em far from a clown
Ayyo, likewise
See a nigga that I can't trust is a nigga I despise
Then I reply with a cold shoulder
You ain't a gat holder, you just a crossover switchover
'Cause I done dealt with the bullshit
Lived through the bullshit
(No doubt, no doubt, yeah, yeah, yeah)
So put a clamp on them loose lips
My niggas do kill shit
(Pow, pow, pow, pow, pow)
'Cause I done dealt with the bullshit
Lived through the bullshit
(Uh, huh, yeah)
So put a clamp on them loose lips
My niggas do kill shit
(Pow, pow, pow, pow, pow)"
8,Diamond,2000,H.N.I.C. (2000),,Prodigy,"{*Whispered in the background: ""diamond, diamond..""*}
(Bars and Hooks)
We ain't goin' platinum (nope) we ain't goin' gold
We goin' diamond - ten million sold
We break records (records) and move units, that's how we do it
(Do it do it) Makin' millions and billions from movies and music
World tourin, shows, performin
The deals, the budgets, accounts, enormous
We got it (got it) you frontin, you need it, you want it
The Mobb, and Bars, and Hooks, we comin'
Delorean, and Mr. Bars, how about that?
We some Queensbridge niggaz that ain't all about rap
We own streets, run websites, log on
To the one and only, InfamousStores.com
We load up the tour buses, to get these checks
We independent, we don't need your respect
We +Infamous Minded+, you've been blinded
It's Bars and Hooks nigga, we... goin'... diamond!
(Chorus: Prodigy)
Yeah, what more do y'all want from us?
We spill our hearts out and it still ain't enough
Years we got crumbs, doin' the supplyin
We independent now - we... goin'... diamond!
Yeah, what more could you ask for?
We the team, we deserve everything and more
All the blood and sweat for our dead we stopped cryin
Swallowed it, survived it - we... goin'... diamond!
(Prodigy)
You might catch me steppin out the Lamborghini
With ashy legs, my chain swingin'
I grab my piece, so that shit won't damage the paint
Chest naked holdin' a drink
We got these hoes by the brain, we black rap moguls
We the most poppin', we the illest niggaz rhymin
Let's go team for team, you don't want that
We make niggaz quit rap, we so violent
The only thing that calm us down is more dollars
We need NBA cash, the yachts, the labs
The Porsche, Ferrari, the Hummer, you mad?
AK-90, the sigs, the macs
Grenades, silencers, sterlings that blast
To Linden, the sweeper to murder yo' ass
You doubted my niggaz (WORD) now we up
Yeah, you musta been wildin - we... goin'... diamond!
(Chorus: 2nd half + 1st half reversed)
(Bars and Hooks)
We gon' kill 'em with this here, and ship ten million
This year, look on the charts it's there
At the number one spot, locked of course
By these ghetto street pharmacist entrepreneurs
Who woulda thought? The car I always wanted get bought
Sittin' on ten times twos, rollin' by you
It gets bigger, I remember bein broke
So the plan now is to get richer
Ain't gon' be no scufflin my nigga, I ain't gon' fight ya
I'ma pay the piper to snipe ya, it's real like that
Goin' diamond make you feel like that
'Cause I done been through the bullshit, dealt with the bullshit
Now I'm lampin, mansion, and a few whips
Ain't nothin' but a thug thing, this the club theme
Bars and Hooks to H.N.I.C. we climbin
Finally we shinin - we... goin'... diamond!
Fuck y'all niggaz man
We goin' diamond... we goin' diamond...
Knahmsayin? Move these units... do these shows...
And hold this money... hold the cash
We goin' diamond... goin' diamond...
We goin' diamond... diamond diamond diamond
We goin' diamond... we goin' diamond...
We goin' diamond, we goin' diamoind...
We... goin'... diamond!"
9,Dirty New Yorker,2008,H.N.I.C. Pt. 2 (2008),,Prodigy,"(Talking: Prodigy)
Yeah, yeah, yeah, yeah
Uh, uh, uh
Yeah...
Baby mama let's roll, here we go, Cheerio, cereal
Killa with the flow and the blow and the dro'
And the gun go ring, hit 'em all in a row
AK-47, .40-glock, .44, let 'em know from the door
How it go, it's not a joke, there's gon' be a homicide
I'm a ride, I'm a rep me a nigga up in the box
And send 'em to his folks, his bloods, his kin
The drama it don't end, bust a gun
Bust a nigga's face open with the hand
Tell 'em go tell a friend, tell a cop, tell the FEDS
I don't give a mothafuck, you niggas in the Ps
I'm a let the world see you, you're a bitch, you're a snitch
I'm a Mobb Deep gangsta, Infamous soldier
If you got a cold heart then my shit just froze over
Range Rover, Chevy Suburban, the bullet proof trim
The windows on the crib, bullet proof them
(Chorus x2: Prodigy)
You're fucking with a Dirty New Yorker
Quens in this bitch fall back or get roped up
You're fucking with a Dirty New Yorker
Quens mothafucka, move and get smoked up
Ay' baby mama let's slide on the floor
I'm a pro with the flow
I can go on forever tell me when to stop yo
My first album Head Nigga in Charge it went gold
With my next shit I'm just trying to seel a lil mo'
I won't be mad if it's less, I'm still filthy rich
We going on a permanent tour and never coming back
I'm a vet not a pet, you gon' see when I flip
Niggas trip fall on their face and bust their own shit
Come for me you gon' run up to a wall of cement
Certain niggas not to be touched and I'm one of 'em
Pop to bub me, crack open the Goose and the Gin
You gon' get real fucked up in memory of them
I'm a cop some more ice, houses and whips
Why they mad? 'Cause they can't spend money like this
180 on the wrist, 190 on the six-speed
Porsche with the turbo and shatter proof tenth
(Chorus x2: Prodigy)"
