,song,year,album,genre,artist,lyric
0,48,2013,Wolf (2013),Hip Hop,"Tyler, the Creator","Crack fucked up the world, and I wonder if they realized the damage
I mean, I come from an era who made a lot of money of that shit
I wonder if it fucked with their conscious
It fucked with me being out there, I couldn't stand it
I couldn't stand seeing people fucking themselves up like that
But that's where the money came from
48, 48, 48 states I get it in
48, 48, 48 states I get it in
They call me Mr. Treat Your Nose
If you really need some blow
I can get it for the low
48, 48, 48 states I get it in
48, 48, 48 states I get it in
They call me Mr. Treat Your Nose
If you really need some blow
I can get it for the low
Shit is getting warmer on that corner
Gotta watch out for them 5-0 phoners
Your mother is a goner
I warned you before you supersized my fries with that dollar
You got a daughter, shits getting harder
The only thing you wanna bump her was your freedom
You can't afford to get caught up but you in too deep, and the seashore ain't soil
You got a mother, she don't support you
But you bought her a new house cause you love her
Growing up you barely had a roof
Now you got a coupe and it doesn't have a roof
I guess you're accustomed to what you're used to
So you bought two, nigga
They are coming for you, nigga
Niggas be hating I'm doing them bitches
Like Susan and Karen be doing your pockets
And running the man and he's losing his fucking mind and it's all an illusion
Who was alludin' all of this potent
I am the reason your family is using and shootin' up, it's my fault,
You can blame me motherfucker, for killin' your aunties and uncles,
The hustle and hunger, all I wanted was a cheeseburger,
And a little chain tuck, didn't realize this game fucked, up some lives
""Oh how's ma?"" my conscience eats it up all the time
But other than that I'm fine I got a little money in my pocket.
48, 48, 48 states I get it in
48, 48, 48 states I get it in
They call me Mr. Treat Your Nose
If you really need some blow
I can get it for the low
48, 48, 48 states I get it in
48, 48, 48 states I get it in
They call me Mr. Treat Your Nose
If you really need some blow
I can get it for the low
Nigga, we broke as fuck
Homie got a chop shop I sold that truck
And I sold that dope
Motherfuckers hope this nigga go broke
But like my work I give no fucks, I'm sorry
She could have been a doctor, nigga, I'm sorry
Could have been a actor and won that Oscar, said, I'm sorry
I sold that soap and I killed black folk, I'm sorry
But I got a nice car, put my sister through school
While my momma all cool, I'm sorry
I'm in too deep and I can't see the shore, I'm sorry
You get addicted to the flip, the transaction, the hustling
Even more than the money, it's just your job
You feel like it's your duty to be the man in between the man
And make this happen for that person, to do this and do that
You become the go to guy forever
And next thing you know you're in too deep, way too deep
Scare the shit out of you, you wind up with so much work
That you'll be scared to death
It's important for us to realize, man
We gotta get out of that, man
Ya know, dudes is buying choppers
To shoot down people that look just like them
Dudes is buying guns to take down each other
Nobody wins
Ya known what I mean?"
1,911 / Mr. Lonely,2017,Flower Boy (2017),Hip Hop,"Tyler, the Creator","(Call me, call me, call me) Uh
(Call me, call me, call me) Uh
(Call me, call me, call me) Uh
(Call me, call me, call me)
(Call me) How you doin'?
(Call me) My name is Lonely, nice to meet you
Here's my number
You can reach me, woo!
(Call me)
911, call me some time
(You should call me)
911, call me some time
911 (You should call me, oh)
911 (Call me)
Yeah, yeah, yeah, yeah
My thirst levels are infinity and beyond
Sippin' on that lemonade, I need a Beyoncé
Can't see straight, these shades are Céline Dion
Sucks you can't gas me up, shout out to Elon
Musk, yeah, I got a sold out show
Crowd wild out but don't matter 'cause you not front row
I've been lookin' for a keeper, listen to the speaker
If you fit description, hit me on my beeper
At that 911
Call me some time (ring, ring, ring)
Please bang my line, you know I'll answer (click)
Call me some time (ring, ring, ring)
Please bang my line
Call me
911, call me some time
You should call me
911, call me some time
911, (you should call me, oh)
911, (you should call me)
Chirp, chirp
Chirp, chirp
Woke up in the 'burbs, 'burbs, with the birds, birds
Where you used to come and get me with the swerve, swerve
These days you gotta find time
Even the night line
Work line
Dial nine
Five car garage
Full tank of the gas
But that don't mean nothing, nothing
Nothin', nothin', without you shotgun in the passenger
I'm the loneliest man alive
But I keep on dancing to throw 'em off
I'm gon' run out of moves 'cause I can't groove to the blues
If you know any DJs, tell 'em to call me at 911...
Part II: Mr. Lonely
I can't even lie, I've been lonely as fuck
Old lonely ass nigga
I can't even lie, I've been lonely as fuck
Forreal, you need to go somewhere, like, get some bitches or something
I can't even lie, I've been lonely as fuck
Old weird ass nigga
I can't even lie, I've been
Lonely, lonely, lonely, lonely
They say the loudest in the room is weak
That's what they assume, but I disagree
I say the loudest in the room
Is prolly the loneliest one in the room (that's me)
Attention seeker, public speaker
Oh my God, that boy there is so fuckin' lonely
Writin' songs about these people
Who do not exist, he's such a fuckin' phony
One thing I know, is that I wanna
Win so bad, but I'm not Chicago
Heart is low, it's real low, it's so low
You can't lift me up, I'm like Gallardo
From the start it's been real dark
It's been so dark, I guess that you could call me charbroiled, huh
I'm playin' like Hasbro
I'm really Saari, call me Arto
Crashed the McLaren, bought me a Tesla
I know you sick of me talkin' 'bout cars (skrrt)
But what the fuck else do you want from me?
That is the only thing keepin' me company
Purchase some things until I'm annoyed
These items is fillin' the void
Been fillin' it for so long
I don't even know if it's shit I enjoy (oh)
Current battle as an adult
My partner is a shadow
I need love, do you got some I could borrow?
Fuck it, I could find some tomorrow
But that never comes
Like a vasectomy, what have I done?
I got the talent, the face and the funds
Found myself long ago but I haven't found someone (who)
Mirror, mirror on the wall (who)
The loneliest of them all (me)
Cupid actin' stupid
Do you got another number I could call?
Never had a pet
I've never had a pet
There's more fish in the sea
But I never had a goldfish to begin with
I never had a dog
So I've never been good with bitches
'Cause I never threw a ball, fetch
I never had a pet, that's where it stems from, I bet
Treat me like direct deposit
Check in on me sometime
Ask me how I'm really doin'
So I never have to press that 911
Oh! Damn! Damn!"
2,Analog,2011,Goblin (2011),Hip Hop,"Tyler, the Creator","I can grab the fireworks, the soda, all the cookies we can eat
Make you nauseous but be cautious, this is not Dawson's Creek
We could sneak away, fuck it, you could bring an eighth
I'm not gon' smoke but I'm just asking baby could you meet me by the lake?
Said bring a towel, well baby meet me by the lake
Bathing suit is going down, shit just meet me by the lake
We could count the shooting stars, well could you meet me by the lake?
Summer never has to end with me
(Verse 1: Hodgy)
I'm give it to her, she wants that summer time
I'm give it like no other 'cause she knows I'm hers
Damn right she's mine, we both know it
So when we separate everything fine, her phone ringin' in her purse
Damn right it's me, I'm her nigga, nigga
Come for mines in summer time, I'mma bust that trigger, nigga
Catch us where the beach at, she wanna go shopping
Sun down after club 'cause she like to get it popping
Sangria on my feet ma, 'cause she likes to get it popping
No ecstasy for her but she wanna get it popping
Drop topping, I measure her pleasure
Then drop in when she get out of place I quantinize
She is my concubine, I am her porcupine
I poke her face her throat for taste, give me head like I'm on her mind
I know her analyzation, so when she try to fake
Summer time in the boat of love, meet me by the lake
(Verse 2: Tyler)
I packed a couple sandwiches inside that basket
And brought some extra towels if anyone was asking
We should take a dip in that lake quick and then split
Then do something that's beyond what we both can imagine
(Brigde)
Watch the sunset, we can watch the sunset
Watch the sunset (There goes the rainbow)
Grab a drink, look in the sky, we never have to leave
We're here, all night, school is in session
Look, you know, the water's pretty deep, let's go to sleep"
3,Answer,2013,Wolf (2013),Hip Hop,"Tyler, the Creator","Because when I call
I hope you pick up your phone
I'd like to talk to you
I hope you answer
I hope you answer
I hope you answer
I hope you answer
Because when I call
I hope you pick up your phone
I'd like to talk to you
I hope you answer
Hey Dad, it's me, um...
Oh, I'm Tyler, I think I be your son
Sorry, I called you the wrong name, see, my brain's splitting
Dad isn't your name, see Faggot's a little more fitting
Mom was only twenty when you ain't have any fucks to spare
You Nigerian fuck, now I'm stuck with this shitty facial hair
Also stuck with a beautiful home with a case stairs
So you not being near fucking fire-started my damn career
But fuck it, I got Clancy, he, gave me the chance to see
A world I wasn't supposed to, I'm stoked that I didn't know you
But, sucks you ain't give a fuck and consider a sperm donor now
The fuck is an Okonma? I'm changing my shit to Haley
And I ain't just being passive, nigga.
You're a fucking faggot, nigga.
Got a show on Monday, guess who ain't getting no passes, nigga?
But if I ever had the chance to ask this nigga
And call him...
I hope you answer
I hope you answer
I hope you answer
I hope you answer
Because when I call (When I call, baby)
I hope you pick up your phone (Please pick up)
I'd like to talk to you
I hope you answer
Suck my fucking dick and swallow this case of nuts
Ace hates your guts, I'm a selfish fuck,
And I ain't sharing green as if I'm facing blunts
Frank is out the closet, Hodgy's an alcoholic
Syd might be bipolar, but fuck it, I couldn't call it
Supposed to be gone until November but quickly came back in August
I left two months through September to clearly remember all this
I'd like to tell my grandma, but she's just nostalgia
I'll call her number
But she won't answer
I hope you answer 
I hope you answer
I hope you answer
I hope you answer
Because when I call (When I call, baby)
I hope you pick up your phone
(I'd like to talk to you)
I hope you answer
You claim to hate my fucking guts
But say I'm on an island in Thailand and I was wildin'
And, if I got stranded had to man up and hold my nuts
And hope that I could live off salt water and fucking coconuts
Phone ain't got no service this 3G is fucking worthless
Day is getting dark like the area's turning urban
You'll be fucking nervous like me inside of a churches
But, I'mma get in contact regardless, and
I hope you answer.
That last verse was about this girl. Haha."
4,AssMilk,2009,Bastard (2009),Hip Hop,"Tyler, the Creator","Uh, addicts arise, when I arrive
In this cracked crack fag bag slab in disguise
Fat sack of knives in the passenger side, bitch
Reach for the door, get your access denied
I'm not an asshole I just don't give a fuck a lot
The only time I do is when a bitch is screamin' ""Tyler, stop!""
The big bad wolf to me you're just a minor fox
Red ridin' is gettin' some of this wolfly odder cock
We the niggas you scared of, like bad dentists
Flow is anthemic, dirty like it's plants in it
Sick, spit a pandemic, crack and Cancer mixed with cannabis
To have a bitch, ready to stab a clit with some glass and shit
Your whole gang will be diminished, Bunch got the Brady's in it
Spit sick shit like my saliva got the rabies in it
Fuck rap, I'll be a landlord so I can rape a tenants daughter
Leave my house with a new stomach, and a baby in it
Face it, me and Ace's is sick like malaria carriers
Jim Carrey her to the cemetery to bury her
Listen busters, scarier when I finger fuck her
After I dig her up and then eat her out with a bit of mustard
Took karate, mommy told me ""Tyler toughen up""
Rihanna haircut, somebody tell Chris Brown to fuck me up
Had to teach the bitch manners, now I gotta learn her
I'll beat the fuck out your bitch anonymous, Ike Turner
Over, sloppy seconds is my preference
Except for when I'm feedin' on the flesh of a pedestrian
Nessy loch monster stop! Will he though? Probably not
Silly hos lick my balls like FIFA lollipops
Get the certain tingle, eatin' Haagen Dazs
With some soccer moms while they like to fuckin' sit and mingle
Watch an Animal Planet document on the Eagles
In the flyest '06 Supreme beanie, Sigel
Your grind's feeble, I'm regal, really, I'm Willy Smith
I am Legend a Snicker dick in a vanilly chick
Come take a stab at it faggot, I preordered your casket
This is known as a classic, yeah that chapped lips crack shit
Hat is always forest so the bitches call me Gump
But compliment her tits and then its off to hump her
Fuck her in a hummer while I rape her and I put her in a slumber
It's not a figure of speech when I tell you that I dumped her
No narcissists, sippin' on arsenic
Carved carcasses in the garage, don't park in it
Hard as finding retarded kids at Harvard
It's Wolf Gang barkin' keep you up like car alarms and shit
Over the edge, yeah I had in a potato sack
'Cause I'm cold as ice like Anasia when she fuckin' Traq
I'm the type to put you down and bring myself up
So when I rape a bitch I hold her down and get my best nut
The reincarnation of '98 Eminem
60 Crip and Grizzly and some RMK Denim
Pay attention I'm stabbin' your women friends, like a gentlemen
Then dippin' with the fuckin' pen to go sin again
White girl, you can ask her what the dick be like
At monster madness doin' drive by's on a fuckin' fixie bike
Fuck it moron, snortin' oxycontin, wearin' cotton
Oxymoron like buff faggots playin' sissy dykes
This the shit that get cripple bitches to hop
Dirty crack pipes with, bullshit to stop, ho
Boss broke, spouse choke, blouse open
Sly's little shop of horrors, now showin'
I hate gays, gangbangers and fuckin' jerkers
Unless it's gay gangbangers: that's fuckin' jerkers
Whoa yo, yo... no homo, I'm not gay, faggot
Odd Future Wolf Gang, Wu-Tang bangin' in your system
Probably banging in your sister with my children swimmin' in her system
Let me say this shit in slow-mo, homo
You don't fuckin' skate, take off that Box Logo"
5,Awkward,2013,Wolf (2013),Hip Hop,"Tyler, the Creator","I was 16 when we first laid eyes
Scrawny little fucker yeah I was that guy
And you was down for the weekend
I was down for the greeting
And your eyes the same color shit that jasper be chiefing
Couple freckles on ya noses, roses made you blush
Gentleman I was like I wasn't tryna fuck
But it was my first official date so I was stuck like
It was past curfew, and we was at the grove
And it was raining, and I had to be home
And then you grabbed my hand, talking about trying to get home safe
All I remember, was your motherfucking face, your face
I play in your hair
As you rub on my ears
Then we awkwardly stare until our lips locked
Then we awkwardly stared because our lips locked
Now it's awkward in here because our lips locked
Feels like I'm floating in air
Can't you believe that this dare turned into a reality when our lips locked
Man this feels like a dream because our lips locked
You officially put my feelings inside a ziplock bag
You gotta a nigga sprung, whenever I'm holding your hand
And making eye can-tact I feel like the damn man
Cause even though I am and get round of applauses
I'm insecure then I start to think that I do not stand chance
But, moments, wish that I could own 'em or lease it or clone it
Because holding your fingertips is golden.
I fucking love you, I treat my problems like a bowling ball &
I grip and keep holding on
Girl?
I play in your hair
As you rub on my ears
Then we awkwardly stare until our lips locked
Then we awkwardly stared because our lips locked
Now it's awkward in here because our lips locked
Feels like I'm floating in air
Can't you believe that this dare turned into a reality when our lips locked
Man this feels like a dream because our lips locked
You officially put my feelings inside a ziplock bag
You got a nigga sprung
Wait, don't think this is going to work
Things got complicated and a couple feelings got hurt
I haven't talked to you in a couple of days,
I got too comfortable and started to think we were really a couple
But hey at least it was time spent.
But by the time you will hear this you will know what these rhymes meant
But when you realize its awkward your names still my password
So I'm always fuckin' reminded
You're my Girlfriend... you're my Girl (Whether you like it or not!)
You're my girl... you're my girlfriend, you're my Girl Girlfriend
You're my girl, you're my girlfriend, you're my Girl (Shit I know that you're my)
You're my girl, you're my girlfriend, you're my girlfriend
You're my girl... ooh
You're my, you're my Girl
Ooh girlfriend... girlfriend...
You're my girlfriend you're my girl girlfriend you're my Girl
You're my girlfriend"
6,Bastard,2009,Bastard (2009),Hip Hop,"Tyler, the Creator","Yo, yo, fuck 2DopeBoyz and fuck Nah Right and any other fuck-nigga-ass blog that can't put an 18 year old nigga making his own fucking beats, covers, videos and all that shit
Fuck you post-Drake-ass cliche-jerking, LA-slauson rapping fuck-nigga-ass Hypebeast niggas
Now back to the album
Well, Tyler, hi, I'm Dr. TC
And um, I'm guessing that your teacher sent you here to talk 'cause you were misbehaving
Um, it's gonna be three sessions, today, tomorrow, and the next day
So, just tell me something about yourself
Well look, if you don't talk, I mean these sessions are going to go slower
This is what the devil plays before he goes to sleep
Some food for thought, this food for death, go ahead and fucking eat
My father's dead, well I don't know, we'll never fucking meet
I cut my wrist and play piano 'cause I'm so depressed
Somebody call the pastor, this bastard is so possessed
This meeting just begun, nigga I'm Satan's son
My mother raised me a single parent so it's apparent
That I got love for my mother, none of you other fuckers
Are much important I'm getting angrier while recording
I'm feeling like the bulls, I've got a gang of wolves
Odd Future is children that's fucked up in they mental
Simple but probably not, fuck 'em
I'm tall, dark, skinny, my ears are big as fuck
Drunk white girls the only way I'll get my dick sucked
Suspended from school coolest nigga without effort
Easy to spot like black bitches with fake leopard
Soak me up in a tampon, but keep the lamp on
'Cause this album pack enough evil
That you can't fit inside a Jansport
Go to school with this
I go from AP to JC inside a fucking week
Waking up with random girls like ""Yo, bitch, how the fuck we meet?""
I stay with grandma, she always bitching about her carpet
Every time I walk inside the house, she always tend to start shit
No to drugs I never spark it
I used to be bullied for honor classes by those that were slow as molasses
Take this shit to school
Raquel treat me like my father like a fucking stranger
She still don't know I made Sarah to strangle her
Not put her in danger and chop her up in the back of a Wrangler
All because she said no to homecoming, demons running
Inside my heads telling me evil thoughts
I'm the dream catcher but nothing but nightmares I caught
Go to sleep
I wear green hats because I'm fortunately lucky
""Fuck me,"" the monster said, somehow the monster's dead
Inside of me, but the thoughts it tells me are still evil
With this state of mind, big moves, Max Keeble
I'm on my grind feeble, my music is either
A fucking sin or too illegal
Play this shit in church
I graduated without honors or fucking father
He died (I'm so sorry), no bitch, don't even fucking bother
I wanted a brother my mother I told her
But instead I got a sister, just like me with her mister nada
So both of our imaginations are creations of the fucking situation
That's having our brains racing like Dayton, wearing some fucking Heelys
I know you fucking feel me, I want to fucking kill me
But times I'm so serious, you think I'm silly
I'm doing Big Style Willy couldn't touch eleven
Seven, what's religion nigga? I am legend
I roll with skaters and musicians with an intuition
I created OF 'cause I feel we're more talented
Than forty year old rappers talking about Gucci
When they have kids they haven't seen in years, impressing their peers
With the same problem, the only way to solve 'em
Is to go to Father's Day convention with a gold revolver
Life's a salad, I'm a toss it, eat that shit up, Rick Ross it
Shit it out, bag it up, sell it, I'm so damn rebellious
'Cause my mother let me do what I want
She wasn't careless, protective she is the bear
The shit is so bare, my diary isn't hid
My father didn't give a fuck, so it's something I inherit
My mom is all I have so it's never meet the parents
When Danielle or Milan decide to fucking share
This confused boy, I wanna hug hoy
I'm bad for you kids to listen to, soy is not the choice
I'm bad milk, drink it
Well, um, it seems you had a lot to say
And uh, who knows I might feel as I'm evaluating
My wrist is all red from the cutter
Dripping cold blood like the winter, the summer
Is never that's equivalent to me and Sarah
Well that's not her fucking name, but I think this shit is clever
My niggas wanna know if I'm fucking, if I'm kissing
But I'm sitting here downing beers simply just wishing
With a tear they try to tell me but I never listen
'Cause I don't give a shit like sitting down pissing
Eighteen, still talking to imaginaries
Hopefully they see the talent I carry just like Jimmy
Losers can never win me, you can never offend me
My goal in life is a Grammy, hopefully mama will attend the
Ceremony with all my homies, I'm suicidal
This my Zombie Circus, I hope the majors heard this
Fuck a deal, I just want my father's email
So I can tell him how much I fucking hate him in detail
Wow, um, so Tyler if you had the chance to tell him something
What would you tell him?"
7,Blow,2009,Bastard (2009),Hip Hop,"Tyler, the Creator","If this was a game
I already know that I would come out winner
And I'm not braggin', I'mma be in her
But this bitch really think that I'm 'bout to buy her dinner
My steak good, I got a good cut like splinter
Juicy and hot such a black bitch temper
Now she wanna talk and chop it up like a blender
But I don't give a fuck and keep her list'in like Schindler
She's cute but her forehead's big
Got stretch marks like she got four kids
Her legs can't close like the four door hinge Bronco
That O.J. killed the white hos with
A wealthy white girl without the facelift
Lure her with expensive dinners and a nice bracelet
Leave the bitch breathless, what the bitch don't know is that
I'm a muthafuckin' sellout and a rapist
Baby, you're an angel
How 'bout we turn this into a fable of some sort?
You already know you're dead
Ironic cause your lipstick is red, of course
I stuff you in the trunk, drunk
Cause all I really wanna do is fuck and snort blow
If this was a game
I would be considered a muthafuckin' legend
And I ain't tryna gas you up like Chevron
But I'm high as fuck bitch, you really need to get on my leverage
Now we're in the cabin, in the middle of uh
Tryna find ways to really stuff you in my cabinet
Dreamy little bastard, I done ran outta luck so now
It's time for a bloody foot you little rabbit
You're very attractive, and notice that
My hat is always the color of cactus
And I hang with wolves 'cause I'm an evil Bastard
Pictures of you on my wall no glue, no tape but just cum plastered
Met you at my school, departed at my house
Ended at your panties, started at your blouse
Pushed you down stairs, I took a nap up on the couch
If you wanted a date, don't come
Now you gotta make it easy for me don't run
You call this shit kids, well I call these kids cum
And you call this shit rape but I think that rape's fun
Wait now it's about eight somethin'
It's late and you stuck in my base-one
Come downstairs with nothin' but a shoe string
Yeah bitch this date's done
Baby, you're an angel
How 'bout we turn this into a fable of some sort?
You already know you're dead
Ironic cause your lipstick is red, of course
I stuff you in the trunk, drunk
Cause all I really wanna do is fuck and snort blow
I like my girls how I like my drugs, white
Lord, you're so pretty, lyin' in my arms
I just got one request, stop breathin'"
8,Boredom,2017,Flower Boy (2017),Hip Hop,"Tyler, the Creator","When you're having fun, fun
Time flies, time flies, time flies
When you're having fun (time flies)
Out the window (go, go, go)
Find some time
Find some time to do something
Find some time
Find some time to do something
Find some time
Find some time to do something
Boredom got a new best friend
(Boredom, boredom, best friend)
'Cause boredom got a new best friend
Boredom got a new best friend
Na na na...
Find some time
Find some time to do something
Find some time
(Find some time, oh)
Boredom, boredom, boredom, boredom
Boredom, boredom, boredom, boredom
Boy, my bedroom floor is a cereal burial, I'm serious
I ate 'em all, dry boxes, bodies, yeah I caught 'em
If we're talkin' 'bout real meals, ask my stomach, he ain't saw 'em
I've been in this fuckin' room so long
My eyeballs are turning to dry wall
My friends suck, fuck 'em, I'm over 'em
""Hi y'all, y'all ain't hit me all day
What the fuck is the problem? Is it me?
'Cause I'm not solved, I'm... bored.""
Find some time
Find some time to do something
Find some time
Find some time to do something
Find some time
Find some time to do something
Bored and getting desperate as hell
Cellular not amusing and I hope someone will
Message me with some plans that are amusing as well
'Cause I haven't seen the exit of these walls since before this morning
Morning, morning, morning, morning
(Morning, oh, what the fuck?)
Got some cars I can handle but nowhere for performance
My stomach angry and yellin', I need some food, I could order
But I hate eating solo
Need someone, we can loiter in parking lots
And sunsets at the border, yeah
Ringy dingy dong, I can't be alone
I been starting to feel like I don't know anyone
So now I'm staring at my ceiling fuckin' going
Like I have no idea where I'm going
Tick tock
(Damn, gotta get outta here)
Find some time
Find some time to do something
(Hey, can y'all help me right quick?)
Find some time
Find some time to do something
Find some time
Find some time to do something
'Cause boredom got a new best friend
Boredom got a new best friend
'Cause boredom got a new best friend
Tick tock
Find some time, find some time
Gotta find some time, find some time
Gonna find some, find some time
Time, time, time, time...
""Ride's over, we got some tickets to see s.."""
9,Burger,2011,Goblin (2011),Hip Hop,"Tyler, the Creator","Nigga this is my cup, drink the cyanide up
Dope as fuck so I would really shoot a group of guys up
Deep thought, I'm often lost (Fuck it) put me next to awesome
Still can't tell the difference, just like Asians with their eyes shut
Butt fuck a couple rocks, in the Wendy's parking lot
Barking at the sight of light from my bright sparkling
Cock-a-doodle, eatin' toaster strudel at a nude beach in Rome
In a black-pink spaghetti strap, made of Roman noodles
My bitch is bad, mixed with a thicky ass
Get my dicky rocky this will end up in a sticky blast
Chrissy Brown, mask on my face, now I'm kicking ass
Life's a bitch, fuck college, mommy I am ditching class
I rather be happy then fucking forty
So fuck the teacher's lecture I'm having Sydney record me
For the 2Dope... (They didn't like it)
Oh well, let's get XXL to write us a fucking story
(Hook: Hodgy)
It's sitting right in my lap I see it, scribbled across the lines I read it
I'm the fucking poet who knows it, you know it, you bogus
Comprehend the language, you scared of war?
I'm all anxious, we got the Angus if you want beef
Now that's a burger for ya ass nigga (Slice the onions)
Now that's a burger for ya ass nigga (Put on the cheese)
Now that's a burger for ya ass nigga (Where's the barbeque sauce?)
Now have that burger eat it fast nigga
Fucking all, get you some, obviously intended pun
Same time it took, Jason Dill to get the stitching done
Custom made, one of one, sold out Roxy for some months
Ski mask color of a pickle just to perform Sandwitches
Started back in fucking London cracker children wanted something
They could bump and punch a bunch and fuck a face stumble
Now, moshing pits to breaking arms, Zombie Circus not a carn
Evil wolfs is on the farm and were all evil harmed?
Any sheep creep, quiet tendered sleep
Make a peep, fucking body will go missing in a week
Roam around the city with her titties like a fucking greek
God, Bastard was the fucking shit, explains why it never leaked
I am coming of my age with my Memphis Bleek
Shooting from the sky, the only problem is the missing beak
(Once I have my wings and my motherfucking chain)
Oh that's the black talk you give me, let me down a couple cups of bleach
Free Earl, that's the fucking shit
And if you disagree, lick a couple pimple covered clits
From some stripping lesbian dikes that fight niggas
That like to rap about those dikes that fight niggas
All right, enough with this shit, let's talk business
Acquire more currency, disregard bitches
Go to Shake house and play Goblin in his kitchen
Then force him and his mom to listen to track six then
If he doesn't like it I'll just slice his fucking dick and
Put it in the cabinet where the fucking cookies and chips is
Take a bunch of pictures and post them on my Twitters and
Go to Jimmy Fallon like faggot when we perfomin'
Then a bunch of Golf Wang niggas start stormin' on the stage
In a rage that will scare Zack Rocha
Better get ya tanks before this wolf wars over
History repeats itself, I'm a O.F. soldier"
