,song,year,album,genre,artist,lyric
0,49ers (Oranges Shirt),2010,I AM JUST a RAPPER (2010),Underground Hip Hop|Alternative Hip Hop|R&B|Pop,Donald Glover,"(DC Pierson)
Whoa
What'd you get, amnesia?
I bet you wouldn't sleep on me if I was Lil' Weezy, huh?
Bet you wouldn't sleep on me if I was in a band or somethin'
And my bank balance were around a grand or somethin'
Ask you somethin':
Do you think I'm common like sense it?
That heaven didn't send this
Uniquely perfect dude so just discard me like a toy, then
But you know, I know, I'd make a damn good boyfriend
Oil can, oil can
You think I'm the tin man
You took my little heart and you kicked it like a tin can
Ain't you heard I got the kind of shine can make your skin tan?
In the mean time don't come crying for the thin man
In the mean time I'll be building my portfolio
All these other dudes eradicated like polio
With any luck you'll see me everywhere like Starbucks
I bet you wanna fuck me when it's time to star buck
(Childish Gambino)
I didn't have green like an Arizona front lawn
Now they try to touch my face like an iPhone
Now I'm all gassed up like Exon
Girls see the money like I fuckin' got checks on
I dunno even know if this girl really likes me
Pickin' up the check like I'm workin' at Nike
Talkin' to this girl and I'm thinkin' that she's into me
Then I find out she's tryin' to break in the industry
That's really lame
I still hit it
But I refuse to be home girl's meal ticket
I'm lookin' for a sick girl to be a part of me
Not a girl who will try to McCartney me
Yes, homie I'm a man of my word
Got this shit in the can like a toilet of turd
And, yes, these gold diggers tryin' to get at my sperm
Well, I'm not a 49ers fan, in case you haven't heard
I know my girl out there somewhere
And if you hear this, you should come here
Unless you don't give head like a weird beer
Elroy, Bam-B, yeah, I'm outta here"
1,All Yall,2014,STN MTN / Kauai (2014),Underground Hip Hop|Alternative Hip Hop|R&B|Pop,Donald Glover,"Now it's the B to the izzo
You know what it is I'mma stunt on the d-low
Watch me get it in, spin in the seat, black as can be
Rolling it up, giving a fuck, like I'm a slut
Bino that's my baby what he doin' out at the club?
Fuck about your dress code, my dress code is I got a big bank roll
I think so, time to give these niggas something else
Island in the summer best believe that shit ain't common wealth
Smile on her face best believe she wearing nothing else
Watch the sun set that's a feeling that she never felt
We were born free, that's my God given
How a god living? Fantastic, fans spazz when they see ya man passing
I'm in the Aston Martin, unforgivable blackness beg your pardon
All my Jack Johnson nigga, all my shows sell tix like Boston nigga
Put this on at the cook out, let me see you shmoney
Old school on the XM got your Auntie singing ""Hola Hola Ay""
Hit the dream too hard, I'm the new young god
This the new mixtape, but it's still the same game
How you gon be the don, when don half my name?
How you gon be the goat, when we are not the same?
I be feeling all this money but motherfuck the fame
It's the young Bino, I'm in your bae like Oakland
In my bed out of breath I never been this open
If you niggas can't hear me it's the weed I'm smoking
When I opened up the door I had the manager coughing like
""The hotels charging you a maintenance fee""
Gave that nigga 2 stacks and said I'm here all week
Let me roll OG, let me talk my shit
How you hotter than me? You ain't got no hits
You just got a hot feature
Bare sole on the track so my feet hurt
Do some research, know my origin
I'm the new black, fuck oranges
Yeah, that's that nigga that y'all love to hate
Redbone like golden gate
Childish y'all know the name, getting hate from Charlemagnes
Last year things done changed, I was thinking bout killing y'all
I was working all night long, white bitches like King Kong
Getting money my theme song, do what ever I want
Fuck your clique do what I want, fuck your bitch do what I want
Here's some shit you niggas didn't know
Probably wrote your nigga verse
Probably wrote your nigga video
High as fuck on Arsenio
Chosen, now they show my my respect nigga
Frozen, Disney movie round his neck nigga
I told ya, I'm the best right now
From Atlanta where them niggas in your chest like ""blow""
Royalty equal sign black philosophers
Became a top 5 cause nobody else was stopping us
They want me Hopsin but I'm popping and getting confident
God forbid we give him props for the job he did man it's not be some slobbering
I mean, fuck, do you want more?
I'm killing these niggas but still on tour
Fuck is y'all for?
This is for all of y'all
One day everyone's falling off
So right now we should all ball out
Life's too short to not all out
I don't know what I really need
But I'd rather be smoking weed
I don't know what I really need, yeah
But I'd rather be smoking weed"
2,All the Shine,2011,Camp (2011),Underground Hip Hop|Alternative Hip Hop|R&B|Pop,Donald Glover,"What the fuck do y'all niggas really want?
I went with realness instead
But all the real niggas I know either crazy or dead
Yeah, I dropped the free EP for these other kids to feel a lot
And niggas keep asking on whether this dude's for real or not
I'm not trying to come hard, I'm trying to come me
That's why these older songs that I used to make I'd release free
What's the point of rap if you can't be yourself, huh?
That's why I come first like my cell phone
I'm a role model, I am not these other guys
I rap about my dick and talk about what girls is fly
I know it's dumb, that's the fucking reason I'm doing it
So why does everyone have a problem with talking stupid shit?
Or is it real shit?
'Cause sometimes that stupid shit is real shit
Like when you make out with your best friend's baby sis
You know the one with short hair you used to babysit?
(See, that's not even right)
You with a different girl like each and every fucking night
And kiss her while she's sleeping and sneak out the front to catch a flight
That's not life, dude
It's just making up for fucks I missed in high school
I keep it wrapped until I meet the right one
'Cause I ain't Mumford, I ain't tryin' to have sons
All I wanted was some more like Ashton
I ain't the coolest but I know I got passion
I got passion!
I really wanna do right and it doesn't matter
We've got all the shine we need to find
I really wanna do right and it doesn't matter
We've got all the shine we need to find
""Baby, I'm okay."" She said, ""Why you gotta act so strange?""
I said, ""Baby, I'm okay."" She said, ""Why you gotta act so strange?""
I said, ""Baby, I'm okay."" She said, ""Why you gotta act so strange?""
I said, ""Baby, I'm okay."" She said, ""Why you gotta act so strange?""
Am I serious? I don't even know
Are you hearing this? This shit is laughable
I ain't trying, I'm doing, these other rappers are foolish
I got fame, my A&R's a computer
Is there room in the game for a lame who rhymes?
Who wears short-shorts and makes jokes sometimes?
My nigga like, ""I'd get you MTV if I could, man
But Pitchfork only likes rappers who crazy or hood, man""
So, I guess we gon' see
I ain't Curren$y, but if there ain't money in my name please murder me
Sometimes I feel like I ain't supposed to be here
Sometimes I wake up, I don't want to be here
My mom loves to text me Psalm verses
She don't look at me like I'm the same person
I used to be the sweet one, but things change
And I don't want them missing a son like Bone's last name
And all my uncles alcoholics, shame on me
I drink whiskey till I'm grounded, no TV
I wanna go inside the club with no gold piece
And walk in with No I.D. and no I.D
No matter how far the hood seems
We all still got hood dreams
I always wanted to get picked on the cool team
But alone is exactly how I should be
I really wanna do right and it doesn't matter
We've got all the shine we need to find
I really wanna do right and it doesn't matter
We've got all the shine we need to find
I really wanna do right and it doesn't matter
We've got all the shine we need to find
I really wanna do right and it doesn't matter
We've got all the shine we need to find
We need to find
We need to find
""Baby, I'm okay."" She said, ""Why you gotta act so strange?""
I said, ""Baby, I'm okay."" She said, ""Why you gotta act so strange?"""
3,Almost There,2009,Poindexter (2009),Underground Hip Hop|Alternative Hip Hop|R&B|Pop,Donald Glover,"Girl, I messed up real bad
I'm looking back on the days that we both had
I go to bed and I dream so hard
Of little mixed kids running in the front yard
I need you close, I need your kiss
I never ever, ever, ever knew a love like this
I, miss you more than puffy missed b.i.g
I didn't think that you would leave a hole this big
In my life, you need to be my wife
I made this song, I hold my pillow tight
And wishin' it was you, what can a nigga do
Fuck this success, fuck these interviews
Fuck these phone calls, girl you are worth it
When I was happy, you were happy, you are perfect
When I was blue, you were blue, you're my smurfette
I put my best chips on the worst bet
Girl, I need you like I need air
And fuck those other honeys, I will be there
I never ever, ever thought that I would be scared
Of living in a world when you're not there
My biggest fear is that you won't give a fuck
When you play this song on your macbook
""Is that cg, yo, he is old news
I'm way too busy with my new dude.""
The best time I ever had
Is kissing in my shitty ass kia van
I wish that it was me instead
Feeling all your pain
I know that it is different now
It will never be the same but
I swear to god, our love special
You can be my number 2 like one pencil
Or you can be my number one, I will let you
In on my life, I've changed so much since you
Left, that hotel room
And if you're with another guy, go tell dude
That he can never keep us apart, he needs a better door
He'll always be the guy that you settle for
I'll always be the guy you're s'posed to be with
Where the fuck is cupid when you need him
I'm so sam cooke, I need tea for two
I play sam cooke and I think of you
Baby girl we need to be together
This song ain't for my album
This song is for the better
And even though we living in a city full of strangers
They can see I'm different
They can see my anger
They can see my pain
They can see the way I talk about you
They see the way I living and I won't live long without you
I drink every night, I smoke more too
I guess it's safe to say death or you
I need you more now than I ever did
I'm still the same guy you fell in love with
I need a second chance like I need a prayer
Sometimes I think god just doesn't care
I hope he has a plan for both you and i
So we can be together at a different time
Remember when I come home late
And you'd be crying over some food on a cold plate
I'll never do that shit to you again
You're the most beautiful girl I ever known and my best friend
Baby girl we need to make up
And when I dream of you, I don't want to wake up
And when I don't dream, I don't want to wake up
I'd rather die now than not have your touch
'Cause I miss you so much"
4,AssShots Remix,2014,STN MTN / Kauai (2014),Underground Hip Hop|Alternative Hip Hop|R&B|Pop,Donald Glover,"(Intro: DJ Drama (Childish Gambino))
Is it too much to ask for lyrics?
(All right, all right)
(Royalty has never done a track together)
I mean it's 2014 man, c'mon really
(Well I thought we would get everybody on the same track)
You niggas could learn a lot by now
(I'll go first)
Stone Mountain
(Verse 1: Childish Gambino)
Give a fuck about these haters man
I'm the flyest that there's ever been
I'm always reppin' Stone Mountain
You know my show is sold out
You know my smoke is so loud
It's still about his business
Stay up out my business
Flow so vicious
When niggas talkin' shit, shut they mouth, catch what this is
I walk up in the party, we took all the bitches
They love how I move, we might need a minute
God damn, Summer looking like son of Sam, I'm killin' niggas
Hang with models and a couple strippers
She love my music so I nutted in her
Damn I'm decent, Liam Neeson
I'm takin' over, you plain sober
Gassed up and you finished last
I'm crying nigga, that's tear gas
Woooh, now I'm flexing
Was that fire? Bitch you guessed it (Oh shit!)
(Hook: Steve G Lover)
I bet you I can make that ass hot
C'mon bae, drop it like a ass shot
Say my sixteen will make that ass hot
Song done, drop it like a ass shot
Boy stuntin' got they ass hot
Go on nigga, drop 'em like a ass shot
Jump on this beat and get they ass hot
Go on girl, drop it like a ass shot
(Verse 2: Steve)
I am, the prince, two cups, always
Our team, got money, stunt hard, so don't hate
Fall off, no way, we run it, it's too late
We smoke sour, call that flowers
I just blew, a bouquet
My girl, so sweet, like Crème brûlée
But still, she that hood, like red Kool-Aid
We on top, toupée, I got hits, like touché
I just did Rome in one day
I just flew out to Croat-ia
I'm independent man and still doin' major
Young King so flashy got me lookin' like lazers
Atlanta housewife I can make ya like Phaedra
So let's play my, I'mma play ya
Get bands, then head to la playa
My niggas is bias
My brothers the owner, fuck with 'em get higher
G-lover spit fire, that flame is saliva
We're riders that got Nick Cannon's now
Make 'em drop you like Mariah, wassup
(Verse 3: Swank)
Start her off with gin and tonic, mine's a double
Out in Vegas fool, you know I'm bettin' double
Double your car note, double your mama rent
Ain't shit but house money, I ain't spent a cent
Mo' money mo' problems, yeah that's official
I just throw cash at it, that's my issue, it's hard
So I feed my boo boo hard that moo moo bags
If she need mo', then girl I miss you, bye
But ain't no lookin' back
'Cause I know it's a salt pile (you salty?)
I'm goin' Chevy with metallic fuckin' gun style
No door handle, she high tryna figure how
While my auto mobile looks like Girls Gone Wild
That's top off, nigga drop offs
Slidin' dirty with yo' dame
OG sativa baby, watch ahead for that air plane
Fuck with my money, and I'm at your house like the mail came
You meet the Swank lion, beast mode, untamed
(Verse 4: Fam)
Big homie have you seen her
She got the Dobrev, all white nina
Packed like Serena, maybe Trina
Shit I don't know, they both got ass
So of course he came to give you all these courses
And you can't ignore 'em, cause these hoes adore 'em
Words hot, don't slur 'em
I just speak up, so please ho, keep up
Please ho, keep up
Ok, ok, ok, she ain't getting money, no way
I met her on a Monday, but I fucked her back to Sunday
I told her she my Brandy, I'm her one and only Wanya
Till she drove off the driveway in her '97 Hyundai, bitch"
5,Assassins,2008,Sick Boi (2008),Underground Hip Hop|Alternative Hip Hop|R&B|Pop,Donald Glover,"Mapquest where the place is
Gats in they faces
Then we fold them up and put them back in they cases
Assassins replace expressions on faces
And hard eyes on gangsters with hot gaping spaces
Hands full of aces, pockets on swole
Glassy-eyed aiming from my own grassy knoll
Leave JFK's head just a big smoky hole
To console Jackie O she could smoke my pole
It's called Camelot 'cause she came a lot
And a lot of you rappers sound the same a lot
And the game is still out there if you play or not
And I'm the King of Queens, Kevin James is not
I quit my temp job 'cause I can't let a day go
Tomorrow's moguls are delivering your bagels
I hope your trophy wife been practicing her kegels
'Cause when we take the game we won't leave you any Legos
There go the kid with his dirty white sneakers on
Dreaming on a way to get his penthouse on Bleecker on
Give your girl head, call you with the speaker on
Horse head in your bed, now you know who you sleeping on
Are you seeing what I'm seeing?
This booth is a crime scene
Chalk off the mic, the kill screen is my screen
No need to terrify or pop shots at witnesses
They only testified they know what hot shit this is
(Hook (x2): Childish Gambino)
True assassins
Hold your glass up
Them's the type of niggas that'll cut yo ass up
Whether it be tracks or verses
Chains or purses
Them the type of niggas that'll make you stop
(Verse 2: Nick Packard)
Classic assassin
Straight from Central Castin'
I bust through your abode with both barrels blastin'
I crush up your skull like a truck that you crashed in
I'm never gonna die like I'm Tuck Everlasting
Never thought that I'd carry an AK
All I ever wanted to be is Farley, Ferrell, or Fey
And maybe some day that dream will come true
But for now I got my gun and I'm aiming at you (Hey!)
In your house on your couch while you're readin'
I got no flow, it's more like breakthrough bleedin'
But I'm into cartoons and I'm really not sane
All I leave of your body is a Pinky and the Brain (Uh!)
I'm more Manson than a small-time crook
When it comes to taking lives I steal like Dane Cook
Bitch, take a look, you know it's in a book
Even LeVar Burton's Roots get shook
(Verse 3: Childish Gambino)
Ah, ah, you can call me assassin, I kill Versace
I walk too much, gotta Gucci watch me
The illest of the killers you can tell by my fashion
Light hoodie to bright sneaks it's all matchin'
I kill rappers, I don't need no stealin'
If I do lose a battle I'mma kill 'em for real
I'm just kidding, or am I?
Things get real in the City of L.I
That's right, I live in Queens
The borough of the lost
I hate the fuckin' yuppies but I love how much it costs
Call me in the winter and the spring to play tennis
And they give me strange looks 'cause I floss like a dentist
I'mma finish this sentence then get me a rope
So I got a little dough and I'm fresh like Scope
A nigga so dope, I got the new Pumas
That never take a bath so I call 'em homeschoolers
Numbers like rulers, I'm tired of it all
I sleep in the club and I yawn when I ball
I'm off the hook like phone calls
Where's kidrobot?
I need a new hoodie hot pink like doughnuts
The kids is Go-Gurts when they see my Gobstoppers
I'm not Mekhi Phifer, but I got Clockers
Transform a watch when I don't got diamonds
Boy, did you hear what I said like Simon?
I kill boutiques
Just snatch the new sneak
I'mma do it every week
I'm a serial killer
Beats like Dilla
Hun like 'tilla
It's the Sick Boi thrilla (Yeah, mon!)
(Hook (x2): Childish Gambino)"
6,Baby Boy,2016,"""Awaken, My Love!"" (2016)",Underground Hip Hop|Alternative Hip Hop|R&B|Pop,Donald Glover,"Little hands, little feet
Tiny heart, tiny beat
Oh, thinkin' 'bout the time we spent falling in love together
I don't wanna leave you, I don't wanna deceive you
But oh, when mama cries from daddy's lies
Oh my, please don't take him away, mama
Don't take him away, oh
'Cause I've had my time, oh!
Don't take my baby boy
Don't take my pride and joy
I hope I stay close, I hope I stay close
All the pain, all the tears
Many nights, many years
This love for me is fading
You waited, but I never came home to you
I've never lied about us
We were never supposed to be together
When you see me with some other one
And they know your son
Oh, please don't take him away
You said you won't but you will, yes you will
'Cause I've had my time, oh!
Don't take my baby boy
Don't take my pride and joy
I hope I stay close, I hope I stay close
(Don't take my baby boy)
There was a time before you
And there will be a time after you
(Don't take my pride and joy)
Though these bodies are not our own
(I hope I stay close)
Walk tall, little one, walk tall
(Don't take my baby boy
Don't take my pride and joy)
Let me hold you, let me hold you
(I hope I stay close)
Can I hold you?"
7,Baby Doll,2008,Sick Boi (2008),Underground Hip Hop|Alternative Hip Hop|R&B|Pop,Donald Glover,"You're my babydoll
I'll hold you closer
I'll hold you closer
Just like I'm supposed to
Know I got what you need (x4)
I'm a weird dude, but you like me
Give other girls shocks like Nikes
I know I'm always on the road you can type me
And if you don't do that you can Skype me
I'm a big kid, and you know that
But it don't make me happy so we blow that
Can I make time? I don't really know
'Cause I see you're pissed off when I go to shows
I never really had a girl like this
But I ain't never had a girl who could keep interest
The things that I do, the things that I wanna be
I know I'm hardheaded, can't see things in front of me
I'm gonna be the best, you can believe that
So try an understand when I have to leave that
When I'm done, I'ma give you the call
Don't ya know sugar, you my sugar babydoll
I love you both, can't you tell?
I love her lights, I love the smell
But I think you kinda know I got a girl on the side
She pay for my house and she pay for my ride
She give me nice things and she make me feel good
She give me a little cash and I spend on you
She my sugar mama only with her for the money
But you know it's untrue 'cause I talk about her funny
Saturday night's, I'm supposed to be with you
But instead I'm in bed with the stage and the crew
She laughs at my jokes, she tells me I'm cute
She tells me if we together we make a little loot
But I know I couldn't have her if I didn't have you
And I know sometimes I don't make curfew
Ya know I'd never, ever, ever try to hurt you
I'm a just try to do what I gotta do"
8,Backpackers,2011,Camp (2011),Underground Hip Hop|Alternative Hip Hop|R&B|Pop,Donald Glover,"All right it's Childish baby
Mr. Talk-about-his-dick-again
Nerdy ass black kid
Whatever man, I'm sick of him
That well-spoken token
Who ain't been heard
The only white rapper who's allowed to say the n-word
I buy a bunch of 'em and put it on my black card
Now I got some street cred
Use it till it's maxed out
I got a girl on my arm dude, show respect
Something crazy and Asian, Virginia Tech
She too fine
I do dimes
If not that, I'm walking out with 2 fives
Change my ID for the cops, it's not enough yet
Black male in short shorts, I'm double suspect
Ballin' since '83
Half of 'em say he gay
Maybe that's the reason I like Lady What-babies-say
I'm a problem
I'm lame as fuck homie
But I rap like these niggas ain't got shit on me
Fuck the cool kids
Not Chuck Inglish, but people who think
That hatin' on me makes them distinguished
Like, ""What is this nigga doin' rap is for real blacks
I hate that fucking faggot man he think that we feel that""
Or
""I wrote on rape culture my junior year at Brown
So I'm allowed
To say what all his raps are about""
You better shut your mouth
Before I fuck it
You really hate my lyrics now?
Or Kid Cudi's? Nigga
Runnin' this thang
Money insane
Busy getting brain like Krang
What, what's my name in the woods got these niggas usin' MapQuest
Man, fuck a backpacker
Nigga's with OCD, N-W-O
All white like my clothes, CW shows
Nigga got signed, it's an anomaly
No cosine, trigonometry
Man these niggas hate me
""Man, fuck you nigga... fuck you nigga!""
They real black like won't show up on your camera phone
They real black like turn the flash on your camera on
They real black take shit, turn it into gold
I'm real black I survive when the pressure on
Upper echelon, bit my lip when I'm kissin' her
Clash of the titans
Baby, your tits is titular
Listenin' to some KISS FM, she wanna hear Nicki Minaj
Super Bass, super face inside a garage
It's not a massage
Spa rap with a happy ending
Old niggas wanna assassinate me
It's a shame
These kids was supposed to save rap
Fuck that, boat shoes and a wave cap
He don't give back, how the fuck a nigga say that?
Summer in November I gave everyone a Maybach
Comin' on that paint back
Comin' on that mace took
I'm comin' on that real shit
I'm comin' on her Facebook
Fuck a backpacker with a rhino's dick
I do me like a gyno chick, uh
Runnin' this thang
Money insane
Busy getting brain like Krang
What, what's my name in the woods got these niggas usin' MapQuest
Man, fuck a backpacker
Fuck you backpackers
Fuck you backpackers
Fuck you backpackers"
9,Bitch Look at Me Now (Two Weeks),2010,I AM JUST a RAPPER (2010),Underground Hip Hop|Alternative Hip Hop|R&B|Pop,Donald Glover,"I do not, I do not, I am just, I am just a rapper
Sick boy make moves like a chess piece
And that move real quick like Nestle
Let me make it clear for a second like Pepsi
I was never worried bout my wallet bein' empty
'Cause when it was empty, I was still happy
Walkin' with my Walkman, freestyle rappin'
High school bullies like what the fuck happened
Nigga off the hook like I fuckin' shot the captain
And this supposed to be relaxin', rappin' is my hobby
I did this in my bedroom where I separate my laundry
Watchin' old episodes of Shining Time Station
You are now listening to my mouth on vacation (ation)
Why you doing this, what's your motivation?
I am just a rapper, I don't need the paper
No Will Smith went off without a hitch man
C-H-I-L-D it's the ISH man
Do sixteen bars no wristband
I'll always be childish, call me Maggie Simpson
Run the track like my tongue's an Olympian
I've always been this good, you just weren't listening
I'mma try to make my street cred stack up
I mean I'm rapping over Grizzy Bear, what the fuck
Gather swagger up, before I take it all
You started rapping when you wasn't good at basketball
I started rapping 'cause I fucking need some Adderall
I can't do one thing, I'm just too good
I can't do one thing, I am Tiger Woods
I make you iPod hotter than a lighter would
Picture me in sixth grade, overweight, overbite
Got my fake Adidas on, whiting out the fourth stripe
Kid named Vincent got it out for me, I hate that guy
Frodo from Chicago, really small and shy
You better recognize, 'cause I'm no better now
'Cause I was always sick, my life's a hospital
And that's some funny shit, that turd is Apatow
That female dog is blind, well bitch look at me now!
I'm wearing tight jeans, and nobody's laughing
More pussy than recycled sanitary napkins
Bitch sitting shotgun in my Tracy Chapman
I did exactly what you niggas said would never happen.
I'm doing me so big I can hardly walk
These rappers need ER like they're Charlie Park
Stay hard like my suit made by Tony Stark
This kinda music make your balls drop, Dick Clark
Yes I'm grown and sexy, and I'm worth the wait
Girls act like I'm the only dude on earth to date
Put these words on your head and let them percolate
We need to separate church and state.
I used to have to pay for gas in my momma's Saturn
And now I'm paying for a mortgage as a working actor
If living my life is what you say you're chasing after
Nigga stop talking shit and just be a rapper (be a rapper)."
