,song,year,album,genre,artist,lyric
0,(The Roof Is) On Fire,1998,Heaven'z Movie (1998),Midwest Rap|Hip Hop,Bizzy Bone,"For the Menensky tribe worldwide
(Will you please sing along with the old negro spiritual?)
The roof, the roof, the roof is on fire.
We don't need nothin' but the weed and a lighter, and a lighter
It ain't a thug those that's livin' that is realer than the villain
Witha million still killin' dealin' and all for the children
Came out of Cleveland with Steven,
And even my peoples was creepin',
But now they reapin, seepin, retreatin, deletin
Did ya feel 'em give my niggaz the fist and,
Keep the pistol gripped
Now whistle if you need me and quick I'm there for murder and mayhem
Look out for lay man
His trigger finger itchin' to lay them
His trigger finger itchin' to lay them
Don't run to lose your life
Enjoy
I ain't fuckin' around and makin' the noise,
But better believe I'll get up and leave and keep my poise
(O yellow boy you holdin'?? Hell, yeah!)
Thuggin' on Brackland when I sold crack,
And I got a mini-mack for the action
The murder and mashin,
Nigga millennium fashion blastin' over trash
50 thousand dollars cash
As fast as you can smash
Stabbed in the back and anxiety attacks
Flash through the childhood relax and,
React it be like that nigga you know that prescribin me prozac
Forgive but never forget
Sin yeah even within the thin begin again
With that pretty little bitch in your click
Uh spittin' demonish shit
Hey baby you need a friend
And act a little bit feminine take the fatigues off
Fuck the club even the six it's hellish
I be the one to tell it lust for the thugs
Who be fuckin' with
Seven... seven... seven... seven...
Seven... seven... seven... seven...
The roof, the roof, the roof is on fire.
We don't need nothin' but the weed and a lighter, and a lighter.
Gather up gas masks for biological war
We know a whiff of the shit will make you wither fo sho'
Niggaz in the C.O.
We livin' in this AB World 144 thousand full of tribes
With the last word (SHUT UP!)
The book of old it got 'em thinkin' that they crackin' code
Oh no pin it computers ain't pinnin the Millennium
Your future youth be the truth in the music
You better your soul triple stage darkness in the unsolved encore
Little E, B.I.G., Tupac Shakur
Murdered in California
Need I say more
Killa forget it's in Heaven'z Movie was it?
Lose the Lord's covanent
I'm huggin it and Imma duck and trust I'm all thuggish as fuck
Uh what nigga bust and up by creepin' on a come up
Eternally stressed my faces of death for the world war
Yes quiet on the set the shoots expired
The Roof is on fire...
We don't need nothin' but the weed and a lighter and a lighter
We don't need nothin' but the weed and a lighter and a lighter
Now what I want ch'all to do is I want y'all
Put y'all muthafuckin lighters in the air
Keep their bitches up there, fuck wit cho - lil' nigga...
The roof, the roof, the roof is on fire.
We don't need nothin' but the weed and a lighter, and a lighter."
1,4 Da Ladies,2008,Ruthless (2008),Midwest Rap|Hip Hop,Bizzy Bone,"(Verse 1: Bizzy)
A little something for the ladies, gettin' that money by any means.
Who get with the player type, thuggish ruggish, from the hood with good genes,
Who kick it in high heals, plenty tank tops, camouflage, fatigues.
Her thongs clear to the vision, so you can see some good things.
Stretch marks, body smoother then Marble floors in hamptons.
Lampin large in a condominium or mini mansion.
Sidekick mobile phone, three flip like kirk (?)
I'm sorta religious, superstitious, but I ain't scared to flirt.
I'm from the dirt, root and soot. Came up on my own foot.
Used to hang with the crooks. I keep a job in my books.
I took my chance with many girls, but still I look for a woman.
I like her crazy, sexy and cool. Waterfalls, good lookin'.
I can remember back in school, being judged by chicks,
And soon I hooked up with the Bone Thugs. Suddenly I'm the shit,
And baby's mama drama, karma, dillemas and problems
And now I'm single, ready to mingle, Holla, holla, holla, holla.
(Verse 2: Bizzy Bone)
Women who keep a pedicure, a manicure, Plus orchids,
Keepin' their (?), Take care of their son's, and their daughters,
Wanted ta understand, From a woman who has a man,
Hangin' on, (?) another, Go home, ""baby girl scram"",
And the love game eyes go blind, When you shine,
Please, don't try to be something you ain't, ""Quit lying"",
Still you're beautiful, The opportunity is around,
If you take it, then you take it, If not ""don't make a sound"",
And never set a brother up, Just so you're man can fight him,
Especially, if he don't want you, And he fellin that hottie,
It's stupid, when you fight for a woman, Who gonna leave you,
It's been written, many women, Have torn down many kingdoms,
Seen (?) go, seen'em run a game (?)
Fun and games and treason, Slug her thangs, when thay drinkin',
Where the women at?, ""Stand up without no (tails)""
I like a woman, When you're man's in jail,
""You playin' the field baby""."
2,A Song For You,2008,A Song For You (2008),Midwest Rap|Hip Hop,Bizzy Bone,"I love you in a place, Where there's no space or time
I love you, for the life, You're a friend of mine
And when my life is over, Remember when we were together
We were alone, & I was singing this song to you
(Bizzy 1st Verse)
Fully-Automatic, Whateva you want to know
He got's to cry, let up
Stand in the back and ready, Attack
And ready for combat, I
Heavly heated, Weeded, Beat it, Need it, See it
Get it?, Ge it?, Get it?, Good, Don't get it missunderstood
My homey lonely, Homey, Walking and we talking fo'sho
And I'm'a be with him in the end with for giveness, no more
And remember the words are perfict, How could I be worthy?
And when I feel so dam dirty, Dirty
By leaning on a leaning chair, Baby ain't here yet,
Henny, Caffeine, & nicotine, Notice I left out the green?
Notice I never brake a set, Whos that? Fuck it
I don't even know the chick, I don't even know that shit
Ex me, Perplex me, Flex on decks man
Chastment, Investment, Quiet as kept
I say now,
(Man, Man, Man, Man)
Ex me, Perplex me, Flex on decks man
Chastment, Investment, Quiet as kept
Fair?
(Chris Notez Hook)
I love you in a place (I love you), Where there's no space or time (Time)
I love you, for the life (I love you), You're a friend of mine (Mine)
And when my life is over, Remember when we were together
We were alone, & I was singing this song to you
(DMX 2nd Verse) {With Bizzy)
Mad streesed, that I can't even sleep were I rest
So now I were a vest, but what if I don't catch it in the chest
Then I'm out, just like the light when the powers gone
And there's another tombstone, the childs putin flowers on
Long live the dream, of making enough creem
Were I won't have to skeem, or roll around with the team
And niggas I can't trust, & I mite have to bust
For a somethin' (Don't know) Rim, Comin' from (Come on) the fuss
It's to much to bare, & everyday is getting worse
Got me plotin on my peeps, & how to get'em first
It's something to make a nigga strive, & stay {Alive}
So I wach my own back, {With a back 45}
(Bizzy)
Are thay coming? Thay coming to get us
I'm ready For eva, They'll never defeat you
They'll never deceit you!
(DMX)
WHAT!, Come on
(Bizzy)
And were are thay coming? Thay coming to get us
I'm ready For eva, They'll never defeat you
They'll never deceit you!
(DMX)
Yeah!, Come on
(Chris Notez and Bizzy Bone) {DMX}
I love you in a place (I love you), Where there's no space or time (Time)
I love you, for the life (I love you), You're a friend of mine (Mine)
And when my life is over, Remember when we were together
We were alone, & I was singing this song to you
Tell me do you remember?, Cause Baby I Remember
We were alone, & I was singin' my song.
My homey lonely, Homey, Walking and we talking fo'sho
And I'm'a be with him in the end with for giveness, no more
And remember the words are perfict, How could I be worthy?
And when I feel so dam dirty, Dirty.
I love you in a place, (I love you) Where there's no space or time (Time)
I love you, for the life, (I love you) You're a friend of mine (Mine)
And when my life is over, Remember when we were together
We were alone, & I was singing this song to you.
{Donny hathaway} I was singin' my song {Rest In Peace, Baby}
To you and only you, baby"
3,A Thugs Prayer,2006,Thugs Revenge (2006),Midwest Rap|Hip Hop,Bizzy Bone,"I am not john
I am not Jesus
And I could never be jewdist
I can't be a harlet
I could never be a dragon
My name is bryon
I am a slave of allah
The master of creations
The creater with all the alligators
The birds the bees the trees and all that existed
And if the big bang theere was actually true
Then you must explain to me
Explain to me flesh
Eplain to me equalisation
And explain to me neffa"
4,A Thugz Prayer,2007,Trials & Tribulations (2007),Midwest Rap|Hip Hop,Bizzy Bone,"I am not John, I am not Jesus
And I could never be Judas
I can't be a harlot, I could never be a dragon
My name, is Bryon
I am a slave of Allah
The master, of creation
The creator of alllllllll that Allah needs
The birds, the bees, the trees
And all that exists
And if the Big Bang Theory is actually true
Then you must explain to me, explain to me
Explain to me creation
And explain to me nothing"
5,"All Day, All Night",2006,The Story (2006),Midwest Rap|Hip Hop,Bizzy Bone,"Ain't she bueno, mi amore
I represent a, dios, the uno
And I was told to write this
Miss you in the worst way, I can't fight this
Give me a stick or a candle so I can light this, c'mon
Baby I love you, and I was told to write this
Miss you in the worst way, I can't fight this, huh
Give me a stick or a candle so I can light this
Baby don't wanna hit it, is you chicken like Tyson?
Baby you hear me, for the moment while I'm walkin' in the Garden
Madison Square, New York, New York, whatever I beg your pardon
I been lookin' for you, not to be a stalker so I'm keepin' my distance
I'd rather sing to you and hope that you'll listen
I'm reminiscin on the rib, how much did I give?
Keep that money honey, I can eat Ramen Noodles and live
What about the kid, ain't the children, better watch those numbers
I got on my silk clothes, I'm so prepared for the slumber
We go all day, all day, all day
All night, all night all night
All day, all day, all day
All night, all day all day all day all day... [echoes]
All day all day all day all day... [echoes]
I hear you whiskin me away, in a brand new ride
I don't have to worry 'bout the Caeser, and the money's inside
The father tellin' me to win, and I'm goin' for mine
You can reject me if you wanna, it's the sign of the times
I like the {?} after the rhyme, the beef prime
Baby I don't believe you but I'm feelin' you Bryon
It's all good, wanna cry, your presence steadily takin' me
In the same direction, of the Father who made me
It's gettin' crazy in the Garden of Eden without my lady
Baby, can't you see, that I'm yo' baby
Walkin' around and I'm thinkin' of you
And I feel like you cut my fuckin' head off, but I know it's not true
I see you throwin' up the one more and more and more and more than ever
Forever your love I spiritually kiss you I can remember
I see you throwin' up the one, more and more and more
Forever your love I spiritually kiss you I remember
All day, all day, all day
All day, all night all night
All day, all day, all day
All day, all niiiiiiight... in another life [echoes]
Blast on these motherfuckers!
In another life, when you held me close
Said it'll be all right, and you love me so
Screamin your name and I'm feelin' like you predicted it
But baby I didn't plan it but it happened little baby, didn't it?
You feelin' it the love of the Father, so subsidiary never
It's the love of the people that we cherish like September
I cherish your voice, your spirit and yo' life and your breath
I feel you righteous, I feel you righteous to death
So tell Alicia, love and respect, and of course, the kid in love
I got a question what they say I've been waitin, from up above
Tryin' harder everything, but you stay in my heart
I'm finna cry little baby don't even start
You better believe it, 'lieve it
All day - you better retrieve it, 'trieve it [echoes]
All day, all day, all day
All day, all day all day
All day, all day all day
Haha, yeah
One time for they mind, what?
One time for they mind, what?
Buck, buck buck, buck buck
One time for they mind, what?
One time, one time, one time for they mind, what?
One time, buck buck buck buck buck buck buck buck!
Brrrra, brrrra, brrrra, brrrra, brrrra, brrrra, brrrra, brrrra!
One..."
6,All Good,2005,Speaking In Tongues (2005),Midwest Rap|Hip Hop,Bizzy Bone,"Yeah
And if I died in your arms tonight
They say just like the Corinthians
You know
Paul wrote he said man I die everyday
Ya know
Time moving so fast
Ya know what I'm sayin'
A day on earth like 1000 years in heaven
Ya know depends on how you livin' it's like
Where you bread at?
Where your leather?
You know what I'm saying
A lot of muthafuckers out here going shoppin'
And I be tellin' people about the west side
And let them know what's goin' on over there man
Spirits man, it's a spiritual thing
How can I make the spirits understand?
That I am just not to be tested by the outer man
And everything that we can't comprehend
It's not a mystery that god drinks champagne moet share dawn
Baby girl sayin' that there's imperial
Watchin the tube, store up the blunt, please don't get it confused
Slurred your speech, love, or follow the rules
Home of the tomb, shake ya stick, these playa hatas don't know shit
What do you do, when the homeboys try to play you?
Get some new homeboys, or just ride as a playa?
When the prayer in the system the Father, the force revolvin
Any problem, we can solve it
If we want it, then its ours then
I say the blessings, manifested from God
Don't get it twisted, this the Heavenly month
I see these bitches trying to trick you
They trickly moving quickly
And it's moving to the swiftly
Hehe, man it's cool
Yeah, what if I died tonight?
In your arms, in your arms
What if I died tonight?
It's all good, it's all hood
Oh baby, it's on
Fo sho
Yeah
You know what it is
One time for your mind, pimpin'
All good, all hood, aw baby it's on
You don't have to worry about your title
It's vital beyond the bone
Believe in the one
In the name of the Father the Son and the Holy Spirit
Baby we must confess with our tongues
Play it to give it
I think we fit to havin' some fun
Load up some funs, get a cab and baby, fuck those guns
Yeah, what if I died?
What if I died in your arms tonight?
It's like Paul said, man, I die every day, man
See, it's like a day on Earth is like a thousand years in Heaven (you know what I'm sayin')
What if I died tonight?
What if I
I really don't know what you want me to say
I really don't know what you want me to do
But just get away from here, and only the Lord can guide me
Okay, you don't want me to stay and I can't wait
They say don't turn around cause again, you know what it is
Get away from here
Heh heh heh heh
And only the Lord can guide me, can I tell you all?
Do they keep throwin' up twos, I will never understand why they do what they do
Go tell 'em they need to get the freedom from the normal evil world and take the time without wilin out and of course they gotta watch out when they cast they pearls
That's because I love you
You know that I'm not gonna hurt you
All in, you're never alone
One true soldier
Until the story's over
Crossroads, cross toes, hit 'em with a cross bow
Remember baby it's on
And that's because I love you
What if I died in your arms tonight?
What if I died in your arms tonight?
Yeah What if I, what if I, what if I?
(Talking:)
Stay out the window man
With them X's and those Y's and the chromosomes
Real choose, real game for you muthafuckas
Holla back
You know how we do it
They say like a day on earth is like a thousand years in heaven
Is your grill leveled?
Yeah
What if I died
What if I, what if I, what if I, what if I
Stay out that window
Man I'm telling you baby, come up out that tree, don't even trip
Don't even ask no questions
That's what it is, that question mark
You know what I'm saying, that unknown
Man that's where they shit comes in
And that shit start getting broken down into the fullest
Ya know what it is
Representatives
We have an aide, we have a path
We have a road that we have taken with this music
With this movement
One true god and we will never betray that
In the name of the father the son and the holy spirit amen
If you don't stand for something
Ya ass will fall for anything
Holla back
What if I
Haha I told you quit askin that question man..."
7,All In Together,2004,Alpha and Omega (2004),Midwest Rap|Hip Hop,Bizzy Bone,"Hoo all in together now (uh uh) hoo (that's wut I'm talkin' bout) what are you doing to me
Hoo (its another studio rap produtcion) I lik the way she do it 'n' she loves the way I does it (yeah c, mon baby let show me 'em how we do it)
Uh All in together now now now now wut are you dewin to me to me to me I like the way she do it
N she loves the way I does it make a brother really wanna say X2
Bizzy:
U can ride it all night feel the erection deep in your section I gotta pocket full of protection she sleepin' I'm cookin breakfast (heh) still gettin' followed by those hip hop fans it ain't a thing for me to get swallowed I gets hip hop head lemmy be your baby daddy I keeps bread 'n' please don't get it mis undastood I'm from the hood ita bee good to be dead talk about taste that get it all don't waste that hit it off like asap video record it watch how we play it back did it all like way back live it up 'n' lay back soon as I reach my climax (ooh) hit the weed 'n' freak the black
Lookin' at me while I'm countin', this money stacks so sexy yo man he grindin only say yeah you can get the best of me watch my back you can take charge when we in the dark go make me lick that ass be in your stomach and nourish your heart talk about taste that get it all don't waste that hit it off like asap video record it watch how we play it back
Uh All in together now now now now wut are you dewin to me to me to me I like the way she do it
N she loves the way I does it make a brother really wanna say X2
Bizzy:
How many people has slep in your bed is one of my questions please that's my wicked to hotel respect the presidential sweep eatin up one of my strawberries drinkin' up one of my good belvi with a pocket full of magnum rubbers double XL is wut they tell me anything like B I love you baby you know you lyin' you only know bizzy you don't know bryon you think my heart is to soft to see you cryin pitiful 'n' don't get mad you fuck 'em for strictly psycical I thought you was spiritual oh my babiis mommas 'n' she know who she is 'n' she can never come get that taste again imm commin to get my rim but I think you know this n I got people in the streets wonderin howd you ever got close to one of my fortressess I gave you marriage didn't know wut to do with it confused on top of the stick shift didn't know how to work my clutch nit witt n I tried to teach the taste of temptation to take the ticket I had to leave as soon as you pull the trigger so you so wicked (oh) holla holla
Uh All in together now now now now wut are you dewin to me to me to me I like the way she do's it
N she loves the way I does it make a brother really wanna say X2
Bizzy:
Use the words I love you like the felecio baby don't swallow became at the same time UH you like that each sillohette each each pillohette eat me more don't you bite that lil freaky deaky sneakin up back at the four door you like that wont you try that lemmy put it up in the door (rhoo) to the lation elevation take it stand in
A wickedest tedencies candle wick and its hott yah got me shakin soon as I finish I roll up some spinach a pillage the village my niggahs 'n' killas 'n' dealers got a low down word that the bitch was mysterious
Somebody wanna kill us mob life bail bitch I'm best when I'm thuggin' check my edicate outta the bedroom n I'm thuggin' in columbus yeah long did the king and a queen and a whole regime and I beam frum tipsy bitch
It split these tipsy bitch is lisping... man a bitch can cut me fuck my homies be a dike 'n' spike my hennessey it gotta be Satan testing me only god control my destiny and yo other nigguh don't impress me watch suckas for the lust of the deadly meadily lovely lets be friends lets be friends uh yeah
All in together now now now now wut are you dewin to me to me to me I like the way she do's it
N she loves the way I does it make a brother really wanna say All in together now now now now
Wut are you dewin to me to me to me I like the way she do's it 'n' she loves the way I does it make a nigguh
Really wanna say"
8,All We Can Be,2006,The Midwest Cowboy (2006),Midwest Rap|Hip Hop,Bizzy Bone,"(Feat. Heaven)
(Intro: Bizzy)
It's the remix, we here to rock this shit
It's the remix, we here to rock this shit
Bizzy Bone, Bryon McCane
Shouts out to the family members
Playalitical on the track, first and foremost
Yeah, one time for your mind
Colorado style, mountain time
(Chorus: Bizzy Bone (Heaven))
It's only me, let us be all we can be (let us be all we can beeeee)
Baby it's only me; nothin' but mud, spirit, indeed me
Let us be all we can be (let us be all we can beeeee)
Baby it's only me, it's only me, it's only me, it's only me
(Bizzy Bone)
While I'm runnin' in a circle, the demons say I am murkable
No weapons are formed in the storm; it's gettin' warm
I'm purple hearted, watchin the world
While dippin up out of the science with alliance, one all, there are many worlds
Heavenly Father, while we dippin in this wilderness
Watchin where we castin our pearls, that's to the wickedness
Old school bible vocab, spit up the bible
Slice in math, spit it in a paragraph style
But me don't want no bad man, give me some medification
Baby that ain't a word, you know my edumacation
Split up the verb dawg, I don't think that that's a verb
Feelin' like the troubles have become so absurd
Forever, pay for the sins that we know that we've committed
Been admittedly, born in the sins, is we sinners?
Let me take you out to dinner, so you can study my life
Will you love me or condemn me? That's the price (that's the price)
(Bizzy Bone)
Lord when I need you, I'm feelin' like I'm lonely sometimes
And yes this money don't make a difference, the soul is Christ
I put God first, I give it up to the father
Daddy do what you will, I love you forever cause you the father
Never selfish, make myself selfish for you
Do what we gotta do, I'm only here for you, it's true
Gotta do the righteous thing, God will protect us through the right in things
Rightin wings, tighten things, lighten things, excitin things
And what more should I say, now let me tell you in the chorus
'Fore they break me in phosphorus (I said hey)
What more should I say, well let me tell you the chorus
Before they break me in phosphorus
(Bizzy Bone)
I got an envelope of paper in my pocket, we grindin
Turnin' 50's into 100's, baby that's perfect timin
While shinin in the black Ac', windows tinted
Four women in the car with me, is this pimpin'?
Baby evil always lurk in the dark, ooh park
We bustin' down the (Chambers) in the Wu-Tang art
Now chitty bang-bang, take a trip down memo' lane
Picture me runnin', picture me comin', we all 100
Feel the fuckin' drummer drummin, we live and direct
And come connect, with the posses of soldiers and resurrect
Selective of my word use, know of truce
Obstruction of the justice that we did in our youth
See it's a new day, new way, see me in the afterlife
Holla at me, love me don't condemn me, that's the price
It's a new day, new way, see me in the afterlife
Holla at me, love me or condemn me, that's the price
(Outro: Bizzy)
In the name of the Father, the Son and the Holy Spirit amen
In the name of our lord and savior Jesus Christ, amen
One time, forever and ever and ever, and ever
(Heaven harmonizing fades out)"
9,American Soldier,2010,Crossroads: 2010 (2010),Midwest Rap|Hip Hop,Bizzy Bone,"Yeah, I'm an American soldier (too all my soldiers in Afghanistan)
Just an American souldier.
So many soldiers standing on the block yeah
Trying not to get shot, oh love my thug ways
So many soldiers standing on the block yeah
Trying not to get shot, oh love my thug ways
I'm an American soldier [2x]
Just an American soldier
I'm an American soldier
Saint? Regerman? early in the morning like a veteran
It's the way we do it can't nobody do it better man
Afghan children cover up their women and
From here to river Jordan you gon' treat 'em like a gentleman
Come home, shell shock, we be rebuilding pac ol' block
President Obama look at all the purple hots I got
Can't stop, won't stop, don't stop, purple block
The killer gta be fully aware of why the gunshots
Post ups, set up position, trained position
30 round of a magazine, M16
I been made my decision, God country, God willing
The land of the brave, the slaves, we Gods children
When I die, I? them flags of a bullet on my nigga
Take my packback? and take a swing out off the glass
People don't know the half, Allah means Jesus
And anybody can ask.
So many soldiers standing on the block yeah
Trying not to get shot, oh love my thug ways [x2]
I'm an American soldier [x2]
Just an American soldier
I'm an American soldier
Kaboom! Another kid gone.
He ain't even get a sad song
That be mad wrong
Ain't have a choice he doin' what he told
He only, 9 years old, so what the hell is this kid doing in a warzone"
