,song,year,album,genre,artist,lyric
0,A Game,2004,The Beautiful Struggle (2004),Hip Hop|Political Hip Hop|Alternative Hip Hop,Talib Kweli,"(Talib Kweli)
7-18 stand up (c'mon) Talib Kweli, BK MC
Turn it up (yeah)
We 'bout to drop it low
Baby I got the flow (yeah) to work your abdominal (I'm goin' in)
It's the lava flow (yeah) strictly A game
Rock it fast, rock it slow (whoa)
You got to rock it fast, rock it slow (whoa, whoa)
Rock it fast, rock it slow (c'mon, yeah)
You gon' rock it fast, rock it slow (whoa, whoa, yeah, yeah!)
(Talib Kweli)
Black rock and roll, black hotter flow
At the end of the black brick road, let's get it goin' yo
Geffen don't fuck the shit up, ship it gold
So I could sell like the whole Jigga back catalo'
Matta fact I'm tryin' to sell out, concerts and merch' fam
Always get the story straight accounts first hand (yeah)
That nigga, the crack spitter, the black fitted low
Give you that bit of information so
You could know what you see when it's your time to go
The diamond flow cut glass, crack binary code
You're kinda slow, you need a new career (yeah)
You're kinda old, you need to hang the mic up on the wall like a souvenir
Don't blame the mangers, ""Be All You Can Be""
Join the Army like Canibus, niggaz avoidin me
Like the draft and run to Canada, flash like a camera
That's when his girl asked me to dance with her - so we gon'
(Hop to the beat and then stop) Yeah, drop it low
Baby I got the flow to work your abdominal
(Ladies I know I get hot) Like lava flow
Strictly the A game, rock it fast, rock it slow
(Hop to the beat and then stop) Yeah, drop it low
Baby I got the flow to work your abdominal
(Ladies I know I get hot) Like lava flow
Strictly the A game, drop it fast
(Talib Kweli)
That's how we do it all the way live...
I put it down so hard that I developed a rep (c'mon)
From the punchlines to cave in your delicate chest
The fella can test, let's see how jealousy get
I smell the fear in the air and I could tell he was pet'
Kweli - look in my eyes and you could tell I'm a threat
I wet my throat and get bent like a pelican's neck
I make a gentleman's bet with my ghetto connect
And got a .9 in my mind you can't metal detect
I pull it out, put it to your head and shoot from the hip
I fired 13 shots and left 2 in the clip (yeah)
I spit the truth, that's it, I'm not confused one bit (c'mon)
I'm so New York City streets that I'm abusin your whip
Cruisin the strip, sunny day sky blue like a Crip (c'mon)
For the rush hour Enuff threw this in the mix
Quarter to six, Amadeus is producin the hits (oh, oh, oh)
To get a screw loose in your chick, son she losin her shit (whoa)
(Hop to the beat and then stop) Yeah, drop it low
Baby I got the flow to work your abdominal
(Ladies I know I get hot) Like lava flow
Strictly the A game, rock it fast, rock it slow
(Hop to the beat and then stop) Yeah, drop it low
Baby I got the flow to work your abdominal
(Ladies I know I get hot) Like lava flow
Strictly the A game, drop it fast
Check me out, yeah, yeah, yeah
Get your ass up on the dance floor
No we don't stop, when we in the dance off
Baby girl whatchu wanna get into?
I wanna get in too, bring your friends too
Check me out, yeah, yeah, yeah
Get your ass up on the dance floor
No we don't stop, when we in the dance off
Baby girl whatchu wanna get into?
I wanna get in too, bring your friends too
Check me out, yeah, yeah, yeah
Get your ass up on the dance floor
No we don't stop, when we in the dance off
Baby girl whatchu wanna get into?
I wanna get in too, bring your friends too
Check me out, yeah, yeah, yeah
Get your ass up on the dance floor
No we don't stop, when we in the dance off
Baby girl whatchu wanna get into?
I wanna get in too, bring your friends too
(Hop to the beat and then stop) Yeah, drop it low
Baby I got the flow to work your abdominal
(Ladies I know I get hot) Like lava flow
Strictly the A game, rock it fast, rock it slow
(Hop to the beat and then stop) Yeah, drop it low
Baby I got the flow to work your abdominal
(Ladies I know I get hot) Like lava flow
Strictly the A game, drop it fast"
1,After the Rain,2011,Gutter Rainbows (2011),Hip Hop|Political Hip Hop|Alternative Hip Hop,Talib Kweli,"(Tough Talking Braggart)
Ay boy, I got moves to make
See the hood ain't my last stop, you understand me?
(Singer)
Walking under Gutter Rainbows
[TTBrag] Man fuck that noise man
[Singer] Walkin' under Gutter Rainbows
[TTBrag] I'ma peel this popsicle stand man
(Hood Comedian)
Yo, son said he 'bout to peel pop's testicles
[Woman starts laughing loudly] PAUSE!
[TTBrag] Hey boy...
[Female] C'mon son, what'chu gon' do? C'monnnn
[TTBrag] When I make some money man
[Female] Word, word
[TTBrag] I'ma ball at one of your Circle Line Books
[TTBrag] Park that motherfucker on Nostrand Avenue
[TTBrag] Hop out and get me a muh'fuckin' peach pattie
[TTBrag] Y'knahmsayin?
[HoodCo] Word man, yo don't forget that cocoa bread son
[TTBrag] I'ma get some rims, with rims on 'em!
[Female] With 32, 32 rims? 32 28's?
(TTBrag] Have you been all [unclear)
[Female] Why you gotta bring that up?
[TTBrag] I'll have a big ass house in the middle of the hood
[TTBrag] E'rybody house look little, his house big and shit
[TTBrag] That's what I'ma do
[TTBrag] I'ma get me one of them big ass houses
(Laughter from the Hood Comedian)
[Female] All cakin up
(Tough Talking Braggart)
The fuck you laughin' at A.D.A.?
(Hood Comedian)
Nothin'!
(Female)
Heh, it's not funny, it's not funny
(Tough Talking Braggart)
In my house, I'ma wear house shoes
My house shoes is gon' be heelies
I'm gonna be slidin through the crib like Usher
On the Confessional Tour and shit
(Hood Comedian)
You lyin' ass
[Singer] Walking under Gutter Rainbows
[TTBrag] Get money, get money
[Singer] Walkinnnnnng, walking under Gutter Rainbows
[Female] We gon' take over Google
[Singer] Walkinnnnnng, walking under Gutter Rainbows
[Female] Come up with other shit called Giggle
[Singer] Walkinnnnnng"
2,Ain't Waiting,2011,Gutter Rainbows (2011),Hip Hop|Political Hip Hop|Alternative Hip Hop,Talib Kweli,"Once upon a time in a land far far away
I tried to play but my heart in the way
This part a little harder to say
It's like a white girl trapped in a well
Help is coming but its scary as hell
But very well here go the fairy tale
Now Cinderella want a fella who is not so ghetto
So she follow bread crumbs like Hansel and Gretel
Hello that'll make her drop her underwear
Dough longer than Rapunzel hair
Everyone stare when she walk in she like
What you want
Yo I'm not in the front I be blunt my make that ass bump
I know that's what they want
Me too with my hands up she turn around like man
Here I am
But I know her from work she pass by like he ain't that fly you got
One more chance
To fall down the rabbit hole
Let me take you to Wonderland or I'm making some other plans
I don't wanna spend the night
Trying to figure out how to spend my life
I don't wanna spend my time
Waiting for you waiting for you
I don't wanna spend the night
Trying to figure out how to spend my life
I don't wanna spend my time
Waiting for you waiting for you
Everybody say oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh
Waiting for you waiting for you
Say oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh
Waiting for you waiting for you
I made you a star your light was shining it's so right
So right that it dwarfed the chicks like Snow White
So nice got down with the team and now you one of us
Got me singing like prince you sexy motherfuh
You could be my princess bride call you my buttercup
I love when you letting me be the man
Let me take you by the hand like Wendy in Petter Pan
If you fly by night that's right I'll let you make a wish
That's right eat you up like a favorite dish
Man I pray you not the wicked witch
Made it through
A situation where I broke my promise now I'm tryna be honest love
So can you
Sometimes people evolve but that involves knowing exactly
What you want
And right now I wanna [?]
What they want
My life is an open book you had a chapter but will it end happily ever after
I don't wanna spend the night
Trying to figure out how to spend my life
I don't wanna spend my time
Waiting for you waiting for you
I don't wanna spend the night
Trying to figure out how to spend my life
I don't wanna spend my time
Waiting for you waiting for you
Everybody in the house say oh oh oh oh oh
Oh oh oh oh oh
Oh oh oh oh
Waiting for you waiting for you
Oh oh oh oh oh
Say it with me oh oh oh oh oh
Say it with me oh oh oh oh
Waiting for you waiting for you
Life ain't a fairy tale
Now they say sister's bitter and the brothers is grim
Time to let the story end and let another begin
I spun straw into gold like Rumpelstiltskin
Still a hole in my soul that love won't fill in
She Sleeping Beauty cause her eyes are closed
Tried to sleep on your boy like Brian Rose
Get you wide like the coke in your nose
And I'm lying like Pinocchio
Gotta know when its time to go gotta know when
Here we are
We had some good times had some Little Red Riding Hood times but
Once again
I'm the big bad wolf don't hit me with the sad look love
Here I am
I'm still the same old me but I don't know if we should give it
One more chance
To add another chapter life ain't always happily ever after
I don't wanna spend the night
Trying to figure out how to spend my life
I don't wanna spend my time
Waiting for you waiting for you
I don't wanna spend the night
Trying to figure out how to spend my life
I don't wanna spend my time
Waiting for you waiting for you"
3,Around My Way,2004,The Beautiful Struggle (2004),Hip Hop|Political Hip Hop|Alternative Hip Hop,Talib Kweli,"Around my way...
Around my way...
All the corners filled with sorrow
All the streets are filled with pain
Around my way...
Around my way...
Around my way...
All the corners filled with sorrow
All the streets are filled with pain
Around my way...
People let me paint a picture
You know I ain't a christian
I ain't a muslim, ain't a jew
I'm losing my religion
I speak to god directly
I know my god respect me
'Cause he let me breathe his air and he really blessed me
I ain't knocking you, but I don't fuck with hospitals
Spit the gospel, truly knowing Jesus like apostles do
Return like the prodigal son to honor Mohammed too
Stay away from ham like Abraham, Lord'll follow you
Even when you took my man Chaka God and what I'm a do
You gave the hood a modern day martyr in Brother Amadou
I'm on the block, I'm tracing your footsteps, I keep the faith in you
Your love, plus hard work and ambition
We gonna make it through, my songs is psalms I'm spiritual when I'm lyrical
This is for my soldier niggaz looking in the mirror who
Sitting home scratching off serials eating cereal
The way we find a way to survive, shit is a miracle
We got mice in the crib and roaches in the toasters, rice in the fridge
Bread in the oven by the roaster
We be takin' gypsy cabs and chasin' 50 bags
They be laced with shitty swag and it really get me mad
The way we saluting flags, wrapping them around our heads
When niggaz ain't become American till 9/11
Feeling like you gotta sneak into heaven
When the reverend looking like a pimp and the pimp look like the reverend
Around my way...
Around my way...
All the corners filled with sorrow
All the streets are filled with pain
Around my way...
These conditions make us strong
And we create our own businesses so later on
Our children have things in their name that they can say they own
A mix tape freestyle become your favorite song
No place like home when the cops ask you about your neighbors
Beat on you, threaten to incarcerate you
Till you spill your guys like you a Garcia Vega
We roll blunts not the papers
Cop the greatest take it coast to coast
L.A. to Chicago like Smooth Operators
Cop the Dro and cop the blacks
Cop the four, cock it back
Drop the flow, rock a hat on top a stocking cap
Be a doctor or a lawyer or make your momma a promise that
You'll finish school, but when you got a dream you gotta follow that
And make sure when you make it out the hood, you always holler back
Think about what you got from that
And always put your dollars back
On top of that, this is a legacy and we a part of that
The hood is where my heart is at
Catch me around my way
Around my way...
Around my way...
All the corners filled with sorrow
All the streets are filled with hate
Around my way...
Around my way...
Around my way...
All the corners filled with sorrow
All the streets are filled with pain
Around my way..."
4,Art Imitates Life,2013,Gravitas (2013),Hip Hop|Political Hip Hop|Alternative Hip Hop,Talib Kweli,"Let's toast to paid mortgages, lasting marriages
Tina Farris's pay King to Paris
Living long, making my kids heirs and heiresses
The family crest, the legacy, the heritage
I'm out of Philly where the ecstasy and syrup is
And we don't need Theraflu, we need therapists
Them never-ending pursuit of them dead presidents
Is the reason I got the band back together, bitch
Yeah, it's me and [???], and his [???]
North side, bomb squad, Eric Vietnam
If you don't see it like I see it then you see it wrong
We October 3rd niggas like me and Kwe'
Life got me in a state on the interstate
And all I'm thinking bout is what's up on my dinner plate
Meanwhile I make your girls hyperventilate
Prolly 'cause I live the kind of life art imitate
That's my art in your eyes, my life in your hands
We living next door to the Aquilius again
Pardon me fam
But I'mma show you how it is
I'mma show you how we get in
Rocking the Guy Fawkes mask like Anonymous
Passport pimping like I'm going outta town to flip
The ass for a symbol with the cops hopping out of whips
Bath salt niggas with the zombies apocalypse
I'm blessed cause my afterlife is the studio
This rappers life is gangster's paradise like I'm Coolio
That's what a few believe like a doobie roll
We off of that Patrón, we sipping the Don Julio
You talking shit? we don't need the chatter
Opinions are like assholes, not everybody fecal matter
So they straining to push it out, put they foot in their mouth
That's when I'm letting the Brooklyn out when they pull it out
Better let it off cause you set it off
The music that's creating a movement like it's December 4th
Threw away the dark meat but they ate the white
Animated like it's kind of darklit it's my wicked life
It imitate my life
That's my art in your eyes, my life in your hands
We living next door to the Aquilius again
Pardon me fam
But I'mma show you how it is
I'mma show you how we get in
Yeah, y'all keeping it 3hunnid, we keeping it 360
Coming full circle echelon don emcees with me
Tired of saying I'm the best, I won't waste another breath
Heard lyrics coming back, I say it never left
Y'all just catching up, so slow to come around
Ice-T gave ya cliff notes, I ain't gotta dumb it down
'Cause I read the book, made the movie and I edit this
All while I be living it, and set the precedence
And get the presidents, fuck all the chit chat
Might hear the click clack, and I'mma diss back
Married to the game get the rice out Riff Raff
Nice being self employed, ain't gotta kiss ass
I ain't gotta slim fast, smack a ho with a love handle
Dare you to say you ain't a fan boo, roll a bamboo
Life imitating art imitating life, show you how the fam do
That's my art in your eyes, my life in your hands
We living next door to the Aquilius again
Pardon me fam
But I'mma show you how it is
I'mma show you how we get in"
5,Baby Girl,2015,Fuck The Money (2015),Hip Hop|Political Hip Hop|Alternative Hip Hop,Talib Kweli,"Baby girl, hey ya
(Talib Kweli and Kendra Ross)
What kind of language do you know?
English and some French
(...)
Baby girl, hey ya
I know a little French, though...
(French)
Loving
(...)
The sound of you comin'
Is nothing
(...)
Loving, loving, loving...
(Talib Kweli)
Ever you made love out in the rain
But your body so hot
That the water does not ??? in the flame
So arise to the brain???
??? Profanities coming out of you
And you shouting out my name
I'm the truth like I'm coming out ???
We are on the top of the world
And to reach this level had to climb a mountain of pain
But we are here now
Noting to fear now
Everything clear now
I ain't to tear down walls to your heart now
Every single stare down
Calling for sex
So emotional tear gonna fall
I applaud your agility
Should you really be deserving an encore standing ovation
Old faces, Got you feeling all flush
'Cause we are touching in public places
In the studio ???
Making amateurs movies in a condo
You gonna need a toe-tag like John Doe
When I'm wilding out with my tongue like Jon Snow
Every sword need a chief
Animal attraction like I'm lord of the beast
You are the lioness
And you roar so loud
Niggas call the police
Doesn't matter
Where we get down
Ever come over us
Doesn't matter
Where we get down
Ever come over us
Baby girl, hey ya
You are my one and only
My one and only
You are my one and only
Baby girl, hey ya
You are my one and only
You are my one and only
How come you lonely?
(Talib Kweli)
??? ambition girl
You are going places
I make the temperature rise
Call it homeostasis
We are up and down
We on and on
I'm sorry ain't being around
Let me show remorse
Now you show in off
Now you show in out
Know what? We are staying in
Fuck going out
We smoking out
We smoking now
We smoking now
What you know about it?
What you know about it?
Doesn't matter
Where we get down
Ever come over us
Doesn't matter
Where we get down
Ever come over us
Baby girl, hey ya
You are my one and only
My one and only
You are my one and only
Baby girl, hey ya
You are my one and only
You are my one and only
How come you lonely?"
6,Back Up Offa Me,2004,The Beautiful Struggle (2004),Hip Hop|Political Hip Hop|Alternative Hip Hop,Talib Kweli,"(Talk)
Woe, yeah, yeah, when you doing you and you real fly wit it
It's like niggas always wanna check you, no what I'm sayin'?
Always wanna make sure you keepin'it real, keepin'it real nigga
Nigga, do you
Back up offa me (Hi-Tek)
Back up offa me
Won't you, get out my face? Better stay in ya place
Fed up, how much can I take? Yo, you need to just
Back up offa me (Here we go yaw) Back up offa me
I got money to make and not a minute to waste
I need space when I'm trying to create, you need to just
Back up offa me (See me in the cut)
Back up offa me (Tryin' to roll up)
Back up offa me (We can roll up)
Back up offa me (Hey yo, muhfuckah hold up)
Tone, what is this? I know he ain't talkin'
This is grown man business, be your own man
Stand up on ya feet, I thought we was homies
But ya coming at me like you don't know me
You think you do, well you're probably wrong
I'm surrounded my babies than Ashanti songs
Oh baby, I know ya don't get it
Ya trying to walk in my shoes, I know you won't fit it
Just 'cause I know you and ya flow too
There's more to it, you won't get it
I don't owe you, you want Hi Tek to do a record for you
So niggas is checking for you
Comfortable, cause niggas get respected for you
Get your own repect Duke, that ain't mean or evil (nope)
Ain't no crutches in the crew, my crew a crew of equals (yup)
Shit was cool when we was teen-agers, we grown men
You my people, but I don't need you moanin'and groanin'
I can't feed you, I already gotta kid
How a nigga try to regulate that's not his?
I ain't trying to sign I'm just the artist nigga
I'm just trying to rhyme and go the hardest, nigga
Back up offa me (Hi-Tek)
Back up offa me
Won't you, get out my face? Better stay in ya place
Fed up, how much can I take? Yo, you need to just
Back up offa me (Yeah) Back up offa me
I got money to make and not a minute to waste
I need space when I'm trying to create you need to just
Back up offa me (See me in the cut)
Back up offa me (Tryin' to roll up)
Back up offa me (We can roll up)
Back up offa me (Hey yo, muhfuckah hold up)
Radio suckers never play me 'cause I don't let them
They're like a pimp only hoes sweat them
When I do a show I like to catch the ladies eyes
Dodge the paparazzi, I don't want to see no lady die
Sports, entertainment, academics, business or politics
Ya find hoes that swallow dick for dollars quick
Young broads, roll up in gangs, like the Young Lords
Jump off, satutory rape, now you done for
What, you thought that your shorty was going to act her age?
No, right now, somebody's daughter is backstage (yup)
It's a master-slave relationship, but guess who's Toby?
It's the white girl in Colorado, but guess who's Kobe?
Tried to tell you not to fuck with these debutants
That's more Kobe beef than Japanese restaurants
Don't need diseases or cases, ain't trying to catch nothing
And when they're throwing pussy best believe you catching something (hey)
Back up offa me (How hot is that?)
Back up offa me (Hey)
Won't you, get out my face? Better stay in ya place
I'm fed up, how much can I take? Yo, you need to just
Back up offa me (Yeah, hey) Back up offa me
I got money to make and not a minute to waste
I need space when I'm trying to create you need to just
(Talk)
Yeah man, this nigga,(shh) Back up off you
Nigga, you talkin' 'bout me, know what I'm sayin'?
I know that nigga talkin' 'bout me, know what I'm sayin' man?
Who you think put him on? Okay, I put him on
(Back up offa me) Talib Kweli
That's supposed to be his rap name or somethin' like that?
Nigga's name is Henry Abernathy, that's his real name
Henry Abernathy, from 51st Street
He just gonna go out there and get money without me, (Ya know)
But I gotta book of rhymes, I gotta book of rhymes
Ya know what I'm sayin'? (Back up offa me)
Back up off you, you need to back up off me
But I'm serious, if he come back around the block
If he come back around the block
If he comes in my line at the grocery store
I tell ya right now, as soon as I bag his groceries
Ya know what I'm sayin'? I'm a take lika-lika little snapple bottle
And just crack him across his forehead
And I'll be like, Yeah Talib"
7,Beautiful Struggle,2004,The Beautiful Struggle (2004),Hip Hop|Political Hip Hop|Alternative Hip Hop,Talib Kweli,"The revolution is here, the revolution is here people
I said it once, I'll say it twice
You gots to be ready
The revolution is inside of you
People, the revolution is here, yeah
The revolution's here
No one can lead you off your path
You'll try to change the world
So please excuse me while I laugh (yeah)
No one can change your ways (rock with me for a second)
No one can lead you off your path (come on)
You'll try to change the world
So please excuse me while I laugh
(Talib Kweli)
Yo, I heard it's said the revolution won't be televised
But in the land of milk and honey there's a date you gotta sell it by
Otherwise it just expires and spoils
And these folks jump out the pot when the water too hot
'Cause the fire boils inside
You go to church to find you some religion
And all you hear is connivin' and gossip and contradiction and
You try to vote and participate in the government
And the muh'fuckin' Democrats is actin' like Republicans
You join an organization that know black history
But ask them how they plan to make money and it's a mystery
Lookin' for the remedy but you can't see what's hurtin' you
The revolution's here, the revolution is personal
They call me the political rapper
Even after I tell 'em I don't fuck with politics
I don't even follow it
I'm on some KRS, Ice Cube, Chris Wallace shit
Main Source, De La Soul, bumpin' ""2Pacalypse Now""
The revolution's here (yeah)
No one can lead you off your path (uh uh)
You'll try to change the world
So please excuse me while I laugh (ha ha, ha ha)
No one can change your ways
No one can lead you off your path (uh uh)
You'll try to change the world ('scuse me)
So please excuse me while I laugh
Yo, I speak at schools a lot 'cause they say I'm intelligent
No it's 'cause I'm dope, if I was wack I'd be irrelevant
I'm like the dope in your tracks until your high is settled in
You leanin' to the left, the laughter's the best medicine
But the troubles you have today you just can't laugh away
Stay optimistic, they can change, it's gon' come like Donny Hathaway
You have to pray, on top of that, act today
'Cause opportunity shrivel away like Tom Hanks in ""Cast Away""
Everybody pass away, the past will pay, the family mournin'
Everybody act accordin' to the season that they born in
You fight in the streets, start bleedin' till the blood is pourin'
In the gutter, mothers cry till the Lord be livin' by the sword and
All that folks want is safety, they goin' gun crazy
The same reason Reagan was playin' war games in the '80s
The same reason I've always rocked dog chains on my babies
The struggle is beautiful, I'm too strong for your slavery
The revolution's here (yeah)
No one can lead you off your path (uh uh)
You'll try to change the world
So please excuse me while I laugh (ha ha, ha ha)
No one can change your ways (yeah)
No one can lead you off your path (uh uh)
You'll try to change the world ('scuse me)
So please excuse me while I laugh (yeah)
The revolution's here
No one can lead you off your path
You'll try to change the world
So please excuse me while I laugh
No one can change your ways
No one can lead you off your path
You'll try to change the world
So please excuse me while I laugh
(Talib Kweli)
It's a beautiful thing that's happenin' right now
Right now G
Yo, I'm rockin' with my man Hi-Tek on the track right now
We fightin' the good fight
The Beautiful Struggle
Yeah, let's go
(So please excuse me while I laugh)"
8,Before He Walked,2013,Prisoner Of Conscious (2013),Hip Hop|Political Hip Hop|Alternative Hip Hop,Talib Kweli,"Like a medicine in times of war, helps me get over
The sweetest sounds I ever heard, my joy, my heart, my music
Like a medicine in times of war, helps me get over
The sweetest sounds I ever heard, my joy, my life, my music
I'm from a small city, but I have big dreams
Had some good ideas, but I had better schemes
I thought the hustle way for me was etched in stones
Until my pun to dime and name etched in stone
My daughter's growing up, my son on his way
They closing in on me, I feel like every day
Music saves me, soothing like the navy
But a lifetime of scars only sixteen bars
So I took the vibe with me using my life
Yep, I propose the main music my wife
If ever need to call a nigga music's my night
And if I need to bring the girls together music's my dice
If I degraded and I haven't even cried to
I watch purpose prophesize about going through
Music ain't the knowledge itself
And I'm the knowledge itself, then I acknowledge your wealth
Like a medicine in times of war, helps me get over
The sweetest sounds I ever heard, my joy, my heart, my music
Like a medicine in times of war, helps me get over
The sweetest sounds I ever heard, my joy, my life, my music
Music a part of me, I'm a bully
Beating up the track with brutal lines
The truth inside of me, rappers hit the booth and they lie to me
I'm using the inspiration that they provide to me
I'm redefining the space, you can call me the new geometry
A picture of you, papa, when I google monogamy
Now all the people who go irresponsibly
Thinking your album is trash is not the root of economy
So you're expecting the conscious and introspect of use
Each of lyrical vestibule, let me tell you what's best for you
My music gives you a message true or respect is due
But music is emotion, that's lost for me intellectual
A tree in form of a far is never heard
Amongst the sparrows and the robbers and even the ghetto birds
You download it for free but what I create the same
Of course you're nothing but a pair in making, trust me
Like a medicine in times of war, helps me get over
The sweetest sounds I ever heard, my joy, my heart, my music
Like a medicine in times of war, helps me get over
The sweetest sounds I ever heard, my joy, my life, my music
I was born on the afterbeat, I'm like ron for Johnson
When you reach the crossroads me and the devil have to meet
It's all the same thing as clever Lauryn when they saw it
Lauryn went, looking for God and 'Clef kept tourin'
Willing to the same songs but we hear them different
Serenade the death like we got a fear of living
Having the sounds on stage cause the spirit rising
Stop the devilish ways where clever displays the lyricism
The songs are a natural resource of actual street stories
Attract the police forces
Slay to the rhythm the masses that rip off us
And he could run before he walked"
9,Black Girl Pain,2004,The Beautiful Struggle (2004),Hip Hop|Political Hip Hop|Alternative Hip Hop,Talib Kweli,"(Talib Kweli)
I do it for the people, I do it for the love
I do it for the poet, I do it for the thug
This is for victory, and this is for the slaughter
I do it for my mother, I do it for my daughter
Promise I'll always love ya, I love to kiss and hug ya
You and your brother should be lookin' out for one another
I'm so blessed, man, y'all the reason I got up
Somebody put his hands on you I'm gettin' locked up
I'm not playin', that's the prayer I'm sayin' for Diani
And if I die then she'll be protected by Amani
That's her bigger brother and I love the way he love her
She a girly-girl, she love to imitate her mother
But she a Gemini, so stay on her friendly side
She'll put that look on you, it's like somebody' friend just died
My pretty black princess smell sweet like that incense
That you buy at the bookstore supporting black business
Teach her what black is; the fact is her parents are thorough
She four reading Cornrows by Camille Yarborough
I keep her hair braided, bought her a black Barbie
I keep her mind free; she ain't no black zombie
This is for Aisha, this is for Kashera
This is for Khadijah scared to look up in the mirror
I see the picture clearer through the stain on the frame
She got a black girl name, she livin' black girl pain
This is for Makeba, and for my mamacita
What's really good, ma? I'll be your promise-keeper
I see the picture clearer through the stain on the frame
She got a black girl name, she livin' black girl pain
My mama said life would be so hard
Growin' up days as a black girl scarred
In so many ways though we've come so far
They just know the name they don't know the pain
So please hold your heads up high
Don't be ashamed of yourself know I
Will carry it forth till the day I die
They just know the name they don't know the pain black girl
(Jean Grae)
This is for Beatrice Bertha Benjamin who gave birth to
Tsidi Azeeda for Lavender Hill for Kyalisha
ALTHLONE, Mitchells Plain, Swazi girls I'm reppin for thee
Mannesburg, Guguletu where you'd just be blessed to get through
For beauty shinin through like the sun at the highest noon
From the top of the cable car at Table Mountain; I am you
Girls with the skyest blue of eyes and the darkest skin
For Cape Colored allied for realizing we're African
For all my cousins back home, the strength of mommy's backbone
The length of which she went for raising, sacrificing her own
The pain of not reflecting the range of our complexions
For rubber pellet scars on Auntie Elna's back I march
Fist raised caramel shinin in all our glory
For Mauritius, St, Helena; my blood is a million stories
Winnie for Joan and for Edie, for Norma, Leslie, Ndidi
For Auntie Betty, for Melanie; all the same family
Fiona, Jo Burg, complex of mixed girls
For surviving through every lie they put into us now
The world is yours and I swear I will stand focused
Black girls, raise up your hands; the world should clap for us
My mama said life would be so hard
Growin' up days as a black girl scarred
In so many ways though we've come so far
They just know the name they don't know the pain
So please hold your heads up high
Don't be ashamed of yourself know I
Will carry it forth till the day I die
They just know the name they don't know the pain black girl"
