,song,year,album,genre,artist,lyric
0,...and He Gets the Girl,2006,Food & Liquor (2006),Hip Hop|Midwest Rap|Alternative Hip Hop,Lupe Fiasco,"Hold It Now!
I'm just gonna walk up to her and say ""Hi""
That's all you gotta do, is say ""Hi"" (Grab Her!)
Aight? C'mon, Hold it now!
Well, I know I'm not the coolest and this might sound kind of foolish
'Cause I know I'm not the smoothest told myself I shouldn't do this
'Cause I'm not very well suited not the popularest of students
We ain't in the same crowd I always see you with the hoopers
But we got the same lunch, you might see me with the cooler
That's 'cause I don't eat pork, you can never be shook up
Oh, you like Linkin Park, that's the hat from the tour
I got an autographed shirt they wrote ""Much Love To Ya""
Man, its really funny how we like the same music
But I really love jazz I was gonna play the tuba
I tried to join the band they said I was really really bad
Didn't really make me sad, I'm used to being a loser
But you, I think you're super, so much I had to pursue ya
I don't believe the things they say on the football team rumors
The quarterback can't spell, I'm his after school tutor
I just took a cue from cupid, but now I think its stupid, I'm sorry...
And then I walked away, think that she'll never talk to me
Like, what were you thinking bringing up the band,
You wouldve gotten a better result if you'd beat her up and ran
You shouldn't've wore your glasses, take your shirt up out your pants
So now it's all over, you won't get another chance, Damn...
I was so close to her, then I felt a hand on my shoulder
She say I know you're not the coolest but I swear you are the cutest
And I know you play the tuba, I seen you at the recitals
It takes alot to get up there and embarrass yourself
But you shouldn't put down, you should merit yourself
That just mean you're not a punk, I like Thelonius Monk
He's the wallpaper on my computer, I love Final Fantasy
I hate first-person shooters, Meteora was nice, but I bought Hybrid Theory twice
Half the cheerleading squad is in a stupor, the only reason I do it is cause my mother took state when she was a junior
And she want me to do the same, so I'm like *sigh*
I wanna be an oncologist and diagnose tumors
I got a pet parrot his name is Mr. Tuna, my favorite food is fish remember that for the future
My IM name is Miss Luna, you can hit me up at 6...
How you feelin' man?..Yes... Yes, Yes, Yes, Yes!
Come Seymour, we have things to doo!
That was wonderful, you did things to me, you've never done before
Ah! You're that nerd!
Yeah...
You were wonderful!
Thanks..."
1,Adoration of the Magi,2015,Tetsuo & Youth (2015),Hip Hop|Midwest Rap|Alternative Hip Hop,Lupe Fiasco,"You're so smart, you're like a contemporary museum of art
That farts, that's harsh
Narcissism, on narcotics
On sharp objects in large pockets
At dark, you ain't gotta hide it
Keep it metal gear solid
Lead the leaders, that's how you file it then clobber it
Low on energy, find peach cobbler then gobble it
Yeah, it's food in them drums and boxes
If you beat 'em up then they'll drop it
And they'll rapidly flicker till they disappear
Blinking gradually quickens till they isn't here
And that's da da da da da da da
Just to be back in
Reincarnated, exact twin
Exact ten, exact twelve, ba ba ba ba ba ba ba ba, exact self
Do I really gotta say it?
Didn't we all play it?
Dojo, Abobo
Over shoulder throw, polo
Billy, Jimmy even on the low low
Why you ready to die? You just a baby
Why them tears up under your eyes? You just a baby
Keep your head up in the sky, you just a baby
Quit chasing money, never mind, you just a baby
(These Magi adore you, these Magi adore you)
Why you wanna be born again? You just a baby
Why you playing in the streets? You just a baby
Now let's vogue, mountain pose
Downward facing dog, warrior pose
Tree pose, bridge pose
Triangle pose, seated twist (Pose, pose)
Upward facing dog (Pose, pose), pigeon pose
In this bitch, that's vulgar, that's yoga
Let's try it again with clothes
And closer, enclosure, exposures
Quiet is kept like Rosicrucian meet Cosa Nostras on Oprah's sofa with both controllers
Watchin' Gazans and Ashkenazzis ride roller coasters, say yeah
Yeah, lots of options, now up is down, two player
Now A is jump and B is punch, you seein' somethin' that weren't there
To find friendliness in a nemesis, it's a old test
Three buttons, see somethin', that's emphasis on genesis
Why you ready to die? You just a baby
Why them tears up under your eyes? You just a baby
Keep your head up in the sky, you just a baby
Quit chasing money, never mind, you just a baby
(These Magi adore you, these Magi adore you)
Why you wanna be born again? You just a baby
Why you playing in the streets? You just a baby
Can't be eyes closed when you side scroll
You not the first person, the first person
From your first curse until your first cursive
And your curse words is in the curve version
It occurs virgin is the word version that refers perfect to the first person
In the third verse, who's really me in the third person but prefers the first one, that's me again
Master cleanse and a syringe
From a gerber until your first burger, pamper to her depends
Everything between is just drawers, even in between is no loss
Even where the king is no boss, meet it with a swing it's so south, yeah
Unless you Bamm Bamm, knocking them pitches into the grand stands
In the club, watching the women just do them hand stands like you a man's man
That's washing down a ham with the Zam Zam
Who got a baby in here with these strippers?
She's two weeks pregnant
Didn't even know, he's dancing with her, damn
Why you ready to die? You just a baby
Why them tears up under your eyes? You just a baby
Keep your head up in the sky, you just a baby
Quit chasing money, never mind, you just a baby
(These Magi adore you, these Magi adore you)
Why you wanna be born again? You just a baby
Why you playing in the streets? You just a baby"
2,All Black Everything,2011,Lasers (2011),Hip Hop|Midwest Rap|Alternative Hip Hop,Lupe Fiasco,"You would never know
If you could ever be
If you never try
You would never see
Stayed in Africa
We ain't never leave
So there were no slaves in our history
Were no slave ships, were no misery, call me crazy, or isn't he
See I fell asleep and I had a dream, it was all black everything
(Lupe Fiasco-Verse 1)
Uh, and we ain't get exploited
White man ain't feared so he did not destroy it
We ain't work for free, see they had to employ it
Built it up together so we equally appointed
First 400 years, see we actually enjoyed it
Constitution written by the W.E.B. Du Bois
Were no reconstructions, civil war got avoided
Little black sambo grows up to be a lawyer
Extra extra on the news stands
Black woman voted head of Ku Klux Klan
Malcolm Little dies as a old man
Martin Luther King read the eulogy for him
Followed by bill o'reilly who read from the Quran
President bush sends condolences from Iran
Where fox news reports live
That Ahmadinejad wins Mandela peace prize
(Lupe Fiasco-Verse 2)
Uh, and it ain't no projects
Keepin' it real is not an understood concept
Yeah, complexions not a contest
'Cause racism has no context
Hip-hop ain't got a section called conscious
Everybody rappin' like crack never happened
Crips never occurred nor bloods to attack them
Matter a fact no hood to attack in
Somalia is a great place to relax in
Fred Astaire was the first to do a backspin
The rat pack was cool group of black men
That inspired the five white guys called the jacksons
Eminem fitted in but then again he inspired a black rapper tryin' to mimic him
And that's a really rose up out of michigan, the sign of white rapper by the name of 50 cent
(Lupe Fiasco-Verse 3)
Uh, and I know it's just a fantasy
I cordially invite you to ask why can't it be
Now we can do nothing 'bout the past
But we can do something about the future that we have
We can make fast or we can make it last
Every woman queenin' and every man a kingin'
When those color lines come we can't seen between
We just close our eyes till it's all black everything"
3,American Terrorist,2006,Food & Liquor (2006),Hip Hop|Midwest Rap|Alternative Hip Hop,Lupe Fiasco,"Uh, close your mind, close your eyes, see with your heart
How do you forgive the murderer of your father?
The ink of a scholar is worth a thousand times more than the blood of a martyr
Terrorist
We came through the storm
Nooses on our necks, and a smallpox blanket to keep us warm
On a 747 on the Pentagon lawn-wake up!
The alarm clock is connected to a bomb
Anthrax lab on a West Virginia farm
Shorty ain't learned to walk, already heavily armed
Civilians and lil' children is especially harmed
Camouflage Torahs, Bibles, and glorious Qu'rans
The books that take you to heaven and let you meet the Lord there
Have become misinterpreted reasons for warfare
We read 'em with blind eyes, I guarantee you there's more there
Rich must be blind 'cause they ain't see the poor there! ...Yeah
Need to open up a park, just close 10 schools, we don't need them
Can you please call the fire department, they down here marchin' for freedom
Burn down all they tepees, turn the TVs on to teach them, and move!
The more money that they make, the more money that they make
The better and better they live
Whatever they wanna take, whatever they wanna take
Whatever, whatever it is
The more that you wanna learn, the more that you try to learn
The better and better they get
American Terrorist
Now a poor Klu Klux man see that we all brothers
Not 'cause things the same, but 'cause we lack the same color
And that's green, now that's mean
Can't burn his cross, 'cause he can't afford the gasoline
Now if a Muslim woman's strapped with a bomb on the bus
With the seconds runnin' give you the jitters
Just imagine an American-based Christian organization
Plannin' to poison water supplies to bring the Second Coming quicker
Nigga, they ain't livin' properly
Break 'em off with a lil' democracy
Turn they whole culture to a mockery
Give 'em Coca-Cola for they property
Give 'em gum, give 'em guns, get 'em young, give 'em fun
But if they ain't givin' it up, then they ain't gettin' none
And don't give 'em all, naw, man, just give 'em some
It's the paper, some of these cops must be Al-Qaeda, nigga, uh!
The more money that they make, the more money that they make
The better and better they live
Whatever they wanna take, whatever they wanna take
Whatever, whatever it is
The more that you wanna learn, the more that you try to learn
The better and better they get
American Ter-ro-rist
The more money that they make, the more money that they make
The better and better they live
Whatever they wanna take, whatever they wanna take
Whatever, whatever it is
The more that you wanna learn, the more that you try to learn
The better and better they get
American Ter-ro-rist
Don't give the black man food, give red man liquor
Red man fool, black man nigga
Give yellow man tool, make him railroad builder
Also give him pan, make him pull gold from river
Give black man crack, Glocks, and things
Give red man craps, slot machines
Now bring it back, bring it back
Bring it back, bring it back
Bring it back, bring it back
Bring it back, bring it back
Don't give the black man food, give the red man liquor
Red man fool, black man nigga
Give yellow man tool, make him railroad builder
Also give him pan, make him pull gold from river
Give the black man crack, glocks and things
Give the red man craps, slot machines
Now bring it back, bring it back
Bring it back, bring it back
Bring it back, bring it back
Bring it back, bring it back"
4,Angels,2009,Enemy of the State: A Love Story (2009),Hip Hop|Midwest Rap|Alternative Hip Hop,Lupe Fiasco,"I see diamond flooded demons Lamborghini angels halos down with the doors flappin doors when they came through windows up system bumpin you the one they sang 2, sang too the same crew who said you the one you should send yo thanks 2.Pocket full of blessings they can sanctify and saint you, you can hear 'em revin up in heaven now can't you.sandals made of chrome soul made of leather engine made of sinnin and candy painted feathers, the sound of the motor the only revin (reverend) you confess 2, I see this all in the eyes of the girl I am next to, I ask her where we goin' and she just told me pleasure, hands on the wheel and her heels on thee accelerator-rator, told her wait up, she kept goin' like etc; or like a broken record, we've come to far to just wheel it back selector so we gon ride foreva... foreva and eva and eva, foreva chorus
Said she was a fan of mine
Knew she was new jersey, but said that she was Anaheim
Butterflies turn to suicides, now its phantoms flyin
Used to whisper in my ear, but now she tryna vandal mine
That holy feelin' all gone, slowly feelin' all wrong
None of this is satisfyin, pull it over, let me out, ill just hitch hike back to mine
Nothings really as it seems, yeah I shoulda known that
Thought I called a angel, devils had my phones tapped"
5,Around My Way (Freedom Ain't Free),2012,Food & Liquor II: The Great American Rap Album Pt. 1 (2012),Hip Hop|Midwest Rap|Alternative Hip Hop,Lupe Fiasco,"First off say peace to Pine Ridge
Shame on all the damage the white man wine did
Ghost dance, Trail of Tears, 5 million beers a year
And all that other crime did
More peace to the teachers of blind kids
To rebels in small cells keeping their mind big
Say everything's hostile
Suicide bombers and prosperity gospels, emaciated models
With cocaine and blood pouring out their nostrils, they got to
Just to stay awake on the catwalk of life where everybody watch you
Straight hair, high heels and a handbag
Crucifixes, racism and a land grab
Katrina, FEMA trailers, human body sandbags
A peace sign and a pants sag
A money toss cause a 9 stripper mad dash
A friend request following a hash tag
Now everybody want it like the last laugh
A Michael Jackson jacket or a daft mask
Purple Jordans or the mixed girl in your math class
Stable is when the Ba'ath had Baghdad
But corporate jets really had to have that gas bad
War and they hope they all fall from the ratatat
Cause that's just more dinosaur for the Cadillac
Live from the other side what you see
A bunch of nonsense on my TV
Heaven on Earth is what I need
But I feel I'm in hell every time I breathe
Reporting live from the other side what you hear
A bunch of nonsense all in my ear
Rich man, poor man, we all gotta pay
Cause freedom ain't free, especially 'round my way
And we marvel at the state of heart of man
Then turn around and treat Ghana like a garbage can
America's a big motherfuckin' garbageman
If you ain't know, you're part and parcel of the problem
You say no you ain't, and I say yes you is
Soon as you find out what planned obsolescence is
You say no they didn't, and I say yes they did
The definition of unnecessary-ness
Manifested
Say that we should protest just to get arrested
That goes against all my hustling ethics
A bunch of jail niggas say its highly ineffective
Depart from Martin, connect on Malcolm X tip
Insert Baldwin to similar the separate
To me, the truth is more fulfilling than a meth hit
Or finding really fast internet to have some sex with
It's all one song short of a set list
Couple croissants shy of a continental breakfast
Or blowing out your birthday candles just to make a death wish
So absurd word to Chief Bone Necklace
Down at the Lakota Sioux Casino
A whole culture boiled down to giving you paquino
I go as left as a heart in the chest
Cause the Horn of Africa is now starving to death
Live from the other side what you see
A bunch of nonsense on my TV
Heaven on Earth is what I need
But I feel I'm in hell every time I breathe
Reporting live from the other side what you hear
A bunch of nonsense all in my ear
Rich man, poor man, we all gotta pay
Cause freedom ain't free, especially 'round my way
An all white Los Angeles, the dream of Mr. Chandler
Hope and pray they take Columbus day up off the calendar
South Central an example of God's gifts
So shout to all the mothers raising babies in spa 6
The projects of Oakland city, Detroit ghost towns
Monopolies on poverty where D-boy coke bound
It's parts of Manilla like the video for Thriller
But the US Embassy is reminiscent of a villa
If poverty is chocolate and privilege vanilla
Then what's the flavor of the Sunday preacher's pedophilia
Cash rules everything around these niggas
As classrooms everywhere around me wither
Hither you can be Mr. Burns or Mr. Smithers
The tyrant or the slave but nowhere in the middle
Of the extremes of America's dream
Freud fighting Neo, Freddy Krueger refereeing, naaa
Live from the other side what you see
A bunch of nonsense on my TV
Heaven on Earth is what I need
But I feel I'm in hell every time I breathe
Reporting live from the other side what you hear
A bunch of nonsense all in my ear
Rich man, poor man, we all gotta pay
Cause freedom ain't free, especially 'round my way"
6,Audubon Ballroom,2012,Food & Liquor II: The Great American Rap Album Pt. 1 (2012),Hip Hop|Midwest Rap|Alternative Hip Hop,Lupe Fiasco,"God is great!
Ghettos, America. U.S. to the izzay
Killa in the citywide sprizzay
Where there's sunshine in the shizzade
Church won't pull him out the pin like a grenade
For acting out their fears like a charade
Till they blackin' out their tears like it's lights out
Bring 'em out the black like a lighthouse
And wave to 'em before they wiped out
Lifesaver, threw em, hope they catch it
But it's so Titanic to be iced out
That's just scratching the surface like triple axels
Want to roll around that Bentley like Crystal Castles
In addition to the chain
That's just to take the attention from the pain
Or is it the mission of the man
Audubon Ballroom, Motel Lorraine
Now white people, they can't say nigga
So I gotta take it back
Now black people, we're not niggas
God made us better than that
No break, ah wait
Little mayhem for your All-State, nay ham, all steak
Get a good ball great like a golf grade
Make the ball break
Just one swing, no putting
That's how I try 'n' does things always
Especially when your past is
Martin, Baldwin, Audubon Ballroom
Turn the glass ceiling to a glass floor
Make a trampoline out of trapdoor
On that gasoline when I was back poor
Now they crafted out my dream underneath a tap floor
Backpack battle-cat underground rap lore
Anonymous but dominant - what's a Mac to a hacker
In other words, lyrical Zuckerbergs
Pimp you may move a mouse but what's a rat to a cat store
It's like a gig to an app store
I rap Black history, you can only see my past if you fast forward
Now white people, they can't say nigga
So I gotta take it back
Now black people, we're not niggas
God made us better than that
Black Panthers, black anthems, black blues
With black answers for black stanzas: Langston Hughes
Breaking rules, ain't it cool?
Took it old, and made it new
Black painters, musical black anger
Black mothers, beautiful black anchors
So let's hear it for 'em! Let's hear it for 'em!
Let's hear it for 'em! Let's hear it for 'em!
Black America! Trap America!
80s Babies! Crack America!
Rap America! Bad as Erykah!
From the era of family tearing up
But we just won big, can't be undid
Form a whole culture in just one kid
Miami dope boys, Oakland militants
Harlem Renaissance it's our deliverance
Now white people, they can't say nigga
So I gotta take it back
Now black people, we're not niggas
God made us better than that"
7,Ayesha Says (Intro),2012,Food & Liquor II: The Great American Rap Album Pt. 1 (2012),Hip Hop|Midwest Rap|Alternative Hip Hop,Lupe Fiasco,"Hijabs, hoodies, afros, locks
Teddy bear, liquor bottle shrines, rocks
Tanks, prayer rugs, church pews, Mexican corn stands
Blood, sweat, and tears, police batons
Gas masks and bullets create graffiti on corners
Murals that salute freedom or death for liberty
Be it Inglewood or Egypt, Bedstuy or Baghdad
Syria or Liberia, the west bank or the west side of Chicago
Where food and liquor stores still occupy the block
While police and community watchmen justify why they shot
Emmit Till and Malice Green, Rekia Boyd and Trayvon Martin
Better not wear that hoodie while shopping for a carton
Or whatever they sellin in your food desert
Cause your soul is dessert and will be dissected and consumed
On the Fox evening news while we sing the blues
The new Jim Crow caged bird sings
'Cause he's tired of occupying his misery and of our marching
He wanna fly to a higher consciousness
But his school on academic probation
They gave him medicine, diagnosed him with a felony and mental retardation
So he refuses to cease the firin, nobody's hirin
In Illinois, 67 is the new age when you retirin
Class lines have blurred, those who used to have, have not
Pensions bein snatched
Those who never have keep their hands stretched
Social services being cut
Sterilization clinics giving out pills to numb the womb
Young girls referring to their vaginas as tombs
Thinkin' protests are temporary and trendy
Well rock a t-shirt and carry a poster
And two weeks later it's back to normal
But they say times are changin'
The revolution is becoming second nature, causes are combining
People carrying torches, hope burning from their hands
Attaching explosive devices 'cause they keep stealing their lands
In the name of freedom
Hijabs, hoodies, afros, locks
Teddy bear, liquor bottle shrines, rocks
Tanks, prayer rugs, church pews, Mexican corn stands
Blood, sweat, and tears, police batons
Gas masks and bullets create graffiti on corners"
8,Baba Says Cool for Thought,2007,The Cool (2007),Hip Hop|Midwest Rap|Alternative Hip Hop,Lupe Fiasco,"They thought it was cool to burn crosses in your front lawn as they hung you from trees in your backyard.
They thought it was cool to leave you thirsty and stranded, Katrina.
He thought it was cool to carry a gun in his classroom and open fire, Virginia Tech columbine, Stop the violence.
They thought it was cool to tear down the projects and put up million dollar condos, Gentrification.
They think it's cool to stand on the block hiding products in their socks making quick dime bag dollars.
They think it's cool to to ride down on you in blue and white unmarked cars, bustin' you upside yo head.
Freeze... cause the problem is we think its cool too.
Check your ingredients, before you overdose, on the cool."
9,Battle Scars,2012,Food & Liquor II: The Great American Rap Album Pt. 1 (2012),Hip Hop|Midwest Rap|Alternative Hip Hop,Lupe Fiasco,"Hope the wound heals but it never does
That's 'cause you at war with love
You at war with love, yeah
These battle scars don't look like they're fading
Don't look like they're ever going away
They ain't never gonna change
These battle...
Never let a wound ruin me
But I feel like ruins wooing me
Arrow holes that never close from cupid on a shooting spree
Feeling stupid 'cause I know it ain't no you and me
But when you're trying to beat the odds up
Been trying to keep your nods up and you know that you should know
And let her go but the fear of the unknown
Holding another lover strong sends you back into the zone
With no Tom Hanks to bring you home
A lover not a fighter on the frontline with a poem
Trying to write yourself a rifle, maybe sharpen up a song
To fight the tanks and drones of you being alone
I wish I never looked, I wish I never touched
I wish that I could stop loving you so much
'Cause I'm the only one that's trying to keep us together
When all of the signs say that I should forget her
I wish you weren't the best, the best I ever had
I wish that the good outweighed the bad
'Cause it'll never be over until you tell me it's over
These battle scars, don't look like they're fading
Don't look like they're ever going away
They ain't never gonna change
These battle scars, don't look like they're fading
Don't look like they're ever going away
They ain't never gonna change
These battle...
(And just leave then)
You shouldn't have but you said it
(And I hope you never come back)
It shouldn't have happened but you let it
Now you're down on the ground screaming ""Medic!""
The only thing that comes is the post-traumatic stresses
Shields, body armors and vests
Don't properly work, that's why you're in a locker full of hurt
The enemy within and all the fires from your friends
The best medicine is to probably just let her win
I wish I couldn't feel, I wish I couldn't love
I wish that I could stop 'cause it hurts so much
And I'm the only one that's trying to keep us together
When all of the signs say that I should forget her
I wish you weren't the best, the best I ever had
I wish that the good outweighed the bad
'Cause it'll never be over until you tell me it's over
These battle scars, don't look like they're fading
Don't look like they're ever going away
They ain't never gonna change
These battle scars, don't look like they're fading
Don't look like they're ever going away
They ain't never gonna change
These battle...
'Cause you've set me on fire
I've never felt so alive, yeah
Now hope wounds heal but it never does
That's because you at war with love
And I'm at the point of breaking
And it's impossible to shake it
See, you hoped the wound heals but it never does
That's 'cause you at war with love
Hope it heals but it never does
That's 'cause you at war with love
These battle scars, don't look like they're fading
Don't look like they're ever going away
They ain't never gonna change
These battle scars, don't look like they're fading
Don't look like they're ever going away
They ain't never gonna change
These battle scars, don't look like they're fading
Don't look like they're ever going away
I ain't never gonna change
These battle...
Young Moll-ah baby!"
