,song,year,album,genre,artist,lyric
0,"A Day to God Is 1,000 Years",2003,Birth of a Prince (2003),Hip Hop,RZA,"""I wanna stay with you, forever""
Yo, yo, the A-1 sauce, the Divine Force
My mind blind force is known to blow time off course
Even, if I rode around the world on a blind horse
Strapped down, I'd still get my point across
Allah is father of all
You debate whether big, whether small
Whether short, whether tall
Whether dense, whether length
Whether strength, whether width
Either man, animal, bird or fish
Whether, black or white, more shapes than snowflakes
Existin', everywhere but you still can't locate
The man of steel couldn't bend me
Time couldn't end me
Even the great devil Satan that tried to befriend me
Understand the equality, God in a bodily
Form, lettin' my knowledge be born
Lettin' my knowledge be born...
""I wanna stay with you, forever""
Yo, yo, yo
I be the fatal flyin', I'm like NATO flyin'
Over your country and droppin' down forty tons of iron
Filled with explosives, your chance is hopeless
We have your head poppin' up like the blowfish
I'm not talkin' Hootie, nigga pass the zootie
I could bag the cootie, maybe smoke the ootie
The runaway train with no track
I got the heart of Faye Dunaway whippin' that child with the coatrack
TV droppin' bombs or droppin' germs
Baby moms in the courthouse, she's droppin' terms
Guns go off, bustin' all directions
D.J. choose, another fuckin' dope selection
""...With you forever...""
""Like the corners of my mind...""
""I wanna stay with you, forever""
Yo, the pen is mightier than the sword, as I face my worldly challenge
In the scale of justice and my heart remains balanced and neutral
My respect for all men is mutual
As my thoughts surpass a level to which you devils compute to
You've been given the chance to hear the true and living
So do the knowledge, son, before you do the wisdom
So you can understand, how the thunder and
Lighting above your head is caused by the Son of Man
We experimentin' with high explosions
That cause the place to quake and the surface erosions
The earth produce lava like the mouth produce saliva
This wisdom goes deeper than your scuba diver
In search for the pearl jewels sold to Tiffany
My verbal heart symphony will strike the epiphany
Insight, ignite, and then men might, see love and hell
Hell and right, then excel, to be masters of your circumference
First, by obtainin' mastery of your common sense
This supreme wisdom clears a man's vision
You can see it through the lies and the fantism
Of the equivocal, two-faced political individual
Who's only out for residual, fabricatin' lies
To eradicate the wise
But we come to civilize and gravitate to the skies
Of the heavenly celestial sphere
Trust me, son, it's dear, in between your ears
A day to God is a thousand years
Men walk around with a thousand fears
The true joy of love bring a thousand tears
In the world of desire, there's a thousand snares
A day to God is a thousand years
Men walk around with a thousand fears
The true joy of love bring a thousand tears
In the world of desire, there's a thousand snares
""I wanna stay with you forever""
""I wanna stay with you forever"""
1,Airwaves,1998,RZA As Bobby Digital In Stereo (1998),Hip Hop,RZA,"We interrupt your program to bring you
*Alot of static*
This is a Wu-Tang Killa Bee exclusive blast
*Echoing*
Wake up, wake up, wake up
Wu-tang, Wu-Tang,
Wu-tang, Wu-Tang,
Wu-tang, Wu-Tang...
Verse 1: Bobby Digital
Bobby Steels fables till
MCs get your lips stapled
Project Killa Hill
Is stamped on the map like the compass
Taking sword play tongue-twist piercing holes in you
You can't escape seventy-thousand kilowatts
Blast in your box walk wid alarm clocks
Cars drive explodes on the block
One stop parks, pops in trunk
Snears pop loud as glock shots
Pierced like a earring in your face
Cops stop, give a sitation
Report for radio station identification
*Wake up, wake up, wake up, wake up*
Love IQ got you drunk, you depressed of Wu
Flying monks fatal darts from your airwaves strike you antenna
You feeled a bit shimmer
It makes you're like you dimmer
You thought you turned your dial from this
You best to slit your wrists
Through the soul of your heart like dark Emelius
Unfamiliar, leave no trace like Simon Templer
Rhyme emperor, styles switch daily like temperature
In your atmosphere the rap racketeer
Six pack battery back keep 'em stacked
I live for hip-hop
And tall brown skin sugar plum who love the lollipos
Wake up, wake up, wake up, wake up, wake up, wake up
Wu-Tang, Wu-Tang
Wu-Tang, Wu-Tang"
2,B.O.B.B.Y.,1998,RZA As Bobby Digital In Stereo (1998),Hip Hop,RZA,"Ultimate Breakbeats and shit right?
Niggaz still, makin' money offa those shits
Loopin the same shits for a thousand years
And shit right?
The B, the O, the B, the B, the Y
The D, the I, the G, the I, the T, the A, the L
The B, the O, the B, the B, the Y
The D, the I, the G, the I, the T, the A, the L
Digital
Yo, you know us to be robust, the greatest crew since Cold Crush
This poisonous slang keep MC's avoidin us
Can't think about the proper remedies for destroyin us
Your best bet black is sit back and start enjoyin us
And run your commisary, attack your corinary, I'ma bury revolutionary
Honorary is sonic electronic brain like Johnny Nneumonic
Get boosted from the sorrow and went Wu-tonic
You be fickle, get your tongue thrown into a jar of pickle
To serve to your bird, with cheese and pumpernickle *Ch-cha Pssh*
Three state Charlie a classic like Marley Marl
Tie your ass down and run you over with a trolley car
My nigga Kucky keep 'em Bucky like Dent
Intent, read the fine print -- it says
Do not enter, or cross the lines
You be tossed behind, and forced to submit to the rhyme
B-O-B-B-Y
D-I-G-I-T-A-L
B-O-B-B-Y
D-I-G-I-T-A-L
B-O-B-B-Y
D-I-G-I-T-A-L
Digital, Digital
Four-four in the holster strapped tight by the velcro
Steel padded vest on the chest armed right from the elbow
Pointed rings resemble Killa Bee stings
It's the mental of slingin swords, thing ? a buck brings
Rain, hail, snow and earthquakes, search your mental birthdate
50 straight push-ups keep the body in perfect shape
Just got hit on the hip by this bird talkin' bout
She got a blister on her lip
That comes from not garglin after suckin
I'm togglin the buttons on my cell-phone
Call my nigga, Tone the well known
Bubblegoose shredders made him thick as Carl Weathers
Solid chrome barettas nines stuffed inside the Wu leather
Hot shots melt through your pleather
Never ending story not from the land of Nether
We fight for our wives to the death like Mega Evers
Wu-Tang Clan Forever, all and together now
B-O-B-B-Y
D-I-G-I-T-A-L
B-O-B-B-Y
D-I-G-I
Digital, Digital
Yo, up from the rugged grains of Shaolin soil
Ol' Earth kept a nigga spoilt
Though the reigns to my veins remain royal, burnin up
High speed dub, my CD spins like a hub-cap on a Ac'
Tre-pound snub rap we might joust
Fresh spring water from the ounce
Stalked like a tomahawk, Indian bitch, you get scalped
Like a ticket sold in Cleveland, you feel me in
And now I stream up your bone marrow
Wu-Tang song last long as Christmas carols
Niggaz throw darts, I'm shootin flamin arrows
Pierce through your physical faculties
With pin-point accuracy
You don't wanna battle me...
The B, the O, the B, the B, the Y
The D, the I, the G, the I, the T, the A, the L
(Digital, Digital, CHHHHHHHHH)
The B, the O, the B, the B, the Y
The D, the I, the G, the I, the T, the A, the L
The B, the O, the B, the B, the Y
The D, the I, the G, the I, the T, the A, the L
B-O-B-B-Y
D-I-G-I-T-A-L
B-O-B-B-Y
D-I-G-I-T-A-L
B-O-B-B-Y
D-I-G-I-T-A-L
Digital, Digital, Psshh"
3,Be a Man,2001,Digital Bullet (2001),Hip Hop,RZA,"{*Sampled singer singing ""Be a man""
And ""bad situation man"" throughout the song*}
(RZA)
Yeah it's Bobby Digital
Just floatin over +The City+
I came across this, this, this black man
He was talkin' about (look down below)
Sure of yourself risin', prices of food skyrisin
Foreign countries movin in USA, enterprisin
Snatchin your mic then speakin', while you might be leakin
Then losin the luxury, average man be seekin'
Thought he was so smart; hoe's cheatin', life fall apart
Fuckin' a hundred bitches couldn't mend a broken heart
Start as a soda jerk job, as a mail clerk
Fucked this white bitch in the office, got fired from work
Nine-to-five, government high taxes, police dispatches
Beauracatic attackin black Asiatics, resident with bad plumbin
Cocaine got my brain numb an' bitch complained 'bout cummin'
Pussy stay hummin; $200 parkin, summer's out of state warrants
High blood pressure pills prescribed by Dr. Lawrence
Got me gainin weight, fuckin' up my right kidney
Cousin raped at school Allah wit me
Peoples' eyes closed like envelopes by folk membership
With unpaid doctor bills
Framed got shot and killed, cops poppin' pills
Three pair cotton, steel closet, cabinet of +No Frills+
Mo' bills, sister got evicted from Park Hill
Punch a hole inside the NARC wheels
My dogs bark, still carry dark steel
And unmarked bills, I'm from the uncut, dope, found on director's reels
Bobby Digital may switch back to Bobby Steels
Rusty .38's, bought rust inside the herb gate
So +Hungry+, son, 'bout to shrink down to a bird's weight
Rash break out, where's the blue ointment, face-to-face appointments
Un-proudly in the church paid for annointment
Bet the checks don't come late
About to separate with her man
In +The City+, +Domestic Violence+ excavates
Get a highest ratio in five years
The idea is to plant fear
Boy you slap yo' bitch, po-lice is there to cuff you or snuff you
They might bust you
'Cause your hoe snatched your money up, didn't want to fuck you
We must learn to communicate, and unificate
Stop the black on black, hate on hate
White on white, black on white
Put the love in love
I'm blunted up, blasted inside the strip club
Shorty wop, fifteen year old, all she needed was love
And mo' dough so she won't have to show her knotty afro
Collect call from my son to now, he might blow trial
Foul cut, and cop out to a 3 to 6
Bad situations, bein a man is hard shit
Somethin'll get trapped out, I mean, yo
Got crack fiends in spots with vaccine shots
Black teens drop out of high school, white teens sellin stock
With bonds they can't put their word on
20 years, shorty wop, pussy 'bout to swerve on
Up in the crib, new fridge, dead pig
Two kids, pawned this older cat who looked like Calvin Coolridge
But got splat in his back last year
Robbin' his jewel inside the diamond district
No one got convicted, heard they never found the biscuit
I'm booby trapped by the capitalists
Tryin' to subsist, sometimes happiness is hot grits and catfish
Or a bowl of Cookie Crisp, I got harassed by this rookie bitch
Talkin' 'bout I couldn't put my feet on the fire hydrants
To tie my kicks, $50 ticket, 'bout to strike and picket
And shout at the City Hall, motherfuck the wicked
Too greedy, give to the needy, down on my luck
'Bout to jab a ouija board, that's when Bobby Digi seen me
Said, ""Yo son, don't stress out over no one, learn the slogan:
Knowledge is half the battle, that's one to grow on
And don't be counterfeit
It's a bad situation which bein a man, but we got to handle it""
Bad situation when you ain't bein a man"
4,"Black Widow, Part 2",2001,Digital Bullet (2001),Hip Hop,RZA,"That's right, that's right, that's right
Yeah check this shit out
Nam sayin'
This is dedicated to all my hoes
Nam sayin'
All my babies mothers nam sayin'
All my bitches nam sayin' let me tell a motherfucker something
Y'all motherfuckers want this money bitch
You better earn this motherfucking money
Bitch let me show you something
My names dirt dog bitch ain't no frontin
Bitch let me show you something
My names dirt dog bitch ain't no frontin
Bitch let me show you something
My names dirt dog bitch ain't no frontin
Ah!
Walking down the street dark, dark, not
Saw a pretty bitch caught my sight
Bitch so fine fine as can be
Bitch you know you belong to me
Drove over said how you be
Bitch you know my names dirtdog dirtMC
Dirt dog I know what you about
Bitch get the fuck in the car!
Drove her to my house
Ah to my house
Open the door take off your clothes
Throw'em on the floor took off my clothes
Show'em my dick
Bitch dis something that you'll never forget
On the 1st punch started to scream
On the 2nd punch started to have a bad dream
On the 3rd punch started to cry
Dirt dog I don't wanna die
Well shut the fuck up!
Pussy ain't nuttin but a skin on your bone
You can fuck it you can suck you can leave it alone
25 cents is the regular price
50 cents you can fuck it twice
75 cents you can fuck it to the bone
And a dollar worth leave it alone"
5,Bob n' I,2003,Birth of a Prince (2003),Hip Hop,RZA,"(Intro: sample)
Birth flying high, you know how I feel
Sun in the sky, you know how I feel
Breeze drifting by, you know how I feel
It's a new dawn, it's a new day
It's a new life for...
Birth flying high, you know how I feel
Sun in the sky, you know how I feel
Breeze drifting by, you know how I feel
It's a new dawn, it's a new day
It's a new life for me
(RZA)
Who be the last man standin' when I cock back the cannon? (Bobby!)
And blast your ass in search for Michael Landon (and)
Abandon ship, you can't penetrate (and)
My solar eclipse, you dickhead y'all get pussy-whipped (and)
Sword of Conan, wind speed of Rodin (and)
Flow so cold, I freeze M.C.'s to snowmen (and)
Turn 'em up to the sun to defrost them (and)
Proceed with caution, you get your bean baked in Boston (and)
Slice of lemonhead, it's like John Lennon said (and)
Help, you need somebody and (and)
If you ever see somebody and (and)
Fuckin' with the Wu, you gonna be a body and (and)
By me, myself and Bobby and (sha na na) (and)
You superficial nigga, fuck it I'm a superhero (and)
My pistol will turn you to a super zero (and)
Make a fingetip griplock of Royce Gracie (and)
While I'm makin' this cash like Mr. Spaceley (and)
Or Coswell Cogs, I don't fuck with hogs (and)
Your dialogue is stuck, too analog (and)
Is you guns heavy enough? (and)
Is your gold chain truck Chevy enough? (and)
To fuck around with Starks, Rebel and us (and)
B-O-B-B-Y (sha na na) (and)
You superficial nigga, buck it I'm a superhero (and)
My super pistol will turn you to a super zero (and)
Lot of niggaz askin' us, some faxin' us (and)
How I gladiate, take land like Maximus (and)
You listerin', while this winds blisterin' (and)
I'm in the clouds like my man Calrissian (and)
Lando, bust shots like Marlon Brando (and)
You gettin' smacked like I'm playin' black Sambo (and)
Hambone, hambone, haven't you heard? (and)
Papa gonna buy you a mockingbird (and)
If that mockingbird don't sing (and)
Papa gonna buy you a diamond ring (and)
Watch out for the Killa Bee sting (and)
BZA-Bobby (sha na na)
(Outro: RZA)
You see that's what we called B-Boy freestyle!
You stupid muthafucka!
""And"" ""Bobby!"" (repeated to the end)
""Sha na na!"""
6,Bobby Did It (Spanish Fly),1998,RZA As Bobby Digital In Stereo (1998),Hip Hop,RZA,"(Islord)
Aiyyo, let me tell y'all niggaz somethin
One thing, let me tell y'all niggaz somethin
I don't give a, flyin fuck about
None of y'all niggaz out here
None of y'all niggaz out here
Cause you ain't, none of my motherfuckin comrades
I don't give a, flyin fuck, what?
You want it? Bring it son, bring it son
Bring it, yo, check it on out
(Ndira - talking over Islord above)
Bobby, como puede ser que me jodistes?
Hijo de puta
? el coño de mi, maricon
Y nunca me llamas, Roberto
You treat me like an analog ho
(Islord)
Yo, lyrically, I got all y'all niggaz under my wing
Cause I bring terror throughout this rap era
Like them Muslim cats, who don't give a fuck
About blowin this rock, off the map
Where Mayor Guiliani rest at, so let me get that
Microphone up off of you, cause it's
Definitely not meant for you to have it in your palm
To try to rock the crowd
Puttin it all on to stay calm
You waited for the God Islord to drop the bomb
And swarm the stage about a hundred fat
With lyrical material that's all that
Like a two point five carat clustered jew-el
Rock like Patti La-Belle
Cause everything is real kid, you dead up
Dissect the true kids gettin set up
For a car/Jeep heist, it ain't nice
As we ran up in the crib and stuck the kid
And smacked the wife, cause she, had on two chains
With a tray full of ice in em
But that's how it goes down
When you livin in the Cold World
(Timbo King) Cold World, what?
(Ndira) Todo lo que a ti te gustas es music pa' lo puta
(Timbo King)
Yo, I spit flames thermonuclear type
Ignite mics, blow up U.S.A. satellites
Insane Unabomber, my whole Fam lace golden armor
Royal calmer, black Queen black Madonna
The missing link be the big lips on the Sphinx
Intelligent instincts
I say knowledge is the foundation
When I move in the L's formation, against Hell's nation
Bobby Digital cybertech test microcheck
High bi-as, record the levels
Anti for devils.. anti for devils
(Ndira)
Bobby, como puede ser que me jodistes?
Hijo de puta
? el coño de mi, maricon
Y nunca me llamas
Me tratas like an analog ho, Roberto
Nadie te importa, cariño 
I wanna be Digital Bobby
Bobby Digital
RZA me advertio de Bobby
Bobby Digital
(Bobby Digital)
All you analog cats from weak tracks, and weak raps
And weak video clips and weak stacks
Beatin bitches with weak lawyers, and weak acts
And weak staffs, born life couldn't copyright
With weak math, come get a dose, of the strong
Coconuts splittin, all you chocolate deluxe butter alms
French buttercups, probably wanna see Bobby in handcuffs
With the toes in my mouth
Stand up or rape me, rotate auto-locate me
In the center solar
Corner block Hip-Hop now expand to the polar
Fuzzy low short frequency
Circuit breakers, try to take
Us on illusionary rides to the future
Polygram graphic rap actors, flash ya
Cash and jewelry like bus passes
That's why your ass got stuck up
So Wake the fuck Up or get smoked
Analog rhymes hoes are like groupies we fucked
Took for derelict, Sales are too Soupy
Better get the Bobby Digital movie!
(Ghostface Killah)
Tarantula, that groove season
Newlywed of rap, which G you believe in?
Rally back, twist a half a man arm off
Late night, nearly happy standoff
How boldly blinded by Bobby crossthievin van diva
Lever 2000 mic talk
Might bolt to match, pinch me in the eve
Carved perfectly from God
Manufactured through the eye, came Puma dash
I snares Dumar, Nicolas, half a face, Cage
Half a coke Dutch sprinkle sage
Bounce to Huey crib yo and got laid
Straight off the ground y'all word up
.. Bad bitch
(Jamie Sommers)
Yo, yo
Yo my tapdance sword splash
Yo.. my nigga Dix'll leave you whiplashed, feel the cash
Pussy worth a key a stash, bloodbath
Hard to walk the righteous path
Flavor for life into death
This berry tart your ginger
Ooh she mad tender, Analog surrender
Off my motherfuckin splendor, Jamie Sommers pussy bionic
Super-sonic, splash you with the Wu-Wear garments
For the nine fuckin nine, motherfuckers"
7,Bong Bong,2001,Digital Bullet (2001),Hip Hop,RZA,"(Intro - RZA) (U-God):
Yeah, yeah, yeah, yeah, come on
Yeah, my nigga come on
(This is Digital, this is sizzlin
It's like a vamp, it's like a genie in the land
Yo..)
(Chorus x2 - RZA and Beretta 9)
Bong bong, bong bong, BZA, bong bong, bong bong...
(Intro - RZA) (Beretta 9):
Come on!
All my real niggas push up to the front (word up)
Oh shit, look at shorty over there
Caramel deluxe type bitch, yo
(RZA)
Ain't know she suck dick like that
With those big fat lips and those hips like that
She said ""Bobby, why you spit like that?
And why you Shaolin Gods push whips like that?""
I said ""Hoe, we got chips like that
And Park Hill niggas make flips like that""
In Grass Monkey, yeah we sip like that
And we might get drunk and empty clips like that
Then again the Gods build like that
Yo Kinetic, tell 'em son, we keep it real like that
(Beretta 9)
Can't renounce all-the-timers we sip like that
Honey-dipped blunts, we get high like that
Yo we dipped every day, yo we fly like that
Bitches always sayin' ""Why you talk like that?""
We B-Boy niggas, you know we walk like that
(RZA)
Why them R&B niggas tryin' to sing like that?
And you fake crossovers tryin' to bling like that?
You know, my clique snatch ice like that
Take it down to the scale and get a price like that
(Beretta 9)
Snub in the club, don't be nice like that
Catch a body and escape, pull a heist like that
(RZA)
Up front, up front, come on, come on
(RZA)
Check it
(Madam Cez)
Y'all niggas talkin' shit
We out here tryin' to get paid in a major way
Come on
I rock a six like that
From my dubs in the club, sippin Cris' like that
Pop a bitch, turnin' trick, get my ish like that
Check the ice, lookin' nice on my wrist like that
I'm the shit like that, dicky-dick like that
Roll with baller sheist types that be sick like that
Set up shop on your block, flip a brick like that
It's the Wu comin' through with a chick like that
Sticky spit like that, what?
(Beretta 9)
What? What?
Nine inches, hoe, we packin dick like that
Six on the dice, we rollin' licks like that
Half a mil on the deal, we politic like that
Remember '94, we sold mix like that
(RZA)
4 Sho, the whole crew used to sling like that
(Beretta 9)
Indeed, you know the fam, we was the king at that
(RZA)
Guaranteed, now it's Killa Bee sting like that
And I'll punch you in the head with pointed rings like that
And why's this fuckin' crab bleedin like that?
While you crack-head bitches treatin seeds like that
My nigga Johnny Blaze smoke weed like that
And the Killa Bee Clan run the streets like that
Big Bobby makin' beats like that
Platinum on the wall, son I eats like that
(Beretta 9)
Damn, you 85's eatin swine like that
We ain't tryin' to be 'cause y'all blind like that
(RZA)
To all my thugs or who smoke like that
And you coke-head niggas sniffin coke like that
And you ecstasy cats poppin' dope like that
It's all love 'cause we folk like that
Guaranteed, now we bout like that
Kinetic 9, Bob Digi
(Beretta 9)
Yo we out like that
(RZA)
For y'all niggas gettin' high we go like this
Bong bong...
Pop that shit..."
8,Booby Trap,2008,Digi Snacks (2008),Hip Hop,RZA,"Ha ha ha, Digi, yo, yo
When I was young, I slept with a battery on my tongue
So when I spit, the impact with the sting of a stun gun
At full blast, rock your cradle, fatal razorblades graze you
Split you open, stitch you back wit a staple
I'm football head, I put your head
Into a brook, all four, your momma wouldn't look at y'all
Gold from the Panama Canal, Alabama gal
Got me laid up on my nuts like kapow
B O B Boy's fast as Bruce Leroy
Meet the rap Galactus, blow planets off his axis
My glock is plastic, my dick is magic
Stretch up the Power you like Mr. Fantastic
Stop, it's a booby trap
Wouldn't you rather have a Digi or a Scooby Snack?
Digi Snack yeah, while we living in a booby trap
Yo, when it comes to this mic device, you get ate
Like the Gingerbread Man tryna cross the lake
Or the Winchester, call my white son Lester Poindexter
Tell 'em bring back the black mack, strapped with two extra
Clips, where's the natural, words inside the apple
Pot holes in the street, it cracks the Jeep axle
Shrivel your heart to a raisin, shorty star gazing
Yeah, he got steeper than dunce, once he start blazing blunts
Beef and get drown in Hunt's
Your flame get toast, your best bet to punt
I lounge like a hungry jaguar into aqua
Trying to catch a fish that multiply like the Magua
Pocket fat be Jabba the Hutt, Clan gallops up
Feel The Force of my steel but you can't count the caliber
Digi, Digi, Digi, all inside your city
Microphone on the roam like Capone and Frank Nitty
Stop, it's a booby trap
Wouldn't you rather have a Digi or a Scooby Snack?
Digi Snack yeah, while we living in a booby trap
Stop, it's a booby trap
Wouldn't you rather have a Digi or a Scooby Snack?
Digi Snack yeah, while we living in a booby trap
I don't got a taste for blood or flesh skin
My mind like Professor X from the X-Men
One line 'cause MC's to write their albums down
Devils only come amongst you if you allow them now
Do to trading they infiltrate with persuasion
That desire to rob and steel and make slaves of all
Living luxury destructively, conductively
Improper nature, privately and publicly
Man so stupid when confronted by something he don't
Understand, he shoot it, the whole world's polluted
My earth gave birth to a universal, change us
Scribes reflect the Child born in the Bethlehem manger
Devils try to steal me of my intellect, rob me of my culture
Like they white washing sculptures
Like they snatching down my posters
But it's been caught through the eyes of Minolta
Stop, it's a booby trap
Wouldn't you rather have a Digi or a Scooby Snack?
Digi Snack yeah, while we living in a booby trap
Stop, it's a booby trap
Wouldn't you rather have a Digi or a Scooby Snack?
Digi Snack yeah, while we living in a booby trap"
9,Break Bread,2001,Digital Bullet (2001),Hip Hop,RZA,"(Intro - Jammie Sommers) (RZA):
Yo, yeah yeah, yo what?
(Gotta spit on these bitches real quick)
Yeah, Jammie Sommers bring the thunder, what?
(Word up, doo-doo stain bitches)
Yo, yo, uh-huh, yo...
(Jammie Sommers)
Yo save John Bennett, trauma John Bell
Lace stay in my equality, mic oddessey
Judy Plum, ghetto tag on the drum
Nestle in the glass, I was plunged, double-edged tongue
Pearly handle, scroll Brooklyn, we bouncin', commercial keep lookin'
Pussy tight ginger, turn rough cats to cringers
Make him surrender is car and legal tender
Sunshine on time, manifest all time 'tween beams
Because I study all true reality, sculpted by my Wallabees
Study righteous God Degree, yo...
(Both)
We Break Bread and deal with equality
(RZA)
Yo check it, my break and deal with this son
Explicit lyrical orgy, you bitches smell like dead foggy hoe
While Jammie splash you with the bottle of Giorgio
Or Chanel's No. 5, dog bitch you can't survive
You buy and shoot some straw ride, ya tried to glide on B.O.B.B.Y.
Jammie Sommers, treat her like my daughter, real niggaz wanna fuck her
Pass a quart of milk, crab, clam, possum, wild flower blossomin
Power-U, have you gaspin for your oxygen
Gold bra straps, fine pointed, purple star Gaps
Cowboy boots and tastle, with the straw hat
You derelict hoes, we fuck y'all without pullin down our clothes
While your nigga wish to lick Jammie Sommers' toes
Imaginate, you best to go home son and masturbate
Or put your ten dollars up and buy the fat tape
(Jammie Sommers)
Yo, a hundred thousand, two hundred and fifty cash
Yo now, watch Miss Sommers, shake that ass
Yo, you love the way my brother splash
Chain reaction keep you puzzled
Mouth muscle, card shuffle, belt buckle
Jammie S'll never kiss ass after I close a deal
You best to believe this rap shit I say is for real
A lot of y'all bitches be good earners with two out
Take too many chances, chillin' with niggaz, lampin
Profilin, wildin, Jammie hung with the realty smilin'
Takin' shots at Louie the thirteenth, and tie you up
Bathed in Sheik, so you could watch your man beat his meat
'Cause, uh, lodi dodi, I got the body
And tutti fruiti, I got the booty
I shake, my rump, all in ya face
Make a bitch tie my sneaker lace
'Cause A is for Apple and J is for Jack
And most of y'all bitches ain't go no hair in the back
And ya tracks is wack"
