,song,year,album,genre,artist,lyric
0,6 Feet Underground,2012,Psycho White (2012),,Yelawolf,"You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
If you try, going to lie
6 feet underground
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
If you try, going to lie
6 feet underground
Papa's in the closet, loading up that buckshot
Little sister hide behind the grandfather clock
I've seen that old blood money get washed
I watched the shotgun shell go pop
Got a couple rounds in the Chevy ashtray
I don't know why I was made this way
Sec-ur-ity don't want to get me
If we can;t get in, the fuck you say?
Too much billy is in this cup
Too many people are in this club
You keep looking at me like you want to jump
If we let loose homie, you won't get up
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
If you try, going to lie
6 feet underground
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
If you try, going to lie
6 feet underground
Little brother plays in the front yard gym
He only thinks, Jim's too quick
Stands 5 foot 2, nickname Slim
Motherfucker thinks he's 6 foot 10
Never seen a young man act so tough
Never see a frown till you seen that drown
Put another pit back in his cup
You know it's a fucking party when they coaster down
I know a little something about getting high
I know a little something about getting drunk
You fuck with the Wolfpack and everybody cries
So go jump in the pit if you feeling lucky fuck!
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
If you try, going to lie
6 feet underground
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
If you try, going to lie
6 feet underground
I don't really know what's wrong with me lately
I don't really feel like myself
Everybody's reaching for money
Sorry I can't help
Guess I could I throw you a bone
But if you were my dog, I wouldn't throw you a bone
I'd throw you a log
With, both of my knees
Both of my knees, on the ground
(I'm dropping famous shit)
People that are close to me know that god damn
You famous quick
Row with the boat, roll with it
With the bottle, I'm heinous kid
Jump, when I say, jump
You've got to jump from the clip
You gotta take a wiz
Stand up with team
Stand up on the ball!
Like a fucking animal
Eat, if I got to eat
I'm a eat you alive!
Yeah I know I said that twice
And don't make me say it again motherfucker!
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
If you try, going to lie
6 feet underground
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
You can't push us around
(You can't push us around!)
If you try, going to lie
6 feet underground"
1,Alabama Gotdamn,2011,Friday The 13th (2011),,Yelawolf,"You're just plain rotten
You're too damn lazy
You thinkin' he's crazy
Where am I goin'?
What am I doin'?
I don't know, I don't know!
Ye, so I got this personal mission
I'mma take this Crimson Tide banner
From the great state of Alabama that is
And I'mma take it to all 50 States
All 50 States in one song
Just so I can hear 'em say
Everybody knows about Alabama gotdamn!
I started my journey down in Alabama
Then my mama threw me in a swamp when I was five out in Louisiana
She told me to take my state everywhere with me
Then we moved to Oklahoma with her boyfriend from Mississippi
Her boyfriend was in the country music industry
So we hopped on a tour bus from Texas and went to Tennessee
Met a dude from New York at a rest stop in Arkansas he said, (Gotdamn!)
""You really do say howdy y'all!"" (Howdy y'all)
I'm a nomad, yeah, kinda sorta
I got stranded in Georgia
But I was headed to Florida
I hitchhiked the rest of the way down to Palm Beach
And I one-nighted a girl with black hair from Hawaii
I don't know how I landed in Indiana
But I got this Crimson Tide banner
And I ain't gonna stop until
Everybody knows about Alabama gotdamn!
That's 12 states down!
Yeah, put the Jack in the backpack
And I won't stop till I hear 'em sayin' that
Everybody knows about Alabama gotdamn!
Let's go!
Ho! Ho! Ho! Ho!
Everybody knows about Alabama gotdamn!
Well I stopped in Michigan with Eminem and popped some No-Doze
I took a plane to Maine and ran down the East Coast like
Connecticut, Rhode Island, Massachusetts, New Hampshire, Vermont, now down to Jersey
Pennsylvania, Maryland, to Virginia, the Carolinas; back to the dirty
I bucked to Ohio
And swam through Kentucky
Grabbed a bottle of Jim Beam
Got drunk and was feeling lucky
Met a girl who met a boy from Illinois who just dropped him (Gotdamn!)
Because he moved to Wisconsin
Well, I took her over to Minnesota
I tip-toed out of the room with her purse and now, Iowa!
I hurried to Missouri, from there I went to Kansas
Rode a twister to Nebraska, drove the Dakotas with Candice
Stopped in Montana to refill my bottle
I went roamin' in Wyoming and snowboarded through Colorado yellin'
Everybody knows about Alabama gotdamn!
28 states down, I'm on a roll!
Yeah, put the Jack in the backpack
And I won't stop till I hear 'em sayin' that
Everybody knows about Alabama gotdamn!
Let's go!
Ho! Ho! Ho! Ho!
Everybody knows about Alabama gotdamn!
Moving on!
I hit the Texaco in New Mexico
Hopped in the back of a truck that was carryin' vegetables
He took me to Arizona, to a trading post
I was headed for Utah so he offered me a sack of potatoes
I told him thank you for the ride up the road but I'm fine though
There's plenty of those up in Idaho
But Arizona's got some beautiful women though like (Gotdamn!)
She's fine but I gotta go!
30 pack, now I'm Oregon
I hit a couple of divin' boys when I stumbled into Washington
And I still got Alabama with me
Met an Eskimo from Alaska, bought him a beer and told him ""keep it Dixie!""
Lost my money in Nevada, security said ""I warned ya,""
Took my car so I had to skateboard to California, now
Everybody knows about Alabama got damn!
That's 50 states 'Bama!
Yeah, put the Jack in the backpack
And I won't stop till I hear 'em sayin' that
Everybody knows about Alabama gotdamn!
Let's go!
Ho! Ho! Ho! Ho!
Everybody knows about Alabama
Everybody knows about Alabama
Everybody knows about Alabama gotdamn!"
2,American You,2015,Love Story (2015),,Yelawolf,"Man, you got it all worked out, don't you? Old pair of shoes
Never wear your heart on your sleeve cause it don't go with the suit
You got a bad, bad woman with a young little pretty face
They told you not to go get married
But you went and did it anyway
Singin', oh sweet sounds of American you
Never miss a Sunday service, never got tattoos
Every time we drive by wavin', I see right through
Fuck you too
Mama said steer clear of the devil so you never played in the road
Always lookin' on the bright side, so you never see the potholes
You got a house on a hill, big news, that's a big deal
Big party with your big time friends, man, imagine how that feels
Singin', oh sweet sounds of American you
Never miss a Sunday service, never got tattoos
Every time we drive by wavin', I see right through
Fuck you too
I believe in the modest dream, ain't lookin' for a pot of gold
A 6 pack and some good marijuana, I can watch my mama roll
I believe I can buy a few things like a house with a nice pool
Invite my nobody friends to the party and we'll be in it, fuck you
You got a blue collar father who drinks Budweiser out the bottle
20 dollars, an old Impala, a baby's mama
You work hard, you don't beg, you don't borrow
Night at the factory, daytime job at McDonald's
Your daddy told you that girl was nothin' but a problem
But you fell in love cause to you she was like a supermodel
And they told you not to go get married
But you went and did it anyway
It ain't no problem
You make somethin' out of nothin', you make money for a livin'
Pushin' buttons, stickin' digits, flippin' burgers in the kitchen
With the vision, you've been dreamin', you've been savin'
You've been given nothin' but shit
But you take it 'cause you're patient in this prison
Fuck everybody visitin', it ain't them who gotta live in this skin
With all these tattoos that you got, it fuckin' offends them
If it's you that I'm speakin' to, you must be my extension
I take my drink up and sip it, take my hat off and tip it
Slumerican
Singin', oh sweet sounds of American you
Never miss a Sunday service, never got tattoos
Every time we drive by wavin', I see right through
Fuck you too
Singin', oh sweet sounds of American you
Never miss a Sunday service, never got tattoos
Every time we drive by wavin', I see right through
Fuck you too"
3,Animal,2011,Radioactive (2011),,Yelawolf,"They should've never ever let you out
Going down, 'em all with the mouth from the south
What you gonna say, what you gonna do?
As you know they're coming, coming after you
Watch out for the D-Boys
Watch out for the boys in blue
You better keep it moving
(Big Boy)
You know they're taking shots at you
'Cause you're an animal, oh
Here we go
Alabama's own buddy promenade
And I'm in the zone now everybody
Bringing 'em home, baby, tour da stage
Slick Rick E. Bobby in a Nascar
Running up on motherfuckers like I'm in a bar
Sentimental motherfuckers in a cookie jar
Be the late night snack, I'm Santa Clause
Down to Panama beach, drunk in my underalls
Playing underwear volleyball with ya bra
I ain't bothered by your triple D's, not at all
Let me hold 'em up for ya, baby, while you walk
Wanna get the party bumping, let me do my thing
Get the marijuana, plant need watering
Throw it in a bong, let it start bubbling
Know what I mean, Butterbean bada-bada-bing
Trashy white, pass the mic, yeah, I'm doing 'em dirty
Fists start pumping when I'm in the lights like I'm rapping in Jersey
Never get elegant in elementary, never learned to write in cursive
Raised by the country B-Boys, I'm elegantly perfect
Rack it in, pack 'em in to the back again
Rap it up, rap it in, sicker than a pack of 10 mini thins
You'll get when I win but I won't lose
In fact I'm gonna win, win again with another hand
Here's another hand, here's another hand
Dealer, can I get another hand?
Here's a hand, king, king, king, king, king
Bitch, Yelavision and the dirty south
And you know we getting green, bitch, eh
They should've never ever let you out
Going down, 'em all with the mouth from the south
What you gonna say, what you gonna do?
As you know they're coming, coming after you
Watch out for the D-Boys
Watch out for the boys in blue
You better keep it moving
(Big Boy)
You know they're taking shots at you
'Cause you're an animal, oh
Candy coated whip running over candy coated rappers
(Vroom)
Panties on my drip
Do a back flip for me, baby
Be an acrobatic actor
(Action)
Do a cartwheel on the wall, will you?
Do a cartwheel while I chill on a bar stool
When I throw a dart at a wet seal, well
I can see ya well, I'm gonna throw a fucking harpoon
Go Looney Tunes and lose ya for the lose
To prove you're in a room, you're shrooming to the moon
But in the morning you're waking up like a broom
Swept off ya feet 'cause Yelawolf ain't a groom
I ain't popping the cherry, I'm popping berry
Moonshine, hop in the bedroom, let's move
If ya wanna compare me, compare me to a legend
Don't compare me to a young fool
Go get a gun, go get a gun, now get a cinna' bun
Now sit upon your fucking roof
I live a ton, I get it done, fuck anyone
You fuck anybody, you ain't fucking with the crew
Yeah, throw another bucket in the pool
Dry it out, now everybody skate
'Cause I'm a lord of a Doggytown
(Woof)
A.L.A.B.A.M.A, my state
My state of my mind, 1985, wide body
Looking for the little small tail gate party
Wanna get drunk, wanna fall up in a hottie
Get shitty like a porta-potty so
Jump on the paddy wagon
Like a Pakistani and packing a mack 11
With a pack of maniacs, 11:30 back at it again
I'm ready for the battle when and where
Motherfucker, they let another cracker in, yeah
They should've never ever let you out
Going down, 'em all with the mouth from the south
What you gonna say, what you gonna do?
As you know they're coming, coming after you
Watch out for the D-Boys
Watch out for the boys in blue
You better keep it moving
(Big Boy)
You know they're taking shots at you
'Cause you're an animal, oh"
4,Ball And Chain,2015,Love Story (2015),,Yelawolf,"You made me
Everything that I am
You called me names till I became a name
Now that's all that I understand
Now the joke's on you cause the whole damn world's at the palm of the fool's hand
Now the fool's got to choose
And the joker's in the smoker with his palm on the hot pan
'Cause I'm that boy with the ball and chain
Floating through the sky, looking down from my jet plane
Looking down from my jet plane, oh
Yeah, I'm that boy with the ball and chain
The boy with the ball and chain
Now I'm looking down from my jet plane"
5,Best Friend,2015,Love Story (2015),,Yelawolf,"(Verse 1: Yelawolf)
Ain't never been much of the church type
But I believe in the last days
I walk through Hell almost every night
But I believe it's a pathway
Say boy, what you doin' with your life
With those tattoos on your face?
Say boy, you know that you'll pay the price
Well, I guess I'll see when I head that way
(Hook: Yelawolf)
To the father son and holy spirit
I hold you nearest
My best friend, best friend
Let the trumpets blow with your appearance
I can almost hear it
My best friend, best friend
When you wish me Hell upon my soul and spirit
Behold these lyrics
I got a best friend, best friend
Yeah, I got a best friend, best friend, yeah
(Verse 2: Yelawolf)
I don't know much about Holy Bibles
But I grew up in the Bible Belt
I put my love for a woman on idle
Because I got beat with my mama's belt
But I learned from my mistakes
Try hard to respect people for what they believing in
But if you spit on my fucking grave
And wish me Hell then I wish you well
I'mma send you straight up to my best friend
To the father son and holy spirit
I hold you nearest
My best friend, best friend
Let the trumpets blow with your appearance
I can almost hear it
My best friend, best friend
When you wish me Hell upon my soul and spirit
Behold these lyrics
I got a best friend, best friend
Yeah, I got a best friend, best friend, yeah
(Verse 3: Eminem)
God, please would you arm me with the armor
To calm me when there's drama like Gandhi?
Could have gone the other way many times
Could have turned Dalai with the lama
But I squashed my beefs and things seem to be looking decent
Recently, but don't jinx it
It's like Clint Eastwood looking for peace
Though maybe not fit to enter
The priesthood, but at least should
Make an attempt to show some remorse
Than to be some sort of a repenter
For the people I've been a menace to
Not a preacher, but a shit starter and finisher
Enter the mind of a thick skin, but a short temper
This patience of mine is thinner
Than twine is when I get attacked
So I might say something back that might offend you
So if you don't like when I rap or
What I have to say on the mic then you
Might wanna act, just like quarterbacks
And take a fuckin' hike when I snap 'cause I'm a sinner
(I got a best friend, best friend)
Blood balls and intestines
They ain't never been yes men
They gon' tell me when I'm fuckin' up
The minute I'm ever giving it less than
I'm about to vomit and I can feel it coming
Cause failure's something I can barely stomach
And I only listen to my guts
So unless you're my fuckin' belly button
Don't tell me nothin'
You ain't my (best friend, best friend)
Who you think I'm talking 'bout?
Lifts me up when I'm down and out
Still look to him without a doubt
Still got a (best friend, best friend)
Shout it out like there's never been a louder mouth
Should have never been allowed a mouth
Now that I got a higher power
Now when I blackout, power outage, stop
They powerless but they crowd around
They tend to flock like shepherds to black sheep
But I be the worst thing that these motherfuckers ever heard
When I'm counted out
You be D-O-A, then announced
They pronounce you dead when they sound it out
So prepare for a rival, your arch enemy surrounds you now
He's all around you
Not even the doctors at the hospital
Are gonna shigy-shock you back to life
It's I'm-piggy-possible to revive you
That's word to the digy-Doc
Stigy-stopping and that's not an option
Something I'm not gonna do
I'm the Iggy Pop of hip-hop when I walk in the booth
Dawg, I'm the truth like Biggie rockin' with 2Pac in the suit
Talking to Proof dropping a deuce
Fill up a syllable clip like a refillable script, cock and I shoot
Who you think's my Glock that I use?
That I pull from to get my strength up against these haters
And they be waiting at the gate
When you get sprayed up, sending you hoes straight up
To deal with my (best friend)
To the father son and holy spirit
I hold you nearest
My best friend, best friend
Let the trumpets blow with your appearance
I can almost hear it
My best friend, best friend
When you wish me Hell upon my soul and spirit
Behold these lyrics
I got a best friend, best friend
Yeah, I got a best friend, best friend, yeah"
6,Billy Crystal,2010,Trunk Muzik 0-60 (2010),,Yelawolf,"Trailer parks on fire, billy been cookin up something.
If you need a biscuit, come on then, billy just got it jumpin'.
Get it from a pro, get it for the low, get you some blow.
Get it for the nose, get it for the show, get it for the (Hoes!)
Four-wheeler cranked up, gas tank on the ATV.
It's full of that crank bud, billy got pills from A to Z.
So what do you think?... but billy won't go Below 50.
22's Are Dangerous, drink a thing up with the nugget rings.
Pow, take one from the needle, how you feelin' now?
Purple moons in lucky charms, yeah that's the sound.
But thangs turnin' around. but his fame is so profound.
His name is like a noun, they goin' Billy Now.
Billy's on the corner with the Crystal Meth.
Yeah!, ain't he ain't slowin down, ain't slowin down.
Billy's on the corner with the Crystal Meth.
Go Billy!... Crystal Meth.
Ayyee, Oh, Ayyee, Oh.
Oh, Ayyee, Oh.
Hello junkies, and hello mama too,
Hello to my p.o., do Self to the boys in blue.
Billy got brass bawls, 20 pounds on the catwalk.
LSD and Adderall, And LCD's On the Wall.
Hes watching Every move, HighTech RedNeck.
Run Up on him if you Want to, I Bet on RedNeck, Come on.
It might be Dark in the Woods. But the light are on.
The money's counted, and if the price is Wrong.
Well then, billy will get them Gremlins like Speilberg.
He'll take your house down, off of them pillars.
And take your mom to sizzler, and feed her chicken liver.
That's cold blooded love, billy's a chiller.
4: 30 in the a.m., billy ain't slept for days.
Gotta keep up with the profit, gotta keep up with the craze.
It's a heavy shade, gotta walk through the maze.
Down where the sun don't shine, and the palm trees swade.
And when the wind blew, and the cradle fell.
Down come baby billy, and up come an able mil.
Mama stayed at work, daddy stayed in jail.
That's a full deck, but you gotta play what your dealt.
So billy dealt the joker, put the sheriff in the choker.
He drank himself sober, and pissed in a SuperSoaker.
And he wet 'em all up, and left his snow yellow.
That's hard life boi, for the ello."
7,Box Chevy,2010, Trunk Muzik (2010),,Yelawolf,"Yelawolf and I feel like a king in my (BOX CHEVY)
Tell dem otha wack muthafucks to get da (PINE BOX READY)
Catfish Billy is (Deadly)
Don't get slapped wit da (MEDLEY)
Still sippin on Jack D to my neck and my head start feelin' (HEAVY)
Doin' 125 down I-29 really think I need to start slowin down
But I can't 'cause I gotta pretty blonde thing stittin to my right dats blowin' me now
Oh yeah she (HEADIN ME) I think her name might be (BECKY)
I waz bout to drop her off but I had to switch lanes to get da brain she (NECKED ME)
Awww naw do you come in two's please choose a couple of friends that could hoppy in the coupe
Now we goin' (STEADY) but I'm not lookin' for (LONGEVITY)
Pipes in the back, the lights of the night reflect sights trough the dash I'm nice to ride pass
My rims are super clean, paint job dat glitters and gleams,
And I wanna see da back of your jeans in the seats (MY BOX CHEVY)
This whip is built for Queens and you wanna be seen witta King,
Well I wanna see the back of your jeans in seats (MY BOX CHEVY)
Tilted off Jim bean, sittin' off to the side I lean,
And I wanna see the back of your jeans in the seats (MY BOX CHEVY)
This whip is built for Queens and you wanna be seen witta King,
Well I wanna see the back of your jeans in seats (MY BOX CHEVY)
(Verse 2 - Rittz)
Fuck a limosine rather ride ride caprices
My speakers vibrate the concrete beneath us
Ridin' 85 northbound shakin doors down
So I turn da speakers louder pissin off polices
Fuck 5-star chick, gotta porn-star bitch ridin' shotgun wit me gettin' so wet
Now she goin' down on me givin' road head bussin on her fourhead,
Then I take her back to the homestead Peace
Back in the caprice took a sack of weed and crumpled it inside a conyak blunt rack
Then its time to jump back on the highway 85 slumpin in the seat like I'm hunckback and
My chevy look so dope oldskool vo's on it got it floatin like a row boat,
Gold flakes in the paint drippin on the road, drivin' slow like a show boat hoe
Don't act like you don't hear me comin' I got the ?? and its comin' out the clarions
12's in the trunk, flatscreens in the headrest wit somethin' bout Marion carry on
I be turnin' heads every time when you see in the chevy man she carstruck
And I'm far from hauled up supp witt-her trippin' like a bitch
Get in the car slut you know you wanna ride.
My rims are super clean, paint job dat glitters and gleams,
And I wanna see da back of your jeans in the seats (MY BOX CHEVY)
This whip is built for Queens and you wanna be seen witta King,
Well I wanna see the back of your jeans in seats (MY BOX CHEVY)
Tilted off Jim Bean, sittin' off to the side I lean,
And I wanna see the back of your jeans in the seats (MY BOX CHEVY)
This whip is built for Queens and you wanna be seen witta King,
Well I wanna see the back of your jeans in seats (MY BOX CHEVY)
In the the background witta six-pack now in the mind lookin' for the (LADIES)
Peanut butter seats have seat girl my panut buteer needs (JELLY) I'll chase you like (JELLY)
If you ain't afraid to get (MESSY)
If you know da game then I'll let you call the shots like a referee
Now I'm drinkin' deuce deuce sweet and slow
Feelin' like a deuce deuce bigalow
Played the da bitch like piccolo
Go anywhere you wanna go pick a road
Interstae 59 20 75 285 85 southbound
Twins pipes like POW POW, 100 spokes on the vo's like wow... wow... wow
My rims are super clean, paint job dat glitters and gleams,
And I wanna see da back of your jeans in the seats (MY BOX CHEVY)
This whip is built for Queens and you wanna be seen witta King,
Well I wanna see the back of your jeans in seats (MY BOX CHEVY)
Tilted off Jim Ban, sittin' off to the side I lean,
And I wanna see the back of your jeans in the seats (MY BOX CHEVY)
This whip is built for Queens and you wanna be seen witta King,
Well I wanna see the back of your jeans in seats (MY BOX CHEVY)"
8,Box Chevy,2010,Trunk Muzik 0-60 (2010),,Yelawolf,"Yelawolf and I feel like a king in my (BOX CHEVY)
Tell dem otha wack muthafucks to get da (PINE BOX READY)
Catfish Billy is (Deadly)
Don't get slapped wit da (MEDLEY)
Still sippin on Jack D to my neck and my head start feelin' (HEAVY)
Doin' 125 down I-29 really think I need to start slowin down
But I can't 'cause I gotta pretty blonde thing stittin to my right dats blowin' me now
Oh yeah she (HEADIN ME) I think her name might be (BECKY)
I waz bout to drop her off but I had to switch lanes to get da brain she (NECKED ME)
Awww naw do you come in two's please choose a couple of friends that could hoppy in the coupe
Now we goin' (STEADY) but I'm not lookin' for (LONGEVITY)
Pipes in the back, the lights of the night reflect sights trough the dash I'm nice to ride pass
My rims are super clean, paint job dat glitters and gleams,
And I wanna see da back of your jeans in the seats (MY BOX CHEVY)
This whip is built for Queens and you wanna be seen witta King,
Well I wanna see the back of your jeans in seats (MY BOX CHEVY)
Tilted off Jim bean, sittin' off to the side I lean,
And I wanna see the back of your jeans in the seats (MY BOX CHEVY)
This whip is built for Queens and you wanna be seen witta King,
Well I wanna see the back of your jeans in seats (MY BOX CHEVY)
(Verse 2 - Rittz)
Fuck a limosine rather ride ride caprices
My speakers vibrate the concrete beneath us
Ridin' 85 northbound shakin doors down
So I turn da speakers louder pissin off polices
Fuck 5-star chick, gotta porn-star bitch ridin' shotgun wit me gettin' so wet
Now she goin' down on me givin' road head bussin on her fourhead,
Then I take her back to the homestead Peace
Back in the caprice took a sack of weed and crumpled it inside a conyak blunt rack
Then its time to jump back on the highway 85 slumpin in the seat like I'm hunckback and
My chevy look so dope oldskool vo's on it got it floatin like a row boat,
Gold flakes in the paint drippin on the road, drivin' slow like a show boat hoe
Don't act like you don't hear me comin' I got the ?? and its comin' out the clarions
12's in the trunk, flatscreens in the headrest wit somethin' bout Marion carry on
I be turnin' heads every time when you see in the chevy man she carstruck
And I'm far from hauled up supp witt-her trippin' like a bitch
Get in the car slut you know you wanna ride.
My rims are super clean, paint job dat glitters and gleams,
And I wanna see da back of your jeans in the seats (MY BOX CHEVY)
This whip is built for Queens and you wanna be seen witta King,
Well I wanna see the back of your jeans in seats (MY BOX CHEVY)
Tilted off Jim Bean, sittin' off to the side I lean,
And I wanna see the back of your jeans in the seats (MY BOX CHEVY)
This whip is built for Queens and you wanna be seen witta King,
Well I wanna see the back of your jeans in seats (MY BOX CHEVY)
In the the background witta six-pack now in the mind lookin' for the (LADIES)
Peanut butter seats have seat girl my panut buteer needs (JELLY) I'll chase you like (JELLY)
If you ain't afraid to get (MESSY)
If you know da game then I'll let you call the shots like a referee
Now I'm drinkin' deuce deuce sweet and slow
Feelin' like a deuce deuce bigalow
Played the da bitch like piccolo
Go anywhere you wanna go pick a road
Interstae 59 20 75 285 85 southbound
Twins pipes like POW POW, 100 spokes on the vo's like wow... wow... wow
My rims are super clean, paint job dat glitters and gleams,
And I wanna see da back of your jeans in the seats (MY BOX CHEVY)
This whip is built for Queens and you wanna be seen witta King,
Well I wanna see the back of your jeans in seats (MY BOX CHEVY)
Tilted off Jim Ban, sittin' off to the side I lean,
And I wanna see the back of your jeans in the seats (MY BOX CHEVY)
This whip is built for Queens and you wanna be seen witta King,
Well I wanna see the back of your jeans in seats (MY BOX CHEVY)"
9,Box Chevy Pt. 4,2013,Trunk Muzik Returns (2013),,Yelawolf,"I just popped some pills,
And all I want to do is not to feel,
Like a fucking ball on a soccer field,
'Cause everybody seems so not for real.
While this moon is up,
I want to ride around with you in the trunk.
I hope you don't mind I assumed you was,
'Cause I went and got a room for us.
So let's drink some drinks,
Until we get so drunk we can't wait,
To pull each other's clothes off and get naked,
And make the motherfucking Chevy shake.
Now I'm feeling fine,
In my 1979,
Trunk full of knock and the cup with the lime,
And I think that it's about that time.
So give me a shot.
I'ma take it up to the mountain top,
Or we could make it bounce in the parking lot,
Straight up in the police parking spot, fuck the cops.
We can roll,
All over the city we can go,
Everywhere you want to creeping low,
Baby I just want to beat the show.
So fuck that room,
'Cause I got the Chevy engine tuned,
And I'll keep it running just for you,
While we illegally screw."
