,song,year,album,genre,artist,lyric
0,10 2 10,2013,Hall of Fame (2013),,Big Sean,"Imma' be paid forever
I look up
Finally Famous Nigga
I woke up working like a Mexican
That mean I work from 10 to 10
Then 10 to 10, then 10 again
Nightmares of losing everything boost my adrenaline
All this bread can't be good for my cholesterol
Don't come round' talking loudly, fucking up my repertoire dawg
I can't lie bruh lately I've been stressing heavily
I'm sipping, popping, smoking on whatever take the pressure off
Diss you, FF Imperial till my burial
Dodging every bullet and venereal
Anti-fuckboy material till I'm dead, I'm living proof,
If you focus on what's in front of you and not what's in the peripheral
It's gone, word? Boy I seen drama on drama
Drama on drama over comma on comma
I'm bringing home dead prez, my house done feel like its haunted
I put the city on my back, right along with my garments
Went to sleep, snoring
I woke up working like a Mexican
That mean I work from 10 to 10
Then 10 to 10, then 10 again
Nightmares of losing everything boost my adrenaline
I got 3 jobs like I'm Jamaican though
I need 3 wives like I was Haitian though
One cook, one clean, the other PMS'ing, ho Hablo ingles'
If police have questions they don't know what that mean nigga
They say Detroit going through the great depression
Still it's been depressed so long I can't even tell depression here
My homeboy still gon' pull up on them rims big as a Ferris wheel
So many rides up on the curb my lil 'cause thought the fair was here
Like oh, I'm primo, top spot redeemed ho, for who? My team
And we might take a trip to Jamaica, Montego, pussy and flamingos
Got me thinking the fuck I need to sleep for?
I woke up working like a Mexican
That mean I work from 10 to 10
Then 10 to 10, then 10 again
Nightmares of losing everything boost my adrenaline"
1,100 Keys,2011,Finally Famous (2011),,Big Sean,"Ay, ay
(Chorus-Big Sean)
I'm from a big city
Tryna make a living
Come to my hood
Everybody get it
And for that paper all the wrong things sound right
Where I'm from they push a hundred keys and it sound like
Where I'm from they push a hundred keys and it sound like
Young niggas gettin' money, young niggas gettin' money
Just a bittersweet symphony
(Rick Ross)
I play the keys handle dope, Barry Manilow
The game a bitch, but at times she sweet as cantaloupe
Hit the road key of coke in the mantle fold
Triple beam dreams with a trunk full of scattered clothes
Japanese denim, down south numbers
Hit it once trust it would make a fat fiend stumble
Do the speed limit, all gold shoes
Call 'em penny loafers, they a pretty penny too
I'm tipping strippers but I call it penny pinchin'
She talking shit but I could get her titties lifted
My new crib got it's own city limit
Motherfucker got his own city in it
Blue marble on the floor
Wet as salt water
Ima boss, I'm just playing hoes (holes) like a golf course
(Young niggas gettin' money, young niggas gettin' money)
(Big Sean)
Just a bittersweet symphony
(Chorus-Big Sean)
I'm from a big city
Tryna make a living
Come to my hood
Everybody get it
And for that paper all the wrong things sound right
Where I'm from they push a hundred keys and it sound like
Where I'm from they push a hundred keys and it sound like
Young niggas gettin' money, young niggas gettin' money
Just a bittersweet symphony
(Pusha T)
One hundred keys
One hundred please
My gazuntite could make a whole city sneeze
Walk the mud jungle where they grind it out the leaves
So they swarm to my honeycomb, hideout for the bees
You know what this sounds like
Money counter sound bytes
Machine gun fire
Name ringin' through like the town like
Church bells ringin'
Know what he was found like?
Colombian necktie over hospital gown white
She live on her knees
I live in a condo in the trees
The air's a little thinner that I breathe
Iron Man Audi, let the top strip tease
My life is slow motion but the watch screaming freeze
Yeah, young nigga gettin' money
The feds dragged neck, couldn't take nothin' from me
The decoy car is a crash test dummy
What follows is a hundred of 'em wrapped like a mummy
(Chorus-Big Sean)
I'm from a big city
Tryna make a living
Come to my hood
Everybody get it
And for that paper all the wrong things sound right
Where I'm from they push a hundred keys and it sound like
Where I'm from they push a hundred keys and it sound like
Young niggas gettin' money, young niggas gettin' money
Just a bittersweet symphony
(Big Sean)
Boi
And they gon' risk a hundred lives
So they could rock a hundred whites
The guests look like a hundred lights
Man when blade died my city cried a hundred nights
Yeah I got a main girl, but I done hit a hundred types
Every wrong I do, I'm steady tryna do a hundred rights
Got it for cheap, compare the price
My nigga keep that low key, Barry White
And don't worry 'bout the info
From where they ride Pintos, and could afford Enzo's
'Cause everybody know, keys open doors (keys-keys open doors)
But bricks open windows
Countin' a hundred hundreds, more by more
Built this from the tile up, floor by floor
Talk shit, I send 'em door by door
Made for the Snow White like 4x4's (truck)
(Chorus-Big Sean)
I'm from a big city
Tryna make a living
Come to my hood
Everybody get it
And for that paper all the wrong things sound right
Where I'm from they push a hundred keys and it sound like
Where I'm from they push a hundred keys and it sound like
Young niggas gettin' money, young niggas gettin' money
Just a bittersweet symphony"
2,All Figured Out,2013,Hall of Fame (2013),,Big Sean,"It's crazy how they think you got it all figured out
Just because your bank account gets all figured out
Next time somebody try and tell you how to run your shit
And they ain't major shit
Do yourself a favor: kick 'em out.
Eat good and do that, you'll live a long life
I always say long days is better than long nights
At least in the day you've got shade
In the night it's all shadows, don't get caught at wrong lights
I wish somebody would have told B.I.G. that before March ninth
I used to think there's no such things as wrong rights
Till my stepbrother brought home them extra groceries
Extra cheese, now mom could make her special recipe
But I didn't know it was off of infested streets
Now he the reason I've got to walk with my little niece to go eat
I guess that's the hunger that got me out
At the top of hotel suites renting the lobbys out, you know?
Stuntin' like a bitch, prom night me out
And the girl I've wanted since ninth grade trying to route
That was back when I was seventeen
It's crazy though, cause even then I thought I had it all figured out
It's crazy how much that you can see with your eyes closed
'Specially if you've got a vision
Or how you could have everything
And still think about everything missing
Like I probably remember the times I missed out on
More than the ones I lived
I probably remember the girls that I ain't have
More than the ones I did
But I remain a two timing, one girl on the way
Two lyin' and one bed-never too tired
Smoke so much I need two lighters
Shoppin' overseas I do buy it, who higher?
They taught me that I had to dream, black history month
I wake up and treat the day like stack history month
I'm talkin' Malcolm Flex, Jessie Rackson
Front of the plane: I'm Rozay Parks
SUV swervin like it's O.J.'s car, oh
To me and my dogs is all gettin' out
Somewhere in the club probably all liquored out
Finna take extra shots for my dogs missin' out
That keep remindin' me at the same time
That I still ain't got it all figured out
Fact, the only thing I really figured out
Is that I'll never have it all figured out, fuck.
Even when your bank account is all figured out
Even when your bank account gets all figured out
Even when your best friend gets all trickered out
Even when it... all of it... when you still ain't got...
Today I woke up and realized every day gets shorter
Every minute turns into the longest second, yet never ending
Age is nothing but a reminder and it doesn't tell you
How old or young minded someone is
'Cause we all started at the same starting point of a woman's legs
But each have our own finish line
Understand it never ends, and the only way to be immortalized
Is to be remembered, hopefully from right than wrong
Better to be in the hall of fame than shame
Whether it exists for what you do or not
We create this world so we make what exists
It isn't about the award, it's about the award of being immortalized
And remembered for all the right reasons
Mistakes are forgotten, no footprints of any missteps
So when it's so late that it's early
And you need a drink even though the bar's closed
Remember why you do what you do
For the coldest drinks, the fastest cars, luxury
The adrenaline rush of creating what you think about
With who thinks about you:
Your family, your team
The joy of looking back and saying that you did it
Winning the game: hall of fame"
3,All Your Fault,2015,Dark Sky Paradise (2015),,Big Sean,"Yeah, you know we good
You talkin' about this shit but whatever
We can go back and forth all day
(How much I feel, I live for your love)
Lit for your love baby, lit for your love
(Live for your love)
Lit for your love baby, lit for your love
(Live for your love)
Lit for your love baby, lit for your love
(Live for your love)
Lit for your love baby (Straight up!)
That's that don't play, whoo, that's that new Ye
People sayin' I'm the closest thing to Mike since Janet, whoo
Tom Cruise, homie, we jumpin' up on them couches
That's a fresh house, is that a guest house
Your house got another house
Your bitch got a bitch, your spouse got another spouse
Young Walt Disney, I'ma tell you truthfully
If you leave Mickey you gon' end up with a Goofy
I imagine that's what Chris told Karrueche
Girls be actin' like it's diamonds in they coochie
I don't give a fuck, I don't give a fuck
But cops chokin' niggas out in the media
We finna have to protest and tear the city up
We bout to tear this whole place up pretty much
(How much I live)
And you know it's all your fault
Nobody, nobody, nobody, babe
You know it's all your fault
Nobody, nobody, nobody, but me
(How much I feel, I live for your love)
Lit for your love baby, lit for your love
(Live for your love)
Lit for your love baby, lit for your love
(Live for your love)
Lit for your love baby, lit for your love
(Live for your love)
Lit for your love baby (Straight up!)
Ho we done made it through hell and disaster
My crib done got bigger, my women got badder
You wonderin' how do you get in the game
I'm wonderin' how do I get to the rafters
Oh boy, I'm mad until these records gettin' shattered
Till I'm MJ or Magic, oh she just want the status, so
You the man she got, but I'm the man she been after
She done sent so many naked pics my phone ain't got no data
I walk off in New York like my name Derek Jeter
Headed home to the D where you know I keep a Gina
I'm the good with the evil
Fuck you nice to meet you
You can have a peace sign man without the middle finger
With the clique when you see us, that's my family to me
That's my family tree
They're my arms, legs, hands, and my feet
And I can't cut them off even with diabetes
Hit the beat and kerosene it
Scratch that, I white sheet it
A 100 dollar fade every single time you see us
Been a king all my life so I shoulda got a Caesar
Somewhere off in Vegas rollin' dice up at the Caesar's
Got me thinkin' back bout how I used to roll to Little Caesar's
Piece of pizza with Tanisha
Now I'm with a Boniqua
She finna blow at that
I got your dream girl, yeah she actin' like a ho at that
Throw her to me I'ma throw that back
Top spot I'm finna go at that
(Straight up)
(How much I feel, I live for your love)
Lit for your love baby, lit for your love
(Live for your love)
Lit for your love baby, lit for your love
(Live for your love)
Lit for your love baby, lit for your love
(Live for your love)
Lit for your love baby (Straight up!)
And you know it's all your fault
Nobody, nobody, nobody, babe
You know it's all your fault
Nobody, nobody, nobody, but me
Ho you gotta move quick
(World in my hands, I ain't gotta loose grip
I don't like loose pussy or loose lips)
And I done did the impossible a few times, Tom Cruise shit
Ho and I ain't satisfied bein' on that top 5 list
(I ain't satisfied until I'm on that all-time list)
Till everything I spit is all timeless
(My girl on that all fine list)
My life a little luck, a lot of grind
Bitch no maybe ho I gotta make it
(Fuck your nomination man fuck the world)
I'm repopulatin', wrap my rollie round my waist yeah time's a waistin'
(Niggas want the comma, comma combination)
Long as I'm around, it's gon' be dot dot dot a lot of waitin'
Got my pinky on her brain while I'm gettin' brain plottin' world domination
(People ask me how I done make it)
I'm just like ""man if you want the crown, bitch you gotta take it""
Straight up"
4,Ashley,2013,Hall of Fame (2013),,Big Sean,"(Hook : Miguel)
And I, I wouldn't trade it for the world, world, world
And I, Just so fucking lucky you're my girl, girl, girl
And I, I wouldn't trade it for anything
No, no, no not anything
And you
(Verse 1 : Big Sean)
Yeah, I got a brand new Benz
Crazy right, brand new Benz
Got less miles on it than I do friends
Remember when we laid at you and Paige's crib
Was there so long I coulda paid rent
Remember when we couldn't get shit?
Best thing bout being broke is you don't spend shit
Remember that Christmas? We had a wish list
We couldn't afford nothin' but we still get shit
Ironically those were the times I felt the richest
All those times that we spent by the pool girl
Was too broke to even take you to the zoo girl
Maybe its because I had you girl
Was thinking about when we went to London and Paris
And gave each other times that we cherished
Remember when you saw the Eiffel Tower
And you got so drunk threw up? Yup you were so embarrassed
See those are times I can't let go, I can't let go
Man I hate to see you single in the club looking for kisses and hugs
So you Sipping on XO till I snatch you up like ""let's go""
(Hook: Miguel)
(Verse 2: Big Sean)
My bad for those long long nights, long nights when I left you in the sheets
Sorry for when you had to cry yourself to sleep
Tried to count on me and I made you count sheep
Sorry when you put your faith in me I was unfaithful, disgraceful, distasteful
Yeah I know you're not supposed to have cake and eat too
Crazy how these hoes always kept my plate full
What about the emails you hacked in?
I know we hate to live in the past-tense
It's been weird since I went out west and did an album with No I.D
And ain't came back since
Now we the best in the city, I rep for the city
That's about the time that you left for the city
You and all your girls moved to NY,
I shoulda' known now how you watch Sex And The City
I know we ain't close but, I gotta focus on blowing up
I know I promised that I'd be there, and really did I ever show up?
I know I wasn't honest to ya girl
Almost broke every promise to ya girl
Brought problems to your world
And you said ""how could you just lie to me? I thought you'd die for me?""
I was scared you'd find somebody who would treat you like you supposed to
You the type niggas get close to, get close to, and then propose to
And when Thanksgiving come around,
I ain't tryna bring hoes through to momma
So it's back to the drama,
""No I don't know that number""
""Why the hell you text it?""
Heartbreak hotel man, with no exit just checked in
Young and living reckless
(Hook: Miguel)
(Outro: Miguel and Big Sean)
Can't nobody do it like you do it, like you do it, like you do it, like you
I can't imagine myself without you
I need a whole lot of help without you
Me and my granny both agreed
Damn you're such a G I'll hold you down forever, B
(Hook: Miguel)"
5,Beware,2013,Hall of Fame (2013),,Big Sean,"When you said it was over
You shot right through my heart
Why you let these hoes tear what we had right apart
Ooh, I was so mad
I should've seen this coming right from the start
You should beware, beware, beware of a woman with a broken heart
Praying to a sky all black
Looking at the stars like they finna talk back
Looking at my phone like she finna call back
But last night I feel like probably ended all that
Cause by now she woulda sent a text in all caps
Then another one tryna take all back
Saying fuck you, I miss you or I hate you so much
Cause girls only say ""hate you"" to the guys they love
I know, I know, I know
The highs, the lows it comes and goes
You say ""be real"" I try, I don't
Cause you take anything and just make it everything
Kept my phone on silent ever since you got a ring (funny right?)
And I never cheated (I mean, maybe once, twice)
One time don't change everything
She ask why I don't feel the same, I'm still the same
She's still insane and now she's saying
When you said it was over
You shot right through my heart
Why you let these hoes tear what we had right apart
Ooh, I was so mad
I should've seen this coming right from the start
You should beware, beware, beware of a woman with a broken heart
Okay, skeet, smoke
Sleep, call
Miss, text
Woke, spoke
Lie, feel, Lisa ew
Time, kill, months, still
I got somebody baby mama calling me daddy
I drank too much, please call me a cabby
Penthouse after party hoes want that addy
Fuck they can ride with us, crawl in a Caddy
Third row is when you call, I hit cancel
Really? I hit answer, fuck I hate when that happens
Phone in my pocket for the whole night
And you heard bitches screamin' till my phone dies
Then she text me like ""why you still talk to my mama?""
How the fuck you run around with condoms?
Why you make me get this tattoo?
Man, fuck this tattoo you the reason I wasn't single in college
What? All because I had you
Nigga I don't even have you
How am I suppose to get past you?
And she called the next guy spillin' some real shit
Now they problems he got to deal with
When you said it was over
You shot right through my heart
Why you let these hoes tear what we had right apart
Ooh, I was so mad
I should've seen this coming right from the start
You should beware, beware, beware of a woman with a broken heart
Girl, don't believe them hoes
'Cause they don't wanna see us together
And you already know you're too fly
But baby, don't get your hair caught in the propellers
I be tryna tell her these hoes is jealous
You know they never like it when you never say never
Long hair, red bone, but her pussy is hairless
Muah, I French kiss it like we in Paris
I be screaming out, ""ain't no woman like the one I got""
But she be always worrying about the one I fucked
She said it's gonna be me, myself and I
Damn, that would make me a one-eyed fuck
Sch, I was so mad
Damn, you used to ride a nigga like a moped pad sch--
But players fuck up, my bad
And just to keep from crying, I laughed
When you said it was over
You shot right through my heart
Why you let these hoes tear what we had right apart
Ooh, I was so mad
I should've seen this coming right from the start
You should beware, beware, beware of a woman with a broken heart
Baby, last time calling me baby
Last time calling me crazy
Crazy, crazy
Baby, last time calling me baby
Last time calling me crazy
Crazy, crazy"
6,Blessings,2015,Dark Sky Paradise (2015),,Big Sean,"Look, I feel blessed
Way up I feel blessed, way up I feel blessed
Straight up
I live the life I deserve, bless
Fuck a vacay I feel better at work
I mean whatever it's worth
I give whatever I'm worth
For my niggas who gonna go to Hell and back for me
I'mma give 'em Heaven on Earth for a hell of a check
Yeah whichever come first
Blessings on blessings on blessings
Look at my life man that's lessons on lessons on lessons
I treat the beat like it's a reverend
I tell the truth like father forgive me these are all my confessions
Man this wasn't luck it was destined
I done lost homies who been with me since Ed, Edd, and Eddy
Who flip like confetti and then when you back they back to call you dog
That shit get get petty, bitch don't give no dap to me nigga
Funny thing about talkin' behind my back
Is that it just keep comin' back to me nigga
Was all for a sec now it's back to me nigga
You mad at me, this ain't what I want man this what it had to be
This is that late night workin' after three
Man this why my old girl was mad at me
This why I'm your majesty
Man, the clique is the tightest, the pussy's the tightest
The drinks are the coldest, the future the brightest
The feat not divided, the love is divided
And I just got it, thank God that we got it, blessed
I don't know what I would do without it
Crew look like we robbed a bank, but all we make is deposits
Your profit we profit, oh God
I'm here for a good time not a long time, you know I
I haven't had a good time in a long time, you know I
I'm way up I feel blessed, way up I feel blessed
I'm way up I feel blessed, way up I feel blessed
Look, I ain't gonna say that we back or nothin'
'Cause that implies that we're back from somethin'
If we're back from somethin' it's some checks you owe us
I expect that payment, nothin' less or over
I don't need them favors that you ask me for
I could give two fucks bout' where the Grammy's go
I just gave out Grammy's on my Instagram
Them OVO boys the business man
It is what it is, trust me you get what you give
You gotta come to my side and see how we live
I cannot see Heaven bein' much better than this
Blessings on blessings from me and my niggas from the Six
Look at what we did
Be quiet I'm doin' a toast
For niggas that don't really do shit I swear y'all be doin' the most
Stop worryin' about whoever's next
I am just worried about my mama worryin' less
I think I'm famous enough, I don't need anymore press
I am convinced I'm the only one left that's still doin' this shit man
I'm here for a good time not a long time, you know I
I haven't had a good time in a long time, you know I
I'm way up I feel blessed, way up I feel blessed
I'm way up I feel blessed, way up I feel blessed
My grandma just died I'm the man of the house
So every mornin' I'm up 'cause I can't let them down
Always down for the cause, never down for the count
I guess when your stars align you do like the solar system and plan it out
So I'm goin' overtime on the overtime
Yeah I'm not invested but you can't attest it
Million dollar goals, man it's to manifest it
The family never goin' anorexic
I pay my mortgage and electric
Never goin' under even with anesthetics
At the top of the rap game and progressin'
Check after check, checkin' off my check list
Try and blow my cake just know that's a death wish
No mistakes in life ever, it's only lessons
Shit feel like Shaq and Penny got back together
You tore the game apart who put it back together
I'm here for a good time not a long time, you know I
I haven't had a good time in a long time, you know I
I'm way up I feel blessed, way up I feel blessed
I'm way up I feel blessed, way up I feel blessed
Since the truth keep niggas traumatized
They tryna compromise my condom size
So I snapchat that whole shit
Tryin' see titties, tryna show dick
And I swear to God I hope they post it, I'm blessed
Even though I get slammed with lawsuits like car doors
See 3 POs like Star Wars
They want me by the road holdin' up cardboard
So I go extra hard on the hard floor
Right now callin' you from my home gym
Right after that, nigga I'm gon' swim
Just did a couple laps in my home pool
And my daughter right there gettin' homeschooled
I'm blessed, and I was thinkin' 'bout startin' up my own school
A montessori, and the hallway lookin' like a monastery
Oh yes I'm way up, I feel blessed"
7,Bounce Back,2017,I Decided. (2017),,Big Sean,"If Young Metro don't trust you, I'ma shoot you
Last night took an L, but tonight I bounce back
Wake up every morning, by the night, I count stacks
Knew that ass was real when I hit, it bounce back
(You ain't getting checks)
Last night took an L, but tonight I bounce back
Boy, I been broke as hell, cashed a check and bounced back
D town LAX, every week I bounce back
If you a real one, then you know how to bounce back
Don't owe nobody, owe nobody
Always on the fuckin' job, I got no hobbies
Got the city fuckin' with me 'cause I'm homegrown
Vibin' out more than my phone though
Leave me 'lone, me on my own though
Look, I cut that bitch off like an edit
My daddy a G, it's genetics (Straight up)
I heard ya new shit, it's pathetic
Ya contract should be shredded
Took my dogs on a private jet from the public housing
I kept it G, yeah, one thousand
Clique star-studded like the Paramount mountain
Everything I do is righteous
Betting on me is the right risk
Even in a fucking crisis
I'm never on some switching sides shit
I switch gears to the night shift
Blacking out 'cause I'm enlightened
God talk to me in silence
But I hear him every time, mane
(Thank you God, God bless you, thank you so much)
Last night took an L, but tonight I bounce back
Wake up every morning, by the night, I count stacks
Knew that ass was real when I hit, it bounce back
(You ain't getting checks)
Last night took an L, but tonight I bounce back
Boy, I been broke as hell, cashed a check and bounced back
D town LAX, every week I bounce back
If you a real one, then you know how to bounce back
Look, I woke up in beast mode
With my girl, that's beauty and the beast though
Been top 5, these niggas sleep though
Only thing that sold out is the seats though
(Never sold my soul, never will never have)
Nigga how dare you stand before me and not respect my authority
If you fuck with my glory, I'ma drop the L and get gory
I done did everything except worry
Hella drama, my life story
Faith of a mustard seed, I kept growing
I knew that this life was meant for me
Niggas change up more than wishin' wells
Karma come around I'll wish 'em well
Livin' like I'm on a limitless pill
I kill the scene like I'm Denzel
Crazy like my jacket strapped up
Nigga, I don't act but I'll act up
Brown paper bag like the lunch packed up
Back, back, back, back up
Nigga, I'ma need like 10 feet
Or get stomped out with ten feet
I'ma always lose my temper
You cannot ""count to ten"" me
If I lose 1, I bounce back like 2, 3 did with 4, 5
Seen court rooms and court sides, ain't too many seen both sides
Nigga, fuck what you know
Nigga, I'm takin' back control
The underdog just turned into the wolf and the hunger steady grows
Yeah, I call shots while you call off
Never takin' summer or fall off
When you stay that committed to it, you just fall down and never fall off, so
Last night took an L, but tonight I bounce back
Wake up every morning, by the night, I count stacks
Knew that ass was real when I hit, it bounce back
(You ain't getting checks)
Last night took an L, but tonight I bounce back
Boy, I been broke as hell, cashed a check and bounced back
D town LAX, every week I bounce back
If you a real one, then you know how to bounce back
Bounce back, bounce, bounce
Bounce back, bounce, bounce
Bounce, bounce, bitch, bounce (Yeah)
Is you a real one?
Is you a real one?
Real one
Real one
Is you a real one?
Real one
Real one
Don"
8,Celebrity,2011,Finally Famous (2011),,Big Sean,"I am in love with the lights, the love, the rights, the wrongs,
They told me that it wouldn't be night for long!
The lights, the love, the rights, the wrongs
They told me that it wouldn't be night for long!
And I'm in love with the lights, the love,
Celebrity hoes, Hollywood parties that never get old!
Table full of new hoes, champagne NuVo,
But my mind is on Venus, but my neck is on Pluto.
I need a girl that look badder than my girlfriend,
Not the ones that look badder than they girlfriends,
Paparazzi try to pop big, since I'm in Cali
But I just had my face doing a Earl Flinn
Hoody over my head, Jedi,
Anacin, looking like a BBC
Louis V mannequin, she ain't got no man in him,
She got no companion, she's Jenifer Aniston,
I'm trying to hit her, and her friend!
And again, and again,
Pass it to my man's and them.
Fuckin' all the baddest bitches
In cities we landin' in.
What happens when it all falls,
And the success is all gone, and is all gone?
But for now I'm a celebrity!
For now I'm a celebrity!
'Cause I'm in love with the lights, the love, the rights, the wrongs,
They told me that it wouldn't be night for long!
The lights, the love, the rights, the wrongs
They told me that it wouldn't be night for long!
The money they said that is the root of all evil,
At least that's what the pastor tried to teach ya,
But he ain't pass around and collects and play,
Till he's heavy weight as soon as his speech through, hah.
Now hop in that Benz, coop.
Shit, I'm trying to get Benz too!
Man how is it the root of all evil?
If it could take my whole family out to Rio.
No more re-po or depot speed-boats.
Jury all gone, come and see 3PO.
Smoke so much, I gotta see 3POs
'Cause I'm worldwide tourin with me and my nigga Zeno
Most comfortable behind the Mic's like Tito
So I hate to lose my mic like Tito
What happens when it all falls,
And the success is all gone, and is all gone?
But for now I'm a celebrity!
For now I'm a celebrity!
'Cause I'm in love with the lights, the love, the rights, the wrongs,
They told me that it wouldn't be night for long!
The lights, the love, the rights, the wrongs.
They told me that it wouldn't be night for long!
I do it for
Anything in life for love and meaning,
I hope they never try to tell me I'm leaving,
Getting everything I want, then I got my mom next,
LA Reid sign checks right after the contract.
I always had a crazy flow, pockets was on radio, active.
I guess 'cause I was active on a radio.
Way back in high school, yeah nigger CT
Where I met my nigga Ton', bad pimpin' CT
Came up afta Slum Village, way before T3.
Give my hoes the run around, we just call 'em track meets.
It's funny now when I look back, tho.
Cause them the times that gave the inspiration at the track meets.
Yeeuh, Boi.
Do it."
9,Dance (A$$),2011,Finally Famous (2011),,Big Sean,"Ass ass ass ass ass
Ass ass ass ass ass
Ass ass ass ass ass
Ass ass ass ass ass
Ass ass
Stop... now make that motherfucker hammer time like...
Wobble-dy wobble-dy wa wobble wobble
I'm st-stacking my paper my wallet look like a Bible
I got girlies half naked that shit look like the grotto
How your waist anorexic and then your ass is colossal?
Drop that ass make it boomerang
Take my belt off bitch I'm Pootie Tang
Tippy tow tippy tay you gonna get a tip today
Fuck that you gonna get some dick today
I walk in with my crew and I'm breaking they necks
I'm looking all good I'm making her wet
They pay me respect they pay me in checks
And if she look good she pay me in sex
Bounce that ass it's the roundest
You the best you deserve a crown bitch
Right on that
Ass ass ass ass ass
Ass ass ass ass ass
Ass ass ass ass ass
Ass ass ass ass ass
Ass ass
Stop... now make that motherfucker hammer time like...
Go stupid, go stupid, go stupid
Stop! Drop it, drop it
You got everybody in here oh my gosh-ing
Bad bitches I'm your dada, white girls go gaga
When the stick is out they bust so it they open like yaya is a piñata
Bitch look down, tell me what's up
Girl you talk to much, shut up
I got that mad dick you know it always nut up
And it got a attitude no wonder why it's stuck up
Pop it then back up, yo gymnastics got me ecstatic
Your whole crew look like a pageant I'm dropping cash tip and some taxes, woop
Girl you got me about to pass out
I'm wondering if cupid gave you ass shots
Because I'm in love with that
Ass ass ass ass ass
Ass ass ass ass ass
Ass ass ass ass ass
Ass ass ass ass ass
Ass ass
Stop... now make that motherfucker hammer time like...
Go stupid, go stupid, go stupid
Whoa, white girls, black girls, tall girls, fat girls
Shake that ass, shake that ass, shake that ass
Shake that ass, shake that ass, shake that ass
Go, go
Short girls, small girls, skinny girls, tall girls
Shake that ass, shake that ass, shake that ass
Shake that ass, shake that ass, shake that ass
And I want all of that
Ass ass ass ass ass
Ass ass ass ass ass
Ass ass ass ass ass
Ass ass ass ass ass
Ass ass
Stop... now make that motherfucker hammer time like...
Go stupid, go stupid, go stupid"
